quarter,base_R,cand_R,delta_R,base_units,cand_units
2024Q4,23.875920050716793,34.854565416931976,10.978645366215181,428,536
2025Q1,157.36566030910961,207.89590316608192,50.53024285697229,380,494
2025Q2,41.37590473986256,48.06682030121045,6.6909155613478895,509,613
2025Q3,20.063802318671417,55.319164148276734,35.25536182960531,266,360
2025Q4,95.31439732798194,149.04783817631713,53.733440848335206,505,617
2026Q1,99.8378422318324,169.5746270833668,69.7367848515344,403,535
2026Q2,26.2629270751249,26.734491605066243,0.47156452994134224,316,330
2026Q3,20.973320744637107,49.51745554782156,28.544134803184463,288,396
