upgraded_children,added_units,wins,losses,gross_profit,gross_loss,net_delta_pnl,pf,avg_delta_per_child,max_gain,max_loss
393,786.0,166,227,15602.22000000002,7953.145817749304,7649.074182250713,1.9617671242969064,19.463293084607415,1608.6800000000003,-162.2845176807332
