model,mean_block_ap,min_block_ap,mean_top25_recall
HGB_SHALLOW,0.09874253610556141,0.05384899019680123,0.39166666666666666
LOGIT_ROBUST,0.08958851907701057,0.07941634598768342,0.45208333333333334
