block,spec,idx,decision,score,feedback_mean_R,upgrade,actual_R,feedback_n
2024Q4,EV_FB360,4129,2024-11-18 08:00:00,0.0690990077682283,0.09844589038069297,1,1.9425182481752337,51
2024Q4,EV_FB360,4130,2024-11-18 12:00:00,-0.056494478619625,0.09844589038069297,0,1.3270091480332906,51
2024Q4,EV_FB360,4132,2024-11-18 20:00:00,-0.0569110499365771,0.1127354730593631,0,0.6866989502749575,49
2024Q4,EV_FB360,4138,2024-11-19 20:00:00,-0.1525474868831265,0.1127354730593631,0,-0.3427312775330312,49
2024Q4,EV_FB360,4139,2024-11-20 00:00:00,-0.015560294118495,0.14933112856168052,0,-1.0,50
2024Q4,EV_FB360,4143,2024-11-20 16:00:00,0.1662229641924541,0.14933112856168052,1,3.772885283893341,50
2024Q4,EV_FB360,4144,2024-11-20 20:00:00,0.1389716651913952,0.1564216732749572,1,1.593861066235848,49
2024Q4,EV_FB360,4145,2024-11-21 00:00:00,-0.0791834636310986,0.1564216732749572,0,2.760345326979821,49
2024Q4,EV_FB360,4148,2024-11-21 12:00:00,-0.0805389613246319,0.1564216732749572,0,1.594339871069824,49
2024Q4,EV_FB360,4149,2024-11-21 16:00:00,-0.1234666408827667,0.1564216732749572,0,2.5688228531420294,49
2024Q4,EV_FB360,4157,2024-11-25 04:00:00,0.1059409893138172,0.1695247804791742,1,1.5897435897436116,48
2024Q4,EV_FB360,4160,2024-11-25 16:00:00,0.1844526662309746,0.3239352044512216,1,-1.0,47
2024Q4,EV_FB360,4163,2024-11-26 04:00:00,0.0575481853688414,0.32274894283573524,1,-0.0467140412297465,49
2024Q4,EV_FB360,4164,2024-11-26 08:00:00,0.048422415459054,0.32274894283573524,1,-0.2673987568583847,49
2024Q4,EV_FB360,4167,2024-11-26 20:00:00,-0.0893493945807936,0.33001170801725793,0,-0.4336283185840853,50
2024Q4,EV_FB360,4168,2024-11-27 00:00:00,0.8773907916012109,0.34402073157259444,1,0.3191763191762836,49
2024Q4,EV_FB360,4171,2024-11-27 12:00:00,-0.0344633736599755,0.34402073157259444,0,-0.5849089282476867,49
2024Q4,EV_FB360,4173,2024-11-27 20:00:00,0.1393079003016618,0.34402073157259444,1,-0.4320457796852785,49
2024Q4,EV_FB360,4175,2024-11-28 04:00:00,0.022385015637744,0.3435238433246682,1,-1.0,50
2024Q4,EV_FB360,4179,2024-11-28 20:00:00,0.051623916374294,0.3027720458951564,1,-0.4541284403669633,52
2024Q4,EV_FB360,4180,2024-11-29 00:00:00,-0.2556288625213466,0.3027720458951564,0,-0.707198443579751,52
2024Q4,EV_FB360,4181,2024-11-29 04:00:00,-0.0402979921565925,0.3283165958146692,0,2.069920844327204,51
2024Q4,EV_FB360,4183,2024-11-29 12:00:00,-0.0594829434562942,0.31326957588809934,0,-0.1517188629984986,52
2024Q4,EV_FB360,4187,2024-12-02 08:00:00,0.0166016871565794,0.31326957588809934,1,-0.7175085391729906,52
2024Q4,EV_FB360,4192,2024-12-03 04:00:00,-0.3828138211256139,0.2985829908234267,0,-0.6313725490195908,52
2024Q4,EV_FB360,4193,2024-12-03 08:00:00,-0.3591539997496754,0.2985829908234267,0,0.2431318681318741,52
2024Q4,EV_FB360,4194,2024-12-03 12:00:00,0.1714305848138997,0.2985829908234267,1,-0.0863157894737014,52
2024Q4,EV_FB360,4198,2024-12-04 04:00:00,-0.2864433437617477,0.30491725784159823,0,-1.0,52
2024Q4,EV_FB360,4199,2024-12-04 08:00:00,0.0523636288577237,0.30491725784159823,1,-1.0,52
2024Q4,EV_FB360,4201,2024-12-04 16:00:00,0.0481081269444337,0.2802961775049643,1,-1.0,53
2024Q4,EV_FB360,4205,2024-12-05 08:00:00,0.0120035273221447,0.25658698903265015,1,-1.0,54
2024Q4,EV_FB360,4207,2024-12-05 16:00:00,0.3770346729142368,0.04675014253986366,1,2.141747572815535,54
2024Q4,EV_FB360,4208,2024-12-05 20:00:00,-0.0608104767123352,0.04675014253986366,0,-0.3740573152337824,54
2024Q4,EV_FB360,4210,2024-12-06 04:00:00,0.0263279301488769,0.04675014253986366,1,-1.0,54
2024Q4,EV_FB360,4214,2024-12-06 20:00:00,-0.6229509339793032,0.0654688441065745,0,-1.0,56
2024Q4,EV_FB360,4215,2024-12-09 04:00:00,0.1671601122845494,0.0654688441065745,1,0.9241555130656436,56
2024Q4,EV_FB360,4221,2024-12-10 04:00:00,0.086215064037275,0.08053352250936519,1,-0.2223255813953369,57
2024Q4,EV_FB360,4222,2024-12-10 08:00:00,0.1706152385308988,0.08053352250936519,1,-0.3395004625346565,57
2024Q4,EV_FB360,4228,2024-12-11 08:00:00,0.1187026262282655,0.07409328706956916,1,-0.4951953875720663,58
2024Q4,EV_FB360,4230,2024-12-11 16:00:00,0.1080427178399485,0.0644443264824228,1,0.6832986832986999,59
2024Q4,EV_FB360,4235,2024-12-12 12:00:00,-0.0157560958708318,0.08674507570072465,0,-1.0,59
2024Q4,EV_FB360,4236,2024-12-12 16:00:00,0.1783353695143698,0.08674507570072465,1,0.3339168490153233,59
2024Q4,EV_FB360,4239,2024-12-13 04:00:00,-0.1357035811551021,0.08674507570072465,0,-1.0,59
2024Q4,EV_FB360,4245,2024-12-16 08:00:00,-0.0145294744838114,0.09086460525596797,0,-0.0745140388768485,60
2024Q4,EV_FB360,4248,2024-12-16 20:00:00,-0.1707839376335878,0.11370786932515888,0,-0.4646053702196951,58
2024Q4,EV_FB360,4249,2024-12-17 00:00:00,-0.3037933596467053,0.11370786932515888,0,-0.5037807183365018,58
2024Q4,EV_FB360,4250,2024-12-17 04:00:00,0.1719016729808319,0.11370786932515888,1,-1.0,58
2024Q4,EV_FB360,4252,2024-12-17 12:00:00,0.2968777612367995,0.11370786932515888,1,-0.3361388742766859,58
2024Q4,EV_FB360,4254,2024-12-17 20:00:00,0.0047607864550396,0.11370786932515888,1,0.075488454706961,58
2024Q4,EV_FB360,4259,2024-12-18 16:00:00,-0.3117590940180191,0.10557343335482483,0,6.414335664335899,60
2024Q4,EV_FB360,4260,2024-12-18 20:00:00,-0.2029066792440893,0.10557343335482483,0,2.1491424310216614,60
2024Q4,EV_FB360,4264,2024-12-19 12:00:00,-0.1229330428293918,0.10557343335482483,0,-1.0,60
2024Q4,EV_FB360,4267,2024-12-20 00:00:00,0.005453898814712,0.10557343335482483,1,-0.5676695608633083,60
2024Q4,EV_FB360,4268,2024-12-20 04:00:00,0.1017900610288443,0.10557343335482483,1,1.4173622704507507,60
2024Q4,EV_FB360,4272,2024-12-20 20:00:00,0.0259459851209054,0.09453666295780626,1,-0.186164010882237,61
2024Q4,EV_FB360,4273,2024-12-23 04:00:00,-0.016998516933633,0.09453666295780626,0,-0.682352941176492,61
2024Q4,EV_FB360,4274,2024-12-23 08:00:00,-0.0519186066270241,0.11107832857134436,0,-1.0,63
2024Q4,EV_FB360,4277,2024-12-23 20:00:00,0.2184816525278424,0.11107832857134436,1,-0.4059910771191758,63
2024Q4,EV_FB360,4278,2024-12-24 00:00:00,-0.0272605135568682,0.11107832857134436,0,-0.4371823324708979,63
2024Q4,EV_FB360,4279,2024-12-24 04:00:00,-0.4896502692183913,0.11107832857134436,0,-0.4809976247030773,63
2024Q4,EV_FB360,4281,2024-12-24 12:00:00,0.0391376927761208,0.10299911910743001,1,-0.4532828282828425,64
2024Q4,EV_FB360,4282,2024-12-24 16:00:00,-0.1862471687835353,0.10299911910743001,0,-0.3877840909090955,64
2024Q4,EV_FB360,4283,2024-12-24 20:00:00,-0.1442884038379629,0.10299911910743001,0,2.6731448763248813,64
2024Q4,EV_FB360,4289,2024-12-27 08:00:00,-0.1496751160182439,0.11154157491551059,0,-1.0,64
2024Q4,EV_FB360,4290,2024-12-27 12:00:00,-0.2006002038630429,0.11154157491551059,0,0.3928571428571612,64
2024Q4,EV_FB360,4296,2024-12-30 16:00:00,-0.0468032664312423,0.12968226944933176,0,-0.1239577543079513,62
2024Q4,EV_FB360,4299,2024-12-31 04:00:00,-0.3959897877487511,0.12968226944933176,0,-1.0,62
2024Q4,EV_FB360,4300,2024-12-31 08:00:00,-0.2706927502847691,0.12968226944933176,0,-1.0,62
2024Q4,EV_FB360,4301,2024-12-31 12:00:00,0.1551077704287583,0.12968226944933176,1,2.985133020344213,62
2024Q4,EV_FB360,4303,2024-12-31 20:00:00,-0.092484136135253,0.12968226944933176,0,1.5570897503982912,62
2025Q2,MEAN_FB180,4671,2025-04-01 20:00:00,-0.097598046,0.7232994964157968,0,-0.5013901760889735,24
2025Q2,MEAN_FB180,4679,2025-04-03 04:00:00,0.1722862679834886,0.846871005414815,1,-0.4803082191780854,22
2025Q2,MEAN_FB180,4681,2025-04-03 12:00:00,-0.0163314542532731,0.846871005414815,0,0.4330383480825899,22
2025Q2,MEAN_FB180,4682,2025-04-03 16:00:00,-0.07053319,0.7891675608672976,0,-0.5778310511999979,23
2025Q2,MEAN_FB180,4691,2025-04-07 08:00:00,-0.008051485,0.9612151263480238,0,-1.0,20
2025Q2,MEAN_FB180,4694,2025-04-07 20:00:00,-0.0361904514964186,0.987276374194186,0,-0.1921490352628082,19
2025Q2,MEAN_FB180,4702,2025-04-09 04:00:00,-0.0145346201306827,0.9525071632079928,0,-1.0,18
2025Q2,MEAN_FB180,4704,2025-04-09 12:00:00,0.15394321,0.9525071632079928,1,2.4726180497345465,18
2025Q2,MEAN_FB180,4705,2025-04-09 16:00:00,-0.1916390041825043,0.9525071632079928,0,3.065569642733296,18
2025Q2,MEAN_FB180,4717,2025-04-11 16:00:00,-0.086013008993507,1.0218317382185993,0,-0.2728835410399619,16
2025Q2,MEAN_FB180,4718,2025-04-11 20:00:00,-0.0917407680468809,1.1075827689744664,0,-0.0990120348568494,15
2025Q2,MEAN_FB180,4719,2025-04-14 04:00:00,0.1278826389896209,1.1075827689744664,1,-1.0,15
2025Q2,MEAN_FB180,4720,2025-04-14 08:00:00,0.11520883,1.0639035049618553,1,-1.0,17
2025Q2,MEAN_FB180,4722,2025-04-14 16:00:00,0.0229440914524696,0.9492421991306412,1,-0.1498724489795854,18
2025Q2,MEAN_FB180,4723,2025-04-14 20:00:00,-0.18500441,0.9492421991306412,0,-0.160862354892192,18
2025Q2,MEAN_FB180,4724,2025-04-15 00:00:00,0.18438038,0.9492421991306412,1,0.5617977528089974,18
2025Q2,MEAN_FB180,4727,2025-04-15 12:00:00,0.2459724349623914,0.8913940597564187,1,-0.3522727272727446,19
2025Q2,MEAN_FB180,4730,2025-04-16 00:00:00,0.05753079,0.8164767695670575,1,5.813746065057726,21
2025Q2,MEAN_FB180,4731,2025-04-16 04:00:00,0.08609136,0.8164767695670575,1,1.7498295841854268,21
2025Q2,MEAN_FB180,4738,2025-04-17 08:00:00,-0.1320589278150594,0.9002166500244198,0,0.6128428927680767,20
2025Q2,MEAN_FB180,4739,2025-04-17 12:00:00,-0.33783957,1.1621776658968885,0,-0.2332188573212678,22
2025Q2,MEAN_FB180,4741,2025-04-17 20:00:00,-0.2214778618491517,1.1621776658968885,0,-0.5939907550077062,22
2025Q2,MEAN_FB180,4743,2025-04-21 08:00:00,0.1583263707578592,1.2651385071300738,1,1.0115879888316572,21
2025Q2,MEAN_FB180,4744,2025-04-21 12:00:00,0.0534285279406524,1.2651385071300738,1,0.6771022960475437,21
2025Q2,MEAN_FB180,4745,2025-04-21 16:00:00,0.144698644003209,1.2651385071300738,1,0.2756172629968346,21
2025Q2,MEAN_FB180,4752,2025-04-22 20:00:00,-0.2394117,1.2501593934195776,0,0.8198402130492598,23
2025Q2,MEAN_FB180,4763,2025-04-24 16:00:00,-0.4943846595835964,1.3524393658477403,0,-1.0,22
2025Q2,MEAN_FB180,4766,2025-04-25 04:00:00,-0.35880056,1.4644602880309658,0,-1.0,21
2025Q2,MEAN_FB180,4769,2025-04-25 16:00:00,-0.0795787923231763,1.4644602880309658,0,-0.6423657433445445,21
2025Q2,MEAN_FB180,4776,2025-04-29 00:00:00,-0.3901092,1.4644602880309658,0,-0.614238697384376,21
2025Q2,MEAN_FB180,4777,2025-04-29 04:00:00,0.2119050873740878,1.4644602880309658,1,-0.790405528758841,21
2025Q2,MEAN_FB180,4778,2025-04-29 08:00:00,0.0023832157964013,1.4644602880309658,1,-0.497454175152746,21
2025Q2,MEAN_FB180,4779,2025-04-29 12:00:00,-0.042316463,1.3619663872677927,0,-0.6000708466170595,22
2025Q2,MEAN_FB180,4781,2025-04-29 20:00:00,-0.14210844,1.3080569160948718,0,-0.5556343019135347,21
2025Q2,MEAN_FB180,4783,2025-04-30 04:00:00,0.0125794504514647,1.1870003818145964,1,0.1407942238267245,21
2025Q2,MEAN_FB180,4786,2025-04-30 16:00:00,0.0280775697067982,1.1597537922418764,1,-1.0,20
2025Q2,MEAN_FB180,4789,2025-05-01 04:00:00,0.17657767,1.0152668213029203,1,0.1099048185603784,22
2025Q2,MEAN_FB180,4794,2025-05-02 00:00:00,-0.14968185,1.1112319080316309,0,-0.4083800531130185,21
2025Q2,MEAN_FB180,4796,2025-05-02 08:00:00,-0.3180964648922776,1.1357666824291244,0,-1.0,21
2025Q2,MEAN_FB180,4797,2025-05-02 12:00:00,-0.2307703602709798,1.1357666824291244,0,-1.0,21
2025Q2,MEAN_FB180,4799,2025-05-02 20:00:00,-0.0001316831428859,1.1357666824291244,0,-0.490399819290712,21
2025Q2,MEAN_FB180,4800,2025-05-05 04:00:00,-0.08848639,1.1357666824291244,0,5.720880069025068,21
2025Q2,MEAN_FB180,4802,2025-05-05 12:00:00,-0.1035334675948796,1.1357666824291244,0,2.358099975968682,21
2025Q2,MEAN_FB180,4803,2025-05-05 16:00:00,-0.1221053397870712,1.1357666824291244,0,0.8422366244503219,21
2025Q2,MEAN_FB180,4806,2025-05-06 04:00:00,-0.3230009703147823,1.1357666824291244,0,1.5773592169018145,21
2025Q2,MEAN_FB180,4808,2025-05-06 12:00:00,-0.1409567954794812,1.1357666824291244,0,0.0372801406837194,21
2025Q2,MEAN_FB180,4809,2025-05-06 16:00:00,-0.2212173129267733,1.1357666824291244,0,-0.2184957183153088,21
2025Q2,MEAN_FB180,4810,2025-05-06 20:00:00,-0.130308919732984,1.1357666824291244,0,-0.5248307338780174,21
2025Q2,MEAN_FB180,4811,2025-05-07 00:00:00,-0.2206940717983595,1.1357666824291244,0,-1.0,21
2025Q2,MEAN_FB180,4812,2025-05-07 04:00:00,-0.0668481040826279,1.1357666824291244,0,-0.2069337165439189,21
2025Q2,MEAN_FB180,4815,2025-05-07 16:00:00,0.5707664,1.1357666824291244,1,-1.0,21
2025Q2,MEAN_FB180,4817,2025-05-08 00:00:00,-0.0057950544911766,1.038686378682346,0,-1.0,22
2025Q2,MEAN_FB180,4819,2025-05-08 08:00:00,-0.04748777,1.2092811009237243,0,-1.0,20
2025Q2,MEAN_FB180,4822,2025-05-08 20:00:00,0.011411485022099,1.2092811009237243,1,-0.1989266008975519,20
2025Q2,MEAN_FB180,4823,2025-05-09 00:00:00,-0.0805071047766453,1.2092811009237243,0,-0.2457505957108846,20
2025Q2,MEAN_FB180,4824,2025-05-09 04:00:00,-0.20336093,0.4493098863820297,0,-1.0,19
2025Q2,MEAN_FB180,4835,2025-05-13 04:00:00,-0.22881292,0.33388201799001477,0,-1.0,19
2025Q2,MEAN_FB180,4838,2025-05-13 16:00:00,0.378691931460982,0.33388201799001477,1,-0.3104889260342618,19
2025Q2,MEAN_FB180,4840,2025-05-14 00:00:00,0.6694864,0.33388201799001477,1,-0.2224108658743545,19
2025Q2,MEAN_FB180,4842,2025-05-14 08:00:00,0.22638302,0.2767075499953173,1,1.0619709794437784,21
2025Q2,MEAN_FB180,4843,2025-05-14 12:00:00,-0.1051444193878945,0.2767075499953173,0,2.278645833333301,21
2025Q2,MEAN_FB180,4849,2025-05-15 12:00:00,0.2134050879033787,0.2767075499953173,1,-0.8734219269103004,21
2025Q2,MEAN_FB180,4853,2025-05-16 04:00:00,-0.0677366747134892,0.2608438088015279,0,-0.4161434867102997,23
2025Q2,MEAN_FB180,4854,2025-05-16 08:00:00,-0.0833140683771122,0.2945325373460558,0,0.0255699322242737,22
2025Q2,MEAN_FB180,4857,2025-05-16 20:00:00,-0.158789373029879,0.2945325373460558,0,-1.0,22
2025Q2,MEAN_FB180,4859,2025-05-19 08:00:00,-0.2879902946710074,0.2945325373460558,0,0.7047513208855998,22
2025Q2,MEAN_FB180,4866,2025-05-20 12:00:00,-0.0062776525,0.2945325373460558,0,2.13463383434602,22
2025Q2,MEAN_FB180,4867,2025-05-20 16:00:00,0.032454625,0.2945325373460558,1,1.7153515064562512,22
2025Q2,MEAN_FB180,4875,2025-05-22 00:00:00,-0.1117023,0.35630727513345556,0,-0.3040629095675,23
2025Q2,MEAN_FB180,4877,2025-05-22 08:00:00,-0.0289143951858106,0.35630727513345556,0,-0.8740172884063526,23
2025Q2,MEAN_FB180,4878,2025-05-22 12:00:00,-0.0959133403518092,0.35630727513345556,0,0.302427610412405,23
2025Q2,MEAN_FB180,4880,2025-05-22 20:00:00,-0.0391085715528806,0.260111330833406,0,0.0313256698440229,22
2025Q2,MEAN_FB180,4881,2025-05-23 00:00:00,-0.1333695820300268,0.260111330833406,0,-0.3207893529141713,22
2025Q2,MEAN_FB180,4882,2025-05-23 04:00:00,1.1293416,0.260111330833406,1,3.460891505466824,22
2025Q2,MEAN_FB180,4884,2025-05-23 12:00:00,0.1039693071934244,0.260111330833406,1,0.4431272932542955,22
2025Q2,MEAN_FB180,4887,2025-05-26 04:00:00,0.0477456054942193,0.260111330833406,1,0.0004192872117301,22
2025Q2,MEAN_FB180,4889,2025-05-26 12:00:00,-0.1178835007692884,0.40110283654400214,0,-0.332429990966584,24
2025Q2,MEAN_FB180,4890,2025-05-26 16:00:00,-0.1748130795668018,0.40110283654400214,0,-0.4388282596209185,24
2025Q2,MEAN_FB180,4891,2025-05-26 20:00:00,0.09069504,0.40110283654400214,1,-0.6044613710554985,24
2025Q2,MEAN_FB180,4894,2025-05-27 08:00:00,-0.0018738772901887,0.4427869735111576,0,1.6006305832895662,24
2025Q2,MEAN_FB180,4898,2025-05-28 00:00:00,0.15649424,0.4857521061822553,1,-0.2643455834945101,23
2025Q2,MEAN_FB180,4900,2025-05-28 08:00:00,-0.1667617735093997,0.48229548588103965,0,-1.0,22
2025Q2,MEAN_FB180,4901,2025-05-28 12:00:00,0.08271642,0.4498328306907984,1,-1.0,23
2025Q2,MEAN_FB180,4904,2025-05-29 00:00:00,0.09126498,0.42167077535483083,1,0.1817251960450185,23
2025Q2,MEAN_FB180,4907,2025-05-29 12:00:00,-0.08619209,0.10165962780561684,0,0.8508820286659471,21
2025Q2,MEAN_FB180,4916,2025-06-02 04:00:00,0.03321156,0.10529897181649873,1,2.273451327433642,22
2025Q2,MEAN_FB180,4923,2025-06-03 08:00:00,-0.0267164131458165,0.018540517478259827,0,0.4227891156462671,19
2025Q2,MEAN_FB180,4928,2025-06-04 04:00:00,-0.1473271,0.13128605797602894,0,-1.0,20
2025Q2,MEAN_FB180,4933,2025-06-05 00:00:00,0.1720695433854527,0.13128605797602894,1,-0.2603599832566047,20
2025Q2,MEAN_FB180,4937,2025-06-05 16:00:00,0.19215508,0.11263624648876067,1,-1.0,21
2025Q2,MEAN_FB180,4939,2025-06-06 00:00:00,-0.2153791,0.06206187164836246,0,-0.1760863391082154,22
2025Q2,MEAN_FB180,4940,2025-06-06 04:00:00,0.6311083,0.06206187164836246,1,-1.0,22
2025Q2,MEAN_FB180,4943,2025-06-06 16:00:00,-0.0271005619024532,0.015885268533216267,0,1.4968666069829626,23
2025Q2,MEAN_FB180,4944,2025-06-06 20:00:00,0.26471975,0.015885268533216267,1,0.0679156908665015,23
2025Q2,MEAN_FB180,4946,2025-06-09 08:00:00,-0.0122039848717819,0.015885268533216267,0,-0.3738208113551483,23
2025Q2,MEAN_FB180,4952,2025-06-10 08:00:00,0.15002148,0.05320358242997032,1,-1.0,23
2025Q2,MEAN_FB180,4954,2025-06-10 16:00:00,0.40018404,0.031353763958350524,1,-0.5241537955964477,23
2025Q2,MEAN_FB180,4955,2025-06-10 20:00:00,-0.2889150965368147,0.031353763958350524,0,-0.5237200563644956,23
2025Q2,MEAN_FB180,4956,2025-06-11 00:00:00,0.22121122,0.008207615643567276,1,-0.3727544910179682,24
2025Q2,MEAN_FB180,4957,2025-06-11 04:00:00,-0.1044358,0.008207615643567276,0,-0.1649961449499063,24
2025Q2,MEAN_FB180,4959,2025-06-11 12:00:00,0.033805411130986,-0.013190247474961614,0,-1.0,24
2025Q2,MEAN_FB180,4963,2025-06-12 04:00:00,-0.04641556,-0.013190247474961577,0,-0.1926881720430115,24
2025Q2,MEAN_FB180,4964,2025-06-12 08:00:00,-0.0233584367704616,-0.01854220686780244,0,-0.4267753199335435,23
2025Q2,MEAN_FB180,4969,2025-06-13 04:00:00,-0.0616875117160876,-0.01854220686780244,0,0.3312899704767603,23
2025Q2,MEAN_FB180,4971,2025-06-13 12:00:00,0.0308840666547351,-0.01854220686780244,0,0.0934194692694541,23
2025Q2,MEAN_FB180,4972,2025-06-13 16:00:00,-0.1125173696529616,-0.01854220686780244,0,-0.3089127987334543,23
2025Q2,MEAN_FB180,4975,2025-06-16 08:00:00,-0.0833181561047098,-0.01854220686780244,0,1.554393305439358,23
2025Q2,MEAN_FB180,4976,2025-06-16 12:00:00,-0.1164976,-0.013877137028750116,0,0.7257019438444952,24
2025Q2,MEAN_FB180,4977,2025-06-16 16:00:00,-0.1177745115123718,-0.013877137028750116,0,1.3107993185274998,24
2025Q2,MEAN_FB180,4978,2025-06-16 20:00:00,-0.1627563008464921,-0.013877137028750116,0,0.3193065527166581,24
2025Q2,MEAN_FB180,4985,2025-06-18 00:00:00,-0.13971631,-0.013877137028750116,0,-0.2840016535758526,24
2025Q2,MEAN_FB180,4988,2025-06-18 12:00:00,-0.0427573760415814,-0.013877137028750116,0,-0.4520048602673018,24
2025Q2,MEAN_FB180,4990,2025-06-18 20:00:00,-0.030237246,0.028997770056956428,0,-1.0,23
2025Q2,MEAN_FB180,4991,2025-06-19 00:00:00,0.0301640877556685,0.028997770056956428,1,-0.1698324022346354,23
2025Q2,MEAN_FB180,4993,2025-06-19 08:00:00,-0.59161955,0.028997770056956428,0,-1.0,23
2025Q2,MEAN_FB180,4997,2025-06-20 00:00:00,0.06621304,0.030262735216213688,1,-0.2111506524318076,23
2025Q2,MEAN_FB180,5001,2025-06-20 16:00:00,0.3095070041593253,0.020203844064212734,1,-1.0,24
2025Q2,MEAN_FB180,5004,2025-06-23 08:00:00,-0.0145540661432435,-0.020604309698355774,0,-0.050772049201781,25
2025Q2,MEAN_FB180,5006,2025-06-23 16:00:00,0.36055654,-0.020604309698355774,0,-1.0,25
2025Q2,MEAN_FB180,5007,2025-06-23 20:00:00,0.060897153,-0.020604309698355774,0,-1.0,25
2025Q2,MEAN_FB180,5010,2025-06-24 08:00:00,0.15642396,-0.09315213860958868,0,0.951570771508556,27
2025Q2,MEAN_FB180,5013,2025-06-24 20:00:00,0.0684920169588381,-0.08479303140094736,0,-0.1914503222521577,26
2025Q2,MEAN_FB180,5018,2025-06-25 16:00:00,-0.1229700423705,-0.0878484031052945,0,-0.8593179049939138,26
2025Q2,MEAN_FB180,5019,2025-06-25 20:00:00,-0.19784404,-0.0878484031052945,0,-0.7643158529234313,26
2025Q2,MEAN_FB180,5026,2025-06-27 00:00:00,-0.05091854,-0.05642546215309429,0,-0.4902298850574541,25
2025Q2,MEAN_FB180,5027,2025-06-27 04:00:00,0.0575874035849584,-0.05642546215309429,0,2.578018223234631,25
2025Q2,MEAN_FB180,5028,2025-06-27 08:00:00,-0.0978081,-0.05642546215309429,0,0.5623903031494494,25
2025Q2,MEAN_FB180,5031,2025-06-27 20:00:00,0.0617057826724461,-0.05642546215309429,0,0.1547208702214776,25
2025Q2,MEAN_FB180,5033,2025-06-30 08:00:00,-0.31303534,0.048966760726990785,0,-0.0900645161290266,27
2025Q2,MEAN_FB180,5034,2025-06-30 12:00:00,-0.29072466,0.048966760726990785,0,-0.238770685579189,27
2025Q2,MEAN_FB180,5036,2025-06-30 20:00:00,-0.17398238,0.048966760726990785,0,1.791904971403431,27
2025Q2,MEAN_FB360,4671,2025-04-01 20:00:00,-0.097598046,0.6445490219516857,0,-0.5013901760889735,46
2025Q2,MEAN_FB360,4679,2025-04-03 04:00:00,0.1722862679834886,0.6458779832681248,1,-0.4803082191780854,45
2025Q2,MEAN_FB360,4681,2025-04-03 12:00:00,-0.0163314542532731,0.6458779832681248,0,0.4330383480825899,45
2025Q2,MEAN_FB360,4682,2025-04-03 16:00:00,-0.07053319,0.5872315732567149,0,-0.5778310511999979,45
2025Q2,MEAN_FB360,4691,2025-04-07 08:00:00,-0.008051485,0.5719022435549045,0,-1.0,44
2025Q2,MEAN_FB360,4694,2025-04-07 20:00:00,-0.0361904514964186,0.5719022435549045,0,-0.1921490352628082,44
2025Q2,MEAN_FB360,4702,2025-04-09 04:00:00,-0.0145346201306827,0.5124925124453653,0,-1.0,43
2025Q2,MEAN_FB360,4704,2025-04-09 12:00:00,0.15394321,0.5124925124453653,1,2.4726180497345465,43
2025Q2,MEAN_FB360,4705,2025-04-09 16:00:00,-0.1916390041825043,0.5124925124453653,0,3.065569642733296,43
2025Q2,MEAN_FB360,4717,2025-04-11 16:00:00,-0.086013008993507,0.5253604332778059,0,-0.2728835410399619,40
2025Q2,MEAN_FB360,4718,2025-04-11 20:00:00,-0.0917407680468809,0.5253604332778059,0,-0.0990120348568494,40
2025Q2,MEAN_FB360,4719,2025-04-14 04:00:00,0.1278826389896209,0.5644722392592881,1,-1.0,39
2025Q2,MEAN_FB360,4720,2025-04-14 08:00:00,0.11520883,0.5728545214840679,1,-1.0,41
2025Q2,MEAN_FB360,4722,2025-04-14 16:00:00,0.0229440914524696,0.5354056043058758,1,-0.1498724489795854,42
2025Q2,MEAN_FB360,4723,2025-04-14 20:00:00,-0.18500441,0.5354056043058758,0,-0.160862354892192,42
2025Q2,MEAN_FB360,4724,2025-04-15 00:00:00,0.18438038,0.5354056043058758,1,0.5617977528089974,42
2025Q2,MEAN_FB360,4727,2025-04-15 12:00:00,0.2459724349623914,0.4608321671805002,1,-0.3522727272727446,42
2025Q2,MEAN_FB360,4730,2025-04-16 00:00:00,0.05753079,0.44464718288902866,1,5.813746065057726,44
2025Q2,MEAN_FB360,4731,2025-04-16 04:00:00,0.08609136,0.44464718288902866,1,1.7498295841854268,44
2025Q2,MEAN_FB360,4738,2025-04-17 08:00:00,-0.1320589278150594,0.46876578784432427,0,0.6128428927680767,43
2025Q2,MEAN_FB360,4739,2025-04-17 12:00:00,-0.33783957,0.6160112117010911,0,-0.2332188573212678,45
2025Q2,MEAN_FB360,4741,2025-04-17 20:00:00,-0.2214778618491517,0.6160112117010911,0,-0.5939907550077062,45
2025Q2,MEAN_FB360,4743,2025-04-21 08:00:00,0.1583263707578592,0.6160112117010911,1,1.0115879888316572,45
2025Q2,MEAN_FB360,4744,2025-04-21 12:00:00,0.0534285279406524,0.6160112117010911,1,0.6771022960475437,45
2025Q2,MEAN_FB360,4745,2025-04-21 16:00:00,0.144698644003209,0.6160112117010911,1,0.2756172629968346,45
2025Q2,MEAN_FB360,4752,2025-04-22 20:00:00,-0.2394117,0.618433584883857,0,0.8198402130492598,48
2025Q2,MEAN_FB360,4763,2025-04-24 16:00:00,-0.4943846595835964,0.618433584883857,0,-1.0,48
2025Q2,MEAN_FB360,4766,2025-04-25 04:00:00,-0.35880056,0.618433584883857,0,-1.0,48
2025Q2,MEAN_FB360,4769,2025-04-25 16:00:00,-0.0795787923231763,0.618433584883857,0,-0.6423657433445445,48
2025Q2,MEAN_FB360,4776,2025-04-29 00:00:00,-0.3901092,0.618433584883857,0,-0.614238697384376,48
