route_id,accepted_rank,role,entry_ts,direction,entry,structural_sl,atr180,hybrid_status,hybrid_exit_ts,hybrid_exit_price,hybrid_pnl,terminal_oracle_armed_at,route_total_accepted,HA1_signal_ts,HA1_signal_close,HA2_signal_ts,HA2_signal_close,base_exit_ts,base_exit_price,base_pnl,base_status,base_changed,anchor_only_ha1_exit_ts,anchor_only_ha1_exit_price,anchor_only_ha1_pnl,anchor_only_ha1_status,anchor_only_ha1_changed,all_open_ha1_exit_ts,all_open_ha1_exit_price,all_open_ha1_pnl,all_open_ha1_status,all_open_ha1_changed,anchor_only_ha2_exit_ts,anchor_only_ha2_exit_price,anchor_only_ha2_pnl,anchor_only_ha2_status,anchor_only_ha2_changed,all_open_ha2_exit_ts,all_open_ha2_exit_price,all_open_ha2_pnl,all_open_ha2_status,all_open_ha2_changed
15,1,ANCHOR_CHILD,2022-02-17 10:26:00,UP,1879.45,1867.71,7.418555687875416,CHALLENGE_OPENS,2022-02-23 11:30:00,1891.35,11.899999999999864,2022-02-22 01:00:00,4,2022-02-22 12:00:00,1900.59,2022-02-22 16:00:00,1902.11,2022-02-23 11:30:00,1891.35,11.899999999999864,CHALLENGE_OPENS,False,2022-02-22 12:00:00,1900.59,21.139999999999873,TERMINAL_HA1,True,2022-02-22 12:00:00,1900.59,21.139999999999873,TERMINAL_HA1,True,2022-02-22 16:00:00,1902.11,22.659999999999854,TERMINAL_HA2,True,2022-02-22 16:00:00,1902.11,22.659999999999854,TERMINAL_HA2,True
15,2,CONTINUATION_CHILD,2022-02-21 01:00:00,UP,1899.91,1890.37,7.588579386528411,NEXT_H4_LIQ,2022-02-21 01:01:00,1902.35,2.439999999999827,2022-02-22 01:00:00,4,2022-02-22 12:00:00,1900.59,2022-02-22 16:00:00,1902.11,2022-02-21 01:01:00,1902.35,2.439999999999827,NEXT_H4_LIQ,False,2022-02-21 01:01:00,1902.35,2.439999999999827,NEXT_H4_LIQ,False,2022-02-21 01:01:00,1902.35,2.439999999999827,NEXT_H4_LIQ,False,2022-02-21 01:01:00,1902.35,2.439999999999827,NEXT_H4_LIQ,False,2022-02-21 01:01:00,1902.35,2.439999999999827,NEXT_H4_LIQ,False
15,3,CONTINUATION_CHILD,2022-02-21 01:01:00,UP,1902.35,1890.37,7.588579386528411,SL,2022-02-21 06:38:00,1890.37,-11.980000000000018,2022-02-22 01:00:00,4,2022-02-22 12:00:00,1900.59,2022-02-22 16:00:00,1902.11,2022-02-21 06:38:00,1890.37,-11.980000000000018,SL,False,2022-02-21 06:38:00,1890.37,-11.980000000000018,SL,False,2022-02-21 06:38:00,1890.37,-11.980000000000018,SL,False,2022-02-21 06:38:00,1890.37,-11.980000000000018,SL,False,2022-02-21 06:38:00,1890.37,-11.980000000000018,SL,False
15,4,CONTINUATION_CHILD,2022-02-22 01:00:00,UP,1908.19,1892.4,7.657009927256034,SL,2022-02-22 13:52:00,1892.4,-15.789999999999964,2022-02-22 01:00:00,4,2022-02-22 12:00:00,1900.59,2022-02-22 16:00:00,1902.11,2022-02-22 13:52:00,1892.4,-15.789999999999964,SL,False,2022-02-22 13:52:00,1892.4,-15.789999999999964,SL,False,2022-02-22 12:00:00,1900.59,-7.600000000000136,TERMINAL_HA1,True,2022-02-22 13:52:00,1892.4,-15.789999999999964,SL,False,2022-02-22 13:52:00,1892.4,-15.789999999999964,SL,False
16,1,ANCHOR_CHILD,2022-02-24 04:01:00,UP,1914.03,1904.49,7.760617619500096,SL,2022-02-24 21:14:00,1904.49,-9.539999999999964,2022-02-24 04:01:00,1,2022-02-24 20:00:00,1923.64,2022-02-25 00:00:00,1903.92,2022-02-24 21:14:00,1904.49,-9.539999999999964,SL,False,2022-02-24 20:00:00,1923.64,9.610000000000127,TERMINAL_HA1,True,2022-02-24 20:00:00,1923.64,9.610000000000127,TERMINAL_HA1,True,2022-02-24 21:14:00,1904.49,-9.539999999999964,SL,False,2022-02-24 21:14:00,1904.49,-9.539999999999964,SL,False
17,1,ANCHOR_CHILD,2022-03-01 11:43:00,UP,1918.2,1901.3,9.092670465545046,CHALLENGE_OPENS,2022-03-11 13:43:00,1970.53,52.32999999999993,2022-03-08 08:33:00,7,2022-03-09 12:00:00,2017.74,2022-03-09 16:00:00,1989.79,2022-03-11 13:43:00,1970.53,52.32999999999993,CHALLENGE_OPENS,False,2022-03-09 12:00:00,2017.74,99.53999999999996,TERMINAL_HA1,True,2022-03-09 12:00:00,2017.74,99.53999999999996,TERMINAL_HA1,True,2022-03-09 16:00:00,1989.79,71.58999999999992,TERMINAL_HA2,True,2022-03-09 16:00:00,1989.79,71.58999999999992,TERMINAL_HA2,True
17,2,CONTINUATION_CHILD,2022-03-01 18:34:00,UP,1930.67,1910.69,9.15621062921385,NEXT_H4_LIQ,2022-03-04 02:37:00,1947.88,17.210000000000036,2022-03-08 08:33:00,7,2022-03-09 12:00:00,2017.74,2022-03-09 16:00:00,1989.79,2022-03-04 02:37:00,1947.88,17.210000000000036,NEXT_H4_LIQ,False,2022-03-04 02:37:00,1947.88,17.210000000000036,NEXT_H4_LIQ,False,2022-03-04 02:37:00,1947.88,17.210000000000036,NEXT_H4_LIQ,False,2022-03-04 02:37:00,1947.88,17.210000000000036,NEXT_H4_LIQ,False,2022-03-04 02:37:00,1947.88,17.210000000000036,NEXT_H4_LIQ,False
17,3,CONTINUATION_CHILD,2022-03-04 02:37:00,UP,1947.88,1923.27,9.488357594030164,NEXT_H4_LIQ,2022-03-04 02:44:00,1950.12,2.2399999999997817,2022-03-08 08:33:00,7,2022-03-09 12:00:00,2017.74,2022-03-09 16:00:00,1989.79,2022-03-04 02:44:00,1950.12,2.2399999999997817,NEXT_H4_LIQ,False,2022-03-04 02:44:00,1950.12,2.2399999999997817,NEXT_H4_LIQ,False,2022-03-04 02:44:00,1950.12,2.2399999999997817,NEXT_H4_LIQ,False,2022-03-04 02:44:00,1950.12,2.2399999999997817,NEXT_H4_LIQ,False,2022-03-04 02:44:00,1950.12,2.2399999999997817,NEXT_H4_LIQ,False
17,4,CONTINUATION_CHILD,2022-03-04 02:44:00,UP,1950.12,1923.27,9.488357594030164,NEXT_H4_LIQ,2022-03-04 16:29:00,1950.87,0.75,2022-03-08 08:33:00,7,2022-03-09 12:00:00,2017.74,2022-03-09 16:00:00,1989.79,2022-03-04 16:29:00,1950.87,0.75,NEXT_H4_LIQ,False,2022-03-04 16:29:00,1950.87,0.75,NEXT_H4_LIQ,False,2022-03-04 16:29:00,1950.87,0.75,NEXT_H4_LIQ,False,2022-03-04 16:29:00,1950.87,0.75,NEXT_H4_LIQ,False,2022-03-04 16:29:00,1950.87,0.75,NEXT_H4_LIQ,False
17,5,CONTINUATION_CHILD,2022-03-04 16:29:00,UP,1950.87,1933.93,9.56133378800177,NEXT_H4_LIQ,2022-03-07 01:00:00,1974.31,23.44000000000005,2022-03-08 08:33:00,7,2022-03-09 12:00:00,2017.74,2022-03-09 16:00:00,1989.79,2022-03-07 01:00:00,1974.31,23.44000000000005,NEXT_H4_LIQ,False,2022-03-07 01:00:00,1974.31,23.44000000000005,NEXT_H4_LIQ,False,2022-03-07 01:00:00,1974.31,23.44000000000005,NEXT_H4_LIQ,False,2022-03-07 01:00:00,1974.31,23.44000000000005,NEXT_H4_LIQ,False,2022-03-07 01:00:00,1974.31,23.44000000000005,NEXT_H4_LIQ,False
