dir,N,WR,avg_positive_R,EV_R,net_R,max_DD_R,max_loss_streak
-1,15.0,0.5333333333333333,0.8227725687568453,-0.027854629996349134,-0.417819449945237,2.0,2.0
1,27.0,0.4074074074074074,1.1509633411203821,-0.03757250821718886,-1.0144577218640993,3.7691610948569165,3.0
