age_bucket,N,WR,avg_positive_R,EV_R,net_R,max_DD_R,max_loss_streak
<24,15.0,0.6666666666666666,0.8810660360211502,0.2967443565993726,4.451165348990589,2.0,2.0
>=24,4.0,0.75,0.699880905121082,0.37756640497456756,1.5102656198982702,0.5893770954649756,1.0
