usd_scale,usd_accept,usd_Hauth,N,WR,EV,net,H_N,H_WR,H_EV,H_net,L1_N,L1_WR,L1_EV,L1_net,L2_N,L2_WR,L2_EV,L2_net
0.16,0.017,7,41,0.43902439024390244,-0.05932383345876435,-2.4322771718093383,8,0.25,-0.09375,-0.75,14,0.21428571428571427,-0.545979152907014,-7.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
0.16,0.01859,7,41,0.43902439024390244,-0.05932383345876435,-2.4322771718093383,8,0.25,-0.09375,-0.75,14,0.21428571428571427,-0.545979152907014,-7.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
0.16,0.021,6,40,0.45,-0.03580692929523342,-1.432277171809337,7,0.2857142857142857,0.03571428571428571,0.25,14,0.21428571428571427,-0.545979152907014,-7.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
0.16695,0.017,6,42,0.4523809523809524,-0.03410183742403185,-1.4322771718093374,8,0.25,-0.09375,-0.75,15,0.26666666666666666,-0.4429138760465464,-6.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
0.16695,0.01859,6,42,0.4523809523809524,-0.03410183742403185,-1.4322771718093374,8,0.25,-0.09375,-0.75,15,0.26666666666666666,-0.4429138760465464,-6.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
0.16695,0.021,5,41,0.4634146341463415,-0.01054334565388628,-0.43227717180933745,7,0.2857142857142857,0.03571428571428571,0.25,15,0.26666666666666666,-0.4429138760465464,-6.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
0.175,0.017,6,42,0.4523809523809524,-0.03410183742403185,-1.4322771718093374,8,0.25,-0.09375,-0.75,15,0.26666666666666666,-0.4429138760465464,-6.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
0.175,0.01859,6,42,0.4523809523809524,-0.03410183742403185,-1.4322771718093374,8,0.25,-0.09375,-0.75,15,0.26666666666666666,-0.4429138760465464,-6.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
0.175,0.021,5,41,0.4634146341463415,-0.01054334565388628,-0.43227717180933745,7,0.2857142857142857,0.03571428571428571,0.25,15,0.26666666666666666,-0.4429138760465464,-6.643708140698196,19,0.6842105263157895,0.31375952467836105,5.96143096888886
