stage,direction,year,alpha,coverage,pinball,n
k2,LONG,2024,0.1,0.3425414364640884,0.12320514974543292,181
k2,LONG,2024,0.5,0.4861878453038674,0.5006782427321899,181
k2,LONG,2024,0.9,0.8674033149171271,0.45833414922670596,181
k2,LONG,2025,0.1,0.26011560693641617,0.12746072944556203,173
k2,LONG,2025,0.5,0.47398843930635837,0.4582165142643725,173
k2,LONG,2025,0.9,0.8728323699421965,0.4153927685093874,173
k2,LONG,2026,0.1,0.22018348623853212,0.14190932666562858,109
k2,LONG,2026,0.5,0.44036697247706424,0.5837297560712904,109
k2,LONG,2026,0.9,0.8440366972477065,0.6608969076542547,109
