idx,year,stage,direction,mean,q10,q50,q90,R,pnl,rid,L,decision,source,score,prior_q50,prior_q75,w
4317,2025,k3p,SHORT,-0.3370932242233172,-1.0,-0.3145925189070072,0.1956356676928531,0.0369496855346117,0.4700000000002546,1455,9,2025-01-06 20:00:00,q50,-0.3145925189070072,-0.2177506421320177,-0.1441166082294997,0
4318,2025,k1,LONG,-0.11185325,-0.7427121988457722,-0.0278101623511987,1.0187003397100571,0.5372093023255898,11.550000000000182,1456,6,2025-01-07 00:00:00,q10,-0.7427121988457722,-1.0,-0.9310255853465544,3
4319,2025,k2,LONG,-0.4268477,-1.0,-0.7903664689835188,1.2516264479014878,1.2174820251353746,8.829999999999927,1456,6,2025-01-07 04:00:00,q50,-0.7903664689835188,-0.3411000767669566,-0.1696042543093169,0
4320,2025,k3p,LONG,0.1208529259784239,-1.0,-0.2735019946743769,1.5697261405913367,0.2918118466898871,3.349999999999909,1456,6,2025-01-07 08:00:00,q50,-0.2735019946743769,-0.2740857038267423,-0.17756805490013175,1
4321,2025,k3p,LONG,0.1266423139809957,-1.0,-0.7568971078120299,2.2511313990621264,1.111391713352364,6.409999999999855,1456,6,2025-01-07 12:00:00,q50,-0.7568971078120299,-0.2740857038267423,-0.17756805490013175,0
4322,2025,k3p,LONG,0.1470965837173344,-0.4814648808482972,-0.0120520599737987,0.5962176840774174,-0.6042259244209596,-14.86999999999989,1456,6,2025-01-07 16:00:00,q50,-0.0120520599737987,-0.2740857038267423,-0.17756805490013175,3
4323,2025,k3p,LONG,-0.1674690777438728,-1.0,-0.4198662728918405,0.909719518315986,-0.397750201641517,-4.730000000000018,1456,6,2025-01-07 20:00:00,q50,-0.4198662728918405,-0.2740857038267423,-0.17756805490013175,0
4324,2025,k1,SHORT,-0.036771112296054,-1.0,-0.1723110232930745,0.5847722566438953,-0.3784494086727883,-5.759999999999764,1457,3,2025-01-08 00:00:00,q50,-0.1723110232930745,-0.2999698855817012,-0.1470111604626776,1
4325,2025,k2,SHORT,0.11393074,-1.0,-0.9134940723569432,3.2990502808119757,-1.0,-3.8299999999999272,1457,3,2025-01-08 04:00:00,q10,-1.0,-0.980660795244496,-0.671987786463027,0
4326,2025,k3p,SHORT,-0.5485159210493549,-1.0,-0.9988979673773536,0.994964935082284,-1.0,-1.5,1457,3,2025-01-08 08:00:00,q50,-0.9988979673773536,-0.2177506421320177,-0.1441166082294997,0
4327,2025,k1,LONG,0.26030812,-1.0,-0.504750192488339,2.037225975312855,0.5847457627119274,4.830000000000382,1458,5,2025-01-08 12:00:00,q10,-1.0,-1.0,-0.9310255853465544,1
