idx,year,stage,direction,mean,q10,q50,q90,R,pnl,rid,L,decision,source,score,prior_q50,prior_q75,w
4600,2025,k3p,LONG,0.2577472211131606,-0.906523537627552,-0.1388506038331047,0.9592033464265068,-0.5919359727531417,-12.110000000000127,1538,12,2025-03-14 12:00:00,q50,-0.1388506038331047,-0.2740857038267423,-0.17756805490013175,3
4601,2025,k3p,LONG,0.2786162013302903,-1.0,-0.979915343634921,1.2417563817652648,-1.0,-4.279999999999745,1538,12,2025-03-14 16:00:00,q50,-0.979915343634921,-0.2740857038267423,-0.17756805490013175,0
4602,2025,k1,SHORT,-0.173634513904385,-0.7048614618108382,-0.2620993460115925,0.7700128061426548,-0.2324058919803729,-4.260000000000218,1539,2,2025-03-14 20:00:00,q50,-0.2620993460115925,-0.2999698855817012,-0.1470111604626776,1
4603,2025,k1,LONG,-0.112143576,-1.0,-0.5360527149072682,2.5267007783146167,-0.5128755364806992,-4.7800000000002,1540,1,2025-03-17 04:00:00,q10,-1.0,-1.0,-0.9310255853465544,1
4604,2025,k1,SHORT,-0.2807657866533135,-1.0,-1.0222477406538653,1.4591443612744366,-1.0,-8.039999999999964,1541,1,2025-03-17 08:00:00,q50,-1.0222477406538653,-0.2999698855817012,-0.1470111604626776,0
4605,2025,k1,LONG,0.034810193,-1.0,-0.2157482567019527,1.9031934657647656,2.494065281899132,33.620000000000346,1542,10,2025-03-17 12:00:00,q10,-1.0,-1.0,-0.9310255853465544,1
4606,2025,k2,LONG,0.07623794,-1.0,-0.1299478930321059,0.9579753937725212,7.739130434782672,40.940000000000055,1542,10,2025-03-17 16:00:00,q50,-0.1299478930321059,-0.3411000767669566,-0.1696042543093169,3
4607,2025,k3p,LONG,-0.1011338211986348,-0.9520286476929564,-0.3896881966207415,1.2012621322868646,2.403361344537791,31.46000000000004,1542,10,2025-03-17 20:00:00,q50,-0.3896881966207415,-0.2740857038267423,-0.17756805490013175,0
4608,2025,k3p,LONG,0.0239283360141345,-0.9790468722190449,-0.2860901052030931,1.528966364622599,2.0447330447330363,28.340000000000146,1542,10,2025-03-18 00:00:00,q50,-0.2860901052030931,-0.2740857038267423,-0.17756805490013175,0
4609,2025,k3p,LONG,0.075519703666372,-0.994016310033025,-0.1838339693735371,2.0397351652571074,1.7319321732690072,23.590000000000146,1542,10,2025-03-18 04:00:00,q50,-0.1838339693735371,-0.2740857038267423,-0.17756805490013175,1
4610,2025,k3p,LONG,0.0393911198025266,-0.9964622435811988,-0.0837071555656151,2.0323467931921217,1.0551063457662444,17.25,1542,10,2025-03-18 08:00:00,q50,-0.0837071555656151,-0.2740857038267423,-0.17756805490013175,3
4611,2025,k3p,LONG,-0.0549469392604602,-1.0019244856709728,-0.0725897115657197,1.0823962104568017,0.4566057109022534,9.289999999999964,1542,10,2025-03-18 12:00:00,q50,-0.0725897115657197,-0.2740857038267423,-0.17756805490013175,3
4612,2025,k3p,LONG,-0.1736469237268107,-0.4862278526426258,-0.1088670183225454,0.5234747969181077,-0.1366370655015321,-3.919999999999618,1542,10,2025-03-18 16:00:00,q50,-0.1088670183225454,-0.2740857038267423,-0.17756805490013175,3
4613,2025,k3p,LONG,-0.2348151472993908,-1.014920340836731,-0.3293054973292185,0.6323090487896644,-0.1508050482022327,-3.2199999999998,1542,10,2025-03-18 20:00:00,q50,-0.3293054973292185,-0.2740857038267423,-0.17756805490013175,0
4614,2025,k3p,LONG,-0.2592502571668462,-1.031655045529167,-0.575914878743902,0.6805970522090079,-0.3129904627692366,-4.480000000000018,1542,10,2025-03-19 00:00:00,q50,-0.575914878743902,-0.2740857038267423,-0.17756805490013175,0
4615,2025,k1,SHORT,-0.2080469087527238,-1.0,-0.6552238494801578,0.744190613501686,-1.0,-8.639999999999873,1543,1,2025-03-19 04:00:00,q50,-0.6552238494801578,-0.2999698855817012,-0.1470111604626776,0
4616,2025,k1,LONG,0.22749865,-0.9996097886081023,-0.1849112096410375,1.0845452896279193,-1.0,-17.09999999999991,1544,1,2025-03-19 08:00:00,q10,-0.9996097886081023,-1.0,-0.9310255853465544,1
4617,2025,k1,SHORT,-0.1480931506197117,-1.0,-0.3654489090473982,1.0902847095553796,-1.0,-14.849999999999907,1545,3,2025-03-19 12:00:00,q50,-0.3654489090473982,-0.2999698855817012,-0.1470111604626776,0
4618,2025,k2,SHORT,-0.41786367,-1.0,-0.3168584134937826,-0.0795309046155521,-1.0,-11.460000000000036,1545,3,2025-03-19 16:00:00,q10,-1.0,-0.980660795244496,-0.671987786463027,0
4619,2025,k3p,SHORT,-0.2589729290016573,-0.9119759014565236,-0.328573199749225,0.7814087621947834,-1.0,-11.320000000000164,1545,3,2025-03-19 20:00:00,q50,-0.328573199749225,-0.2177506421320177,-0.1441166082294997,0
4620,2025,k1,LONG,0.17233762,-0.6612383821444325,-0.2373724676624699,1.1705951259241647,-0.2720414898632707,-5.769999999999982,1546,3,2025-03-20 00:00:00,q10,-0.6612383821444325,-1.0,-0.9310255853465544,3
4621,2025,k2,LONG,0.23461731,-0.6545918872757966,-0.2086539992344566,1.008494038978656,-0.4053254437869908,-8.220000000000255,1546,3,2025-03-20 04:00:00,q50,-0.2086539992344566,-0.3411000767669566,-0.1696042543093169,1
4622,2025,k3p,LONG,-0.2865489002194037,-1.0,-0.5039098514407435,1.2403712243223943,-0.5187970779431998,-5.539999999999964,1546,3,2025-03-20 08:00:00,q50,-0.5039098514407435,-0.2740857038267423,-0.17756805490013175,0
4623,2025,k1,SHORT,-0.0342774159739365,-1.0,-0.3284357743859005,0.6548750654831893,-0.0174021131137475,-0.2800000000002001,1547,2,2025-03-20 12:00:00,q50,-0.3284357743859005,-0.2999698855817012,-0.1470111604626776,0
4624,2025,k2,SHORT,-0.2827832,-0.5423337041031957,-0.358133247283648,0.5005742327741304,-0.4765708200213087,-8.950000000000273,1547,2,2025-03-20 16:00:00,q10,-0.5423337041031957,-0.980660795244496,-0.671987786463027,3
4625,2025,k1,LONG,0.07572913,-1.0015803260136174,-0.0774145255262156,1.6034650161007808,-0.3642052565707232,-5.820000000000164,1548,2,2025-03-20 20:00:00,q10,-1.0015803260136174,-1.0,-0.9310255853465544,0
4626,2025,k2,LONG,-0.11652384,-1.0,-0.0749597554792579,1.5249685830845277,-0.6158940397351054,-8.36999999999989,1548,2,2025-03-21 00:00:00,q50,-0.0749597554792579,-0.3411000767669566,-0.1696042543093169,3
4627,2025,k1,SHORT,-0.1307371842924189,-1.0,-0.4221082325316061,1.3106890868383014,1.3791423001949112,14.150000000000093,1549,5,2025-03-21 04:00:00,q50,-0.4221082325316061,-0.2999698855817012,-0.1470111604626776,0
4628,2025,k2,SHORT,-0.01861687,-0.6259170898579948,-0.1994414577359705,0.8958179378540989,0.3314403717088337,6.420000000000073,1549,5,2025-03-21 08:00:00,q10,-0.6259170898579948,-0.980660795244496,-0.671987786463027,3
4629,2025,k3p,SHORT,-0.0623072567464835,-0.9119759014565236,-0.2917988717395257,1.1030598787010113,0.6935185109998855,7.890000000000327,1549,5,2025-03-21 12:00:00,q50,-0.2917988717395257,-0.2177506421320177,-0.1441166082294997,0
4630,2025,k3p,SHORT,0.0118153970547607,-0.3571643844272808,-0.0211553825532663,0.9429659372190932,-0.5190266978714949,-15.230000000000018,1549,5,2025-03-21 16:00:00,q50,-0.0211553825532663,-0.2177506421320177,-0.1441166082294997,3
4631,2025,k3p,SHORT,0.0272851889320378,-0.5162180526618079,-0.084962294826416,0.7827959471820264,-0.3273322422258585,-8.0,1549,5,2025-03-21 20:00:00,q50,-0.084962294826416,-0.2177506421320177,-0.1441166082294997,3
4632,2025,k2,LONG,0.32875693,-1.0,-0.5719309922806415,1.8158247812720627,-1.0,-7.539999999999964,1550,5,2025-03-24 04:00:00,q50,-0.5719309922806415,-0.3411000767669566,-0.1696042543093169,0
4633,2025,k3p,LONG,1.0928565755096735,-1.0,-0.9798170561981868,3.144930084845743,-1.0,-4.800000000000182,1550,5,2025-03-24 08:00:00,q50,-0.9798170561981868,-0.2740857038267423,-0.17756805490013175,0
4634,2025,k3p,LONG,-0.5184692285343142,-1.0,-0.8210390471442245,1.2262148373175843,-1.0,-9.900000000000093,1550,5,2025-03-24 12:00:00,q50,-0.8210390471442245,-0.2740857038267423,-0.17756805490013175,0
4635,2025,k3p,LONG,1.9500150382180657,-1.0,-0.9030440215728754,2.4856164436322667,-1.0,-5.2800000000002,1550,5,2025-03-24 16:00:00,q50,-0.9030440215728754,-0.2740857038267423,-0.17756805490013175,0
4636,2025,k1,SHORT,-0.0046111807233051,-0.9743312694690568,-0.1922613947723318,0.4133542993781307,-0.1808470049599335,-4.739999999999782,1551,2,2025-03-24 20:00:00,q50,-0.1922613947723318,-0.2999698855817012,-0.1470111604626776,1
4637,2025,k2,SHORT,-0.15523988,-0.5796907083416026,-0.2321210811062047,0.361072104640759,-0.0634556574923495,-0.8299999999999272,1551,2,2025-03-25 00:00:00,q10,-0.5796907083416026,-0.980660795244496,-0.671987786463027,3
4638,2025,k1,LONG,-0.2782483,-1.0,-0.6992292665065053,-0.0228038244268852,0.7939914163090087,7.400000000000091,1552,5,2025-03-25 04:00:00,q10,-1.0,-1.0,-0.9310255853465544,1
4639,2025,k2,LONG,-0.14159359,-1.0,-0.5241049446922412,0.8800816949572661,0.095642933049958,0.900000000000091,1552,5,2025-03-25 08:00:00,q50,-0.5241049446922412,-0.3411000767669566,-0.1696042543093169,0
4640,2025,k3p,LONG,0.4501156943167322,-0.928690690918306,-0.0663469736339077,1.722452460413185,-0.2618896639188404,-4.130000000000109,1552,5,2025-03-25 12:00:00,q50,-0.0663469736339077,-0.2740857038267423,-0.17756805490013175,3
4641,2025,k3p,LONG,0.1118960324766533,-0.9908115501418654,-0.1152502270880302,1.0394205748353809,-0.5140449438202246,-9.150000000000093,1552,5,2025-03-25 16:00:00,q50,-0.1152502270880302,-0.2740857038267423,-0.17756805490013175,3
4642,2025,k3p,LONG,-0.07372609214086,-1.0,-0.6021365964036861,2.4754974017325675,-0.4080188679245317,-3.4600000000000364,1552,5,2025-03-25 20:00:00,q50,-0.6021365964036861,-0.2740857038267423,-0.17756805490013175,0
4643,2025,k1,SHORT,0.0252018087284387,-1.0,-0.1750967456376756,0.8206112706915561,-0.3345216874628718,-5.630000000000109,1553,1,2025-03-26 00:00:00,q50,-0.1750967456376756,-0.2999698855817012,-0.1470111604626776,1
4644,2025,k1,LONG,0.9045184,-1.0,-0.535838327062533,4.17386210091036,-1.0,-7.019999999999982,1554,2,2025-03-26 04:00:00,q10,-1.0,-1.0,-0.9310255853465544,1
4645,2025,k2,LONG,-0.04272281,-1.0,-0.154842508556347,2.595648389741878,-0.6761904761904913,-4.260000000000218,1554,2,2025-03-26 08:00:00,q50,-0.154842508556347,-0.3411000767669566,-0.1696042543093169,3
4646,2025,k1,SHORT,-0.0414133540403907,-1.0,-0.6839238295193077,2.538281319961321,-1.0,-8.519999999999982,1555,3,2025-03-26 12:00:00,q50,-0.6839238295193077,-0.2999698855817012,-0.1470111604626776,0
4647,2025,k2,SHORT,-0.3202161,-0.7586880356746564,-0.2709028417358667,1.0226428454280587,-0.1299288946347633,-2.0099999999997635,1555,3,2025-03-26 16:00:00,q10,-0.7586880356746564,-0.980660795244496,-0.671987786463027,1
4648,2025,k3p,SHORT,-0.1863529556204975,-0.9119759014565236,-0.2818628244202834,0.1600171011789316,0.0103004291845399,0.1199999999998908,1555,3,2025-03-26 20:00:00,q50,-0.2818628244202834,-0.2177506421320177,-0.1441166082294997,0
4649,2025,k1,LONG,0.7863921,-1.0,-0.90540390875533,4.141232888307603,15.648734177215925,98.90000000000008,1556,17,2025-03-27 00:00:00,q10,-1.0,-1.0,-0.9310255853465544,1
4650,2025,k2,LONG,-0.08786467,-1.0,-0.5377605431984489,1.4394423618137653,11.812578616351775,93.90999999999984,1556,17,2025-03-27 04:00:00,q50,-0.5377605431984489,-0.3411000767669566,-0.1696042543093169,0
4651,2025,k3p,LONG,0.0805770994443451,-1.0,-0.4846058981568449,1.674941803564764,7.238252267106569,87.80000000000018,1556,17,2025-03-27 08:00:00,q50,-0.4846058981568449,-0.2740857038267423,-0.17756805490013175,0
4652,2025,k3p,LONG,0.2157687683236609,-0.7470181592300549,-0.15956247255816,1.8784792748542296,3.977640327239568,77.48999999999978,1556,17,2025-03-27 12:00:00,q50,-0.15956247255816,-0.2740857038267423,-0.17756805490013175,3
4653,2025,k3p,LONG,0.0552321206233723,-0.906628212828054,-0.1019562920025261,1.74206991998119,4.772682138039301,76.76000000000022,1556,17,2025-03-27 16:00:00,q50,-0.1019562920025261,-0.2740857038267423,-0.17756805490013175,3
4654,2025,k3p,LONG,-0.1008941101417134,-0.9109834097084548,-0.1098591314050872,0.583299301966922,2.768234250803841,64.65999999999985,1556,17,2025-03-27 20:00:00,q50,-0.1098591314050872,-0.2740857038267423,-0.17756805490013175,3
4655,2025,k3p,LONG,-0.0981271827871449,-0.7001556053816136,-0.1688432192390201,0.6841297179135231,3.0233588512607565,61.25,1556,17,2025-03-28 00:00:00,q50,-0.1688432192390201,-0.2740857038267423,-0.17756805490013175,3
4656,2025,k3p,LONG,0.1468596409919665,-0.4651723940277935,-0.1705161504745278,0.5226770152115063,1.369301776490772,43.48999999999978,1556,17,2025-03-28 04:00:00,q50,-0.1705161504745278,-0.2740857038267423,-0.17756805490013175,3
4657,2025,k3p,LONG,0.1169656594734842,-0.4686579689359192,-0.161334182544632,0.486219118964009,1.3719530253162688,39.82999999999993,1556,17,2025-03-28 08:00:00,q50,-0.161334182544632,-0.2740857038267423,-0.17756805490013175,3
4658,2025,k3p,LONG,0.0693994090234444,-0.991486647248415,-0.1123961956208631,0.6088294084252075,2.76466860369201,44.69999999999982,1556,17,2025-03-28 12:00:00,q50,-0.1123961956208631,-0.2740857038267423,-0.17756805490013175,3
4659,2025,k3p,LONG,0.0547476506870648,-0.962484183679795,-0.2608816385082306,0.4501372120482618,1.9942028985507296,34.40000000000009,1556,17,2025-03-28 16:00:00,q50,-0.2608816385082306,-0.2740857038267423,-0.17756805490013175,1
4660,2025,k3p,LONG,-0.35967096317061,-1.0,-0.4464392013702556,0.2888513697294636,3.953603158934013,40.05000000000018,1556,17,2025-03-28 20:00:00,q50,-0.4464392013702556,-0.2740857038267423,-0.17756805490013175,0
4661,2025,k3p,LONG,-0.7362117561624029,-1.0,-1.0075886359672508,0.8602961684429179,6.86071428571441,38.42000000000007,1556,17,2025-03-31 04:00:00,q50,-1.0075886359672508,-0.2740857038267423,-0.17756805490013175,0
4662,2025,k3p,LONG,-0.1207688961774938,-0.5887593759893563,-0.2890225009631662,0.5891681100954661,0.1137374860956657,4.0900000000001455,1556,17,2025-03-31 08:00:00,q50,-0.2890225009631662,-0.2740857038267423,-0.17756805490013175,0
4663,2025,k3p,LONG,-0.0992438823916687,-0.546702083616282,-0.3011982639773177,0.3864105911349781,-0.1049043325269409,-4.769999999999982,1556,17,2025-03-31 12:00:00,q50,-0.3011982639773177,-0.2740857038267423,-0.17756805490013175,0
4664,2025,k3p,LONG,-0.1882976090071938,-0.4423420043707723,-0.3500771318050718,0.1078189571689165,-0.1911253825695756,-6.730000000000018,1556,17,2025-03-31 16:00:00,q50,-0.3500771318050718,-0.2740857038267423,-0.17756805490013175,0
4665,2025,k1,SHORT,-0.0402643729982796,-1.0,-0.6208146863065847,0.7816906886848668,-0.5689277899343426,-5.199999999999818,1557,1,2025-03-31 20:00:00,q50,-0.6208146863065847,-0.2999698855817012,-0.1470111604626776,0
4666,2025,k1,LONG,-0.1848902,-0.6612383821444325,-0.3166810704630083,0.9425594184243632,0.4579358196010592,10.5600000000004,1558,4,2025-04-01 00:00:00,q10,-0.6612383821444325,-1.0,-0.9310255853465544,3
4667,2025,k2,LONG,0.8856453,-0.6545918872757966,-0.1913036233054702,2.7639662892346872,0.4876481870326108,6.070000000000164,1558,4,2025-04-01 04:00:00,q50,-0.1913036233054702,-0.3411000767669566,-0.1696042543093169,1
4668,2025,k3p,LONG,-0.1858170331311806,-0.9059184342402384,-0.340018568779287,0.3188910003823081,-0.4217913333140404,-11.419999999999618,1558,4,2025-04-01 08:00:00,q50,-0.340018568779287,-0.2740857038267423,-0.17756805490013175,0
4669,2025,k3p,LONG,-0.284456055684906,-1.0,-0.6737822203245514,0.5125424616184439,0.2705163336787075,2.600000000000364,1558,4,2025-04-01 12:00:00,q50,-0.6737822203245514,-0.2740857038267423,-0.17756805490013175,0
4670,2025,k1,SHORT,0.0205888232396187,-1.0,-0.375033308839885,0.6477415328349934,0.6670926517572074,10.440000000000056,1559,3,2025-04-01 16:00:00,q50,-0.375033308839885,-0.2999698855817012,-0.1470111604626776,0
4671,2025,k2,SHORT,-0.097598046,-0.7800012604967227,-0.197963691387786,0.8864943879557003,-0.5013901760889735,-16.230000000000018,1559,3,2025-04-01 20:00:00,q10,-0.7800012604967227,-0.980660795244496,-0.671987786463027,1
4672,2025,k3p,SHORT,-0.1718674299020909,-0.6141200471789489,-0.1457489169306974,0.7047148683517582,-0.3906718014548631,-9.13000000000011,1559,3,2025-04-02 00:00:00,q50,-0.1457489169306974,-0.2177506421320177,-0.1441166082294997,1
4673,2025,k1,LONG,-0.006473885,-1.0026409800007732,-0.2482149519116407,1.4849005140487366,-1.0,-17.15000000000009,1560,8,2025-04-02 04:00:00,q10,-1.0026409800007732,-1.0,-0.9310255853465544,0
4674,2025,k2,LONG,-0.68290573,-1.0,-0.768446058105019,1.4484421483772232,-1.0,-8.739999999999782,1560,8,2025-04-02 08:00:00,q50,-0.768446058105019,-0.3411000767669566,-0.1696042543093169,0
4675,2025,k3p,LONG,0.4667757869631123,-0.9372941092861607,-0.3482343003952381,2.2245616932318297,-1.0,-15.829999999999927,1560,8,2025-04-02 12:00:00,q50,-0.3482343003952381,-0.2740857038267423,-0.17756805490013175,0
4676,2025,k3p,LONG,-0.3150055434108639,-1.0,-0.6608942702064782,1.203822078968952,-1.0,-12.730000000000018,1560,8,2025-04-02 16:00:00,q50,-0.6608942702064782,-0.2740857038267423,-0.17756805490013175,0
4677,2025,k3p,LONG,0.03666300463384,-0.6982317421327621,-0.3925868773756309,1.078036921209261,-1.0,-21.23999999999978,1560,8,2025-04-02 20:00:00,q50,-0.3925868773756309,-0.2740857038267423,-0.17756805490013175,0
4678,2025,k3p,LONG,-0.2115244318023526,-0.6831163482473686,-0.3767768730912565,0.1217967104932006,-1.0,-24.48000000000001,1560,8,2025-04-03 00:00:00,q50,-0.3767768730912565,-0.2740857038267423,-0.17756805490013175,0
4679,2025,k3p,LONG,0.1722862679834886,-0.5059162268338914,-0.2093773917485644,0.6147896485450884,-0.4803082191780854,-22.44000000000005,1560,8,2025-04-03 04:00:00,q50,-0.2093773917485644,-0.2740857038267423,-0.17756805490013175,1
4680,2025,k3p,LONG,-0.112133824742218,-0.9141946927200022,-0.3739243636569868,0.613128594538264,-1.0,-17.460000000000036,1560,8,2025-04-03 08:00:00,q50,-0.3739243636569868,-0.2740857038267423,-0.17756805490013175,0
4681,2025,k1,SHORT,-0.0163314542532731,-0.7144905055659838,-0.2191087678557128,0.1906151987817675,0.4330383480825899,14.679999999999836,1561,3,2025-04-03 12:00:00,q50,-0.2191087678557128,-0.2999698855817012,-0.1470111604626776,1
4682,2025,k2,SHORT,-0.07053319,-0.6883158895826582,-0.1587378718081099,0.4322372081159106,-0.5778310511999979,-38.120000000000346,1561,3,2025-04-03 16:00:00,q10,-0.6883158895826582,-0.980660795244496,-0.671987786463027,1
4683,2025,k3p,SHORT,-0.0045008516556107,-0.5424695947874494,-0.0726207033309623,0.6629777382715601,-0.2325548223360893,-6.849999999999909,1561,3,2025-04-03 20:00:00,q50,-0.0726207033309623,-0.2177506421320177,-0.1441166082294997,3
4684,2025,k1,LONG,-0.032785017,-0.4490804663268027,-0.11069610066676,0.3558817227511847,-0.2392638036809866,-14.430000000000293,1562,2,2025-04-04 00:00:00,q10,-0.4490804663268027,-1.0,-0.9310255853465544,3
4685,2025,k2,LONG,0.024855386,-1.0,-0.7885397728947218,1.693977193101179,-1.0,-10.489999999999782,1562,2,2025-04-04 04:00:00,q50,-0.7885397728947218,-0.3411000767669566,-0.1696042543093169,0
4686,2025,k1,SHORT,-0.0141028919653571,-1.0,-0.203256412750195,1.4672836632338777,-1.0,-16.670000000000073,1563,6,2025-04-04 08:00:00,q50,-0.203256412750195,-0.2999698855817012,-0.1470111604626776,1
4687,2025,k2,SHORT,-0.09451496,-0.4306092765521367,-0.2203132058634835,0.3657240784243047,-1.0,-31.590000000000146,1563,6,2025-04-04 12:00:00,q10,-0.4306092765521367,-0.980660795244496,-0.671987786463027,3
4688,2025,k3p,SHORT,-0.0573079443082674,-0.4927040791747621,-0.1435786217387371,0.6408022728662848,0.923096774193548,35.76999999999998,1563,6,2025-04-04 16:00:00,q50,-0.1435786217387371,-0.2177506421320177,-0.1441166082294997,3
4689,2025,k3p,SHORT,0.0569624959101248,-0.2911475473699818,-0.059515229192637,0.6101219124033702,-0.0413629910080443,-4.369999999999891,1563,6,2025-04-04 20:00:00,q50,-0.059515229192637,-0.2177506421320177,-0.1441166082294997,3
4690,2025,k3p,SHORT,0.0884382994673836,-0.3968978661780002,-0.1604735243037387,0.6690859280077728,-0.5977910558166413,-56.44999999999982,1563,6,2025-04-07 04:00:00,q50,-0.1604735243037387,-0.2177506421320177,-0.1441166082294997,1
4691,2025,k1,LONG,-0.008051485,-0.7869169792655577,-0.184800282954118,0.7561857221374505,-1.0,-65.04999999999973,1564,3,2025-04-07 08:00:00,q10,-0.7869169792655577,-1.0,-0.9310255853465544,3
4692,2025,k2,LONG,0.26668668,-1.0,-0.3091196589167616,1.5907796284862912,-1.0,-59.61000000000013,1564,3,2025-04-07 12:00:00,q50,-0.3091196589167616,-0.3411000767669566,-0.1696042543093169,1
4693,2025,k3p,LONG,0.0835343642507274,-0.9366537330932906,-0.4550143800340366,1.8554842830801264,-1.0,-17.84999999999991,1564,3,2025-04-07 16:00:00,q50,-0.4550143800340366,-0.2740857038267423,-0.17756805490013175,0
4694,2025,k1,SHORT,-0.0361904514964186,-0.9743312694690568,-0.2156894232949704,0.4263730550785919,-0.1921490352628082,-14.440000000000056,1565,2,2025-04-07 20:00:00,q50,-0.2156894232949704,-0.2999698855817012,-0.1470111604626776,1
4695,2025,k2,SHORT,-0.21987972,-0.4848002494723979,-0.2804205876329979,0.0324766494933016,-0.0730376627947919,-4.150000000000091,1565,2,2025-04-08 00:00:00,q10,-0.4848002494723979,-0.980660795244496,-0.671987786463027,3
4696,2025,k1,LONG,-0.30030563,-0.4488358246322864,-0.2651314772882329,0.6207905280992121,0.0243734981119132,0.7100000000000364,1566,4,2025-04-08 04:00:00,q10,-0.4488358246322864,-1.0,-0.9310255853465544,3
4697,2025,k2,LONG,-0.07128455,-1.0,-0.5327192845390557,0.6118270752644243,-0.6783425886373433,-15.88000000000011,1566,4,2025-04-08 08:00:00,q50,-0.5327192845390557,-0.3411000767669566,-0.1696042543093169,0
4698,2025,k3p,LONG,-0.0564562651726911,-0.8187294491684426,-0.4822223484790932,1.481853666753194,-0.8942065491183894,-21.300000000000185,1566,4,2025-04-08 12:00:00,q50,-0.4822223484790932,-0.2740857038267423,-0.17756805490013175,0
4699,2025,k3p,LONG,0.1150692870060562,-1.0,-0.6975516750548629,2.6948103252180022,-1.0,-10.904319359434794,1566,4,2025-04-08 16:00:00,q50,-0.6975516750548629,-0.2740857038267423,-0.17756805490013175,0
4700,2025,k1,SHORT,-0.0395393582388551,-0.9743312694690568,-0.3502916206229847,0.2668065426570914,-0.7844776119403045,-26.2800000000002,1567,3,2025-04-08 20:00:00,q50,-0.3502916206229847,-0.2999698855817012,-0.1470111604626776,0
4701,2025,k2,SHORT,-0.1320347,-0.4814421468099477,-0.3208707030908301,0.4014308935031625,-0.7393281131598942,-29.269999999999985,1567,3,2025-04-09 00:00:00,q10,-0.4814421468099477,-0.980660795244496,-0.671987786463027,3
4702,2025,k3p,SHORT,-0.0145346201306827,-0.9059134237101965,-0.2224678704081126,1.5957908310426177,-1.0,-20.357585080070294,1567,3,2025-04-09 04:00:00,q50,-0.2224678704081126,-0.2177506421320177,-0.1441166082294997,0
4703,2025,k1,LONG,-0.13065423,-0.4488358246322864,-0.1858979721911966,0.5162787268979868,4.932167336327112,208.67999999999984,1568,17,2025-04-09 08:00:00,q10,-0.4488358246322864,-1.0,-0.9310255853465544,3
4704,2025,k2,LONG,0.15394321,-0.6545918872757966,-0.0866871451240743,1.2712877116758214,2.4726180497345465,176.98999999999978,1568,17,2025-04-09 12:00:00,q50,-0.0866871451240743,-0.3411000767669566,-0.1696042543093169,3
4705,2025,k3p,LONG,-0.1916390041825043,-0.442104996060133,-0.1666763289975971,0.3701742025886886,3.065569642733296,173.6300000000001,1568,17,2025-04-09 16:00:00,q50,-0.1666763289975971,-0.2740857038267423,-0.17756805490013175,3
4706,2025,k3p,LONG,-0.0319164391611327,-0.4672728795490398,-0.1379024266559341,0.4710410070774908,1.554949596421474,128.63999999999987,1568,17,2025-04-09 20:00:00,q50,-0.1379024266559341,-0.2740857038267423,-0.17756805490013175,3
4707,2025,k3p,LONG,0.0065318557578418,-0.527602180632909,0.0294335058610821,0.7763166417631272,2.612133189779366,138.23000000000002,1568,17,2025-04-10 00:00:00,q50,0.0294335058610821,-0.2740857038267423,-0.17756805490013175,3
4708,2025,k3p,LONG,0.0729939719118024,-0.5180077439097023,0.0108195370562189,0.998270681470656,2.553081838796111,123.84999999999992,1568,17,2025-04-10 04:00:00,q50,0.0108195370562189,-0.2740857038267423,-0.17756805490013175,3
4709,2025,k3p,LONG,0.0367108605653016,-0.519925772071649,-0.0153529226589044,0.7317327888504116,1.6024041261545716,95.73000000000002,1568,17,2025-04-10 08:00:00,q50,-0.0153529226589044,-0.2740857038267423,-0.17756805490013175,3
4710,2025,k3p,LONG,0.0921914028910979,-0.7105721211387408,-0.093398403398161,0.4546235711845504,4.1099251749570325,115.98000000000002,1568,17,2025-04-10 12:00:00,q50,-0.093398403398161,-0.2740857038267423,-0.17756805490013175,3
4711,2025,k3p,LONG,-0.2184238882815541,-0.6856177742300593,-0.1577146509513593,0.2227705694722727,3.1903745198070284,97.84000000000016,1568,17,2025-04-10 16:00:00,q50,-0.1577146509513593,-0.2740857038267423,-0.17756805490013175,3
4712,2025,k3p,LONG,0.0410992915591163,-0.5197517569425603,-0.1475147948547207,0.3671845254167075,1.1357531760435575,62.57999999999993,1568,17,2025-04-10 20:00:00,q50,-0.1475147948547207,-0.2740857038267423,-0.17756805490013175,3
4713,2025,k3p,LONG,-0.0288204617939213,-0.426667818584902,-0.1401680321547065,0.0764651930117977,0.6963800966037608,45.38000000000011,1568,17,2025-04-11 00:00:00,q50,-0.1401680321547065,-0.2740857038267423,-0.17756805490013175,3
4714,2025,k3p,LONG,-0.0586675768692942,-0.4763016638667541,-0.0625578277742287,0.4229212941205684,0.1979196035979644,15.559999999999944,1568,17,2025-04-11 04:00:00,q50,-0.0625578277742287,-0.2740857038267423,-0.17756805490013175,3
4715,2025,k3p,LONG,-0.0586675768692942,-0.4222904235450061,-0.092511625087799,0.3971346537076685,0.2013593266897365,12.550000000000182,1568,17,2025-04-11 08:00:00,q50,-0.092511625087799,-0.2740857038267423,-0.17756805490013175,3
4716,2025,k3p,LONG,-0.0065344251678615,-0.518748262852623,-0.1511710105283574,0.5389555400172651,0.1100811176166615,5.070000000000164,1568,17,2025-04-11 12:00:00,q50,-0.1511710105283574,-0.2740857038267423,-0.17756805490013175,3
4717,2025,k3p,LONG,-0.086013008993507,-0.4534933638218525,-0.2162589674858805,0.2290328784228714,-0.2728835410399619,-12.699999999999818,1568,17,2025-04-11 16:00:00,q50,-0.2162589674858805,-0.2740857038267423,-0.17756805490013175,1
