idx,year,head,stage,direction,pred,actual,decision
1324,2023,survival,k1,LONG,0.65478647,1,2023-01-03 20:00:00
1332,2023,survival,k1,LONG,0.7995283,0,2023-01-05 04:00:00
1339,2023,survival,k1,LONG,0.6432953,1,2023-01-06 08:00:00
1349,2023,survival,k1,LONG,0.6607317,1,2023-01-10 04:00:00
1353,2023,survival,k1,LONG,0.56249124,1,2023-01-10 20:00:00
1356,2023,survival,k1,LONG,0.8156909,1,2023-01-11 08:00:00
1361,2023,survival,k1,LONG,0.700266,1,2023-01-12 04:00:00
1369,2023,survival,k1,LONG,0.8448197,1,2023-01-13 12:00:00
1377,2023,survival,k1,LONG,0.70947844,0,2023-01-17 00:00:00
1381,2023,survival,k1,LONG,0.7969329,0,2023-01-17 16:00:00
1386,2023,survival,k1,LONG,0.82056934,1,2023-01-18 12:00:00
1391,2023,survival,k1,LONG,0.81155413,1,2023-01-19 08:00:00
1398,2023,survival,k1,LONG,0.7220306,0,2023-01-20 12:00:00
1406,2023,survival,k1,LONG,0.81155413,1,2023-01-24 00:00:00
1412,2023,survival,k1,LONG,0.7328822,1,2023-01-25 00:00:00
1417,2023,survival,k1,LONG,0.81155413,1,2023-01-25 20:00:00
1425,2023,survival,k1,LONG,0.5535187,0,2023-01-27 04:00:00
1428,2023,survival,k1,LONG,0.7878373,0,2023-01-27 16:00:00
1431,2023,survival,k1,LONG,0.8050268,0,2023-01-30 08:00:00
1436,2023,survival,k1,LONG,0.54631984,0,2023-01-31 04:00:00
1439,2023,survival,k1,LONG,0.79027665,1,2023-01-31 16:00:00
1445,2023,survival,k1,LONG,0.7971098,0,2023-02-01 16:00:00
1447,2023,survival,k1,LONG,0.8448197,1,2023-02-02 00:00:00
1460,2023,survival,k1,LONG,0.81375533,1,2023-02-06 08:00:00
1465,2023,survival,k1,LONG,0.82659155,1,2023-02-07 04:00:00
1469,2023,survival,k1,LONG,0.8587217,0,2023-02-07 20:00:00
1472,2023,survival,k1,LONG,0.584799,1,2023-02-08 08:00:00
1478,2023,survival,k1,LONG,0.7454801,1,2023-02-09 08:00:00
1485,2023,survival,k1,LONG,0.7850432,1,2023-02-10 12:00:00
1494,2023,survival,k1,LONG,0.6129665,1,2023-02-14 04:00:00
1500,2023,survival,k1,LONG,0.76005363,0,2023-02-15 04:00:00
1505,2023,survival,k1,LONG,0.5689095,1,2023-02-16 00:00:00
1510,2023,survival,k1,LONG,0.8321789,1,2023-02-16 20:00:00
1515,2023,survival,k1,LONG,0.69871867,1,2023-02-17 16:00:00
1523,2023,survival,k1,LONG,0.63374877,0,2023-02-21 04:00:00
1527,2023,survival,k1,LONG,0.61055833,0,2023-02-21 20:00:00
1529,2023,survival,k1,LONG,0.6122311,1,2023-02-22 04:00:00
1532,2023,survival,k1,LONG,0.7342888,0,2023-02-22 16:00:00
1536,2023,survival,k1,LONG,0.538967,0,2023-02-23 08:00:00
1541,2023,survival,k1,LONG,0.7205797,1,2023-02-24 04:00:00
1546,2023,survival,k1,LONG,0.6066281,0,2023-02-27 04:00:00
1549,2023,survival,k1,LONG,0.79590034,1,2023-02-27 16:00:00
1556,2023,survival,k1,LONG,0.8395419,1,2023-02-28 20:00:00
1568,2023,survival,k1,LONG,0.6137693,1,2023-03-02 20:00:00
1582,2023,survival,k1,LONG,0.5748925,0,2023-03-07 08:00:00
1589,2023,survival,k1,LONG,0.60409176,1,2023-03-08 12:00:00
1594,2023,survival,k1,LONG,0.6233073,1,2023-03-09 08:00:00
1601,2023,survival,k1,LONG,0.7936577,1,2023-03-10 12:00:00
1614,2023,survival,k1,LONG,0.7836531,1,2023-03-14 20:00:00
1619,2023,survival,k1,LONG,0.8363455,1,2023-03-15 16:00:00
1623,2023,survival,k1,LONG,0.8255945,1,2023-03-16 08:00:00
1628,2023,survival,k1,LONG,0.74780875,1,2023-03-17 04:00:00
1638,2023,survival,k1,LONG,0.59722304,1,2023-03-21 00:00:00
1645,2023,survival,k1,LONG,0.7196172,0,2023-03-22 04:00:00
1647,2023,survival,k1,LONG,0.768263,1,2023-03-22 12:00:00
