idx,year,head,stage,direction,pred,actual,decision
3471,2024,severe,k1,LONG,0.29957616,0,2024-06-11 16:00:00
3477,2024,severe,k1,LONG,0.2492411,0,2024-06-12 16:00:00
3483,2024,severe,k1,LONG,0.2538266,1,2024-06-13 16:00:00
3487,2024,severe,k1,LONG,0.6218342,0,2024-06-14 08:00:00
3497,2024,severe,k1,LONG,0.49569952,1,2024-06-18 04:00:00
3501,2024,severe,k1,LONG,0.29471725,0,2024-06-18 20:00:00
3505,2024,severe,k1,LONG,0.63647956,1,2024-06-19 12:00:00
3508,2024,severe,k1,LONG,0.6638119,1,2024-06-20 00:00:00
3521,2024,severe,k1,LONG,0.7012592,0,2024-06-24 08:00:00
3539,2024,severe,k1,LONG,0.6463477,1,2024-06-27 08:00:00
3546,2024,severe,k1,LONG,0.47378933,0,2024-06-28 12:00:00
3552,2024,severe,k1,LONG,0.46946052,0,2024-07-01 16:00:00
3554,2024,severe,k1,LONG,0.32523248,0,2024-07-02 00:00:00
3560,2024,severe,k1,LONG,0.5791389,0,2024-07-03 00:00:00
3570,2024,severe,k1,LONG,0.5727726,0,2024-07-04 16:00:00
3573,2024,severe,k1,LONG,0.6269908,1,2024-07-05 04:00:00
3584,2024,severe,k1,LONG,0.68804705,0,2024-07-09 04:00:00
3589,2024,severe,k1,LONG,0.31672192,0,2024-07-10 00:00:00
3597,2024,severe,k1,LONG,0.30903006,0,2024-07-11 08:00:00
3606,2024,severe,k1,LONG,0.21980363,0,2024-07-12 20:00:00
3609,2024,severe,k1,LONG,0.5041631,0,2024-07-15 12:00:00
3614,2024,severe,k1,LONG,0.35929292,0,2024-07-16 08:00:00
3626,2024,severe,k1,LONG,0.58802646,0,2024-07-18 08:00:00
3636,2024,severe,k1,LONG,0.27309555,1,2024-07-22 04:00:00
3641,2024,severe,k1,LONG,0.25874615,0,2024-07-23 00:00:00
3661,2024,severe,k1,LONG,0.5590838,0,2024-07-26 08:00:00
3672,2024,severe,k1,LONG,0.6646111,0,2024-07-30 08:00:00
3686,2024,severe,k1,LONG,0.20214698,0,2024-08-01 16:00:00
3689,2024,severe,k1,LONG,0.30647525,1,2024-08-02 04:00:00
3695,2024,severe,k1,LONG,0.25931555,1,2024-08-05 08:00:00
3699,2024,severe,k1,LONG,0.26880208,0,2024-08-06 00:00:00
3707,2024,severe,k1,LONG,0.37550157,1,2024-08-07 08:00:00
3713,2024,severe,k1,LONG,0.36450958,0,2024-08-08 08:00:00
3721,2024,severe,k1,LONG,0.3830252,0,2024-08-09 16:00:00
3724,2024,severe,k1,LONG,0.55544543,0,2024-08-12 08:00:00
