stage,direction,year,alpha,coverage,pinball,n
k2,SHORT,2024,0.1,0.3333333333333333,0.08887039844642579,153
k2,SHORT,2024,0.5,0.5490196078431373,0.3350654665310354,153
k2,SHORT,2024,0.9,0.8888888888888888,0.29176810275097603,153
k2,SHORT,2025,0.1,0.2905405405405405,0.08052951293682621,148
k2,SHORT,2025,0.5,0.4797297297297297,0.2862471635482546,148
k2,SHORT,2025,0.9,0.8851351351351351,0.21398206947540294,148
k2,SHORT,2026,0.1,0.308411214953271,0.13605808343221273,107
k2,SHORT,2026,0.5,0.5046728971962616,0.5659380982118719,107
k2,SHORT,2026,0.9,0.7663551401869159,0.6037201185824389,107
