universe,policy,sl_arm,block,n,resolved,wins,losses,wr,total_R,mean_R,PF,maxDD,avg_win_R,med_win_R,avg_loss_R,payoff,amb,cens,position_mode
CONTROL,CHALLENGE_EXIT,FIXED_30,2025H1,35.0,34.0,18.0,16.0,0.5294117647058824,20.234000000000073,0.5951176470588256,2.724733626935658,3.211999999999974,1.7758703703703715,1.342500000000003,-0.7332291666666635,2.421985446165029,0.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,FIXED_30,2026JF,22.0,20.0,3.0,17.0,0.15,7.288333333333289,0.36441666666666445,1.4287254901960758,15.0,8.096111111111096,2.444333333333331,-1.0,8.096111111111096,1.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,FIXED_40,2024,86.0,85.0,31.0,54.0,0.36470588235294116,8.005249999999917,0.0941794117647049,1.3309561460626504,4.09250000000004,1.0384999999999982,0.5522500000000037,-0.4479305555555561,2.3184397383026814,0.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,FIXED_40,2025H1,33.0,32.0,18.0,14.0,0.5625,16.947250000000054,0.5296015625000017,3.0926406124591157,3.0262500000000045,1.391430555555556,1.1014999999999988,-0.5784642857142825,2.405387143023756,0.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,FIXED_40,2026JF,19.0,16.0,3.0,13.0,0.1875,6.753499999999986,0.4220937499999991,1.5194999999999987,11.0,6.584499999999995,3.0967499999999974,-1.0,6.584499999999995,2.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,FIXED_50,2024,86.0,85.0,31.0,54.0,0.36470588235294116,6.204199999999933,0.07299058823529332,1.317340644276898,3.474000000000032,0.8307999999999988,0.4418000000000029,-0.3620481481481487,2.294722412611371,0.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,FIXED_50,2025H1,33.0,32.0,18.0,14.0,0.5625,13.157800000000043,0.41118125000000133,2.912804558934714,2.8210000000000033,1.113144444444445,0.8811999999999989,-0.4913428571428546,2.265514656949222,0.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,FIXED_50,2026JF,14.0,12.0,4.0,8.0,0.3333333333333333,14.071999999999989,1.1726666666666656,2.824215711693025,5.713999999999997,5.446499999999997,4.230299999999998,-0.9642499999999996,5.64843142338605,1.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,H1_STRUCT,2024,88.0,75.0,31.0,44.0,0.41333333333333333,43.84282284128094,0.5845709712170792,2.4068209242887106,4.431504386931188,2.419589962122024,1.245911949685524,-0.7082833178295868,3.4161329247968797,12.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,H1_STRUCT,2025H1,34.0,31.0,18.0,13.0,0.5806451612903226,20.289917830456435,0.6545134784018205,3.204410856685875,2.5340111480494167,1.6385641033190013,1.3709747743004097,-0.7080181560988913,2.3142967298286874,2.0,1.0,ONE_POSITION
CONTROL,CHALLENGE_EXIT,H1_STRUCT,2026JF,11.0,9.0,4.0,5.0,0.4444444444444444,8.079143135523763,0.8976825706137515,3.084687102458782,2.0491212315551737,2.9886533810847165,2.318743711154568,-0.7750940777630204,3.8558588780734775,1.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_10,2024,31.0,30.0,13.0,17.0,0.43333333333333335,-8.202999999999996,-0.2734333333333332,0.5174705882352942,8.276999999999997,0.6766923076923079,0.3180000000000064,-1.0,0.6766923076923079,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_10,2025H1,3.0,2.0,1.0,1.0,0.5,-0.9030000000000201,-0.45150000000001006,0.0969999999999799,1.0,0.0969999999999799,0.0969999999999799,-1.0,0.0969999999999799,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_10,2026JF,25.0,25.0,4.0,21.0,0.16,-13.798000000000139,-0.5519200000000055,0.34295238095237435,13.454000000000088,1.8004999999999654,1.6389999999999418,-1.0,1.8004999999999654,0.0,0.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_15,2024,24.0,23.0,12.0,11.0,0.5217391304347826,-3.2826666666666675,-0.14272463768115945,0.7015757575757575,4.0,0.6431111111111111,0.55,-1.0,0.6431111111111111,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_15,2025H1,2.0,1.0,1.0,0.0,1.0,0.0646666666666533,0.0646666666666533,inf,0.0,0.0646666666666533,0.0646666666666533,,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_15,2026JF,25.0,25.0,4.0,21.0,0.16,-16.19866666666676,-0.6479466666666704,0.22863492063491625,15.302666666666724,1.2003333333333104,1.092666666666628,-1.0,1.2003333333333104,0.0,0.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_20,2024,20.0,19.0,12.0,7.0,0.631578947368421,-1.4165000000000083,-0.0745526315789478,0.797642857142856,3.092999999999995,0.465291666666666,0.34474999999999906,-1.0,0.465291666666666,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_20,2025H1,2.0,1.0,1.0,0.0,1.0,0.0484999999999899,0.0484999999999899,inf,0.0,0.0484999999999899,0.0484999999999899,,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_20,2026JF,18.0,18.0,5.0,13.0,0.2777777777777778,-7.915000000000054,-0.43972222222222523,0.39115384615384197,7.038000000000011,1.0169999999999892,0.8279999999999745,-1.0,1.0169999999999892,0.0,0.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_25,2024,15.0,14.0,8.0,6.0,0.5714285714285714,-4.206000000000004,-0.3004285714285717,0.2989999999999993,3.69,0.2242499999999995,0.2538000000000011,-1.0,0.2242499999999995,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_25,2025H1,2.0,1.0,1.0,0.0,1.0,0.0387999999999919,0.0387999999999919,inf,0.0,0.0387999999999919,0.0387999999999919,,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_25,2026JF,18.0,18.0,5.0,13.0,0.2777777777777778,-8.932000000000045,-0.49622222222222473,0.31292307692307353,7.932000000000045,0.8135999999999912,0.6623999999999797,-1.0,0.8135999999999912,0.0,0.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_30,2024,13.0,12.0,8.0,4.0,0.6666666666666666,-2.512999999999996,-0.20941666666666633,0.371750000000001,1.975999999999999,0.1858750000000005,0.22916666666667046,-1.0,0.1858750000000005,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_30,2025H1,2.0,1.0,1.0,0.0,1.0,0.0323333333333266,0.0323333333333266,inf,0.0,0.0323333333333266,0.0323333333333266,,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_30,2026JF,15.0,14.0,4.0,10.0,0.2857142857142857,-7.162000000000019,-0.5115714285714299,0.28379999999999805,7.692000000000007,0.7094999999999951,0.7649999999999939,-1.0,0.7094999999999951,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_40,2024,2.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,,,-1.0,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_40,2025H1,2.0,1.0,1.0,0.0,1.0,0.0242499999999949,0.0242499999999949,inf,0.0,0.0242499999999949,0.0242499999999949,,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_40,2026JF,15.0,14.0,4.0,10.0,0.2857142857142857,-7.8715000000000135,-0.5622500000000009,0.21284999999999857,8.019000000000005,0.5321249999999964,0.5737499999999955,-1.0,0.5321249999999964,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_50,2024,2.0,1.0,0.0,1.0,0.0,-1.0,-1.0,0.0,0.0,,,-1.0,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_50,2025H1,2.0,1.0,1.0,0.0,1.0,0.0193999999999959,0.0193999999999959,inf,0.0,0.0193999999999959,0.0193999999999959,,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,FIXED_50,2026JF,14.0,13.0,4.0,9.0,0.3076923076923077,-7.069000000000013,-0.5437692307692318,0.21455555555555395,7.215200000000003,0.48274999999999635,0.47709999999999125,-1.0,0.48274999999999635,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,H1_STRUCT,2024,19.0,18.0,9.0,9.0,0.5,-1.6849324035338544,-0.0936073557518808,0.8127852884962382,3.9891178489634695,0.8127852884962382,0.2345169281585466,-1.0,0.8127852884962382,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,H1_STRUCT,2025H1,2.0,1.0,1.0,0.0,1.0,0.0510526315789368,0.0510526315789368,inf,0.0,0.0510526315789368,0.0510526315789368,,,0.0,1.0,ONE_POSITION
CONTROL,FIRST_TARGET,H1_STRUCT,2026JF,7.0,6.0,1.0,5.0,0.16666666666666666,-4.486988847583669,-0.7478314745972782,0.10260223048326614,4.0,0.5130111524163307,0.5130111524163307,-1.0,0.5130111524163307,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_10,2024,78.0,77.0,19.0,58.0,0.24675324675324675,29.88299999999999,0.38809090909090893,1.5392875189489648,12.892999999999983,4.489210526315788,2.706999999999971,-0.9553793103448269,4.698877689423155,1.0,0.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_10,2025H1,37.0,36.0,7.0,29.0,0.19444444444444445,34.73699999999999,0.9649166666666663,2.250341948023901,13.219000000000008,8.931285714285709,3.9610000000000127,-0.9579999999999991,9.322845213241877,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_10,2026JF,24.0,23.0,1.0,22.0,0.043478260869565216,23.73199999999997,1.0318260869565206,2.078727272727271,16.0,45.73199999999997,45.73199999999997,-1.0,45.73199999999997,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_15,2024,69.0,69.0,18.0,51.0,0.2608695652173913,12.293333333333296,0.1781642512077289,1.2802090931193768,7.942666666666657,3.1202962962962957,1.954999999999988,-0.8602352941176474,3.6272590971715677,0.0,0.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_15,2025H1,30.0,29.0,7.0,22.0,0.2413793103448276,22.22533333333334,0.7663908045977014,2.1037976359964254,10.812666666666669,6.051523809523808,2.696666666666685,-0.9152424242424235,6.611935427417337,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_15,2026JF,24.0,23.0,1.0,22.0,0.043478260869565216,8.487999999999982,0.36904347826086875,1.385818181818181,16.0,30.487999999999982,30.487999999999982,-1.0,30.487999999999982,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_20,2024,57.0,54.0,18.0,36.0,0.3333333333333333,16.140999999999984,0.2989074074074071,1.6076383006757387,5.661999999999988,2.3724722222222225,1.466249999999991,-0.7378750000000003,3.2152766013514777,2.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_20,2025H1,25.0,23.0,7.0,16.0,0.30434782608695654,17.780500000000004,0.7730652173913045,2.260894231110167,5.498000000000005,4.554571428571427,2.092000000000007,-0.8813437499999992,5.167758242537524,1.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_20,2026JF,19.0,18.0,2.0,16.0,0.1111111111111111,10.337499999999956,0.5743055555555531,1.6460937499999972,15.0,13.168749999999978,13.168749999999978,-1.0,13.168749999999978,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_25,2024,55.0,53.0,18.0,35.0,0.33962264150943394,11.105199999999956,0.20953207547169728,1.4729722823216722,4.344400000000023,1.9213777777777783,1.3307999999999993,-0.6708457142857157,2.8641127711810292,1.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_25,2025H1,21.0,20.0,9.0,11.0,0.45,18.21080000000002,0.910540000000001,3.0874369555249954,4.0,2.992755555555555,1.5844000000000051,-0.7930909090909072,3.7735340567527724,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_25,2026JF,18.0,17.0,2.0,15.0,0.11764705882352941,6.069999999999965,0.3570588235294097,1.4046666666666643,14.0,10.534999999999982,10.534999999999982,-1.0,10.534999999999982,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_30,2024,49.0,47.0,18.0,29.0,0.3829787234042553,13.427333333333301,0.28568794326241065,1.8887957283438463,3.040000000000009,1.5852592592592596,1.1089999999999993,-0.5209425287356335,3.0430597845539746,1.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_30,2025H1,18.0,17.0,9.0,8.0,0.5294117647058824,17.025333333333357,1.0014901960784328,4.141012237869769,1.9513333333333325,2.4939629629629625,1.3203333333333376,-0.6775416666666634,3.68089976699535,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_30,2026JF,18.0,17.0,2.0,15.0,0.11764705882352941,2.5583333333333034,0.15049019607842962,1.1705555555555536,14.0,8.779166666666653,8.779166666666653,-1.0,8.779166666666653,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_40,2024,48.0,46.0,18.0,28.0,0.391304347826087,10.494249999999973,0.22813586956521678,1.9621793843262152,1.8759999999999994,1.188944444444445,0.8317499999999995,-0.3895267857142869,3.0522790422852233,1.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_40,2025H1,18.0,16.0,9.0,7.0,0.5625,12.45350000000002,0.7783437500000012,4.185853159375821,1.196749999999998,1.8180555555555555,0.9902500000000032,-0.5584285714285686,3.255663568403416,1.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_40,2026JF,16.0,15.0,2.0,13.0,0.13333333333333333,0.16874999999997797,0.011249999999998532,1.0129807692307675,12.0,6.584374999999989,6.584374999999989,-1.0,6.584374999999989,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_50,2024,48.0,47.0,18.0,29.0,0.3829787234042553,7.428199999999985,0.158046808510638,1.7663784742999784,2.2092000000000005,0.9511555555555558,0.6653999999999997,-0.3342275862068972,2.8458319863721875,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_50,2025H1,18.0,17.0,9.0,8.0,0.5294117647058824,8.781000000000013,0.5165294117647067,3.037827802274319,1.5142000000000007,1.4544444444444447,0.7922000000000026,-0.5386249999999984,2.700291379799395,0.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,FIXED_50,2026JF,12.0,10.0,2.0,8.0,0.2,2.5349999999999824,0.2534999999999982,1.3168749999999978,7.0,5.267499999999991,5.267499999999991,-1.0,5.267499999999991,1.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,H1_STRUCT,2024,58.0,51.0,18.0,33.0,0.35294117647058826,19.56094289416502,0.38354789988558863,1.8257096357338916,5.515244282288293,2.4028221961650456,1.3849776709973152,-0.7178744435395695,3.347134332178801,6.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,H1_STRUCT,2025H1,18.0,16.0,9.0,7.0,0.5625,20.970527054221016,1.3106579408888135,6.013571866368587,1.8736580687255113,2.7948087683559084,0.899409627611266,-0.5975359801403087,4.6772225627311235,1.0,1.0,ONE_POSITION
CONTROL,FLIP_EXIT,H1_STRUCT,2026JF,7.0,6.0,2.0,4.0,0.3333333333333333,3.54475394155432,0.5907923235923866,2.4746030332850295,1.4038699646897754,2.9743119531220477,2.9743119531220477,-0.6009674911724439,4.949206066570059,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_10,2024,92.0,90.0,26.0,64.0,0.28888888888888886,40.94399999999992,0.4549333333333324,1.6796587098701887,10.826000000000022,3.8917692307692278,1.8605000000000016,-0.9412812500000001,4.134544516603541,2.0,0.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_10,2025H1,44.0,43.0,13.0,30.0,0.3023255813953488,26.855000000000018,0.6245348837209307,1.9424791184108938,11.0,4.257615384615386,3.369999999999982,-0.9498000000000002,4.482644119409755,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_10,2026JF,16.0,15.0,1.0,14.0,0.06666666666666667,-7.76200000000008,-0.5174666666666721,0.44557142857142285,13.0,6.23799999999992,6.23799999999992,-1.0,6.23799999999992,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_15,2024,82.0,79.0,27.0,52.0,0.34177215189873417,26.223999999999922,0.3319493670886066,1.5985756893298413,8.636000000000003,2.5938765432098743,1.320666666666663,-0.842512820512821,3.07873836463525,3.0,0.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_15,2025H1,40.0,38.0,15.0,23.0,0.39473684210526316,23.548000000000048,0.6196842105263171,2.11612475116125,7.416000000000015,2.9764000000000013,2.0940000000000207,-0.9173043478260863,3.24472461844725,1.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_15,2026JF,16.0,15.0,1.0,14.0,0.06666666666666667,-9.841333333333386,-0.6560888888888924,0.2970476190476153,13.0,4.158666666666614,4.158666666666614,-1.0,4.158666666666614,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_20,2024,76.0,74.0,27.0,47.0,0.36486486486486486,20.95999999999991,0.283243243243242,1.6217647320567734,4.6340000000000146,2.024833333333332,0.9904999999999972,-0.7172446808510653,2.8230719409877163,1.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_20,2025H1,36.0,34.0,15.0,19.0,0.4411764705882353,17.464000000000034,0.5136470588235305,2.0510984050556753,5.812000000000012,2.271933333333335,1.6410000000000082,-0.8744736842105256,2.598057979737189,1.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_20,2026JF,15.0,14.0,1.0,13.0,0.07142857142857142,-9.88100000000004,-0.7057857142857171,0.23992307692307382,12.0,3.11899999999996,3.11899999999996,-1.0,3.11899999999996,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_25,2024,74.0,69.0,27.0,42.0,0.391304347826087,18.93959999999991,0.2744869565217378,1.763792102206731,3.6220000000000265,1.619866666666666,0.7923999999999978,-0.5904000000000016,2.7436766034326925,4.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_25,2025H1,32.0,31.0,16.0,15.0,0.5161290322580645,18.050800000000034,0.582283870967743,2.4953608589038434,2.8792000000000004,1.8826250000000004,1.5066000000000077,-0.8047466666666648,2.339400805222353,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_25,2026JF,14.0,13.0,1.0,12.0,0.07692307692307693,-9.504800000000031,-0.731138461538464,0.20793333333333067,11.0,2.495199999999968,2.495199999999968,-1.0,2.495199999999968,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_30,2024,72.0,70.0,27.0,43.0,0.38571428571428573,14.956333333333257,0.21366190476190366,1.6755853346382545,3.154666666666667,1.3738765432098758,0.7363333333333382,-0.5148449612403113,2.668524792201665,1.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_30,2025H1,29.0,28.0,16.0,12.0,0.5714285714285714,17.950000000000045,0.6410714285714302,3.1303952209518666,2.76566666666666,1.6484791666666676,1.342500000000003,-0.7021388888888863,2.3477964157139,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_30,2026JF,14.0,13.0,1.0,12.0,0.07692307692307693,-9.920666666666694,-0.7631282051282072,0.17327777777777556,11.0,2.079333333333307,2.079333333333307,-1.0,2.079333333333307,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_40,2024,71.0,70.0,27.0,43.0,0.38571428571428573,10.888249999999935,0.15554642857142764,1.6434280311424254,2.530750000000011,1.0300185185185178,0.5522500000000037,-0.3935406976744196,2.617311308856455,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_40,2025H1,28.0,27.0,17.0,10.0,0.6296296296296297,14.433250000000044,0.5345648148148164,3.5218625780806554,2.0262500000000045,1.185676470588236,0.9157500000000028,-0.5723249999999973,2.071683869459209,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_40,2026JF,11.0,9.0,1.0,8.0,0.1111111111111111,-4.9032500000000026,-0.5448055555555559,0.3870937499999997,7.0,3.0967499999999974,3.0967499999999974,-1.0,3.0967499999999974,1.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_50,2024,71.0,70.0,27.0,43.0,0.38571428571428573,8.510599999999947,0.12157999999999924,1.6195023948521545,2.2246000000000095,0.8240148148148143,0.4418000000000029,-0.31948372093023336,2.5792075177275056,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_50,2025H1,28.0,27.0,17.0,10.0,0.6296296296296297,11.346600000000032,0.42024444444444564,3.3744611392458226,1.8210000000000033,0.948541176470589,0.7326000000000021,-0.4778599999999978,1.9849771407328367,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,FIXED_50,2026JF,6.0,5.0,2.0,3.0,0.4,5.746599999999999,1.14932,3.1173913043478287,2.7139999999999964,4.230299999999998,4.230299999999998,-0.9046666666666655,4.676086956521742,0.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,H1_STRUCT,2024,75.0,67.0,27.0,40.0,0.40298507462686567,42.201682930285294,0.6298758646311238,2.5785026017806176,4.0137993363946975,2.5532202366628036,1.1600123800680928,-0.66838158649026,3.820003854489804,7.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,H1_STRUCT,2025H1,29.0,26.0,16.0,10.0,0.6153846153846154,17.566096030652297,0.6756190781020114,3.573717263959913,1.8710996844977101,1.5244550538870296,1.251374292344123,-0.6825184831540181,2.2335732899749456,2.0,1.0,ONE_POSITION
SAME_NEAREST,CHALLENGE_EXIT,H1_STRUCT,2026JF,6.0,5.0,2.0,3.0,0.4,2.0384877598264253,0.40769755196528507,1.7843355231062812,2.598999662482711,2.318743711154568,2.318743711154568,-0.8663332208275704,2.6765032846594217,0.0,1.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_10,2024,145.0,145.0,78.0,67.0,0.5379310344827586,-4.555000000000131,-0.03141379310344918,0.9320149253731324,12.922000000000093,0.8005769230769213,0.5249999999999773,-1.0,0.8005769230769213,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_10,2025H1,68.0,68.0,29.0,39.0,0.4264705882352941,-5.502000000000089,-0.08091176470588365,0.8589230769230745,8.615000000000007,1.1551034482758589,0.8110000000000127,-1.0,1.1551034482758589,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_10,2026JF,17.0,17.0,4.0,13.0,0.23529411764705882,-5.798000000000139,-0.3410588235294199,0.5539999999999894,8.0,1.8004999999999654,1.6389999999999418,-1.0,1.8004999999999654,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_15,2024,131.0,131.0,83.0,48.0,0.6335877862595419,-1.7440000000000677,-0.013312977099237159,0.9636666666666652,12.785333333333316,0.5573012048192763,0.3853333333333164,-1.0,0.5573012048192763,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_15,2025H1,62.0,62.0,35.0,27.0,0.5645161290322581,3.2753333333333394,0.05282795698924741,1.1213086419753087,7.640666666666644,0.8650095238095239,0.6233333333333273,-1.0,0.8650095238095239,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_15,2026JF,17.0,17.0,4.0,13.0,0.23529411764705882,-8.198666666666758,-0.48227450980392694,0.3693333333333263,8.384000000000015,1.2003333333333104,1.092666666666628,-1.0,1.2003333333333104,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_20,2024,119.0,119.0,82.0,37.0,0.6890756302521008,0.29049999999991405,0.002441176470587513,1.007851351351349,8.688499999999978,0.4547621951219501,0.3122499999999946,-1.0,0.4547621951219501,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_20,2025H1,59.0,59.0,35.0,24.0,0.5932203389830508,-1.9004999999999872,-0.03221186440677944,0.9208125000000004,7.837499999999978,0.631414285714286,0.4674999999999955,-1.0,0.631414285714286,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_20,2026JF,16.0,16.0,5.0,11.0,0.3125,-5.915000000000054,-0.3696875000000034,0.46227272727272234,8.0,1.0169999999999892,0.8279999999999745,-1.0,1.0169999999999892,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_25,2024,102.0,102.0,74.0,28.0,0.7254901960784313,2.6715999999999593,0.0261921568627447,1.0954142857142843,4.301600000000017,0.4144810810810805,0.3000000000000091,-1.0,0.4144810810810805,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_25,2025H1,56.0,56.0,36.0,20.0,0.6428571428571429,-0.10119999999997265,-0.0018071428571423687,0.9949400000000013,5.305200000000005,0.5527444444444451,0.3930000000000018,-1.0,0.5527444444444451,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_25,2026JF,15.0,15.0,6.0,9.0,0.4,-2.6548000000000336,-0.1769866666666689,0.7050222222222186,6.0,1.0575333333333279,0.9247999999999956,-1.0,1.0575333333333279,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_30,2024,93.0,93.0,75.0,18.0,0.8064516129032258,10.084333333333301,0.10843369175627206,1.5602407407407388,2.413999999999988,0.3744577777777773,0.2583333333333333,-1.0,0.3744577777777773,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_30,2025H1,51.0,51.0,35.0,16.0,0.6862745098039216,1.7660000000000458,0.034627450980393056,1.1103750000000028,3.4583333333333184,0.5076000000000013,0.3406666666666751,-1.0,0.5076000000000013,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_30,2026JF,15.0,15.0,6.0,9.0,0.4,-3.7123333333333597,-0.24748888888889065,0.5875185185185157,6.0,0.8812777777777735,0.7706666666666631,-1.0,0.8812777777777735,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_40,2024,88.0,87.0,70.0,17.0,0.8045977011494253,2.994749999999969,0.034422413793103096,1.1761617647058806,4.3505,0.2856392857142853,0.19449999999999928,-1.0,0.2856392857142853,0.0,1.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_40,2025H1,44.0,43.0,31.0,12.0,0.7209302325581395,1.7975000000000467,0.04180232558139643,1.1497916666666705,2.875499999999967,0.44508064516129187,0.3302500000000009,-1.0,0.44508064516129187,0.0,1.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_40,2026JF,14.0,14.0,7.0,7.0,0.5,0.10099999999997666,0.007214285714284048,1.0144285714285681,4.0,1.0144285714285681,0.7420000000000073,-1.0,1.0144285714285681,0.0,0.0,ONE_POSITION
SAME_NEAREST,FIRST_TARGET,FIXED_50,2024,79.0,78.0,66.0,12.0,0.8461538461538461,4.116999999999973,0.05278205128205094,1.343083333333331,3.942600000000003,0.24419696969696927,0.17079999999999926,-1.0,0.24419696969696927,0.0,1.0,ONE_POSITION
