idx,ts,arrival_side,ref,before,after,primary,resolution,eligible,topology,d_same,d_opp,next_side,hit,nearest_bsl,nearest_ssl,m1_open,m1_high,m1_low,m1_close,block,ratio_same_opp
76,2024-03-18 03:22:00,DOWN,2150.55,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,2.6400000000003274,22.109999999999673,DOWN,True,2172.66,2147.91,2151.23,2151.41,2150.18,2150.53,2024,0.11940298507464345
77,2024-03-18 04:46:00,DOWN,2147.91,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,24.33999999999969,24.75,UP,False,2172.66,2123.57,2148.5,2148.66,2146.56,2146.59,2024,0.9834343434343309
79,2024-03-20 16:02:00,UP,2163.51,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,9.149999999999636,16.43000000000029,UP,True,2172.66,2147.08,2161.11,2163.98,2160.97,2163.6,2024,0.5569080949482333
80,2024-03-20 20:05:00,UP,2172.66,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,7.140000000000327,25.579999999999927,UP,True,2179.8,2147.08,2170.25,2172.71,2170.25,2172.14,2024,0.27912431587178843
81,2024-03-20 20:54:00,UP,2179.8,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,5.829999999999927,32.720000000000255,UP,True,2185.63,2147.08,2179.33,2180.3,2178.78,2179.88,2024,0.17817848410757586
82,2024-03-20 21:23:00,UP,2185.63,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,9.460000000000036,38.55000000000018,UP,True,2195.09,2147.08,2184.01,2185.66,2183.93,2185.38,2024,0.24539559014267165
83,2024-03-21 00:15:00,UP,2195.09,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,45.5300000000002,DOWN,False,,2149.56,2193.05,2196.26,2192.81,2196.12,2024,
85,2024-03-25 15:42:00,UP,2180.05,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,OPPOSITE_NEAREST,31.659999999999854,22.980000000000018,UP,True,2211.71,2157.07,2179.47,2181.24,2179.16,2180.64,2024,1.3777197563098271
86,2024-03-26 11:13:00,UP,2181.24,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,30.470000000000255,17.829999999999927,UP,True,2211.71,2163.41,2180.65,2183.14,2180.62,2182.94,2024,1.7089175546831397
87,2024-03-28 07:43:00,UP,2197.54,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,2.4600000000000364,30.039999999999964,UP,True,2200.0,2167.5,2196.9,2198.13,2196.9,2197.42,2024,0.0818908122503342
88,2024-03-28 07:50:00,UP,2200.0,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,11.710000000000036,32.5,UP,True,2211.71,2167.5,2199.72,2200.6,2199.45,2200.15,2024,0.36030769230769344
89,2024-03-28 12:41:00,UP,2211.71,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,10.9699999999998,24.409999999999854,UP,True,2222.68,2187.3,2210.21,2211.83,2210.16,2211.12,2024,0.4494059811552587
90,2024-03-28 18:38:00,UP,2222.68,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,35.379999999999654,UP,True,,2187.3,2221.68,2225.49,2221.54,2224.27,2024,
91,2024-04-02 12:31:00,UP,2265.6,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,37.15000000000009,UP,True,,2228.45,2264.62,2266.79,2264.29,2265.27,2024,
92,2024-04-03 19:22:00,UP,2288.31,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,37.65000000000009,UP,True,,2250.66,2287.41,2289.79,2287.41,2289.54,2024,
93,2024-04-04 21:56:00,UP,2304.84,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,39.48000000000002,UP,True,,2265.36,2302.73,2305.43,2302.67,2303.96,2024,
94,2024-04-05 17:24:00,UP,2305.52,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,37.820000000000164,UP,True,,2267.7,2304.11,2307.72,2304.1,2306.3,2024,
95,2024-04-09 10:14:00,UP,2353.9,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,35.25,DOWN,False,,2318.65,2349.75,2355.17,2349.73,2355.17,2024,
97,2024-04-11 16:47:00,UP,2346.81,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,13.220000000000255,27.48999999999978,UP,True,2360.03,2319.32,2345.78,2347.12,2345.56,2347.05,2024,0.4809021462350076
98,2024-04-11 21:06:00,UP,2360.03,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,5.239999999999782,34.33000000000038,UP,True,2365.27,2325.7,2359.18,2360.06,2359.16,2359.46,2024,0.15263617826972686
99,2024-04-11 22:40:00,UP,2365.27,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,39.570000000000164,DOWN,False,,2325.7,2364.88,2365.37,2364.88,2365.29,2024,
101,2024-04-15 17:10:00,DOWN,2325.7,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,6.379999999999654,105.7800000000002,UP,False,2431.48,2319.32,2326.75,2328.38,2324.21,2327.55,2024,0.060313858952539635
103,2024-04-17 19:45:00,DOWN,2362.97,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,OPPOSITE_NEAREST,38.75999999999976,35.33000000000038,UP,False,2398.3,2324.21,2365.85,2366.93,2361.05,2362.88,2024,1.0970846306255122
105,2024-04-19 04:27:00,UP,2395.55,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,2.75,25.980000000000018,UP,True,2398.3,2369.57,2394.67,2397.34,2394.64,2396.87,2024,0.10585065434949954
106,2024-04-19 04:31:00,UP,2398.3,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,33.179999999999836,28.730000000000018,DOWN,False,2431.48,2369.57,2397.32,2404.29,2397.25,2403.73,2024,1.1548903585102617
108,2024-04-22 06:01:00,DOWN,2369.57,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,15.140000000000327,48.210000000000036,DOWN,True,2417.78,2354.43,2370.8,2370.89,2368.99,2370.64,2024,0.31404272972413017
109,2024-04-22 09:47:00,DOWN,2354.43,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,30.2199999999998,47.45000000000027,DOWN,True,2401.88,2324.21,2355.99,2355.99,2351.46,2352.75,2024,0.6368809272918783
110,2024-04-23 04:36:00,DOWN,2324.21,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,4.889999999999873,77.67000000000007,DOWN,True,2401.88,2319.32,2326.78,2326.96,2319.49,2319.49,2024,0.06295867130165918
111,2024-04-23 04:37:00,DOWN,2319.32,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,0.6700000000000728,82.55999999999995,DOWN,True,2401.88,2318.65,2319.47,2321.7,2318.76,2319.88,2024,0.008115310077520267
112,2024-04-23 04:38:00,DOWN,2318.65,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,15.7800000000002,83.23000000000002,DOWN,True,2401.88,2302.87,2319.87,2319.87,2313.99,2317.09,2024,0.18959509792142493
113,2024-04-23 04:52:00,DOWN,2302.87,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,35.17000000000007,99.01000000000022,UP,False,2401.88,2267.7,2307.22,2307.22,2299.85,2300.51,2024,0.3552166447833552
115,2024-04-25 06:11:00,DOWN,2311.72,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,20.419999999999618,25.550000000000182,UP,False,2337.27,2291.3,2315.34,2315.95,2311.5,2312.95,2024,0.7992172211350087
117,2024-04-26 10:20:00,UP,2344.82,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,57.059999999999945,32.14000000000033,DOWN,False,2401.88,2312.68,2340.5,2346.65,2340.42,2346.62,2024,1.7753578095830542
119,2024-04-30 07:30:00,DOWN,2325.52,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,5.829999999999927,21.190000000000055,DOWN,True,2346.71,2319.69,2326.38,2326.46,2325.18,2325.52,2024,0.2751297781972587
120,2024-04-30 09:07:00,DOWN,2319.69,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,7.010000000000218,27.019999999999982,DOWN,True,2346.71,2312.68,2320.6,2320.6,2319.08,2319.69,2024,0.2594374537379801
121,2024-04-30 11:28:00,DOWN,2312.68,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,7.75,34.0300000000002,DOWN,True,2346.71,2304.93,2314.79,2314.88,2311.4,2312.19,2024,0.22774022920951967
122,2024-04-30 15:30:00,DOWN,2304.93,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,13.629999999999654,41.7800000000002,DOWN,True,2346.71,2291.3,2310.1,2310.1,2304.75,2305.24,2024,0.3262326471996072
123,2024-04-30 21:55:00,DOWN,2291.3,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,23.600000000000364,55.409999999999854,UP,False,2346.71,2267.7,2291.71,2292.1,2291.26,2291.9,2024,0.4259158996571093
125,2024-05-03 16:33:00,DOWN,2285.45,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,3.8399999999996908,42.820000000000164,DOWN,True,2328.27,2281.61,2293.79,2294.14,2282.62,2282.62,2024,0.0896777206912582
126,2024-05-03 16:34:00,DOWN,2281.61,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,13.91000000000031,46.659999999999854,UP,False,2328.27,2267.7,2282.66,2285.33,2280.03,2282.07,2024,0.29811401628804873
128,2024-05-06 15:46:00,UP,2328.27,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,18.440000000000055,51.00999999999976,DOWN,False,2346.71,2277.26,2326.63,2330.27,2326.58,2327.3,2024,0.3614977455400929
130,2024-05-09 15:31:00,UP,2321.34,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,2.319999999999709,17.730000000000018,UP,True,2323.66,2303.61,2320.46,2321.56,2320.46,2320.66,2024,0.13085166384657115
131,2024-05-09 15:34:00,UP,2323.66,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,6.25,20.049999999999727,UP,True,2329.91,2303.61,2323.03,2323.79,2322.66,2323.16,2024,0.3117206982543683
132,2024-05-09 17:08:00,UP,2329.91,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,2.1600000000003092,26.299999999999727,UP,True,2332.07,2303.61,2328.57,2330.84,2328.36,2330.14,2024,0.08212927756655253
133,2024-05-09 17:09:00,UP,2332.07,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,14.639999999999873,28.460000000000036,UP,True,2346.71,2303.61,2330.13,2332.19,2330.13,2331.15,2024,0.5144061841180553
134,2024-05-09 23:18:00,UP,2346.71,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,5.779999999999745,43.09999999999991,UP,True,2352.49,2303.61,2346.44,2347.06,2346.43,2346.46,2024,0.13410672853827743
135,2024-05-10 04:03:00,UP,2352.49,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,49.39000000000033,45.88999999999987,UP,True,2401.88,2306.6,2351.9,2352.56,2350.43,2350.54,2024,1.0762693397254406
136,2024-05-15 15:30:00,UP,2378.31,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,23.570000000000164,46.25999999999976,UP,True,2401.88,2332.05,2360.47,2378.73,2360.23,2373.88,2024,0.5095114569822803
137,2024-05-17 16:02:00,UP,2397.28,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,4.599999999999909,23.40000000000009,UP,True,2401.88,2373.88,2395.57,2398.4,2395.01,2397.95,2024,0.19658119658119194
138,2024-05-17 16:13:00,UP,2401.88,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,15.900000000000091,28.0,UP,True,2417.78,2373.88,2400.55,2402.0,2400.19,2401.93,2024,0.5678571428571461
139,2024-05-17 18:03:00,UP,2417.78,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,13.699999999999818,43.90000000000009,UP,True,2431.48,2373.88,2417.36,2418.06,2416.64,2417.83,2024,0.3120728929384918
140,2024-05-20 04:00:00,UP,2431.48,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,57.59999999999991,DOWN,False,,2373.88,2425.46,2433.62,2425.46,2432.16,2024,
142,2024-05-22 14:43:00,DOWN,2406.03,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,32.15000000000009,27.879999999999654,DOWN,True,2433.91,2373.88,2408.78,2408.78,2405.49,2407.38,2024,1.153156384505039
143,2024-05-23 04:26:00,DOWN,2373.88,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,2.9700000000002547,52.60999999999967,DOWN,True,2426.49,2370.91,2374.45,2374.93,2371.04,2372.0,2024,0.056453145789779
144,2024-05-23 04:27:00,DOWN,2370.91,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,19.08999999999969,55.57999999999993,DOWN,True,2426.49,2351.82,2372.0,2372.26,2369.06,2369.68,2024,0.34346887369556883
145,2024-05-23 16:50:00,DOWN,2351.82,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,19.769999999999982,74.66999999999962,DOWN,True,2426.49,2332.05,2356.13,2356.14,2351.72,2352.97,2024,0.26476496584973996
146,2024-05-23 20:57:00,DOWN,2332.05,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,25.450000000000273,94.4399999999996,UP,False,2426.49,2306.6,2331.95,2333.66,2331.95,2333.17,2024,0.26948326980093584
148,2024-05-28 16:15:00,UP,2358.43,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,68.05999999999995,26.61999999999989,DOWN,False,2426.49,2331.81,2356.68,2359.27,2356.57,2359.02,2024,2.5567242674680775
150,2024-05-30 03:37:00,DOWN,2334.38,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,2.5700000000001637,29.58999999999969,DOWN,True,2363.97,2331.81,2335.41,2335.41,2333.97,2334.23,2024,0.08685366677932378
151,2024-05-30 05:39:00,DOWN,2331.81,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,6.449999999999818,32.159999999999854,DOWN,True,2363.97,2325.36,2332.37,2332.47,2331.7,2331.84,2024,0.20055970149253258
152,2024-05-30 08:34:00,DOWN,2325.36,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,18.76000000000022,38.60999999999967,UP,False,2363.97,2306.6,2327.09,2327.65,2325.24,2327.65,2024,0.4858844858844957
154,2024-05-31 17:41:00,DOWN,2336.97,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,14.36999999999989,27.0,DOWN,True,2363.97,2322.6,2339.19,2339.19,2336.13,2337.18,2024,0.5322222222222182
155,2024-05-31 21:52:00,DOWN,2322.6,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,16.0,41.36999999999989,UP,False,2363.97,2306.6,2323.68,2323.68,2322.31,2322.8,2024,0.38675368624607304
157,2024-06-06 04:04:00,UP,2359.69,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,4.279999999999745,44.07999999999993,UP,True,2363.97,2315.61,2357.98,2359.93,2357.98,2358.23,2024,0.09709618874772578
158,2024-06-06 04:17:00,UP,2363.97,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,62.51999999999998,48.35999999999967,UP,True,2426.49,2315.61,2362.63,2364.19,2362.63,2364.06,2024,1.2928039702233334
159,2024-06-06 18:30:00,UP,2374.92,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,51.56999999999971,59.309999999999945,DOWN,False,2426.49,2315.61,2374.8,2376.66,2374.6,2376.65,2024,0.8694992412746545
161,2024-06-07 15:30:00,DOWN,2315.61,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,0.900000000000091,110.87999999999965,DOWN,True,2426.49,2314.71,2333.37,2333.37,2314.82,2315.15,2024,0.008116883116883963
162,2024-06-07 15:31:00,DOWN,2314.71,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,8.110000000000127,111.77999999999975,DOWN,True,2426.49,2306.6,2314.96,2317.47,2313.26,2315.95,2024,0.07255322955806177
163,2024-06-07 16:56:00,DOWN,2306.6,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,2.9899999999997817,119.88999999999987,DOWN,True,2426.49,2303.61,2307.72,2307.99,2304.97,2306.02,2024,0.024939527900573733
164,2024-06-07 19:05:00,DOWN,2303.61,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,26.34999999999991,122.87999999999965,UP,False,2426.49,2277.26,2304.66,2304.94,2302.99,2304.22,2024,0.2144368489583332
166,2024-06-12 15:30:00,UP,2319.92,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,67.75,22.269999999999982,DOWN,False,2387.67,2297.65,2314.44,2327.88,2314.44,2323.11,2024,3.0422092501122613
168,2024-06-14 13:21:00,UP,2326.61,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,15.029999999999745,31.13000000000011,DOWN,False,2341.64,2295.48,2326.43,2327.85,2326.35,2326.82,2024,0.4828140057821938
170,2024-06-18 16:53:00,UP,2325.6,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,1.9400000000000546,30.11999999999989,UP,True,2327.54,2295.48,2325.02,2325.99,2324.46,2324.46,2024,0.06440903054449075
171,2024-06-18 16:59:00,UP,2327.54,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,9.019999999999982,32.059999999999945,UP,True,2336.56,2295.48,2326.88,2327.71,2326.65,2326.67,2024,0.2813474734872114
172,2024-06-19 11:00:00,UP,2333.07,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,3.4899999999997817,26.539999999999964,UP,True,2336.56,2306.53,2331.8,2333.47,2331.8,2333.22,2024,0.13149962321024064
173,2024-06-20 04:33:00,UP,2334.96,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,1.599999999999909,11.300000000000182,UP,True,2336.56,2323.66,2334.53,2335.15,2334.53,2335.15,2024,0.14159292035397197
174,2024-06-20 04:34:00,UP,2336.56,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,5.079999999999927,12.900000000000091,UP,True,2341.64,2323.66,2335.15,2336.83,2335.13,2335.38,2024,0.3937984496123947
175,2024-06-20 08:04:00,UP,2341.64,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,46.0300000000002,17.980000000000018,UP,True,2387.67,2323.66,2341.4,2342.05,2341.33,2341.36,2024,2.5600667408231454
176,2024-06-21 08:51:00,UP,2365.42,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,22.25,41.76000000000022,DOWN,False,2387.67,2323.66,2364.43,2365.58,2364.35,2365.42,2024,0.5328065134099589
178,2024-06-25 13:08:00,UP,2334.68,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,OPPOSITE_NEAREST,34.0300000000002,18.009999999999764,DOWN,False,2368.71,2316.67,2334.06,2335.47,2334.05,2334.73,2024,1.8895058300944279
180,2024-06-25 18:31:00,DOWN,2316.67,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,10.139999999999873,52.039999999999964,DOWN,True,2368.71,2306.53,2320.87,2320.88,2316.42,2316.82,2024,0.1948501152959239
181,2024-06-26 04:38:00,DOWN,2315.43,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,8.899999999999636,21.640000000000327,DOWN,True,2337.07,2306.53,2316.3,2316.65,2314.29,2314.3,2024,0.41127541589646494
182,2024-06-26 14:01:00,DOWN,2306.53,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,11.050000000000182,30.539999999999964,DOWN,True,2337.07,2295.48,2306.8,2306.88,2305.72,2306.19,2024,0.3618205631958152
183,2024-06-26 16:32:00,DOWN,2295.48,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,7.769999999999982,41.590000000000146,UP,False,2337.07,2287.71,2296.29,2296.48,2294.76,2296.01,2024,0.18682375571050625
185,2024-06-28 14:03:00,UP,2337.07,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,31.639999999999873,40.58000000000038,DOWN,False,2368.71,2296.49,2336.81,2337.13,2336.53,2336.88,2024,0.7796944307540555
187,2024-07-02 16:49:00,UP,2334.33,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,4.130000000000109,15.900000000000091,UP,True,2338.46,2318.43,2332.84,2334.93,2332.76,2334.57,2024,0.25974842767296136
188,2024-07-03 09:43:00,UP,2336.79,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,1.6700000000000728,17.759999999999764,UP,True,2338.46,2319.03,2335.93,2337.11,2335.88,2336.77,2024,0.09403153153153689
189,2024-07-03 09:55:00,UP,2338.46,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,1.1900000000000546,19.429999999999836,UP,True,2339.65,2319.03,2337.84,2339.05,2337.84,2338.89,2024,0.06124549665466107
190,2024-07-03 09:57:00,UP,2339.65,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,29.059999999999945,20.61999999999989,UP,True,2368.71,2319.03,2339.11,2341.19,2338.97,2341.04,2024,1.4093113482056303
191,2024-07-05 05:28:00,UP,2361.83,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,0.6700000000000728,11.349999999999909,UP,True,2362.5,2350.48,2361.0,2361.85,2360.98,2361.33,2024,0.05903083700441217
192,2024-07-05 05:40:00,UP,2362.5,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,2.380000000000109,12.019999999999982,UP,True,2364.88,2350.48,2362.44,2362.97,2362.35,2362.96,2024,0.198003327787031
193,2024-07-05 08:51:00,UP,2364.88,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,3.8299999999999272,14.400000000000091,DOWN,False,2368.71,2350.48,2364.59,2364.96,2364.55,2364.93,2024,0.2659722222222155
195,2024-07-05 15:31:00,UP,2368.71,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,OPPOSITE_NEAREST,18.960000000000036,18.230000000000018,UP,True,2387.67,2350.48,2362.74,2370.39,2362.1,2369.87,2024,1.0400438837081742
196,2024-07-05 18:33:00,UP,2387.67,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,38.81999999999971,37.190000000000055,DOWN,False,2426.49,2350.48,2385.84,2388.29,2385.79,2388.29,2024,1.0438289862866268
198,2024-07-09 17:00:00,UP,2368.71,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,OPPOSITE_NEAREST,24.190000000000055,17.699999999999818,DOWN,False,2392.9,2351.01,2367.45,2371.53,2365.42,2365.93,2024,1.3666666666666838
200,2024-07-10 09:50:00,UP,2371.53,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,21.36999999999989,22.18000000000029,UP,True,2392.9,2349.35,2370.75,2371.84,2370.75,2371.77,2024,0.963480613164996
201,2024-07-11 15:30:00,UP,2392.9,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,33.58999999999969,23.059999999999945,UP,True,2426.49,2369.84,2378.35,2396.65,2377.99,2395.97,2024,1.4566348655680732
202,2024-07-15 14:10:00,UP,2418.2,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,6.269999999999982,26.84999999999991,UP,True,2424.47,2391.35,2416.77,2418.41,2416.77,2418.41,2024,0.2335195530726258
203,2024-07-15 17:45:00,UP,2424.47,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,2.019999999999982,33.11999999999989,UP,True,2426.49,2391.35,2423.6,2424.5,2423.59,2424.25,2024,0.06099033816425086
204,2024-07-15 17:51:00,UP,2426.49,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,7.420000000000073,35.13999999999987,UP,True,2433.91,2391.35,2424.71,2427.74,2424.53,2427.22,2024,0.21115537848605861
205,2024-07-15 18:03:00,UP,2433.91,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,16.090000000000146,42.559999999999945,UP,True,2450.0,2391.35,2432.0,2434.05,2431.94,2433.77,2024,0.3780545112781994
206,2024-07-16 12:23:00,UP,2439.64,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,10.360000000000127,38.34999999999991,UP,True,2450.0,2401.29,2439.58,2439.67,2438.94,2438.95,2024,0.2701434159061317
207,2024-07-16 17:54:00,UP,2450.0,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,48.710000000000036,UP,True,,2401.29,2449.64,2451.07,2449.6,2449.85,2024,
208,2024-07-17 16:59:00,UP,2482.33,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,81.03999999999996,DOWN,False,,2401.29,2481.63,2483.37,2481.61,2482.9,2024,
210,2024-07-19 16:05:00,DOWN,2401.29,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,9.940000000000055,73.55999999999995,DOWN,True,2474.85,2391.35,2403.09,2403.23,2401.21,2401.44,2024,0.1351277868406751
211,2024-07-22 15:15:00,DOWN,2393.78,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,2.430000000000291,81.06999999999971,DOWN,True,2474.85,2391.35,2394.8,2395.32,2393.65,2394.19,2024,0.02997409645985321
