module,year,source,decision,S,dir,outcome,pnlR,cp,runner2,dur_min
MACRO_MAJOR_2024,2024,2024-07-26 15:30:00,2024-07-26 15:35:00,13.87148826465092,1,CP_BE,0.5,1,0,35.0
MACRO_MAJOR_2024,2024,2024-08-02 15:30:00,2024-08-02 15:35:00,14.39954380136395,1,CP_BE,0.5,1,0,1.0
MACRO_MAJOR_2024,2024,2024-08-13 15:30:00,2024-08-13 15:35:00,13.105863507491105,1,TIMEOUT15,-0.4822269052618407,0,0,15.0
MACRO_MAJOR_2024,2024,2024-08-14 15:30:00,2024-08-14 15:35:00,13.232927925536131,-1,SL,-1.0,0,0,2.0
MACRO_MAJOR_2024,2024,2024-09-06 15:30:00,2024-09-06 15:35:00,10.421394565653296,1,CP_BE,0.5,1,0,3.0
MACRO_MAJOR_2024,2024,2024-09-11 15:30:00,2024-09-11 15:35:00,9.9862188299539,-1,RUNNER2,1.5,1,1,3.0
MACRO_MAJOR_2024,2024,2024-09-12 15:30:00,2024-09-12 15:35:00,10.117820728181757,1,RUNNER2,1.5,1,1,6.0
MACRO_MAJOR_2024,2024,2024-09-27 15:30:00,2024-09-27 15:35:00,11.785195703357063,1,CP_BE,0.5,1,0,14.0
MACRO_MAJOR_2024,2024,2024-10-04 15:30:00,2024-10-04 15:35:00,11.65080962259449,-1,SL,-1.0,0,0,1.0
MACRO_MAJOR_2024,2024,2024-10-10 15:30:00,2024-10-10 15:35:00,12.495435348670904,1,CP_BE,0.5,1,0,1.0
MACRO_MAJOR_2024,2024,2024-11-13 15:30:00,2024-11-13 15:35:00,16.392670062457597,1,TIMEOUT15,-0.236691154352283,0,0,15.0
MACRO_MAJOR_2024,2024,2024-12-06 15:30:00,2024-12-06 15:35:00,14.157823922106669,1,CP_BE,0.5,1,0,8.0
MACRO_MAJOR_2024,2024,2024-12-20 15:30:00,2024-12-20 15:35:00,14.7432019029503,1,RUNNER2,1.5,1,1,16.0
