policy,n,positive_rate,avg_positive,EV,totalR,blocked_n
ALL,55.0,0.509090909090909,2.77455759341674,0.9215929566485221,50.68761261566872,0
SERIAL,50.0,0.52,2.757215869833412,0.9537522523133743,47.68761261566872,5
OPPOSITE_BLOCK,53.0,0.5283018867924528,2.77455759341674,0.9941058984088438,52.68761261566872,2
