sweep_time,dir,liq_price,liq_pivot_at,liq_available_at,liq_id,n_levels,sweep_extreme,trigger_time,trigger_close,pre_m5_owner,trigger_m5_index,entry,sl_exec,risk,win1,resolved_i,resolved_at,mfe_r,mae_r,win1_costless,year,source_name,m30_exp,m30_owner,h1_owner,owner_agree,delivery_state,broken_m5_level,penetration,acceptance_margin,strong_acceptance,m1_clean_path,m1_direct_transfer,m1_change_count,source_k,prior_k,prior_trigger_time,prior_resolved_at,prior_liq_price,prior_sl,episode_id,kdist,support_k,support_n,d1_atr,checkpoint_abs,checkpoint_r,checkpoint_hit,full1_hit,mirror_checkpoint_hit,checkpoint_at,path_mfe_abs,path_mae_abs,res2_hit,res2_at,res2_term,L50_R
2023-08-04 15:30:00,1,1929.45,2023-08-03 15:15:00,2023-08-03 19:45:00,963,1,1925.24,2023-08-04 15:35:00,1935.24,-1,41975,1935.38,1925.24,10.1400000000001,1,209733,2023-08-04 16:36:00,1.1193293885601379,0.16962524654832448,1,2023,mentor15,1.1279799247176823,-1,-1,False,True,1933.06,4.210000000000036,2.1800000000000637,False,True,False,0,99.0,99.0,2023-08-03 06:55:00,2023-08-03 08:00:00,1933.99,1933.88,1:2023-08-02T16:00:00,97.0,99,1,19.621428571428574,9.810714285714287,0.9675260636799003,1,1,0,2023-08-04 16:36:00,11.349999999999909,1.7200000000000273,0,2023-08-07 11:09:00,BE,0.4837630318399502
2024-02-12 15:20:00,-1,2027.22,2024-02-12 10:30:00,2024-02-12 11:15:00,1804,1,2027.54,2024-02-12 15:50:00,2019.98,1,78832,2019.98,2027.7,7.720000000000027,1,393880,2024-02-12 17:53:00,1.0077720207253815,0.07253886010364907,1,2024,mentor15,1.4809924880491734,-1,-1,True,True,2020.96,0.31999999999993634,0.9800000000000182,True,True,True,1,99.0,99.0,2024-02-12 11:00:00,2024-02-12 15:20:00,2027.14,2027.38,-1:2024-02-07T23:30:00,97.0,99,1,20.881428571428582,7.720000000000027,1.0,1,1,0,2024-02-12 17:53:00,7.779999999999973,0.5600000000001728,0,2024-02-12 19:53:00,BE,0.5
2024-11-07 03:20:00,1,2645.57,2024-10-15 14:45:00,2024-10-15 16:45:00,2923,1,2643.33,2024-11-07 05:00:00,2657.35,-1,131543,2657.52,2643.33,14.190000000000055,1,657638,2024-11-07 14:50:00,1.1148696264975406,0.33897110641296174,1,2024,mentor15,2.328038939413344,-1,-1,False,True,2657.21,2.2400000000002365,0.13999999999987267,False,False,False,5,99.0,99.0,2024-11-06 09:10:00,2024-11-06 13:55:00,2701.69,2701.42,1:2024-11-05T06:30:00,97.0,99,1,35.79928571428565,14.190000000000055,1.0,1,1,0,2024-11-07 14:50:00,15.820000000000164,4.809999999999945,1,2024-11-07 16:01:00,TP2,1.5
2024-12-30 10:52:00,1,2610.02,2024-12-24 17:00:00,2024-12-24 18:30:00,3217,1,2609.28,2024-12-30 11:25:00,2616.04,-1,141368,2616.22,2609.28,6.9399999999996,0,706216,2024-12-30 13:02:00,0.18876080691649505,1.0360230547550453,0,2024,mentor15,1.5936239677357635,-1,-1,False,True,2616.0,0.7399999999997817,0.03999999999996362,False,True,True,1,99.0,99.0,2024-12-30 07:20:00,2024-12-30 07:30:00,2621.47,2621.46,1:2024-12-26T17:30:00,97.0,99,1,36.834285714285706,6.9399999999996,1.0,0,0,1,2024-12-30 13:02:00,1.3100000000004002,7.1899999999996,0,,SL,-1.0
