child_id,at,event,source,minute
2024OOS-COU0145,2024-06-17 01:00:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-17 01:00:00
2024OOS-COU0145,2024-06-17 04:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-17 04:30:00
2024OOS-COU0147,2024-06-18 20:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-06-18 20:00:00
2024OOS-COU0147,2024-06-18 16:31:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-18 16:31:00
2024OOS-COU0148,2024-06-19 04:07:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-19 04:07:00
2024OOS-COU0148,2024-06-19 04:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-19 04:30:00
2024OOS-COU0149,2024-06-19 08:37:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-19 08:37:00
2024OOS-COU0149,2024-06-19 08:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-19 08:45:00
2024OOS-COU0150,2024-06-19 20:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-06-19 20:00:00
2024OOS-COU0150,2024-06-19 15:39:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-19 15:39:00
2024OOS-COU0150,2024-06-19 16:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-19 16:00:00
2024OOS-COU0154,2024-06-24 13:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-06-24 13:00:00
2024OOS-COU0154,2024-06-24 06:00:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-24 06:00:00
2024OOS-COU0154,2024-06-24 07:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-24 07:45:00
2024OOS-COU0155,2024-06-24 19:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-06-24 19:00:00
2024OOS-COU0155,2024-06-24 16:26:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-24 16:26:00
2024OOS-COU0155,2024-06-24 19:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-24 19:00:00
2024OOS-COU0157,2024-06-26 02:02:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-26 02:02:00
2024OOS-COU0157,2024-06-26 02:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-26 02:30:00
2024OOS-COU0161,2024-06-27 16:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-06-27 16:00:00
2024OOS-COU0161,2024-06-27 04:29:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-27 04:29:00
2024OOS-COU0161,2024-06-27 04:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-27 04:45:00
2024OOS-COU0162,2024-06-28 19:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-06-28 19:00:00
2024OOS-COU0162,2024-06-28 17:38:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-06-28 17:38:00
2024OOS-COU0162,2024-06-28 18:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-06-28 18:30:00
2024OOS-WIT0042,2024-07-02 07:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-02 07:00:00
2024OOS-WIT0042,2024-07-01 19:10:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-01 19:10:00
2024OOS-WIT0042,2024-07-01 20:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-01 20:00:00
2024OOS-COU0166,2024-07-02 20:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-02 20:00:00
2024OOS-COU0166,2024-07-02 19:01:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-02 19:01:00
2024OOS-COU0167,2024-07-03 05:20:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-03 05:20:00
2024OOS-COU0167,2024-07-03 06:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-03 06:30:00
2024OOS-COU0168,2024-07-05 03:45:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-05 03:45:00
2024OOS-COU0168,2024-07-03 21:23:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-03 21:23:00
2024OOS-COU0168,2024-07-03 22:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-03 22:15:00
2024OOS-COU0170,2024-07-08 20:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-08 20:00:00
2024OOS-COU0170,2024-07-08 05:37:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-08 05:37:00
2024OOS-COU0170,2024-07-08 07:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-08 07:45:00
2024OOS-COU0172,2024-07-11 04:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-11 04:00:00
2024OOS-COU0172,2024-07-10 19:26:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-10 19:26:00
2024OOS-COU0172,2024-07-10 19:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-10 19:30:00
2024OOS-COU0174,2024-07-12 12:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-12 12:00:00
2024OOS-COU0174,2024-07-12 02:38:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-12 02:38:00
2024OOS-COU0174,2024-07-12 03:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-12 03:00:00
2024OOS-COU0175,2024-07-12 13:09:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-12 13:09:00
2024OOS-COU0175,2024-07-12 16:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-12 16:15:00
2024OOS-COU0176,2024-07-15 03:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-15 03:00:00
2024OOS-COU0176,2024-07-15 01:10:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-15 01:10:00
2024OOS-WIT0044,2024-07-18 19:45:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-18 19:45:00
2024OOS-WIT0044,2024-07-15 13:07:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-15 13:07:00
2024OOS-WIT0044,2024-07-15 16:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-15 16:15:00
2024OOS-COU0177,2024-07-22 11:36:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-22 11:36:00
2024OOS-COU0177,2024-07-22 11:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-22 11:45:00
2024OOS-WIT0045,2024-07-23 19:23:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-23 19:23:00
2024OOS-WIT0045,2024-07-23 19:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-23 19:30:00
2024OOS-COU0181,2024-07-29 04:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-29 04:00:00
2024OOS-COU0181,2024-07-25 23:34:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-25 23:34:00
2024OOS-COU0181,2024-07-26 01:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-26 01:45:00
2024OOS-COU0182,2024-07-30 01:35:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-30 01:35:00
2024OOS-COU0182,2024-07-30 01:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-07-30 01:45:00
2024OOS-COU0183,2024-07-30 12:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-07-30 12:00:00
2024OOS-COU0183,2024-07-30 06:28:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-07-30 06:28:00
2024OOS-COU0190,2024-08-02 15:13:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-02 15:13:00
2024OOS-COU0193,2024-08-06 05:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-06 05:00:00
2024OOS-COU0193,2024-08-05 21:11:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-05 21:11:00
2024OOS-COU0193,2024-08-05 21:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-05 21:30:00
2024OOS-COU0194,2024-08-06 21:46:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-06 21:46:00
2024OOS-COU0194,2024-08-06 22:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-06 22:15:00
2024OOS-COU0197,2024-08-08 16:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-08 16:00:00
2024OOS-COU0197,2024-08-08 05:43:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-08 05:43:00
2024OOS-COU0197,2024-08-08 11:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-08 11:30:00
2024OOS-COU0199,2024-08-09 10:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-09 10:00:00
2024OOS-COU0199,2024-08-09 08:30:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-09 08:30:00
2024OOS-COU0199,2024-08-09 08:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-09 08:30:00
2024OOS-COU0200,2024-08-12 07:45:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-12 07:45:00
2024OOS-COU0200,2024-08-12 01:00:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-12 01:00:00
2024OOS-COU0200,2024-08-12 01:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-12 01:15:00
2024OOS-COU0201,2024-08-14 02:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-14 02:00:00
2024OOS-COU0201,2024-08-13 16:20:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-13 16:20:00
2024OOS-COU0201,2024-08-13 16:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-13 16:30:00
2024OOS-COU0203,2024-08-16 08:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-16 08:00:00
2024OOS-COU0203,2024-08-16 06:11:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-16 06:11:00
2024OOS-COU0204,2024-08-19 17:45:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-19 17:45:00
2024OOS-COU0204,2024-08-19 04:05:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-19 04:05:00
2024OOS-COU0204,2024-08-19 05:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-19 05:45:00
2024OOS-COU0205,2024-08-20 02:21:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-20 02:21:00
2024OOS-COU0205,2024-08-20 02:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-20 02:30:00
2024OOS-WIT0052,2024-08-21 04:30:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-21 04:30:00
2024OOS-WIT0052,2024-08-20 10:17:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-20 10:17:00
2024OOS-WIT0052,2024-08-20 17:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-20 17:30:00
2024OOS-WIT0053,2024-08-21 15:17:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-21 15:17:00
2024OOS-WIT0053,2024-08-21 15:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-21 15:45:00
2024OOS-WIT0054,2024-08-22 05:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-22 05:00:00
2024OOS-WIT0054,2024-08-21 20:02:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-21 20:02:00
2024OOS-WIT0054,2024-08-21 23:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-21 23:15:00
2024OOS-COU0209,2024-08-26 06:13:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-26 06:13:00
2024OOS-COU0209,2024-08-26 08:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-08-26 08:15:00
2024OOS-COU0210,2024-08-26 20:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-26 20:00:00
2024OOS-COU0211,2024-08-27 08:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-27 08:00:00
2024OOS-COU0211,2024-08-27 01:01:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-27 01:01:00
2024OOS-COU0213,2024-08-29 16:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-29 16:00:00
2024OOS-COU0213,2024-08-29 15:41:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-08-29 15:41:00
2024OOS-COU0215,2024-08-30 15:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-08-30 15:00:00
2024OOS-COU0216,2024-09-02 03:41:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-02 03:41:00
2024OOS-COU0216,2024-09-02 04:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-02 04:00:00
2024OOS-COU0217,2024-09-02 13:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-02 13:00:00
2024OOS-COU0217,2024-09-02 11:03:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-02 11:03:00
2024OOS-COU0217,2024-09-02 11:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-02 11:30:00
2024OOS-COU0218,2024-09-02 19:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-02 19:00:00
2024OOS-COU0218,2024-09-02 17:54:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-02 17:54:00
2024OOS-COU0218,2024-09-02 18:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-02 18:45:00
2024OOS-WIT0055,2024-09-04 17:15:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-04 17:15:00
2024OOS-WIT0055,2024-09-03 14:44:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-03 14:44:00
2024OOS-WIT0055,2024-09-03 15:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-03 15:15:00
2024OOS-COU0219,2024-09-05 18:01:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-05 18:01:00
2024OOS-COU0219,2024-09-05 19:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-05 19:45:00
2024OOS-COU0220,2024-09-06 20:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-06 20:00:00
2024OOS-COU0220,2024-09-06 16:36:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-06 16:36:00
2024OOS-COU0220,2024-09-06 18:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-06 18:15:00
2024OOS-COU0221,2024-09-09 05:03:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-09 05:03:00
2024OOS-COU0221,2024-09-09 06:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-09 06:00:00
2024OOS-COU0222,2024-09-09 17:45:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-09 17:45:00
2024OOS-COU0222,2024-09-09 12:15:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-09 12:15:00
2024OOS-COU0222,2024-09-09 12:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-09 12:15:00
2024OOS-COU0225,2024-09-11 16:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-11 16:00:00
2024OOS-COU0225,2024-09-11 15:06:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-11 15:06:00
2024OOS-COU0226,2024-09-12 15:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-12 15:00:00
2024OOS-COU0226,2024-09-12 13:43:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-12 13:43:00
2024OOS-COU0226,2024-09-12 13:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-12 13:45:00
2024OOS-COU0229,2024-09-13 23:55:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-13 23:55:00
2024OOS-COU0229,2024-09-16 02:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-16 02:15:00
2024OOS-COU0230,2024-09-16 15:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-16 15:00:00
2024OOS-COU0230,2024-09-16 13:32:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-16 13:32:00
2024OOS-COU0230,2024-09-16 14:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-16 14:30:00
2024OOS-COU0232,2024-09-16 21:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-16 21:00:00
2024OOS-COU0236,2024-09-19 12:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-19 12:00:00
2024OOS-COU0236,2024-09-26 03:15:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-26 03:15:00
2024OOS-COU0236,2024-09-19 08:04:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-19 08:04:00
2024OOS-COU0236,2024-09-19 15:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-19 15:45:00
2024OOS-WIT0061,2024-09-26 03:15:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-26 03:15:00
2024OOS-WIT0061,2024-09-19 18:29:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-09-19 18:29:00
2024OOS-WIT0061,2024-09-19 22:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-09-19 22:45:00
2024OOS-COU0238,2024-09-27 15:45:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-09-27 15:45:00
2024OOS-COU0243,2024-10-02 12:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-02 12:00:00
2024OOS-COU0243,2024-10-01 22:43:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-01 22:43:00
2024OOS-COU0243,2024-10-01 23:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-01 23:45:00
2024OOS-COU0244,2024-10-03 09:45:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-03 09:45:00
2024OOS-COU0244,2024-10-03 04:27:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-03 04:27:00
2024OOS-COU0244,2024-10-03 05:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-03 05:00:00
2024OOS-COU0248,2024-10-04 14:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-04 14:00:00
2024OOS-COU0248,2024-10-04 11:02:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-04 11:02:00
2024OOS-COU0248,2024-10-04 13:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-04 13:30:00
2024OOS-COU0249,2024-10-05 00:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-05 00:00:00
2024OOS-COU0249,2024-10-04 23:31:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-04 23:31:00
2024OOS-COU0251,2024-10-08 09:30:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-08 09:30:00
2024OOS-COU0251,2024-10-08 08:00:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-08 08:00:00
2024OOS-COU0251,2024-10-08 08:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-08 08:30:00
2024OOS-COU0252,2024-10-08 16:30:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-08 16:30:00
2024OOS-COU0252,2024-10-08 13:16:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-08 13:16:00
2024OOS-COU0252,2024-10-08 16:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-08 16:15:00
2024OOS-COU0253,2024-10-10 07:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-10 07:00:00
2024OOS-COU0253,2024-10-09 02:01:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-09 02:01:00
2024OOS-COU0253,2024-10-09 03:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-09 03:00:00
2024OOS-WIT0065,2024-10-10 15:30:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-10 15:30:00
2024OOS-COU0254,2024-10-11 11:31:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-11 11:31:00
2024OOS-COU0254,2024-10-11 11:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-11 11:45:00
2024OOS-COU0255,2024-10-14 05:45:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-14 05:45:00
2024OOS-COU0255,2024-10-14 01:00:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-14 01:00:00
2024OOS-COU0255,2024-10-14 05:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-14 05:45:00
2024OOS-WIT0068,2024-10-15 06:30:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-15 06:30:00
2024OOS-WIT0068,2024-10-14 22:04:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-14 22:04:00
2024OOS-WIT0068,2024-10-14 23:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-14 23:45:00
2024OOS-COU0258,2024-10-16 02:51:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-16 02:51:00
2024OOS-COU0258,2024-10-16 04:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-16 04:15:00
2024OOS-COU0261,2024-10-16 23:31:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-16 23:31:00
2024OOS-COU0261,2024-10-17 01:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-17 01:15:00
2024OOS-COU0264,2024-10-17 15:30:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-17 15:30:00
2024OOS-COU0264,2024-10-17 16:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-17 16:15:00
2024OOS-COU0265,2024-10-18 10:37:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-18 10:37:00
2024OOS-COU0265,2024-10-18 12:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-18 12:00:00
2024OOS-COU0267,2024-10-21 08:57:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-21 08:57:00
2024OOS-COU0267,2024-10-21 09:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-21 09:45:00
2024OOS-COU0271,2024-10-23 07:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-23 07:00:00
2024OOS-COU0271,2024-10-23 04:19:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-23 04:19:00
2024OOS-COU0271,2024-10-23 06:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-23 06:45:00
2024OOS-COU0272,2024-10-23 20:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-23 20:00:00
2024OOS-COU0272,2024-10-23 13:49:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-23 13:49:00
2024OOS-COU0274,2024-10-28 01:30:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-28 01:30:00
2024OOS-COU0276,2024-10-28 03:00:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-28 03:00:00
2024OOS-COU0276,2024-10-28 04:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-28 04:30:00
2024OOS-COU0277,2024-10-28 12:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-10-28 12:00:00
2024OOS-COU0277,2024-10-28 10:59:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-28 10:59:00
2024OOS-COU0279,2024-10-29 10:22:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-29 10:22:00
2024OOS-COU0279,2024-10-29 10:45:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-29 10:45:00
2024OOS-COU0280,2024-10-30 12:57:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-10-30 12:57:00
2024OOS-COU0280,2024-10-30 13:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-10-30 13:30:00
2024OOS-COU0285,2024-11-04 13:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-11-04 13:00:00
2024OOS-COU0285,2024-11-04 02:52:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-11-04 02:52:00
2024OOS-COU0285,2024-11-04 03:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-11-04 03:15:00
2024OOS-COU0286,2024-11-04 18:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-11-04 18:00:00
2024OOS-COU0286,2024-11-04 15:42:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-11-04 15:42:00
2024OOS-COU0286,2024-11-04 17:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-11-04 17:30:00
2024OOS-COU0287,2024-11-05 10:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-11-05 10:00:00
2024OOS-COU0287,2024-11-05 07:14:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-11-05 07:14:00
2024OOS-COU0287,2024-11-05 08:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-11-05 08:00:00
2024OOS-COU0288,2024-11-05 19:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-11-05 19:00:00
2024OOS-COU0288,2024-11-05 13:02:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-11-05 13:02:00
2024OOS-COU0288,2024-11-05 15:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-11-05 15:00:00
2024OOS-COU0289,2024-11-06 00:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-11-06 00:00:00
2024OOS-COU0289,2024-11-05 21:27:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-11-05 21:27:00
2024OOS-COU0289,2024-11-05 21:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-11-05 21:30:00
2024OOS-COU0290,2024-11-08 00:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-11-08 00:00:00
2024OOS-COU0290,2024-11-07 07:08:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-11-07 07:08:00
2024OOS-COU0290,2024-11-07 07:15:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-11-07 07:15:00
2024OOS-COU0293,2024-11-12 02:29:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-11-12 02:29:00
2024OOS-COU0293,2024-11-12 03:30:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-11-12 03:30:00
2024OOS-COU0294,2024-11-13 09:00:00,EXISTING_STRUCTURAL_REVIEW,exact_gate,2024-11-13 09:00:00
2024OOS-COU0294,2024-11-12 14:35:00,FIRST_FAVORABLE_DELIVERY,object_engine,2024-11-12 14:35:00
2024OOS-COU0294,2024-11-12 17:00:00,POST_DELIVERY_M15_NONSUPPORT,completed_M15,2024-11-12 17:00:00
