dt,open,high,low,close,block,atr14,ema20,ema50,state_A,state_B,state_C,role_state_majority,role_agree_n,macro_state_majority,macro_agree_n,flow_state,known_at
2025-01-16 12:00:00,2705.32,2718.29,2700.21,2715.32,2025H1,11.670355324303742,2686.5894876374155,2672.5198123627397,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-16 16:00:00
2025-01-16 16:00:00,2715.22,2724.65,2712.57,2721.74,2025H1,11.699615658282042,2689.937155481471,2674.450015799495,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-16 20:00:00
2025-01-16 20:00:00,2721.85,2723.27,2712.3,2714.5,2025H1,11.647500254119025,2692.2764740070456,2676.020603415201,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-17 00:00:00
2025-01-17 00:00:00,2713.88,2716.02,2709.79,2714.59,2025H1,11.260535950253383,2694.4015717206607,2677.533128771468,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-17 04:00:00
2025-01-17 04:00:00,2714.67,2717.29,2711.15,2711.62,2025H1,10.894783382378133,2696.041422032979,2678.869868819646,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-17 08:00:00
2025-01-17 08:00:00,2711.63,2714.57,2703.97,2704.63,2025H1,10.873727426494007,2696.859381839362,2679.880070042405,PAUSE_UP,REPAIR_UP,MIG_UP,AMBIGUOUS,1,UP,3,UNRESOLVED_UP,2025-01-17 12:00:00
2025-01-17 12:00:00,2704.63,2712.08,2702.84,2704.99,2025H1,10.757032610315848,2697.633726426089,2680.864773177997,PAUSE_UP,REPAIR_UP,MIG_UP,AMBIGUOUS,1,UP,3,UNRESOLVED_UP,2025-01-17 16:00:00
2025-01-17 16:00:00,2704.88,2717.34,2702.69,2712.46,2025H1,11.035101709579008,2699.0457524807475,2682.1038016808207,MIG_UP,REPAIR_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-01-17 20:00:00
2025-01-17 20:00:00,2712.47,2713.25,2698.96,2702.24,2025H1,11.267594444609076,2699.3499665302,2682.893456516867,REPAIR_UP,REPAIR_UP,MIG_UP,REPAIR_UP,2,UP,3,REPAIR_UP,2025-01-18 00:00:00
2025-01-20 00:00:00,2701.71,2702.86,2689.31,2693.54,2025H1,11.430623412851299,2698.796636384467,2683.3109680260095,BALANCE,BALANCE,PAUSE_UP,BALANCE,2,BALANCE,2,BALANCE,2025-01-20 04:00:00
2025-01-20 04:00:00,2693.82,2707.49,2693.43,2707.31,2025H1,11.61843602621906,2699.6074329192797,2684.2521065347933,PAUSE_UP,PAUSE_UP,MIG_UP,PAUSE_UP,2,UP,3,PAUSE_UP,2025-01-20 08:00:00
2025-01-20 08:00:00,2707.32,2713.72,2702.77,2705.97,2025H1,11.57069059577483,2700.2133916888724,2685.103788631468,PAUSE_UP,MIG_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-01-20 12:00:00
2025-01-20 12:00:00,2705.83,2712.45,2701.81,2704.99,2025H1,11.50421269607662,2700.6683067661224,2685.8836400576847,PAUSE_UP,PAUSE_UP,MIG_UP,PAUSE_UP,2,UP,3,PAUSE_UP,2025-01-20 16:00:00
2025-01-20 16:00:00,2704.99,2711.78,2703.27,2707.22,2025H1,11.29034036064259,2701.292277550301,2686.7203600554226,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-01-20 20:00:00
2025-01-20 20:00:00,2707.29,2710.96,2704.98,2708.19,2025H1,10.911030334882406,2701.9492034978916,2687.562306719916,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-21 00:00:00
2025-01-21 00:00:00,2706.36,2719.16,2702.74,2717.96,2025H1,11.304528168105097,2703.474041259997,2688.754373123056,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-21 04:00:00
2025-01-21 04:00:00,2717.91,2729.11,2717.67,2725.92,2025H1,11.314204727526166,2705.6117516161876,2690.211848686858,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-21 08:00:00
2025-01-21 08:00:00,2725.92,2732.79,2717.69,2721.32,2025H1,11.584618675560005,2707.107775271789,2691.431776189334,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-21 12:00:00
2025-01-21 12:00:00,2721.25,2730.02,2716.47,2726.27,2025H1,11.725003055877162,2708.932749055428,2692.7979810446545,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-21 16:00:00
2025-01-21 16:00:00,2726.21,2745.69,2725.23,2740.23,2025H1,12.348931409028795,2711.9134396215773,2694.658060219374,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-21 20:00:00
2025-01-21 20:00:00,2740.19,2745.98,2739.88,2744.9,2025H1,11.902579165526733,2715.0550168004743,2696.628332367634,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-22 00:00:00
2025-01-22 00:00:00,2743.9,2749.97,2741.75,2748.02,2025H1,11.639537796560523,2718.194539009953,2698.643691882629,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-22 04:00:00
2025-01-22 04:00:00,2747.99,2758.61,2746.35,2757.98,2025H1,11.683856525377644,2721.9836305328145,2700.970605926447,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-22 08:00:00
2025-01-22 08:00:00,2757.98,2762.23,2745.54,2758.43,2025H1,12.041438202136387,2725.454713339213,2703.223915497959,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-22 12:00:00
2025-01-22 12:00:00,2758.45,2763.36,2750.98,2757.71,2025H1,12.065621187698083,2728.5266454021453,2705.360624694117,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-22 16:00:00
2025-01-22 16:00:00,2757.71,2760.29,2750.44,2756.47,2025H1,11.907362531433929,2731.1879172686076,2707.3649139217987,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-22 20:00:00
2025-01-22 20:00:00,2756.47,2759.3,2754.81,2756.22,2025H1,11.377550922045808,2733.571925147788,2709.2807996503557,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-23 00:00:00
2025-01-23 00:00:00,2755.74,2756.47,2750.62,2752.66,2025H1,10.982725856185386,2735.3898370384745,2710.9819447621067,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-01-23 04:00:00
2025-01-23 04:00:00,2752.6,2754.88,2749.59,2751.91,2025H1,10.57610258074357,2736.963185891953,2712.586966536142,PAUSE_UP,REPAIR_UP,MIG_UP,AMBIGUOUS,1,UP,3,UNRESOLVED_UP,2025-01-23 08:00:00
2025-01-23 08:00:00,2751.91,2755.47,2740.91,2745.85,2025H1,10.860666682119025,2737.8095491403383,2713.891399220999,REPAIR_UP,REPAIR_UP,MIG_UP,REPAIR_UP,2,UP,3,REPAIR_UP,2025-01-23 12:00:00
2025-01-23 12:00:00,2745.79,2754.42,2735.79,2741.6,2025H1,11.415619061967673,2738.170544460306,2714.978011016254,REPAIR_UP,REPAIR_UP,MIG_UP,REPAIR_UP,2,UP,3,REPAIR_UP,2025-01-23 16:00:00
2025-01-23 16:00:00,2741.61,2758.93,2740.31,2757.63,2025H1,11.930217700398547,2740.0238259402763,2716.6506380352243,PAUSE_UP,MIG_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-01-23 20:00:00
2025-01-23 20:00:00,2757.64,2758.17,2751.27,2754.65,2025H1,11.57091643608437,2741.4167948983454,2718.1408090926666,PAUSE_UP,PAUSE_UP,MIG_UP,PAUSE_UP,2,UP,3,PAUSE_UP,2025-01-24 00:00:00
2025-01-24 00:00:00,2754.0,2762.5,2753.31,2762.27,2025H1,11.400850976364064,2743.4028144318363,2719.8713655988367,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-24 04:00:00
2025-01-24 04:00:00,2762.3,2777.29,2762.3,2775.19,2025H1,11.659361620909488,2746.430165438328,2722.0407238106473,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-24 08:00:00
2025-01-24 08:00:00,2775.14,2778.27,2770.04,2772.76,2025H1,11.414407219415954,2748.937768729916,2724.029715033759,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-24 12:00:00
2025-01-24 12:00:00,2772.73,2784.63,2771.64,2782.33,2025H1,11.526949560886262,2752.117981231829,2726.31600071871,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-24 16:00:00
2025-01-24 16:00:00,2782.39,2785.92,2769.84,2773.33,2025H1,11.852167449394383,2754.1381734954643,2728.159686965035,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-24 20:00:00
2025-01-24 20:00:00,2773.34,2775.23,2770.48,2770.95,2025H1,11.34486977443764,2755.73929982923,2729.837738456602,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-25 00:00:00
2025-01-27 00:00:00,2769.67,2772.5,2762.86,2762.98,2025H1,11.223093361977801,2756.4288903216843,2731.137434987716,PAUSE_UP,PAUSE_UP,MIG_UP,PAUSE_UP,2,UP,3,PAUSE_UP,2025-01-27 04:00:00
2025-01-27 04:00:00,2762.97,2763.64,2752.84,2753.21,2025H1,11.192872407550796,2756.1223293386665,2732.0030257725116,BALANCE,BALANCE,PAUSE_UP,BALANCE,2,BALANCE,2,BALANCE,2025-01-27 08:00:00
2025-01-27 08:00:00,2753.13,2764.94,2747.27,2763.27,2025H1,11.655524378440031,2756.803059877841,2733.22918162457,PAUSE_UP,REPAIR_UP,MIG_UP,AMBIGUOUS,1,UP,3,UNRESOLVED_UP,2025-01-27 12:00:00
2025-01-27 12:00:00,2763.26,2771.94,2752.28,2757.29,2025H1,12.227272637122876,2756.8494351275704,2734.172743129489,REPAIR_UP,MIG_DOWN,MIG_UP,AMBIGUOUS,1,UP,2,UNRESOLVED_UP,2025-01-27 16:00:00
2025-01-27 16:00:00,2757.23,2757.92,2730.39,2733.62,2025H1,13.320324591614114,2754.6371079725636,2734.1510669283325,MIG_DOWN,MIG_DOWN,BALANCE,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-01-27 20:00:00
2025-01-27 20:00:00,2733.58,2743.97,2732.98,2740.75,2025H1,13.153872835070233,2753.314526260891,2734.4098486174175,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-01-28 00:00:00
2025-01-28 00:00:00,2739.9,2745.28,2738.98,2741.46,2025H1,12.664310489708088,2752.1855237598534,2734.6863251422246,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-01-28 04:00:00
2025-01-28 04:00:00,2741.4,2744.83,2737.84,2741.64,2025H1,12.259002597586067,2751.181188163677,2734.959018273902,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-01-28 08:00:00
2025-01-28 08:00:00,2741.55,2745.05,2734.83,2743.4,2025H1,12.113359554901367,2750.440122624279,2735.2900371651217,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-01-28 12:00:00
2025-01-28 12:00:00,2743.41,2749.46,2740.96,2748.87,2025H1,11.855262443836985,2750.2905871362523,2735.8225847272743,MIG_DOWN,PAUSE_DOWN,REPAIR_UP,AMBIGUOUS,1,DOWN,2,UNRESOLVED_DOWN,2025-01-28 16:00:00
2025-01-28 16:00:00,2748.89,2760.02,2748.89,2759.66,2025H1,11.804886554991493,2751.182912170895,2736.7573853262047,PAUSE_UP,MIG_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-01-28 20:00:00
2025-01-28 20:00:00,2759.76,2765.0,2759.28,2763.36,2025H1,11.370251801063516,2752.342634821286,2737.800625117334,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-29 00:00:00
2025-01-29 00:00:00,2762.91,2766.25,2762.18,2763.81,2025H1,10.848805243844705,2753.4347648383064,2738.820600602929,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-29 04:00:00
2025-01-29 04:00:00,2763.79,2765.65,2760.15,2760.65,2025H1,10.466747726427226,2754.121930091801,2739.6766554812457,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-29 08:00:00
2025-01-29 08:00:00,2760.78,2766.1,2757.39,2762.79,2025H1,10.34126574596814,2754.9474605592486,2740.583061148648,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-29 12:00:00
2025-01-29 12:00:00,2762.77,2763.35,2752.09,2758.65,2025H1,10.406889621256115,2755.3000833631295,2741.2915685545836,MIG_UP,BALANCE,MIG_UP,MIG_UP,2,UP,2,MIG_UP,2025-01-29 16:00:00
2025-01-29 16:00:00,2758.61,2761.12,2748.24,2752.83,2025H1,10.58354036259497,2755.0648373285458,2741.744056062247,BALANCE,MIG_DOWN,PAUSE_UP,AMBIGUOUS,1,AMBIGUOUS,1,AMBIGUOUS,2025-01-29 20:00:00
2025-01-29 20:00:00,2752.82,2759.85,2744.66,2759.79,2025H1,10.912573193838192,2755.5148528210652,2742.4517401382373,MIG_UP,BALANCE,MIG_UP,MIG_UP,2,UP,2,MIG_UP,2025-01-30 00:00:00
2025-01-30 00:00:00,2758.47,2762.6,2757.62,2760.15,2025H1,10.488817965706893,2755.9562954095354,2743.145789544581,MIG_UP,BALANCE,MIG_UP,MIG_UP,2,UP,2,MIG_UP,2025-01-30 04:00:00
2025-01-30 04:00:00,2760.16,2763.39,2758.77,2760.55,2025H1,10.069616682442108,2756.3937910848176,2743.8283076016564,PAUSE_UP,BALANCE,MIG_UP,AMBIGUOUS,1,UP,2,UNRESOLVED_UP,2025-01-30 08:00:00
2025-01-30 08:00:00,2760.54,2776.57,2760.22,2774.23,2025H1,10.518215490839127,2758.0924776481684,2745.020530832964,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-01-30 12:00:00
