dt,open,high,low,close,block,atr14,ema20,ema50,state_A,state_B,state_C,role_state_majority,role_agree_n,macro_state_majority,macro_agree_n,flow_state,known_at
2025-03-04 00:00:00,2892.87,2893.71,2881.77,2888.34,2025H1,16.707618653547833,2882.684555174198,2896.5674738774333,MIG_UP,BALANCE,REPAIR_DOWN,AMBIGUOUS,1,AMBIGUOUS,1,AMBIGUOUS,2025-03-04 04:00:00
2025-03-04 04:00:00,2888.33,2894.38,2884.78,2889.64,2025H1,16.19993160686584,2883.346978490941,2896.295808235181,MIG_UP,BALANCE,REPAIR_DOWN,AMBIGUOUS,1,AMBIGUOUS,1,AMBIGUOUS,2025-03-04 08:00:00
2025-03-04 08:00:00,2889.63,2921.28,2884.28,2918.06,2025H1,17.685650777803993,2886.652980539423,2897.1493059514487,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-04 12:00:00
2025-03-04 12:00:00,2918.05,2927.8,2912.07,2922.49,2025H1,17.54596143653228,2890.066030011859,2898.143058659235,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-04 16:00:00
2025-03-04 16:00:00,2922.64,2922.98,2900.0,2911.59,2025H1,17.93410704820855,2892.1159319154913,2898.6703896922063,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-04 20:00:00
2025-03-04 20:00:00,2911.6,2920.53,2908.19,2917.72,2025H1,17.534527973336523,2894.5544145902063,2899.4174332336884,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-05 00:00:00
2025-03-05 00:00:00,2917.34,2918.3,2903.38,2907.17,2025H1,17.34777597524106,2895.755898914949,2899.721455459818,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-05 04:00:00
2025-03-05 04:00:00,2907.19,2918.74,2901.98,2918.67,2025H1,17.305791977009537,2897.9381942563823,2900.4645356378646,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-05 08:00:00
2025-03-05 08:00:00,2918.64,2922.58,2913.03,2918.81,2025H1,16.751806835794554,2899.925985279584,2901.1839656128504,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-05 12:00:00
2025-03-05 12:00:00,2918.87,2919.17,2894.3,2899.98,2025H1,17.331677776094935,2899.931129538671,2901.1367512750917,PAUSE_UP,REPAIR_UP,BALANCE,AMBIGUOUS,1,UP,2,UNRESOLVED_UP,2025-03-05 16:00:00
2025-03-05 16:00:00,2899.99,2929.87,2897.72,2915.93,2025H1,18.39012936351673,2901.454831487369,2901.7168786760685,PAUSE_UP,MIG_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-05 20:00:00
2025-03-05 20:00:00,2916.02,2923.06,2911.44,2918.97,2025H1,17.9065486946941,2903.1229427742865,2902.393471669164,PAUSE_UP,MIG_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-06 00:00:00
2025-03-06 00:00:00,2919.01,2925.62,2915.93,2924.56,2025H1,17.319652359358813,2905.1645672719733,2903.262747289981,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-06 04:00:00
2025-03-06 04:00:00,2924.53,2926.54,2914.53,2919.85,2025H1,16.94039147654745,2906.5631799127377,2903.9132277884128,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-06 08:00:00
2025-03-06 08:00:00,2919.95,2922.96,2891.21,2894.24,2025H1,17.99822065679406,2905.3895437305723,2903.5338855222008,BALANCE,BALANCE,BALANCE,BALANCE,3,BALANCE,3,BALANCE,2025-03-06 12:00:00
2025-03-06 12:00:00,2894.17,2909.47,2891.96,2904.49,2025H1,17.963347752737327,2905.303872899089,2903.5713802076048,BALANCE,PAUSE_UP,PAUSE_UP,PAUSE_UP,2,UP,2,PAUSE_UP,2025-03-06 16:00:00
2025-03-06 16:00:00,2904.4,2922.69,2903.42,2915.54,2025H1,18.05668005611323,2906.278742146795,2904.0407378465225,PAUSE_UP,PAUSE_UP,PAUSE_UP,PAUSE_UP,3,UP,3,PAUSE_UP,2025-03-06 20:00:00
2025-03-06 20:00:00,2915.61,2920.62,2908.36,2910.99,2025H1,17.642631480676556,2906.7274333709097,2904.3132579309727,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-07 00:00:00
2025-03-07 00:00:00,2910.43,2913.46,2896.23,2906.82,2025H1,17.613157803485375,2906.736249240347,2904.411561541523,REPAIR_UP,REPAIR_UP,MIG_UP,REPAIR_UP,2,UP,3,REPAIR_UP,2025-03-07 04:00:00
2025-03-07 04:00:00,2906.8,2912.48,2901.26,2909.51,2025H1,17.156503674664975,2907.0004159793616,2904.6115003046007,PAUSE_UP,PAUSE_UP,MIG_UP,PAUSE_UP,2,UP,3,PAUSE_UP,2025-03-07 08:00:00
2025-03-07 08:00:00,2909.51,2922.94,2907.78,2921.53,2025H1,17.013896269331752,2908.384185886089,2905.274970880891,PAUSE_UP,MIG_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-07 12:00:00
2025-03-07 12:00:00,2921.51,2926.34,2910.19,2913.72,2025H1,16.95218939295092,2908.8923586588426,2905.6061484934053,PAUSE_UP,MIG_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-07 16:00:00
2025-03-07 16:00:00,2913.64,2930.3,2903.78,2908.2,2025H1,17.635604436311567,2908.8264197389526,2905.7078681603307,BALANCE,MIG_DOWN,PAUSE_UP,AMBIGUOUS,1,AMBIGUOUS,1,AMBIGUOUS,2025-03-07 20:00:00
2025-03-07 20:00:00,2908.11,2912.66,2902.02,2911.13,2025H1,17.135918405146448,2909.045808335243,2905.920500781494,PAUSE_UP,BALANCE,MIG_UP,AMBIGUOUS,1,UP,2,UNRESOLVED_UP,2025-03-08 00:00:00
2025-03-10 00:00:00,2911.0,2918.28,2909.44,2912.08,2025H1,16.543352804778856,2909.3347789699815,2906.162049770455,REPAIR_UP,PAUSE_UP,MIG_UP,AMBIGUOUS,1,UP,3,UNRESOLVED_UP,2025-03-10 04:00:00
2025-03-10 04:00:00,2912.09,2914.53,2906.91,2909.88,2025H1,15.90597046158039,2909.386704782364,2906.307851740241,REPAIR_UP,PAUSE_DOWN,MIG_UP,AMBIGUOUS,1,UP,2,UNRESOLVED_UP,2025-03-10 08:00:00
2025-03-10 08:00:00,2909.86,2915.5,2896.65,2911.2,2025H1,16.116258285753215,2909.559399564996,2906.499700691604,PAUSE_UP,REPAIR_UP,MIG_UP,AMBIGUOUS,1,UP,3,UNRESOLVED_UP,2025-03-10 12:00:00
2025-03-10 12:00:00,2911.16,2911.26,2895.57,2903.65,2025H1,16.085811265342276,2908.9965996064248,2906.3879477233063,MIG_DOWN,MIG_DOWN,BALANCE,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-03-10 16:00:00
2025-03-10 16:00:00,2903.66,2910.54,2882.79,2886.07,2025H1,16.918967603532113,2906.813113929623,2905.591165459647,MIG_DOWN,MIG_DOWN,MIG_DOWN,MIG_DOWN,3,DOWN,3,MIG_DOWN,2025-03-10 20:00:00
2025-03-10 20:00:00,2886.14,2890.9,2880.24,2889.23,2025H1,16.47189848899413,2905.138531650611,2904.9495511278965,MIG_DOWN,MIG_DOWN,MIG_DOWN,MIG_DOWN,3,DOWN,3,MIG_DOWN,2025-03-11 00:00:00
2025-03-11 00:00:00,2888.56,2890.98,2879.78,2890.6,2025H1,16.09533431120882,2903.753909588648,2904.3868236326853,MIG_DOWN,MIG_DOWN,MIG_DOWN,MIG_DOWN,3,DOWN,3,MIG_DOWN,2025-03-11 04:00:00
2025-03-11 04:00:00,2890.51,2900.43,2889.86,2895.82,2025H1,15.700667574693885,2902.998299151634,2904.050869764737,MIG_DOWN,MIG_DOWN,MIG_DOWN,MIG_DOWN,3,DOWN,3,MIG_DOWN,2025-03-11 08:00:00
2025-03-11 08:00:00,2895.83,2912.5,2893.48,2911.75,2025H1,15.937762747930034,2903.831794470526,2904.3527964406294,BALANCE,BALANCE,BALANCE,BALANCE,3,BALANCE,3,BALANCE,2025-03-11 12:00:00
2025-03-11 12:00:00,2911.74,2922.22,2906.79,2917.64,2025H1,15.901493980220735,2905.146861663809,2904.8738632468794,MIG_UP,BALANCE,BALANCE,BALANCE,2,BALANCE,2,BALANCE,2025-03-11 16:00:00
2025-03-11 16:00:00,2917.64,2920.88,2911.76,2917.71,2025H1,15.417101553062105,2906.3433510291607,2905.3772411587665,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-11 20:00:00
2025-03-11 20:00:00,2917.75,2921.31,2915.14,2915.65,2025H1,14.75659429927196,2907.229698550193,2905.7800944466585,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-12 00:00:00
2025-03-12 00:00:00,2915.81,2919.69,2910.82,2914.8,2025H1,14.336123277895384,2907.950679640651,2906.1338162330644,MIG_UP,BALANCE,MIG_UP,MIG_UP,2,UP,2,MIG_UP,2025-03-12 04:00:00
2025-03-12 04:00:00,2914.7,2919.99,2912.1,2916.01,2025H1,13.875685900902848,2908.718233960589,2906.521117557258,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-12 08:00:00
2025-03-12 08:00:00,2916.07,2925.33,2908.96,2914.65,2025H1,14.053851193695495,2909.2831640595805,2906.839897260895,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-12 12:00:00
2025-03-12 12:00:00,2914.52,2923.16,2906.05,2915.6,2025H1,14.272147537002937,2909.884767482478,2907.1834307016447,MIG_UP,REPAIR_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-12 16:00:00
2025-03-12 16:00:00,2915.54,2940.51,2914.32,2936.14,2025H1,15.123422712931303,2912.38526581748,2908.318982438835,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-12 20:00:00
2025-03-12 20:00:00,2936.13,2937.34,2930.73,2933.16,2025H1,14.515321090579077,2914.3638119301013,2909.293139990253,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-13 00:00:00
2025-03-13 00:00:00,2933.56,2941.44,2932.33,2937.81,2025H1,14.129226726966296,2916.596782222473,2910.4114482259292,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-13 04:00:00
2025-03-13 04:00:00,2937.86,2947.08,2937.45,2940.07,2025H1,13.807853389325855,2918.8323267727137,2911.5745286876577,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-13 08:00:00
2025-03-13 08:00:00,2940.08,2948.82,2932.92,2947.81,2025H1,13.957292432945442,2921.5921051753126,2912.9955275626517,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-13 12:00:00
2025-03-13 12:00:00,2947.8,2952.36,2939.06,2950.43,2025H1,13.910342973449353,2924.3385713490925,2914.4635460896066,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-13 16:00:00
2025-03-13 16:00:00,2950.43,2985.22,2949.87,2979.43,2025H1,15.441747046774394,2929.58537407775,2917.011250164524,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-13 20:00:00
2025-03-13 20:00:00,2979.44,2989.15,2979.03,2988.53,2025H1,15.061622257719073,2935.1991479751073,2919.815907020817,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-14 00:00:00
2025-03-14 00:00:00,2988.47,2990.06,2981.69,2987.94,2025H1,14.58364923931056,2940.2220862631925,2922.4874400788244,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-14 04:00:00
2025-03-14 04:00:00,2987.9,2993.87,2981.83,2986.39,2025H1,14.401960007931233,2944.619030428603,2924.9934228208313,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-14 08:00:00
2025-03-14 08:00:00,2986.4,2999.46,2980.86,2998.68,2025H1,14.701820007364711,2949.7676941973073,2927.883092514132,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-14 12:00:00
2025-03-14 12:00:00,2998.69,3004.91,2983.13,2985.14,2025H1,15.20740429255293,2953.136485226135,2930.128461435146,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-14 16:00:00
2025-03-14 16:00:00,2985.14,2993.27,2978.47,2986.53,2025H1,15.17830398594202,2956.316819966503,2932.340286476905,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-14 20:00:00
2025-03-14 20:00:00,2986.58,2988.69,2981.52,2985.79,2025H1,14.606282272660453,2959.1237894935025,2934.4363536738892,MIG_UP,REPAIR_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-15 00:00:00
2025-03-17 00:00:00,2983.59,2994.1,2983.01,2990.82,2025H1,14.355119253184684,2962.142476208407,2936.647477059227,PAUSE_UP,PAUSE_UP,MIG_UP,PAUSE_UP,2,UP,3,PAUSE_UP,2025-03-17 04:00:00
2025-03-17 04:00:00,2990.84,2992.02,2982.22,2986.05,2025H1,14.029753592242935,2964.4193832361775,2938.5848309000417,REPAIR_UP,REPAIR_UP,MIG_UP,REPAIR_UP,2,UP,3,REPAIR_UP,2025-03-17 08:00:00
2025-03-17 08:00:00,2986.06,2996.88,2983.09,2995.69,2025H1,14.012628335654153,2967.3975372136842,2940.8242492961185,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-17 12:00:00
2025-03-17 12:00:00,2995.7,3001.11,2984.77,2988.45,2025H1,14.178869168821723,2969.402533669524,2942.69192579431,PAUSE_UP,PAUSE_UP,MIG_UP,PAUSE_UP,2,UP,3,PAUSE_UP,2025-03-17 16:00:00
2025-03-17 16:00:00,2988.38,3000.53,2987.12,2997.84,2025H1,14.123949942477337,2972.110863796236,2944.8545953710036,PAUSE_UP,MIG_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-17 20:00:00
2025-03-17 20:00:00,2997.86,3001.84,2996.82,3000.81,2025H1,13.473667803728954,2974.8441148632614,2947.0489249642974,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-18 00:00:00
2025-03-18 00:00:00,3000.98,3008.49,2999.4,3005.72,2025H1,13.160548674891151,2977.7846753524746,2949.3497514362857,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-18 04:00:00
2025-03-18 04:00:00,3005.73,3017.13,3002.79,3012.02,2025H1,13.244795198113223,2981.0451824617626,2951.807408242706,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-18 08:00:00
2025-03-18 08:00:00,3012.07,3028.46,3010.55,3020.22,2025H1,13.578024112533697,2984.7761174654042,2954.4902549782864,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-18 12:00:00
2025-03-18 12:00:00,3020.03,3038.22,3019.64,3033.25,2025H1,13.93530810449557,2989.392677706794,2957.5788724301183,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-18 16:00:00
2025-03-18 16:00:00,3033.24,3036.95,3024.62,3032.55,2025H1,13.820643239888739,2993.5028988775757,2960.518916648545,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-18 20:00:00
2025-03-18 20:00:00,3032.54,3037.96,3032.38,3033.77,2025H1,13.232025865610968,2997.3378608892353,2963.391508152524,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-19 00:00:00
2025-03-19 00:00:00,3033.8,3035.06,3027.4,3029.38,2025H1,12.834024018067318,3000.389493185499,2965.979292146543,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-19 04:00:00
2025-03-19 04:00:00,3029.32,3045.31,3028.98,3044.49,2025H1,13.083736588205362,3004.5895414535466,2969.0581434349137,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-19 08:00:00
2025-03-19 08:00:00,3044.5,3044.77,3022.52,3030.51,2025H1,13.738469689047836,3007.058156553209,2971.4680201629567,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-19 12:00:00
2025-03-19 12:00:00,3030.46,3041.04,3027.64,3033.33,2025H1,13.714293282687285,3009.560236881475,2973.893980156566,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-19 16:00:00
2025-03-19 16:00:00,3033.31,3038.34,3025.91,3030.23,2025H1,13.622558048209642,3011.5287857499056,2976.103235836701,PAUSE_UP,REPAIR_UP,MIG_UP,AMBIGUOUS,1,UP,3,UNRESOLVED_UP,2025-03-19 20:00:00
2025-03-19 20:00:00,3029.72,3051.87,3029.29,3047.09,2025H1,14.262375330480378,3014.9155680594386,2978.8870305097716,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-20 00:00:00
2025-03-20 00:00:00,3047.12,3056.18,3047.05,3049.55,2025H1,13.895777092588899,3018.214085387111,2981.6581273525258,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-20 04:00:00
2025-03-20 04:00:00,3049.57,3057.44,3044.93,3046.84,2025H1,13.796793014546852,3020.940362969291,2984.2142792210543,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-20 08:00:00
2025-03-20 08:00:00,3046.89,3051.46,3038.7,3041.36,2025H1,13.722736370650663,3022.885090305549,2986.4552878790523,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-20 12:00:00
2025-03-20 12:00:00,3041.35,3042.23,3025.65,3032.71,2025H1,13.926826629889897,3023.820795990735,2988.2691981583052,REPAIR_UP,REPAIR_UP,MIG_UP,REPAIR_UP,2,UP,3,REPAIR_UP,2025-03-20 16:00:00
2025-03-20 16:00:00,3032.68,3043.16,3030.59,3041.66,2025H1,13.829910442040598,3025.519767801141,2990.3629550932737,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-20 20:00:00
2025-03-20 20:00:00,3041.63,3046.07,3040.76,3044.32,2025H1,13.221345410466267,3027.310266105794,2992.4789176386357,MIG_UP,PAUSE_UP,MIG_UP,MIG_UP,2,UP,3,MIG_UP,2025-03-21 00:00:00
2025-03-21 00:00:00,3044.18,3047.45,3035.93,3035.95,2025H1,13.099820738290104,3028.1330979052423,2994.1836659665323,PAUSE_UP,REPAIR_UP,MIG_UP,AMBIGUOUS,1,UP,3,UNRESOLVED_UP,2025-03-21 04:00:00
2025-03-21 04:00:00,3035.81,3036.99,3021.59,3028.09,2025H1,13.26411925698364,3028.1289933428384,2995.5133261247074,BALANCE,BALANCE,PAUSE_UP,BALANCE,2,BALANCE,2,BALANCE,2025-03-21 08:00:00
2025-03-21 08:00:00,3028.08,3034.83,3027.04,3029.55,2025H1,12.873110738627664,3028.264327310187,2996.8480976492287,REPAIR_UP,BALANCE,MIG_UP,AMBIGUOUS,1,UP,2,UNRESOLVED_UP,2025-03-21 12:00:00
2025-03-21 12:00:00,3029.55,3038.1,3004.15,3006.6,2025H1,14.378602828725676,3026.2010580425504,2997.2305251923963,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-03-21 16:00:00
2025-03-21 16:00:00,3006.43,3018.18,2999.36,3013.62,2025H1,14.695845483816678,3025.002862038498,2997.873249694655,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-03-21 20:00:00
2025-03-21 20:00:00,3013.66,3024.14,3013.46,3023.05,2025H1,14.40899937782976,3024.8168751776884,2998.860573236041,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-03-22 00:00:00
2025-03-24 00:00:00,3021.66,3026.28,3017.08,3020.88,2025H1,14.036927993699083,3024.4419346845752,2999.7240801679613,MIG_DOWN,PAUSE_DOWN,REPAIR_UP,AMBIGUOUS,1,DOWN,2,UNRESOLVED_DOWN,2025-03-24 04:00:00
2025-03-24 04:00:00,3021.0,3024.37,3013.71,3022.06,2025H1,13.795718851291996,3024.215083762235,3000.5999985927474,MIG_DOWN,PAUSE_DOWN,REPAIR_UP,AMBIGUOUS,1,DOWN,2,UNRESOLVED_DOWN,2025-03-24 08:00:00
2025-03-24 08:00:00,3021.88,3030.99,3017.25,3023.5,2025H1,13.791738933342552,3024.146980546784,3001.49803786362,PAUSE_DOWN,PAUSE_DOWN,REPAIR_UP,PAUSE_DOWN,2,DOWN,2,PAUSE_DOWN,2025-03-24 12:00:00
2025-03-24 12:00:00,3023.61,3033.24,3018.97,3022.58,2025H1,13.825900438103798,3023.9977443042335,3002.3247814768115,PAUSE_DOWN,REPAIR_DOWN,REPAIR_UP,AMBIGUOUS,1,DOWN,2,UNRESOLVED_DOWN,2025-03-24 16:00:00
2025-03-24 16:00:00,3022.53,3024.02,3005.76,3007.06,2025H1,14.142621835382082,3022.3846257990685,3002.5104763208583,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-03-24 20:00:00
2025-03-24 20:00:00,3007.03,3014.46,3002.45,3012.03,2025H1,13.990291704283377,3021.3984709610622,3002.8837909749423,PAUSE_DOWN,MIG_DOWN,REPAIR_UP,AMBIGUOUS,1,DOWN,2,UNRESOLVED_DOWN,2025-03-25 00:00:00
2025-03-25 00:00:00,3010.94,3014.86,3008.86,3011.79,2025H1,13.419556582548852,3020.48337848858,3003.233054073964,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-03-25 04:00:00
2025-03-25 04:00:00,3011.77,3020.97,3007.53,3018.26,2025H1,13.421016826652476,3020.2716281563344,3003.8223460710637,PAUSE_DOWN,PAUSE_DOWN,REPAIR_UP,PAUSE_DOWN,2,DOWN,2,PAUSE_DOWN,2025-03-25 08:00:00
2025-03-25 08:00:00,3018.27,3023.52,3010.52,3023.29,2025H1,13.3909441961773,3020.559092141445,3004.5857834800418,MIG_UP,PAUSE_DOWN,PAUSE_UP,AMBIGUOUS,1,UP,2,UNRESOLVED_UP,2025-03-25 12:00:00
2025-03-25 12:00:00,3023.3,3030.66,3014.15,3028.32,2025H1,13.613733896450332,3021.298226223212,3005.51653706906,MIG_UP,BALANCE,MIG_UP,MIG_UP,2,UP,2,MIG_UP,2025-03-25 16:00:00
2025-03-25 16:00:00,3028.32,3036.0,3018.02,3022.62,2025H1,13.925610046703882,3021.4241094400495,3006.187261105568,PAUSE_UP,REPAIR_DOWN,MIG_UP,AMBIGUOUS,1,UP,2,UNRESOLVED_UP,2025-03-25 20:00:00
2025-03-25 20:00:00,3022.63,3022.79,3017.78,3019.93,2025H1,13.288780757653589,3021.2818133029023,3006.7261920426045,BALANCE,PAUSE_DOWN,PAUSE_UP,AMBIGUOUS,1,AMBIGUOUS,1,AMBIGUOUS,2025-03-26 00:00:00
2025-03-26 00:00:00,3019.17,3025.44,3016.37,3024.79,2025H1,12.987439274964059,3021.6159263216737,3007.4345766683846,MIG_UP,BALANCE,MIG_UP,MIG_UP,2,UP,2,MIG_UP,2025-03-26 04:00:00
2025-03-26 04:00:00,3024.8,3026.93,3013.28,3022.7,2025H1,13.03476504103803,3021.719171433895,3008.0332207206047,MIG_UP,PAUSE_DOWN,MIG_UP,MIG_UP,2,UP,2,MIG_UP,2025-03-26 08:00:00
2025-03-26 08:00:00,3022.67,3032.06,3017.48,3018.67,2025H1,13.145138966678166,3021.4287741544767,3008.4503493197967,BALANCE,MIG_DOWN,PAUSE_UP,AMBIGUOUS,1,AMBIGUOUS,1,AMBIGUOUS,2025-03-26 12:00:00
2025-03-26 12:00:00,3018.41,3030.37,3015.89,3016.63,2025H1,13.240486183344013,3020.9717480445265,3008.771119934707,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-03-26 16:00:00
2025-03-26 16:00:00,3016.59,3021.65,3012.28,3018.68,2025H1,12.964022884533719,3020.7534863260003,3009.1597034666793,MIG_DOWN,MIG_DOWN,REPAIR_UP,MIG_DOWN,2,DOWN,2,MIG_DOWN,2025-03-26 20:00:00
2025-03-26 20:00:00,3018.72,3021.73,3015.64,3018.95,2025H1,12.47302124992418,3020.581725723524,3009.5436366640647,MIG_DOWN,REPAIR_UP,REPAIR_UP,REPAIR_UP,2,UP,2,REPAIR_UP,2025-03-27 00:00:00
2025-03-27 00:00:00,3018.6,3028.35,3017.57,3023.59,2025H1,12.352091160643864,3020.8682280355692,3010.0944744419444,MIG_UP,PAUSE_UP,PAUSE_UP,PAUSE_UP,2,UP,3,PAUSE_UP,2025-03-27 04:00:00
2025-03-27 04:00:00,3023.59,3038.54,3023.27,3029.74,2025H1,12.560513220597873,3021.7131586988485,3010.864887208927,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-27 08:00:00
2025-03-27 08:00:00,3029.7,3041.01,3026.55,3039.97,2025H1,12.696190847698027,3023.451905489434,3012.006264181126,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-27 12:00:00
2025-03-27 12:00:00,3040.01,3055.92,3033.4,3040.67,2025H1,13.39789150143388,3025.09172401425,3013.1303322524545,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-27 16:00:00
2025-03-27 16:00:00,3040.74,3059.71,3040.74,3052.84,2025H1,13.800899251331458,3027.7344169652733,3014.6875741249073,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-27 20:00:00
2025-03-27 20:00:00,3052.84,3057.81,3052.7,3056.76,2025H1,13.180120733379221,3030.4987582066756,3016.3374731788326,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-28 00:00:00
2025-03-28 00:00:00,3056.25,3074.08,3054.17,3074.0,2025H1,13.660826395280695,3034.6417336155637,3018.5987487404473,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-28 04:00:00
2025-03-28 04:00:00,3074.01,3082.01,3069.7,3077.82,2025H1,13.564338795617818,3038.7539494617004,3020.9211507506257,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-28 08:00:00
2025-03-28 08:00:00,3077.67,3085.91,3065.85,3072.84,2025H1,14.028314595930826,3042.0002399891573,3022.9571840545227,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-28 12:00:00
2025-03-28 12:00:00,3072.8,3084.01,3067.32,3082.94,2025H1,14.21843498193577,3045.8992647520945,3025.3094513465026,MIG_UP,MIG_UP,MIG_UP,MIG_UP,3,UP,3,MIG_UP,2025-03-28 16:00:00
