dt,open,high,low,close,block,ema20,ema50,state_ema20,state_net_mid,state_ema_stack,h1_state_consensus,h1_agree_n,known_at,macro_state_majority,flow_state,macro_agree_n,role_agree_n,h1_vs_h4_relation
2025-01-27 17:00:00,2750.97,2751.25,2739.44,2741.98,2025H1,2760.09070379439,2760.7262445810247,DOWN,DOWN,DOWN,DOWN,3,2025-01-27 18:00:00,UP,UNRESOLVED_UP,2.0,1.0,COUNTERFLOW
2025-01-27 18:00:00,2741.95,2743.1,2733.24,2734.46,2025H1,2757.6496843854,2759.6961957739254,DOWN,DOWN,DOWN,DOWN,3,2025-01-27 19:00:00,UP,UNRESOLVED_UP,2.0,1.0,COUNTERFLOW
2025-01-27 19:00:00,2734.58,2736.93,2730.39,2733.62,2025H1,2755.3611430153624,2758.6735998612226,DOWN,DOWN,DOWN,DOWN,3,2025-01-27 20:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-27 20:00:00,2733.58,2737.85,2732.98,2736.98,2025H1,2753.61055796628,2757.8228704549,DOWN,DOWN,DOWN,DOWN,3,2025-01-27 21:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-27 21:00:00,2736.96,2740.56,2736.85,2739.36,2025H1,2752.2533619694914,2757.098836319414,DOWN,DOWN,DOWN,DOWN,3,2025-01-27 22:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-27 22:00:00,2739.35,2742.54,2738.14,2741.54,2025H1,2751.2330417819207,2756.488685875516,DOWN,DOWN,DOWN,DOWN,3,2025-01-27 23:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-27 23:00:00,2741.49,2743.97,2740.36,2740.75,2025H1,2750.2346568503094,2755.8714825078487,DOWN,DOWN,DOWN,DOWN,3,2025-01-28 00:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 01:00:00,2739.9,2745.28,2738.98,2741.69,2025H1,2749.4208800074225,2755.3153459389137,DOWN,BALANCE,DOWN,DOWN,2,2025-01-28 02:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 02:00:00,2741.67,2744.42,2739.82,2740.61,2025H1,2748.5817485781445,2754.738665706015,DOWN,BALANCE,DOWN,DOWN,2,2025-01-28 03:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 03:00:00,2740.73,2745.1,2739.43,2741.46,2025H1,2747.9034868087974,2754.217933717544,DOWN,UP,DOWN,DOWN,2,2025-01-28 04:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 04:00:00,2741.4,2741.59,2738.38,2739.34,2025H1,2747.087916636531,2753.634485336464,DOWN,UP,DOWN,DOWN,2,2025-01-28 05:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 05:00:00,2739.38,2741.75,2737.84,2738.78,2025H1,2746.2966864806713,2753.05195649974,DOWN,BALANCE,DOWN,DOWN,2,2025-01-28 06:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 06:00:00,2738.77,2742.62,2738.49,2742.28,2025H1,2745.914144911084,2752.629526833083,DOWN,UP,DOWN,DOWN,2,2025-01-28 07:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 07:00:00,2742.34,2744.83,2741.18,2741.64,2025H1,2745.5070834909807,2752.1985649964918,DOWN,UP,DOWN,DOWN,2,2025-01-28 08:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 08:00:00,2741.55,2742.92,2739.15,2739.55,2025H1,2744.939742206125,2751.702542839767,DOWN,DOWN,DOWN,DOWN,3,2025-01-28 09:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 09:00:00,2739.53,2743.01,2738.26,2738.78,2025H1,2744.3531000912562,2751.195776453894,DOWN,DOWN,DOWN,DOWN,3,2025-01-28 10:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 10:00:00,2738.88,2741.76,2734.83,2741.2,2025H1,2744.05280484447,2750.803785220408,DOWN,UP,DOWN,DOWN,2,2025-01-28 11:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 11:00:00,2741.13,2745.05,2740.41,2743.4,2025H1,2743.9906329545206,2750.5134407019605,DOWN,UP,DOWN,DOWN,2,2025-01-28 12:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 12:00:00,2743.41,2745.15,2740.96,2743.15,2025H1,2743.9105726731377,2750.2246783214914,DOWN,UP,DOWN,DOWN,2,2025-01-28 13:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 13:00:00,2743.16,2744.55,2741.58,2742.68,2025H1,2743.7933752756962,2749.9288085833937,DOWN,UP,DOWN,DOWN,2,2025-01-28 14:00:00,DOWN,MIG_DOWN,2.0,2.0,ALIGNED
2025-01-28 14:00:00,2742.67,2745.5,2741.24,2745.5,2025H1,2743.9559109637253,2749.7551298154176,BALANCE,UP,BALANCE,BALANCE,2,2025-01-28 15:00:00,DOWN,MIG_DOWN,2.0,2.0,LOCAL_BALANCE
2025-01-28 15:00:00,2745.53,2749.46,2745.16,2748.87,2025H1,2744.4239194433703,2749.7204188422643,UP,UP,BALANCE,UP,2,2025-01-28 16:00:00,DOWN,UNRESOLVED_DOWN,2.0,1.0,COUNTERFLOW
2025-01-28 16:00:00,2748.89,2756.22,2748.89,2753.11,2025H1,2745.2511652106687,2749.8533435935483,UP,UP,BALANCE,UP,2,2025-01-28 17:00:00,DOWN,UNRESOLVED_DOWN,2.0,1.0,COUNTERFLOW
2025-01-28 17:00:00,2752.91,2757.15,2751.04,2755.28,2025H1,2746.206292333462,2750.066153648703,UP,UP,BALANCE,UP,2,2025-01-28 18:00:00,DOWN,UNRESOLVED_DOWN,2.0,1.0,COUNTERFLOW
2025-01-28 18:00:00,2755.29,2759.58,2755.25,2758.71,2025H1,2747.397121635037,2750.405128015421,UP,UP,BALANCE,UP,2,2025-01-28 19:00:00,DOWN,UNRESOLVED_DOWN,2.0,1.0,COUNTERFLOW
2025-01-28 19:00:00,2758.68,2760.02,2757.52,2759.66,2025H1,2748.5650148126524,2750.768064171679,UP,UP,BALANCE,UP,2,2025-01-28 20:00:00,UP,MIG_UP,3.0,2.0,ALIGNED
2025-01-28 20:00:00,2759.76,2763.57,2759.28,2762.16,2025H1,2749.859775306685,2751.214806753182,UP,UP,BALANCE,UP,2,2025-01-28 21:00:00,UP,MIG_UP,3.0,2.0,ALIGNED
2025-01-28 21:00:00,2762.15,2764.98,2761.2,2764.78,2025H1,2751.280749087001,2751.7467751158024,UP,UP,BALANCE,UP,2,2025-01-28 22:00:00,UP,MIG_UP,3.0,2.0,ALIGNED
2025-01-28 22:00:00,2764.73,2765.0,2762.34,2764.1,2025H1,2752.501630126334,2752.23121530734,UP,UP,UP,UP,3,2025-01-28 23:00:00,UP,MIG_UP,3.0,2.0,ALIGNED
2025-01-28 23:00:00,2764.1,2764.27,2762.82,2763.36,2025H1,2753.535760590493,2752.667638236464,UP,UP,UP,UP,3,2025-01-29 00:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 01:00:00,2762.91,2764.1,2762.3,2762.7,2025H1,2754.4085452961604,2753.0610641879753,UP,UP,UP,UP,3,2025-01-29 02:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 02:00:00,2762.72,2764.83,2762.18,2763.93,2025H1,2755.31535050605,2753.4872969649177,UP,UP,UP,UP,3,2025-01-29 03:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 03:00:00,2763.93,2766.25,2763.63,2763.81,2025H1,2756.124364743569,2753.892108848647,UP,UP,UP,UP,3,2025-01-29 04:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 04:00:00,2763.79,2765.65,2763.41,2764.14,2025H1,2756.887758577515,2754.293986933014,UP,UP,UP,UP,3,2025-01-29 05:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 05:00:00,2764.15,2764.46,2762.3,2762.72,2025H1,2757.4432101415614,2754.624418817994,UP,BALANCE,UP,UP,2,2025-01-29 06:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 06:00:00,2762.66,2764.23,2761.48,2762.33,2025H1,2757.908618699508,2754.9265984721906,UP,DOWN,UP,UP,2,2025-01-29 07:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 07:00:00,2762.3,2762.99,2760.15,2760.65,2025H1,2758.1697026328884,2755.1510455909283,UP,DOWN,UP,UP,2,2025-01-29 08:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 08:00:00,2760.78,2762.09,2759.18,2759.18,2025H1,2758.265921429756,2755.3090438030486,UP,DOWN,UP,UP,2,2025-01-29 09:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
2025-01-29 09:00:00,2759.16,2760.53,2757.39,2759.04,2025H1,2758.3396431983506,2755.455355810772,UP,DOWN,UP,UP,2,2025-01-29 10:00:00,UP,MIG_UP,3.0,3.0,ALIGNED
