cluster_id,block,direction,touch_hour,price_low,price_high,object_count,families,timeframes,object_ids,has_FVG_OB,has_H4,state,role,accepted_through_4h_2close,object_direction_dominant_24h,state_direction_dominant_24h,favorable_points,adverse_points
POIC0252,2025H1,BEAR,2025-05-08 15:00:00,3349.32,3354.9,1,FVG,H1,H1_FVG_BEAR_20250508_1000,False,False,DOWN,ALIGNED,True,True,True,77.42000000000007,17.480000000000018
POIC0253,2025H1,BEAR,2025-05-08 16:00:00,3358.58,3381.98,2,FVG,H1;H4,H4_FVG_BEAR_20250508_1200;H1_FVG_BEAR_20250508_0900,False,True,DOWN,ALIGNED,False,True,True,95.58999999999968,-0.6899999999995998
POIC0254,2025H1,BEAR,2025-05-09 01:00:00,3311.14,3330.34,2,FVG,H1;H4,H1_FVG_BEAR_20250508_2000;H4_FVG_BEAR_20250508_2000,False,True,DOWN,ALIGNED,False,True,True,46.04999999999973,26.74000000000024
POIC0255,2025H1,BEAR,2025-05-09 06:00:00,3308.61,3323.09,2,FVG;OB,H1,H1_FVG_BEAR_20250509_0500;H1_OB_BEAR_20250509_0300_VIA_20250509_0400,True,False,DOWN,ALIGNED,False,False,False,16.16000000000031,31.62999999999965
POIC0256,2025H1,BEAR,2025-05-09 08:00:00,3330.18,3350.75,1,FVG,H1,H1_FVG_BEAR_20250508_1900,False,False,DOWN,ALIGNED,False,True,True,27.58500000000004,7.014999999999873
POIC0257,2025H1,BEAR,2025-05-12 03:00:00,3288.82,3324.92,1,FVG,H1,H1_FVG_BEAR_20250512_0200,False,False,DOWN,ALIGNED,False,True,True,99.17999999999984,-16.949999999999818
POIC0258,2025H1,BEAR,2025-05-12 14:00:00,3219.45,3220.74,1,FVG,H1,H1_FVG_BEAR_20250512_1300,False,False,DOWN,ALIGNED,True,False,False,12.234999999999673,45.42500000000018
POIC0259,2025H1,BEAR,2025-05-12 16:00:00,3234.33,3273.09,2,FVG,H1;H4,H4_FVG_BEAR_20250512_1200;H1_FVG_BEAR_20250512_1100,False,True,DOWN,ALIGNED,False,True,True,37.909999999999854,11.809999999999944
POIC0260,2025H1,BEAR,2025-05-12 21:00:00,3227.54,3232.7,1,FVG,H1,H1_FVG_BEAR_20250512_2000,False,False,DOWN,ALIGNED,True,False,False,14.319999999999707,35.40000000000009
POIC0261,2025H1,BEAR,2025-05-13 08:00:00,3258.8,3284.73,1,OB,H4,H4_OB_BEAR_20250512_0400_VIA_20250512_0800,False,True,BALANCE,BALANCE,False,True,,49.25500000000011,-6.245000000000346
POIC0262,2025H1,BEAR,2025-05-13 17:00:00,3246.78,3248.72,1,FVG,H1,H1_FVG_BEAR_20250513_1600,False,False,BALANCE,BALANCE,True,True,,72.80999999999995,9.980000000000018
POIC0263,2025H1,BEAR,2025-05-13 18:00:00,3249.86,3251.19,1,FVG,H1,H1_FVG_BEAR_20250513_1500,False,False,BALANCE,BALANCE,False,True,,75.58500000000004,7.204999999999927
POIC0264,2025H1,BEAR,2025-05-14 08:00:00,3225.46,3257.73,2,FVG;OB,H1;H4,H4_OB_BEAR_20250513_1600_VIA_20250514_0400;H1_FVG_BEAR_20250514_0600,True,True,BALANCE,BALANCE,False,True,,106.07500000000029,2.2149999999996908
POIC0265,2025H1,BEAR,2025-05-14 22:00:00,3173.73,3190.86,1,OB,H1,H1_OB_BEAR_20250514_1900_VIA_20250514_2100,False,False,DOWN,ALIGNED,False,True,True,61.60500000000002,46.85500000000002
POIC0266,2025H1,BEAR,2025-05-15 09:00:00,3143.07,3148.33,1,FVG,H1,H1_FVG_BEAR_20250515_0800,False,False,DOWN,ALIGNED,True,False,False,25.009999999999764,106.30000000000018
POIC0267,2025H1,BEAR,2025-05-15 11:00:00,3157.02,3171.26,1,FVG,H1,H1_FVG_BEAR_20250515_0600,False,False,DOWN,ALIGNED,True,False,False,25.01000000000022,87.85999999999967
POIC0268,2025H1,BEAR,2025-05-15 12:00:00,3164.24,3176.56,1,FVG,H4,H4_FVG_BEAR_20250515_0800,False,True,DOWN,ALIGNED,True,False,False,11.08999999999969,81.60000000000036
POIC0269,2025H1,BEAR,2025-05-15 13:00:00,3175.49,3180.21,1,FVG,H1,H1_FVG_BEAR_20250515_0500,False,False,DOWN,ALIGNED,True,False,False,13.730000000000018,74.15000000000009
POIC0270,2025H1,BEAR,2025-05-15 15:00:00,3180.21,3187.86,1,OB,H1,H1_OB_BEAR_20250515_0300_VIA_20250515_0500,False,False,DOWN,ALIGNED,True,False,False,29.8449999999998,67.96500000000015
POIC0271,2025H1,BEAR,2025-05-15 16:00:00,3198.23,3221.6,2,FVG,H1;H4,H1_FVG_BEAR_20250514_1600;H4_FVG_BEAR_20250514_1600,False,True,BALANCE,BALANCE,False,True,,55.72499999999991,42.08500000000004
POIC0272,2025H1,BEAR,2025-05-15 19:00:00,3221.6,3243.81,2,FVG;OB,H1;H4,H4_OB_BEAR_20250514_0800_VIA_20250514_1200;H1_FVG_BEAR_20250514_1500,True,True,BALANCE,BALANCE,False,True,,78.51499999999987,19.295000000000076
POIC0273,2025H1,BEAR,2025-05-15 22:00:00,3229.67,3236.6,1,OB,H1,H1_OB_BEAR_20250514_1300_VIA_20250514_1400,False,False,UP,OPPOSING,True,True,False,78.94500000000016,18.86499999999978
POIC0274,2025H1,BEAR,2025-05-16 01:00:00,3251.78,3252.19,1,FVG,H1,H1_FVG_BEAR_20250514_0400,False,False,UP,OPPOSING,False,True,False,97.79500000000009,0.0149999999998726
POIC0275,2025H1,BEAR,2025-05-16 09:00:00,3227.44,3232.0,1,FVG,H1,H1_FVG_BEAR_20250516_0500,False,False,UP,OPPOSING,False,True,False,75.5300000000002,1.4999999999995453
POIC0276,2025H1,BEAR,2025-05-16 12:00:00,3209.19,3212.83,1,FVG,H1,H1_FVG_BEAR_20250516_1100,False,False,UP,OPPOSING,False,True,False,56.82000000000016,1.8799999999996544
POIC0277,2025H1,BEAR,2025-05-16 15:00:00,3179.18,3203.74,1,FVG,H1,H1_FVG_BEAR_20250516_1400,False,False,UP,OPPOSING,False,True,False,36.63999999999987,11.400000000000093
POIC0278,2025H1,BEAR,2025-05-16 20:00:00,3189.76,3195.57,1,FVG,H4,H4_FVG_BEAR_20250516_1600,False,True,BALANCE,BALANCE,False,False,,9.144999999999982,10.195000000000164
POIC0279,2025H1,BEAR,2025-05-19 01:00:00,3203.74,3212.89,1,OB,H1,H1_OB_BEAR_20250516_1200_VIA_20250516_1300,False,False,BALANCE,BALANCE,True,False,,2.824999999999818,41.45500000000038
POIC0280,2025H1,BEAR,2025-05-19 01:00:00,3231.22,3232.0,1,FVG,H4,H4_FVG_BEAR_20250516_0800,False,True,BALANCE,BALANCE,True,True,,26.11999999999989,18.16000000000031
POIC0281,2025H1,BEAR,2025-05-19 06:00:00,3230.02,3233.47,1,FVG,H1,H1_FVG_BEAR_20250519_0500,False,False,BALANCE,BALANCE,False,True,,25.27500000000009,16.715000000000146
POIC0282,2025H1,BEAR,2025-05-20 04:00:00,3224.12,3224.55,1,FVG,H1,H1_FVG_BEAR_20250520_0300,False,False,BALANCE,BALANCE,False,False,,19.764999999999876,79.85500000000002
POIC0283,2025H1,BEAR,2025-05-20 04:00:00,3225.33,3235.1,3,FVG;OB,H1,H1_OB_BEAR_20250519_2100_VIA_20250520_0200;H1_FVG_BEAR_20250520_0200;H1_FVG_BEAR_20250520_0100,True,False,BALANCE,BALANCE,False,False,,25.644999999999985,73.97499999999991
POIC0284,2025H1,BEAR,2025-05-20 06:00:00,3214.08,3224.12,1,OB,H1,H1_OB_BEAR_20250520_0300_VIA_20250520_0500,False,False,BALANCE,BALANCE,False,False,,14.529999999999744,95.57999999999991
POIC0285,2025H1,BEAR,2025-05-20 07:00:00,3214.17,3220.59,1,FVG,H1,H1_FVG_BEAR_20250520_0600,False,False,BALANCE,BALANCE,False,False,,9.420000000000073,97.29999999999971
POIC0286,2025H1,BEAR,2025-05-20 16:00:00,3252.19,3257.04,1,OB,H1,H1_OB_BEAR_20250514_0200_VIA_20250514_0700,False,False,UP,OPPOSING,True,False,True,21.80499999999984,65.9350000000004
POIC0287,2025H1,BEAR,2025-05-20 17:00:00,3273.09,3281.56,1,OB,H1,H1_OB_BEAR_20250512_0900_VIA_20250512_1000,False,False,UP,OPPOSING,False,False,True,16.605000000000018,43.22500000000037
POIC0288,2025H1,BEAR,2025-05-20 17:00:00,3284.73,3324.92,1,FVG,H4,H4_FVG_BEAR_20250512_0400,False,True,UP,OPPOSING,False,True,False,44.10500000000002,15.725000000000364
POIC0289,2025H1,BEAR,2025-05-21 01:00:00,3295.94,3325.51,2,FVG,H1;H4,H1_FVG_BEAR_20250512_0100;H4_FVG_BEAR_20250512_0000,False,True,UP,OPPOSING,False,True,False,25.34500000000025,14.134999999999764
POIC0290,2025H1,BEAR,2025-05-21 16:00:00,3307.13,3313.55,1,OB,H1,H1_OB_BEAR_20250521_1200_VIA_20250521_1500,False,False,UP,OPPOSING,False,False,True,27.49000000000024,35.07999999999993
POIC0291,2025H1,BEAR,2025-05-22 04:00:00,3330.27,3342.52,2,FVG;OB,H1,H1_FVG_BEAR_20250509_2300;H1_OB_BEAR_20250509_2000_VIA_20250512_0100,True,False,UP,OPPOSING,False,True,False,57.27500000000009,9.025000000000093
POIC0292,2025H1,BEAR,2025-05-22 14:00:00,3307.48,3310.16,1,FVG,H1,H1_FVG_BEAR_20250522_1300,False,False,BALANCE,BALANCE,False,True,,29.699999999999815,25.610000000000127
POIC0293,2025H1,BEAR,2025-05-22 14:00:00,3313.86,3322.56,1,FVG,H1,H1_FVG_BEAR_20250522_1200,False,False,BALANCE,BALANCE,False,True,,39.09000000000015,16.2199999999998
POIC0294,2025H1,BEAR,2025-05-22 16:00:00,3314.7,3320.33,1,FVG,H4,H4_FVG_BEAR_20250522_1200,False,True,BALANCE,BALANCE,False,False,,38.39499999999998,42.9050000000002
POIC0295,2025H1,BEAR,2025-05-23 08:00:00,3322.56,3331.22,1,OB,H1,H1_OB_BEAR_20250522_1000_VIA_20250522_1300,False,False,BALANCE,BALANCE,False,False,,14.379999999999654,39.0
POIC0296,2025H1,BEAR,2025-05-23 15:00:00,3350.75,3362.9,1,OB,H1,H1_OB_BEAR_20250508_1700_VIA_20250508_1800,False,False,BALANCE,BALANCE,False,True,,20.21499999999969,9.065000000000056
POIC0297,2025H1,BEAR,2025-05-26 05:00:00,3350.55,3358.18,2,FVG,H1,H1_FVG_BEAR_20250526_0200;H1_FVG_BEAR_20250526_0100,False,False,UP,OPPOSING,False,True,False,30.71499999999969,2.445000000000164
POIC0298,2025H1,BEAR,2025-05-26 11:00:00,3338.72,3344.25,1,FVG,H1,H1_FVG_BEAR_20250526_1000,False,False,UP,OPPOSING,False,True,False,48.94499999999971,8.465000000000146
POIC0299,2025H1,BEAR,2025-05-26 12:00:00,3332.17,3338.72,1,OB,H1,H1_OB_BEAR_20250526_1000_VIA_20250526_1100,False,False,UP,OPPOSING,False,True,False,42.90499999999975,14.50500000000011
POIC0300,2025H1,BEAR,2025-05-27 15:00:00,3296.1,3310.35,1,OB,H1,H1_OB_BEAR_20250527_1100_VIA_20250527_1400,False,False,DOWN,ALIGNED,False,False,False,18.27500000000009,22.27500000000009
POIC0301,2025H1,BEAR,2025-05-28 02:00:00,3309.82,3330.69,1,FVG,H4,H4_FVG_BEAR_20250527_1200,False,True,DOWN,ALIGNED,False,True,True,44.02500000000009,5.244999999999891
POIC0302,2025H1,BEAR,2025-05-28 03:00:00,3312.52,3316.03,1,FVG,H1,H1_FVG_BEAR_20250527_1000,False,False,DOWN,ALIGNED,False,True,True,64.06500000000005,11.224999999999907
POIC0303,2025H1,BEAR,2025-05-28 08:00:00,3299.01,3313.72,2,FVG;OB,H1,H1_FVG_BEAR_20250528_0700;H1_OB_BEAR_20250528_0500_VIA_20250528_0700,True,False,DOWN,ALIGNED,True,True,True,60.96499999999969,19.13500000000022
POIC0304,2025H1,BEAR,2025-05-28 16:00:00,3315.07,3320.12,1,FVG,H1,H1_FVG_BEAR_20250528_1400,False,False,BALANCE,BALANCE,False,True,,72.19500000000016,-0.1150000000002364
POIC0305,2025H1,BEAR,2025-05-28 20:00:00,3299.11,3300.41,1,FVG,H1,H1_FVG_BEAR_20250528_1900,False,False,BALANCE,BALANCE,False,True,,54.36000000000013,31.34999999999991
POIC0306,2025H1,BEAR,2025-05-29 05:00:00,3269.04,3281.91,1,FVG,H1,H1_FVG_BEAR_20250529_0300,False,False,DOWN,ALIGNED,False,False,False,14.49499999999989,55.63500000000022
POIC0307,2025H1,BEAR,2025-05-29 13:00:00,3295.97,3323.77,2,OB,H1;H4,H4_OB_BEAR_20250528_0800_VIA_20250528_2000;H1_OB_BEAR_20250528_2100_VIA_20250528_2300,False,True,BALANCE,BALANCE,False,True,,27.949999999999815,21.24000000000024
POIC0308,2025H1,BEAR,2025-05-29 14:00:00,3303.05,3305.37,1,FVG,H4,H4_FVG_BEAR_20250528_2000,False,True,BALANCE,BALANCE,True,False,,16.820000000000164,26.90000000000009
POIC0309,2025H1,BEAR,2025-05-29 19:00:00,3328.34,3330.69,1,FVG,H1,H1_FVG_BEAR_20250527_0900,False,False,BALANCE,BALANCE,False,True,,58.01500000000033,1.5949999999998
POIC0310,2025H1,BEAR,2025-05-30 08:00:00,3302.35,3308.12,1,FVG,H1,H1_FVG_BEAR_20250530_0600,False,False,UP,OPPOSING,False,True,False,33.73499999999967,3.005000000000109
POIC0311,2025H1,BEAR,2025-05-30 15:00:00,3305.0,3309.58,1,FVG,H4,H4_FVG_BEAR_20250530_0800,False,True,UP,OPPOSING,False,True,False,35.789999999999964,0.949999999999818
POIC0312,2025H1,BEAR,2025-05-30 17:00:00,3282.88,3306.81,1,OB,H1,H1_OB_BEAR_20250530_1500_VIA_20250530_1600,False,False,BALANCE,BALANCE,False,True,,23.34500000000025,0.944999999999709
POIC0313,2025H1,BEAR,2025-06-02 09:00:00,3332.61,3349.95,4,FVG;OB,H1;H4,H1_FVG_BEAR_20250527_0800;H4_FVG_BEAR_20250527_0800;H1_OB_BEAR_20250527_0500_VIA_20250527_0700;H4_OB_BEAR_20250527_0000_VIA_20250527_0800,True,True,UP,OPPOSING,True,False,True,17.579999999999927,50.79000000000042
POIC0314,2025H1,BEAR,2025-06-02 19:00:00,3379.09,3414.73,2,OB,H1;H4,H1_OB_BEAR_20250508_0400_VIA_20250508_0800;H4_OB_BEAR_20250508_0400_VIA_20250508_0800,False,True,UP,OPPOSING,False,True,False,63.83999999999969,-4.839999999999691
POIC0315,2025H1,BEAR,2025-06-03 01:00:00,3384.24,3395.77,1,FVG,H1,H1_FVG_BEAR_20250508_0800,False,False,UP,OPPOSING,False,True,False,56.934999999999945,2.0650000000000546
POIC0316,2025H1,BEAR,2025-06-03 05:00:00,3376.04,3383.13,1,FVG,H1,H1_FVG_BEAR_20250603_0400,False,False,UP,OPPOSING,False,True,False,46.51499999999987,-1.5850000000000364
POIC0317,2025H1,BEAR,2025-06-03 14:00:00,3358.57,3359.61,1,FVG,H1,H1_FVG_BEAR_20250603_1300,False,False,UP,OPPOSING,False,True,False,26.019999999999985,13.5
POIC0318,2025H1,BEAR,2025-06-03 17:00:00,3348.98,3363.0,1,OB,H1,H1_OB_BEAR_20250603_1500_VIA_20250603_1600,False,False,BALANCE,BALANCE,False,True,,22.919999999999614,16.600000000000364
POIC0319,2025H1,BEAR,2025-06-04 04:00:00,3367.67,3373.81,1,FVG,H4,H4_FVG_BEAR_20250603_0800,False,True,DOWN,ALIGNED,False,True,True,26.949999999999815,13.91000000000031
POIC0320,2025H1,BEAR,2025-06-04 09:00:00,3356.43,3358.27,1,FVG,H1,H1_FVG_BEAR_20250604_0800,False,False,BALANCE,BALANCE,True,False,,13.559999999999944,27.300000000000185
POIC0321,2025H1,BEAR,2025-06-04 10:00:00,3361.42,3362.83,1,FVG,H1,H1_FVG_BEAR_20250604_0700,False,False,BALANCE,BALANCE,False,False,,18.33500000000004,22.52500000000009
POIC0322,2025H1,BEAR,2025-06-04 15:00:00,3351.99,3364.96,2,FVG;OB,H1,H1_FVG_BEAR_20250604_1400;H1_OB_BEAR_20250604_1200_VIA_20250604_1400,True,False,BALANCE,BALANCE,True,False,,14.134999999999764,44.85500000000002
POIC0323,2025H1,BEAR,2025-06-05 01:00:00,3374.91,3374.98,1,FVG,H1,H1_FVG_BEAR_20250604_2300,False,False,BALANCE,BALANCE,True,True,,35.63499999999976,28.38500000000022
POIC0324,2025H1,BEAR,2025-06-05 07:00:00,3372.37,3381.69,1,OB,H1,H1_OB_BEAR_20250605_0300_VIA_20250605_0600,False,False,UP,OPPOSING,False,True,False,37.7199999999998,26.300000000000185
POIC0325,2025H1,BEAR,2025-06-05 13:00:00,3399.32,3402.09,1,FVG,H1,H1_FVG_BEAR_20250508_0700,False,False,UP,OPPOSING,False,True,False,61.39499999999998,2.625
POIC0326,2025H1,BEAR,2025-06-05 22:00:00,3356.48,3363.88,1,FVG,H1,H1_FVG_BEAR_20250605_1900,False,False,BALANCE,BALANCE,False,True,,46.470000000000255,15.399999999999636
POIC0327,2025H1,BEAR,2025-06-06 01:00:00,3361.33,3374.01,1,FVG,H4,H4_FVG_BEAR_20250605_2000,False,True,BALANCE,BALANCE,False,True,,60.61000000000013,7.9099999999998545
POIC0328,2025H1,BEAR,2025-06-06 11:00:00,3366.92,3369.01,1,FVG,H1,H1_FVG_BEAR_20250606_0900,False,False,BALANCE,BALANCE,False,True,,60.9050000000002,-0.2650000000003274
POIC0329,2025H1,BEAR,2025-06-06 16:00:00,3355.81,3360.84,1,OB,H1,H1_OB_BEAR_20250606_1300_VIA_20250606_1500,False,False,DOWN,ALIGNED,False,True,True,51.26499999999987,2.6350000000002183
POIC0330,2025H1,BEAR,2025-06-09 01:00:00,3312.82,3313.71,1,FVG,H1,H1_FVG_BEAR_20250606_2300,False,False,DOWN,ALIGNED,True,False,False,19.81500000000051,24.86499999999978
POIC0331,2025H1,BEAR,2025-06-09 01:00:00,3318.89,3321.32,1,FVG,H1,H1_FVG_BEAR_20250606_2200,False,False,DOWN,ALIGNED,False,True,True,26.6550000000002,18.02500000000009
POIC0332,2025H1,BEAR,2025-06-09 06:00:00,3309.36,3313.45,1,FVG,H1,H1_FVG_BEAR_20250609_0400,False,False,DOWN,ALIGNED,True,False,False,9.514999999999873,26.725000000000364
POIC0333,2025H1,BEAR,2025-06-09 07:00:00,3313.45,3318.58,1,OB,H1,H1_OB_BEAR_20250609_0200_VIA_20250609_0300,False,False,DOWN,ALIGNED,True,False,False,14.125,22.11500000000024
POIC0334,2025H1,BEAR,2025-06-09 09:00:00,3321.32,3326.81,1,OB,H1,H1_OB_BEAR_20250606_2000_VIA_20250606_2200,False,False,DOWN,ALIGNED,False,True,True,22.175000000000185,14.065000000000056
POIC0335,2025H1,BEAR,2025-06-09 10:00:00,3326.81,3343.48,1,FVG,H4,H4_FVG_BEAR_20250606_2000,False,True,DOWN,ALIGNED,False,True,True,33.25500000000011,2.9850000000001278
POIC0336,2025H1,BEAR,2025-06-09 14:00:00,3319.67,3319.68,1,FVG,H1,H1_FVG_BEAR_20250609_1300,False,False,DOWN,ALIGNED,False,False,False,17.78500000000031,18.454999999999927
POIC0337,2025H1,BEAR,2025-06-09 19:00:00,3336.73,3342.56,1,FVG,H1,H1_FVG_BEAR_20250606_1800,False,False,DOWN,ALIGNED,False,True,True,37.75500000000011,9.49499999999989
POIC0338,2025H1,BEAR,2025-06-10 06:00:00,3310.25,3314.54,1,FVG,H1,H1_FVG_BEAR_20250610_0500,False,False,BALANCE,BALANCE,True,False,,9.585000000000036,36.74499999999989
POIC0339,2025H1,BEAR,2025-06-10 09:00:00,3319.9,3327.9,3,FVG;OB,H1;H4,H1_FVG_BEAR_20250610_0400;H4_FVG_BEAR_20250610_0400;H1_OB_BEAR_20250610_0200_VIA_20250610_0400,True,True,UP,OPPOSING,True,False,True,8.430000000000291,25.23999999999978
POIC0340,2025H1,BEAR,2025-06-10 09:00:00,3329.48,3332.69,1,FVG,H1,H1_FVG_BEAR_20250609_2300,False,False,UP,OPPOSING,False,False,True,15.615000000000236,18.05499999999984
POIC0341,2025H1,BEAR,2025-06-10 22:00:00,3329.22,3335.56,1,FVG,H1,H1_FVG_BEAR_20250610_1800,False,False,BALANCE,BALANCE,False,False,,16.920000000000073,28.24000000000024
POIC0342,2025H1,BEAR,2025-06-11 14:00:00,3335.15,3348.57,1,OB,H1,H1_OB_BEAR_20250611_1000_VIA_20250611_1300,False,False,UP,OPPOSING,False,False,True,22.59999999999991,43.92000000000007
POIC0343,2025H1,BEAR,2025-06-11 15:00:00,3336.75,3342.44,1,FVG,H1,H1_FVG_BEAR_20250611_1300,False,False,UP,OPPOSING,False,False,True,20.33500000000004,48.98499999999967
POIC0344,2025H1,BEAR,2025-06-11 15:00:00,3356.03,3374.53,1,OB,H4,H4_OB_BEAR_20250606_0400_VIA_20250606_1600,False,True,UP,OPPOSING,False,True,False,46.01999999999998,23.299999999999727
POIC0345,2025H1,BEAR,2025-06-11 21:00:00,3328.55,3341.28,1,OB,H1,H1_OB_BEAR_20250611_1700_VIA_20250611_2000,False,False,UP,OPPOSING,True,False,True,11.074999999999818,63.92500000000018
POIC0346,2025H1,BEAR,2025-06-12 12:00:00,3361.14,3365.23,1,FVG,H1,H1_FVG_BEAR_20250612_1100,False,False,UP,OPPOSING,True,False,True,7.764999999999873,81.21500000000015
POIC0347,2025H1,BEAR,2025-06-12 14:00:00,3388.22,3400.45,2,FVG;OB,H1,H1_OB_BEAR_20250605_1300_VIA_20250605_1800;H1_FVG_BEAR_20250605_1600,True,False,UP,OPPOSING,False,False,True,21.175000000000185,50.065000000000055
POIC0348,2025H1,BEAR,2025-06-13 19:00:00,3430.42,3433.94,1,FVG,H1,H1_FVG_BEAR_20250613_1800,False,False,UP,OPPOSING,False,True,False,12.900000000000093,7.289999999999509
POIC0349,2025H1,BEAR,2025-06-16 14:00:00,3421.59,3426.84,1,FVG,H1,H1_FVG_BEAR_20250616_0900,False,False,BALANCE,BALANCE,False,True,,50.54500000000007,-1.5650000000000546
POIC0350,2025H1,BEAR,2025-06-16 18:00:00,3399.49,3411.07,1,FVG,H1,H1_FVG_BEAR_20250616_1700,False,False,DOWN,ALIGNED,False,True,True,39.06999999999971,0.4200000000000727
POIC0351,2025H1,BEAR,2025-06-17 01:00:00,3388.49,3391.09,1,FVG,H1,H1_FVG_BEAR_20250616_2200,False,False,DOWN,ALIGNED,True,True,True,23.579999999999927,13.400000000000093
POIC0352,2025H1,BEAR,2025-06-17 01:00:00,3394.06,3397.4,1,FVG,H1,H1_FVG_BEAR_20250616_2100,False,False,DOWN,ALIGNED,False,True,True,29.519999999999985,7.460000000000036
POIC0353,2025H1,BEAR,2025-06-17 02:00:00,3400.21,3410.78,1,FVG,H4,H4_FVG_BEAR_20250616_2000,False,True,DOWN,ALIGNED,False,True,True,39.284999999999854,-2.3049999999998363
POIC0354,2025H1,BEAR,2025-06-17 07:00:00,3392.56,3393.28,1,FVG,H1,H1_FVG_BEAR_20250617_0600,False,False,DOWN,ALIGNED,False,True,True,26.71000000000004,7.239999999999782
POIC0355,2025H1,BEAR,2025-06-17 12:00:00,3383.18,3403.19,2,OB,H1;H4,H1_OB_BEAR_20250617_1000_VIA_20250617_1100;H4_OB_BEAR_20250617_0000_VIA_20250617_0800,False,True,DOWN,ALIGNED,False,True,True,26.97499999999991,6.974999999999909
POIC0356,2025H1,BEAR,2025-06-18 06:00:00,3379.7,3382.93,1,FVG,H1,H1_FVG_BEAR_20250618_0500,False,False,BALANCE,BALANCE,True,True,,18.80499999999938,18.675000000000185
POIC0357,2025H1,BEAR,2025-06-18 11:00:00,3386.79,3389.4,1,FVG,H1,H1_FVG_BEAR_20250618_0900,False,False,BALANCE,BALANCE,False,True,,40.61500000000024,8.71499999999969
POIC0358,2025H1,BEAR,2025-06-18 14:00:00,3382.41,3382.54,1,FVG,H1,H1_FVG_BEAR_20250618_1300,False,False,BALANCE,BALANCE,True,True,,34.99499999999989,14.335000000000036
POIC0359,2025H1,BEAR,2025-06-19 01:00:00,3369.62,3396.81,3,FVG;OB,H1;H4,H1_FVG_BEAR_20250618_2300;H4_OB_BEAR_20250618_1600_VIA_20250618_2000;H1_FVG_BEAR_20250618_2200,True,True,BALANCE,BALANCE,False,True,,35.73500000000013,4.694999999999709
POIC0360,2025H1,BEAR,2025-06-19 03:00:00,3381.26,3392.79,1,OB,H1,H1_OB_BEAR_20250618_1800_VIA_20250618_2200,False,False,BALANCE,BALANCE,False,True,,39.54500000000007,0.8849999999997635
POIC0361,2025H1,BEAR,2025-06-19 10:00:00,3364.76,3371.91,1,FVG,H1,H1_FVG_BEAR_20250619_0900,False,False,BALANCE,BALANCE,False,True,,27.99499999999989,10.654999999999744
POIC0362,2025H1,BEAR,2025-06-19 12:00:00,3371.91,3375.17,1,OB,H1,H1_OB_BEAR_20250619_0700_VIA_20250619_0800,False,False,BALANCE,BALANCE,False,True,,33.19999999999982,5.449999999999818
POIC0363,2025H1,BEAR,2025-06-20 09:00:00,3344.74,3356.2,1,OB,H1,H1_OB_BEAR_20250620_0600_VIA_20250620_0800,False,False,DOWN,ALIGNED,False,False,False,10.129999999999654,24.019999999999985
POIC0364,2025H1,BEAR,2025-06-20 10:00:00,3348.72,3352.52,1,FVG,H1,H1_FVG_BEAR_20250620_0900,False,False,DOWN,ALIGNED,True,False,False,8.7199999999998,23.86999999999989
POIC0365,2025H1,BEAR,2025-06-20 12:00:00,3355.24,3361.84,1,FVG,H4,H4_FVG_BEAR_20250620_0800,False,True,DOWN,ALIGNED,False,True,True,16.639999999999873,15.949999999999818
POIC0366,2025H1,BEAR,2025-06-20 16:00:00,3350.73,3354.98,1,FVG,H1,H1_FVG_BEAR_20250620_1500,False,False,BALANCE,BALANCE,True,False,,9.855000000000018,21.634999999999764
POIC0367,2025H1,BEAR,2025-06-20 16:00:00,3360.59,3372.94,3,FVG;OB,H1;H4,H1_FVG_BEAR_20250620_0500;H4_OB_BEAR_20250619_1600_VIA_20250620_0400;H1_OB_BEAR_20250620_0200_VIA_20250620_0400,True,True,BALANCE,BALANCE,False,True,,23.765000000000327,7.724999999999454
POIC0368,2025H1,BEAR,2025-06-23 05:00:00,3364.71,3369.25,1,OB,H1,H1_OB_BEAR_20250620_2300_VIA_20250623_0400,False,False,BALANCE,BALANCE,False,True,,33.82999999999993,26.480000000000015
POIC0369,2025H1,BEAR,2025-06-23 12:00:00,3368.05,3371.23,1,FVG,H1,H1_FVG_BEAR_20250623_0400,False,False,BALANCE,BALANCE,False,True,,53.5600000000004,23.81999999999971
POIC0370,2025H1,BEAR,2025-06-24 06:00:00,3357.35,3367.18,1,FVG,H1,H1_FVG_BEAR_20250624_0200,False,False,DOWN,ALIGNED,False,True,True,66.92499999999973,-4.375
POIC0371,2025H1,BEAR,2025-06-24 13:00:00,3316.58,3331.75,1,OB,H1,H1_OB_BEAR_20250624_1000_VIA_20250624_1200,False,False,DOWN,ALIGNED,False,True,True,28.824999999999815,12.875
POIC0372,2025H1,BEAR,2025-06-24 19:00:00,3317.84,3317.86,1,FVG,H1,H1_FVG_BEAR_20250624_1600,False,False,DOWN,ALIGNED,True,False,False,6.540000000000418,19.1899999999996
POIC0373,2025H1,BEAR,2025-06-24 19:00:00,3318.51,3327.65,1,OB,H1,H1_OB_BEAR_20250624_1300_VIA_20250624_1500,False,False,DOWN,ALIGNED,False,False,False,11.769999999999982,13.960000000000036
POIC0374,2025H1,BEAR,2025-06-25 03:00:00,3328.87,3342.21,1,FVG,H4,H4_FVG_BEAR_20250624_1200,False,True,DOWN,ALIGNED,False,True,True,23.590000000000146,4.449999999999818
