event_id,block,direction,required_consecutive_H1_closes_beyond,confirmation_time,hours_from_arrival_to_confirmation,post_confirmation_6h_directional_dominance,post_confirmation_12h_directional_dominance
2026JF_BUY_SIDE_20260108_1700,2026JF,UP,2,2026-01-08 19:00:00,2.0,False,True
2026JF_BUY_SIDE_20260108_1700,2026JF,UP,3,2026-01-08 20:00:00,3.0,True,True
2026JF_BUY_SIDE_20260108_2200,2026JF,UP,1,2026-01-08 23:00:00,1.0,False,False
2026JF_BUY_SIDE_20260108_2200,2026JF,UP,2,2026-01-09 00:00:00,2.0,False,False
2026JF_BUY_SIDE_20260108_2200,2026JF,UP,3,2026-01-09 02:00:00,4.0,False,False
2026JF_BUY_SIDE_20260113_1500,2026JF,UP,1,2026-01-13 16:00:00,1.0,False,False
2026JF_BUY_SIDE_20260113_1500,2026JF,UP,2,2026-01-13 17:00:00,2.0,False,False
2026JF_BUY_SIDE_20260113_1500,2026JF,UP,3,2026-01-13 18:00:00,3.0,False,False
2026JF_BUY_SIDE_20260114_0700,2026JF,UP,1,2026-01-14 09:00:00,2.0,False,False
2026JF_SELL_SIDE_20260115_0300,2026JF,DOWN,1,2026-01-15 06:00:00,3.0,False,False
2026JF_SELL_SIDE_20260115_0300,2026JF,DOWN,2,2026-01-15 07:00:00,4.0,False,False
2026JF_SELL_SIDE_20260115_0300,2026JF,DOWN,3,2026-01-15 08:00:00,5.0,False,False
2026JF_BUY_SIDE_20260115_1200,2026JF,UP,1,2026-01-15 13:00:00,1.0,False,False
2026JF_BUY_SIDE_20260115_1200,2026JF,UP,2,2026-01-15 14:00:00,2.0,False,False
2026JF_BUY_SIDE_20260115_1200,2026JF,UP,3,2026-01-15 15:00:00,3.0,False,False
2026JF_SELL_SIDE_20260116_0200,2026JF,DOWN,1,2026-01-16 03:00:00,1.0,False,False
2026JF_SELL_SIDE_20260116_0200,2026JF,DOWN,2,2026-01-16 04:00:00,2.0,False,True
2026JF_SELL_SIDE_20260116_0200,2026JF,DOWN,3,2026-01-16 05:00:00,3.0,False,False
2026JF_SELL_SIDE_20260116_1500,2026JF,DOWN,1,2026-01-16 18:00:00,3.0,False,False
2026JF_SELL_SIDE_20260116_1500,2026JF,DOWN,2,2026-01-16 21:00:00,6.0,False,False
2026JF_SELL_SIDE_20260127_1300,2026JF,DOWN,1,2026-01-27 17:00:00,4.0,False,False
2026JF_SELL_SIDE_20260127_1600,2026JF,DOWN,1,2026-01-27 17:00:00,1.0,False,False
2026JF_BUY_SIDE_20260127_1800,2026JF,UP,1,2026-01-27 23:00:00,5.0,True,True
2026JF_BUY_SIDE_20260127_1800,2026JF,UP,2,2026-01-28 00:00:00,6.0,True,True
2026JF_BUY_SIDE_20260203_0200,2026JF,UP,1,2026-02-03 04:00:00,2.0,False,True
2026JF_SELL_SIDE_20260204_1600,2026JF,DOWN,1,2026-02-04 17:00:00,1.0,True,True
2026JF_SELL_SIDE_20260204_1600,2026JF,DOWN,2,2026-02-04 18:00:00,2.0,True,True
2026JF_SELL_SIDE_20260204_1600,2026JF,DOWN,3,2026-02-04 19:00:00,3.0,False,False
2026JF_SELL_SIDE_20260205_0400,2026JF,DOWN,1,2026-02-05 05:00:00,1.0,False,False
2026JF_BUY_SIDE_20260206_0700,2026JF,UP,1,2026-02-06 08:00:00,1.0,False,False
2026JF_BUY_SIDE_20260206_0700,2026JF,UP,2,2026-02-06 09:00:00,2.0,True,True
2026JF_BUY_SIDE_20260206_0700,2026JF,UP,3,2026-02-06 13:00:00,6.0,True,True
2026JF_BUY_SIDE_20260206_1400,2026JF,UP,1,2026-02-06 16:00:00,2.0,True,True
2026JF_BUY_SIDE_20260206_1400,2026JF,UP,2,2026-02-06 17:00:00,3.0,False,False
2026JF_BUY_SIDE_20260206_1400,2026JF,UP,3,2026-02-06 18:00:00,4.0,True,True
2026JF_BUY_SIDE_20260206_1500,2026JF,UP,1,2026-02-06 16:00:00,1.0,True,True
2026JF_BUY_SIDE_20260206_1500,2026JF,UP,2,2026-02-06 17:00:00,2.0,False,False
2026JF_BUY_SIDE_20260206_1500,2026JF,UP,3,2026-02-06 18:00:00,3.0,True,True
2026JF_BUY_SIDE_20260211_0400,2026JF,UP,1,2026-02-11 05:00:00,1.0,True,True
2026JF_BUY_SIDE_20260211_0400,2026JF,UP,2,2026-02-11 10:00:00,6.0,True,True
2026JF_BUY_SIDE_20260211_1200,2026JF,UP,1,2026-02-11 13:00:00,1.0,False,False
2026JF_BUY_SIDE_20260211_1200,2026JF,UP,2,2026-02-11 14:00:00,2.0,False,False
2026JF_BUY_SIDE_20260218_0900,2026JF,UP,1,2026-02-18 15:00:00,6.0,True,True
2026JF_SELL_SIDE_20260224_1400,2026JF,DOWN,1,2026-02-24 15:00:00,1.0,True,True
2026JF_SELL_SIDE_20260224_1400,2026JF,DOWN,2,2026-02-24 16:00:00,2.0,False,False
2026JF_SELL_SIDE_20260224_1400,2026JF,DOWN,3,2026-02-24 17:00:00,3.0,False,False
2026JF_SELL_SIDE_20260224_1500,2026JF,DOWN,1,2026-02-24 16:00:00,1.0,False,False
2026JF_BUY_SIDE_20260225_0300,2026JF,UP,1,2026-02-25 04:00:00,1.0,True,True
2026JF_BUY_SIDE_20260225_0300,2026JF,UP,2,2026-02-25 05:00:00,2.0,True,True
2026JF_BUY_SIDE_20260225_0300,2026JF,UP,3,2026-02-25 06:00:00,3.0,True,True
2026JF_BUY_SIDE_20260225_0700,2026JF,UP,1,2026-02-25 08:00:00,1.0,False,False
2026JF_BUY_SIDE_20260225_0700,2026JF,UP,2,2026-02-25 09:00:00,2.0,False,False
2026JF_BUY_SIDE_20260225_1800,2026JF,UP,1,2026-02-25 19:00:00,1.0,False,False
2026JF_SELL_SIDE_20260225_2200,2026JF,DOWN,1,2026-02-25 23:00:00,1.0,False,False
2026JF_BUY_SIDE_20260226_2100,2026JF,UP,1,2026-02-26 23:00:00,2.0,False,False
2026JF_BUY_SIDE_20260227_1500,2026JF,UP,1,2026-02-27 16:00:00,1.0,True,True
2026JF_BUY_SIDE_20260227_1500,2026JF,UP,2,2026-02-27 17:00:00,2.0,True,True
2026JF_BUY_SIDE_20260227_1500,2026JF,UP,3,2026-02-27 18:00:00,3.0,True,True
