block,entry_ts,direction,entry,sl,sl_dist,topology,d_same,d_opp,policy,status,exit_ts,exit_price,R
2025H1,2025-01-08 16:13:00,UP,2664.23,2645.23,19.0,SAME_NEAREST,0.9699999999997999,19.0,REPLACE,REPLACED,2025-01-08 16:32:00,2665.2,0.05105263157893684
2025H1,2025-01-08 16:32:00,UP,2665.2,2645.23,19.9699999999998,NO_SAME_TARGET,,19.9699999999998,REPLACE,REPLACED,2025-01-09 13:27:00,2670.02,0.2413620430646075
2025H1,2025-01-09 13:27:00,UP,2670.02,2655.45,14.570000000000164,NO_SAME_TARGET,,24.789999999999964,REPLACE,REPLACED,2025-01-10 08:57:00,2678.29,0.5676046671242202
2025H1,2025-01-10 08:57:00,UP,2678.29,2668.34,9.949999999999818,NO_SAME_TARGET,,33.059999999999945,REPLACE,SL,2025-01-10 15:30:00,2668.34,-1.0
2025H1,2025-01-13 17:55:00,DOWN,2663.69,2691.25,27.559999999999945,SAME_NEAREST,18.460000000000036,34.29999999999973,REPLACE,CHALLENGE_OPENS,2025-01-14 21:36:00,2675.22,-0.4183599419448392
2025H1,2025-01-16 02:23:00,UP,2697.99,2676.7,21.289999999999964,NO_SAME_TARGET,,38.179999999999836,REPLACE,CHALLENGE_OPENS,2025-01-20 03:05:00,2689.92,-0.37905119774540735
2025H1,2025-01-21 03:41:00,UP,2713.72,2701.81,11.909999999999854,SAME_NEAREST,3.6200000000003456,24.409999999999854,REPLACE,REPLACED,2025-01-21 03:55:00,2717.34,0.3039462636440294
2025H1,2025-01-21 03:55:00,UP,2717.34,2701.81,15.5300000000002,SAME_NEAREST,7.309999999999945,28.0300000000002,REPLACE,REPLACED,2025-01-21 04:39:00,2724.65,0.4707018673534998
2025H1,2025-01-21 04:39:00,UP,2724.65,2701.81,22.840000000000146,NO_SAME_TARGET,,35.340000000000146,REPLACE,REPLACED,2025-01-24 04:00:00,2763.36,1.694833625218905
2025H1,2025-01-24 04:00:00,UP,2763.36,2751.27,12.090000000000146,NO_SAME_TARGET,,27.570000000000164,REPLACE,SL,2025-01-27 08:22:00,2751.27,-1.0
2025H1,2025-01-30 08:58:00,UP,2766.25,2744.66,21.590000000000146,SAME_NEAREST,5.690000000000055,21.590000000000146,REPLACE,REPLACED,2025-01-30 10:12:00,2771.94,0.26354793886058436
2025H1,2025-01-30 10:12:00,UP,2771.94,2758.77,13.170000000000073,SAME_NEAREST,13.980000000000018,27.2800000000002,REPLACE,REPLACED,2025-01-30 15:58:00,2785.92,1.0615034168564876
2025H1,2025-01-30 15:58:00,UP,2785.92,2758.77,27.15000000000009,NO_SAME_TARGET,,41.26000000000022,REPLACE,CHALLENGE_OPENS,2025-02-03 01:24:00,2790.94,0.1848987108655604
