id,tf,side,price,source,known_at
H1_SSL_20240209_1800,H1,DOWN,2020.25,2024-02-09 18:00:00,2024-02-09 21:00:00
H1_BSL_20240209_2000,H1,UP,2026.24,2024-02-09 20:00:00,2024-02-09 23:00:00
H4_BSL_20240209_1200,H4,UP,2037.12,2024-02-09 12:00:00,2024-02-10 00:00:00
H1_BSL_20240212_0100,H1,UP,2026.87,2024-02-12 01:00:00,2024-02-12 04:00:00
H1_SSL_20240212_0100,H1,DOWN,2023.14,2024-02-12 01:00:00,2024-02-12 04:00:00
H4_SSL_20240209_1600,H4,DOWN,2020.25,2024-02-09 16:00:00,2024-02-12 04:00:00
H1_SSL_20240212_0500,H1,DOWN,2021.78,2024-02-12 05:00:00,2024-02-12 08:00:00
H1_BSL_20240212_1000,H1,UP,2027.22,2024-02-12 10:00:00,2024-02-12 13:00:00
H1_SSL_20240212_1200,H1,DOWN,2019.97,2024-02-12 12:00:00,2024-02-12 15:00:00
H1_BSL_20240212_1500,H1,UP,2027.54,2024-02-12 15:00:00,2024-02-12 18:00:00
H1_SSL_20240212_1800,H1,DOWN,2011.85,2024-02-12 18:00:00,2024-02-12 21:00:00
H1_BSL_20240212_2000,H1,UP,2021.53,2024-02-12 20:00:00,2024-02-12 23:00:00
H4_BSL_20240212_1200,H4,UP,2027.54,2024-02-12 12:00:00,2024-02-13 00:00:00
H4_SSL_20240212_1600,H4,DOWN,2011.85,2024-02-12 16:00:00,2024-02-13 04:00:00
H1_SSL_20240213_0200,H1,DOWN,2018.21,2024-02-13 02:00:00,2024-02-13 05:00:00
H1_BSL_20240213_0300,H1,UP,2021.12,2024-02-13 03:00:00,2024-02-13 06:00:00
H1_SSL_20240213_0500,H1,DOWN,2016.8,2024-02-13 05:00:00,2024-02-13 08:00:00
H1_BSL_20240213_1500,H1,UP,2032.91,2024-02-13 15:00:00,2024-02-13 18:00:00
H1_SSL_20240213_1700,H1,DOWN,1990.1,2024-02-13 17:00:00,2024-02-13 20:00:00
H1_SSL_20240213_2100,H1,DOWN,1991.23,2024-02-13 21:00:00,2024-02-14 00:00:00
H4_BSL_20240213_1200,H4,UP,2032.91,2024-02-13 12:00:00,2024-02-14 00:00:00
H1_SSL_20240214_0300,H1,DOWN,1988.84,2024-02-14 03:00:00,2024-02-14 06:00:00
H1_BSL_20240214_0400,H1,UP,1993.51,2024-02-14 04:00:00,2024-02-14 07:00:00
H1_BSL_20240214_0700,H1,UP,1993.3,2024-02-14 07:00:00,2024-02-14 10:00:00
H1_SSL_20240214_1000,H1,DOWN,1985.94,2024-02-14 10:00:00,2024-02-14 13:00:00
H1_BSL_20240214_1200,H1,UP,1993.31,2024-02-14 12:00:00,2024-02-14 15:00:00
H1_SSL_20240214_1700,H1,DOWN,1984.16,2024-02-14 17:00:00,2024-02-14 20:00:00
H1_BSL_20240214_2000,H1,UP,1996.12,2024-02-14 20:00:00,2024-02-14 23:00:00
H1_SSL_20240214_2200,H1,DOWN,1989.6,2024-02-14 22:00:00,2024-02-15 02:00:00
H4_SSL_20240214_1600,H4,DOWN,1984.16,2024-02-14 16:00:00,2024-02-15 04:00:00
H1_BSL_20240215_0300,H1,UP,1994.32,2024-02-15 03:00:00,2024-02-15 06:00:00
H1_SSL_20240215_0500,H1,DOWN,1990.22,2024-02-15 05:00:00,2024-02-15 08:00:00
H4_BSL_20240214_2000,H4,UP,1996.12,2024-02-14 20:00:00,2024-02-15 08:00:00
H1_SSL_20240215_1500,H1,DOWN,1995.65,2024-02-15 15:00:00,2024-02-15 18:00:00
H1_BSL_20240215_1600,H1,UP,2008.29,2024-02-15 16:00:00,2024-02-15 19:00:00
H1_SSL_20240215_1800,H1,DOWN,1998.4,2024-02-15 18:00:00,2024-02-15 21:00:00
H1_BSL_20240215_2100,H1,UP,2006.42,2024-02-15 21:00:00,2024-02-16 00:00:00
H4_BSL_20240215_1600,H4,UP,2008.29,2024-02-15 16:00:00,2024-02-16 04:00:00
H1_SSL_20240216_0200,H1,DOWN,2002.32,2024-02-16 02:00:00,2024-02-16 05:00:00
H1_BSL_20240216_0300,H1,UP,2005.62,2024-02-16 03:00:00,2024-02-16 06:00:00
H1_SSL_20240216_0800,H1,DOWN,2002.67,2024-02-16 08:00:00,2024-02-16 11:00:00
H1_BSL_20240216_0900,H1,UP,2006.44,2024-02-16 09:00:00,2024-02-16 12:00:00
H1_BSL_20240216_1400,H1,UP,2008.0,2024-02-16 14:00:00,2024-02-16 17:00:00
H1_SSL_20240216_1500,H1,DOWN,1995.03,2024-02-16 15:00:00,2024-02-16 18:00:00
H1_BSL_20240216_2100,H1,UP,2015.1,2024-02-16 21:00:00,2024-02-17 00:00:00
H4_SSL_20240216_1200,H4,DOWN,1995.03,2024-02-16 12:00:00,2024-02-17 00:00:00
