id,tf,side,price,source,known_at
H1_SSL_20250102_1000,H1,DOWN,2631.09,2025-01-02 10:00:00,2025-01-02 13:00:00
H1_SSL_20250102_1500,H1,DOWN,2636.0,2025-01-02 15:00:00,2025-01-02 18:00:00
H1_BSL_20250102_1900,H1,UP,2660.48,2025-01-02 19:00:00,2025-01-02 22:00:00
H1_BSL_20250102_2200,H1,UP,2660.45,2025-01-02 22:00:00,2025-01-03 02:00:00
H1_SSL_20250103_0400,H1,DOWN,2656.19,2025-01-03 04:00:00,2025-01-03 07:00:00
H1_BSL_20250103_0500,H1,UP,2665.2,2025-01-03 05:00:00,2025-01-03 08:00:00
H1_SSL_20250103_1000,H1,DOWN,2649.83,2025-01-03 10:00:00,2025-01-03 13:00:00
H1_BSL_20250103_1300,H1,UP,2659.29,2025-01-03 13:00:00,2025-01-03 16:00:00
H4_BSL_20250103_0400,H4,UP,2665.2,2025-01-03 04:00:00,2025-01-03 16:00:00
H1_SSL_20250103_1900,H1,DOWN,2639.08,2025-01-03 19:00:00,2025-01-03 22:00:00
H1_BSL_20250103_2100,H1,UP,2642.93,2025-01-03 21:00:00,2025-01-04 00:00:00
H1_SSL_20250103_2300,H1,DOWN,2636.64,2025-01-03 23:00:00,2025-01-06 03:00:00
H1_BSL_20250106_0300,H1,UP,2647.35,2025-01-06 03:00:00,2025-01-06 06:00:00
H1_SSL_20250106_0900,H1,DOWN,2625.17,2025-01-06 09:00:00,2025-01-06 12:00:00
H1_BSL_20250106_1300,H1,UP,2649.37,2025-01-06 13:00:00,2025-01-06 16:00:00
H1_SSL_20250106_1600,H1,DOWN,2614.68,2025-01-06 16:00:00,2025-01-06 19:00:00
H1_BSL_20250106_1800,H1,UP,2641.28,2025-01-06 18:00:00,2025-01-06 21:00:00
H1_SSL_20250106_2100,H1,DOWN,2632.88,2025-01-06 21:00:00,2025-01-07 00:00:00
H4_BSL_20250106_1200,H4,UP,2649.37,2025-01-06 12:00:00,2025-01-07 00:00:00
H1_BSL_20250106_2300,H1,UP,2636.99,2025-01-06 23:00:00,2025-01-07 03:00:00
H4_SSL_20250106_1600,H4,DOWN,2614.68,2025-01-06 16:00:00,2025-01-07 04:00:00
H1_SSL_20250107_0200,H1,DOWN,2632.9,2025-01-07 02:00:00,2025-01-07 05:00:00
H1_BSL_20250107_0300,H1,UP,2641.15,2025-01-07 03:00:00,2025-01-07 06:00:00
H1_SSL_20250107_0700,H1,DOWN,2637.02,2025-01-07 07:00:00,2025-01-07 10:00:00
H1_BSL_20250107_0800,H1,UP,2646.71,2025-01-07 08:00:00,2025-01-07 11:00:00
H1_BSL_20250107_1500,H1,UP,2664.23,2025-01-07 15:00:00,2025-01-07 18:00:00
H1_SSL_20250107_1700,H1,DOWN,2641.97,2025-01-07 17:00:00,2025-01-07 20:00:00
H1_BSL_20250107_1900,H1,UP,2656.02,2025-01-07 19:00:00,2025-01-07 22:00:00
H1_SSL_20250107_2100,H1,DOWN,2646.97,2025-01-07 21:00:00,2025-01-08 00:00:00
H4_BSL_20250107_1200,H4,UP,2664.23,2025-01-07 12:00:00,2025-01-08 00:00:00
H1_BSL_20250108_0200,H1,UP,2651.51,2025-01-08 02:00:00,2025-01-08 05:00:00
H1_SSL_20250108_0600,H1,DOWN,2645.23,2025-01-08 06:00:00,2025-01-08 09:00:00
H1_BSL_20250108_1200,H1,UP,2655.13,2025-01-08 12:00:00,2025-01-08 15:00:00
H4_SSL_20250108_0400,H4,DOWN,2645.23,2025-01-08 04:00:00,2025-01-08 16:00:00
H1_SSL_20250108_1400,H1,DOWN,2645.78,2025-01-08 14:00:00,2025-01-08 17:00:00
H1_BSL_20250108_1800,H1,UP,2670.02,2025-01-08 18:00:00,2025-01-08 21:00:00
H1_SSL_20250108_1900,H1,DOWN,2649.4,2025-01-08 19:00:00,2025-01-08 22:00:00
H1_BSL_20250108_2200,H1,UP,2664.09,2025-01-08 22:00:00,2025-01-09 02:00:00
H4_BSL_20250108_1600,H4,UP,2670.02,2025-01-08 16:00:00,2025-01-09 04:00:00
H1_BSL_20250109_0500,H1,UP,2662.15,2025-01-09 05:00:00,2025-01-09 08:00:00
H1_SSL_20250109_0600,H1,DOWN,2655.45,2025-01-09 06:00:00,2025-01-09 09:00:00
H1_BSL_20250109_1500,H1,UP,2678.29,2025-01-09 15:00:00,2025-01-09 18:00:00
H1_SSL_20250109_1900,H1,DOWN,2662.72,2025-01-09 19:00:00,2025-01-09 22:00:00
