block,ts,arrival_side,ref,before,after,primary,resolution,eligible,topology,d_same,d_opp,nearest_bsl,nearest_ssl
2025H1,2025-01-30 15:58:00,UP,2785.92,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,41.26000000000022,,2744.66
2025H1,2025-02-03 01:24:00,DOWN,2790.94,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,,2744.66
2025H1,2025-02-03 16:36:00,UP,2817.17,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,NO_SAME_TARGET,,45.07999999999993,,2772.09
2025H1,2025-02-04 15:21:00,UP,2830.71,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,58.61999999999989,,2772.09
2025H1,2025-02-07 17:19:00,UP,2882.36,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,48.23000000000002,,2834.13
2025H1,2025-02-10 08:46:00,UP,2886.74,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,34.38999999999987,,2852.35
2025H1,2025-02-12 12:43:00,DOWN,2881.65,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,2942.55,2852.35
2025H1,2025-02-13 05:15:00,UP,2909.12,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,33.43000000000029,45.40000000000009,2942.55,2863.72
2025H1,2025-02-13 20:56:00,UP,2922.71,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,19.840000000000146,58.99000000000024,2942.55,2863.72
2025H1,2025-02-18 05:02:00,UP,2906.39,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,33.55000000000018,29.449999999999818,2939.94,2876.94
2025H1,2025-02-19 10:37:00,UP,2939.94,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,2.6100000000001273,47.92000000000007,2942.55,2892.02
2025H1,2025-02-19 11:15:00,UP,2942.55,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,50.5300000000002,,2892.02
2025H1,2025-02-19 18:00:00,DOWN,2924.11,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,,2892.02
2025H1,2025-02-20 08:00:00,UP,2946.94,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,NO_SAME_TARGET,,28.420000000000073,,2918.52
2025H1,2025-02-21 10:12:00,DOWN,2924.07,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,2954.85,2918.52
2025H1,2025-02-21 10:21:00,DOWN,2918.52,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,26.5,36.32999999999993,2954.85,2892.02
2025H1,2025-02-24 14:02:00,UP,2949.68,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,2954.85,2921.1
2025H1,2025-02-24 16:00:00,UP,2954.85,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,NO_SAME_TARGET,,33.75,,2921.1
2025H1,2025-02-25 09:52:00,DOWN,2930.78,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,2956.2,2921.1
2025H1,2025-02-25 17:17:00,DOWN,2921.1,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,4.329999999999927,35.09999999999991,2956.2,2916.77
2025H1,2025-02-25 17:21:00,DOWN,2916.77,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,24.75,39.429999999999836,2956.2,2892.02
2025H1,2025-02-25 18:08:00,DOWN,2892.02,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,15.079999999999927,64.17999999999984,2956.2,2876.94
2025H1,2025-02-27 07:36:00,DOWN,2890.81,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,2.6100000000001273,54.0300000000002,2944.84,2888.2
2025H1,2025-02-27 09:44:00,DOWN,2888.2,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,11.259999999999764,56.64000000000033,2944.84,2876.94
2025H1,2025-02-27 16:46:00,DOWN,2876.94,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,13.220000000000255,43.79999999999973,2920.74,2863.72
2025H1,2025-02-28 05:41:00,DOWN,2867.71,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,3.9900000000002365,53.029999999999745,2920.74,2863.72
2025H1,2025-02-28 05:44:00,DOWN,2863.72,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,11.36999999999989,57.01999999999998,2920.74,2852.35
2025H1,2025-02-28 10:44:00,DOWN,2852.35,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,18.2199999999998,68.38999999999987,2920.74,2834.13
2025H1,2025-02-28 16:55:00,DOWN,2834.13,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,26.940000000000055,86.60999999999967,2920.74,2807.19
2025H1,2025-03-03 14:31:00,UP,2876.9,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,2920.74,2832.64
2025H1,2025-03-04 09:27:00,UP,2895.13,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,25.609999999999673,62.49000000000024,2920.74,2832.64
2025H1,2025-03-04 11:31:00,UP,2920.74,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,24.100000000000364,88.09999999999991,2944.84,2832.64
2025H1,2025-03-05 18:20:00,UP,2927.8,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,17.039999999999964,95.16000000000031,2944.84,2832.64
2025H1,2025-03-06 11:54:00,DOWN,2894.3,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,2929.87,2832.64
2025H1,2025-03-07 16:55:00,UP,2926.54,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,3.3299999999999272,30.309999999999945,2929.87,2896.23
2025H1,2025-03-07 17:01:00,UP,2929.87,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,14.970000000000255,33.63999999999987,2944.84,2896.23
2025H1,2025-03-10 10:33:00,DOWN,2902.02,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,2930.3,2896.23
2025H1,2025-03-10 13:40:00,DOWN,2896.23,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,5.019999999999982,34.070000000000164,2930.3,2891.21
2025H1,2025-03-10 19:10:00,DOWN,2891.21,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,58.570000000000164,39.090000000000146,2930.3,2832.64
2025H1,2025-03-12 11:00:00,UP,2922.22,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,2930.3,2879.78
2025H1,2025-03-12 18:08:00,UP,2930.3,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,14.539999999999964,50.51999999999998,2944.84,2879.78
2025H1,2025-03-13 04:55:00,UP,2944.84,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,11.359999999999673,38.789999999999964,2956.2,2906.05
2025H1,2025-03-13 16:36:00,UP,2956.2,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,50.149999999999636,,2906.05
2025H1,2025-03-18 03:28:00,UP,3004.91,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,26.440000000000055,,2978.47
2025H1,2025-03-19 05:55:00,UP,3038.22,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,59.75,,2978.47
2025H1,2025-03-19 20:36:00,UP,3045.31,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,22.789999999999964,,3022.52
2025H1,2025-03-21 07:42:00,DOWN,3022.52,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3057.44,2978.47
2025H1,2025-03-25 16:03:00,UP,3033.24,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,4.860000000000127,30.789999999999964,3038.1,3002.45
2025H1,2025-03-26 17:02:00,DOWN,3013.28,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3036.0,3002.45
2025H1,2025-03-27 04:43:00,UP,3032.06,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,3.9400000000000546,19.779999999999745,3036.0,3012.28
2025H1,2025-03-27 06:27:00,UP,3036.0,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,2.099999999999909,23.7199999999998,3038.1,3012.28
2025H1,2025-03-27 06:36:00,UP,3038.1,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,9.349999999999909,25.81999999999971,3047.45,3012.28
2025H1,2025-03-27 12:16:00,UP,3047.45,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,9.990000000000236,35.16999999999962,3057.44,3012.28
2025H1,2025-03-27 16:39:00,UP,3057.44,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,45.159999999999854,,3012.28
2025H1,2025-04-01 03:56:00,UP,3127.78,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,115.5,,3012.28
2025H1,2025-04-02 23:28:00,UP,3135.7,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,13.210000000000036,34.91999999999962,3148.91,3100.78
2025H1,2025-04-03 02:01:00,UP,3148.91,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,48.129999999999654,,3100.78
2025H1,2025-04-03 13:28:00,DOWN,3104.76,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3167.78,3100.78
2025H1,2025-04-03 13:58:00,DOWN,3099.64,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,87.35999999999967,68.14000000000033,3167.78,3012.28
2025H1,2025-04-04 17:02:00,DOWN,3054.05,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,41.76999999999998,113.73000000000002,3167.78,3012.28
2025H1,2025-04-07 01:00:00,DOWN,2999.36,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,20.890000000000327,137.28999999999996,3136.65,2978.47
2025H1,2025-04-07 02:32:00,DOWN,2978.47,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,72.41999999999962,158.1800000000003,3136.65,2906.05
2025H1,2025-04-07 19:58:00,DOWN,2970.32,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,64.26999999999998,85.2199999999998,3055.54,2906.05
2025H1,2025-04-09 09:07:00,UP,3022.64,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,3055.54,2956.2
2025H1,2025-04-09 14:19:00,UP,3055.54,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,81.11000000000013,85.52999999999975,3136.65,2970.01
2025H1,2025-04-10 17:05:00,UP,3136.65,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,31.13000000000011,166.63999999999987,3167.78,2970.01
2025H1,2025-04-10 18:28:00,UP,3167.78,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,197.76999999999998,,2970.01
2025H1,2025-04-14 05:10:00,UP,3245.31,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,275.2999999999997,,2970.01
2025H1,2025-04-14 13:23:00,DOWN,3209.18,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,,2970.01
2025H1,2025-04-15 23:02:00,UP,3232.62,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,13.010000000000218,38.9699999999998,3245.63,3193.65
2025H1,2025-04-16 02:37:00,UP,3245.63,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,51.98000000000002,,3193.65
2025H1,2025-04-21 03:33:00,UP,3357.5,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,145.90999999999985,,3211.59
2025H1,2025-04-23 16:40:00,DOWN,3283.92,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3499.99,3211.59
2025H1,2025-04-25 01:30:00,UP,3367.29,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,OPPOSITE_NEAREST,132.69999999999982,107.17000000000007,3499.99,3260.12
2025H1,2025-04-25 08:44:00,DOWN,3306.66,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3499.99,3260.12
2025H1,2025-04-28 19:13:00,UP,3336.58,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,34.23000000000002,68.61999999999989,3370.81,3267.96
2025H1,2025-04-30 11:10:00,DOWN,3299.64,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3329.96,3267.96
2025H1,2025-04-30 15:04:00,DOWN,3267.96,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,2.8099999999999454,62.0,3329.96,3265.15
2025H1,2025-05-01 03:20:00,DOWN,3265.15,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,5.0300000000002,64.80999999999995,3329.96,3260.12
2025H1,2025-05-01 03:24:00,DOWN,3260.12,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,48.529999999999745,69.84000000000015,3329.96,3211.59
2025H1,2025-05-01 14:47:00,DOWN,3211.59,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,17.940000000000055,108.14999999999964,3319.74,3193.65
2025H1,2025-05-05 04:31:00,UP,3269.26,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,3319.74,3222.75
2025H1,2025-05-05 15:19:00,UP,3319.74,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,10.220000000000255,96.98999999999978,3329.96,3222.75
2025H1,2025-05-05 22:24:00,UP,3329.96,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,22.929999999999836,107.21000000000004,3352.89,3222.75
2025H1,2025-05-06 04:08:00,UP,3352.89,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,17.920000000000073,130.13999999999987,3370.81,3222.75
2025H1,2025-05-06 04:40:00,UP,3370.81,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,129.17999999999984,148.05999999999995,3499.99,3222.75
2025H1,2025-05-08 04:51:00,UP,3398.09,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,39.7199999999998,37.90000000000009,3437.81,3360.19
2025H1,2025-05-08 08:53:00,DOWN,3363.66,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3437.81,3360.19
2025H1,2025-05-08 08:54:00,DOWN,3360.19,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,137.44000000000005,77.61999999999989,3437.81,3222.75
2025H1,2025-05-12 01:00:00,DOWN,3274.69,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,51.940000000000055,140.03999999999996,3414.73,3222.75
2025H1,2025-05-12 10:27:00,DOWN,3222.75,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,20.88000000000011,124.73000000000002,3347.48,3201.87
2025H1,2025-05-14 07:05:00,DOWN,3225.46,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,9.659999999999854,40.059999999999945,3265.52,3215.8
2025H1,2025-05-14 15:13:00,DOWN,3215.8,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,8.110000000000127,49.7199999999998,3265.52,3207.69
2025H1,2025-05-14 15:36:00,DOWN,3207.69,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,5.820000000000164,57.82999999999993,3265.52,3201.87
2025H1,2025-05-14 15:38:00,DOWN,3201.87,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,8.2199999999998,63.65000000000009,3265.52,3193.65
2025H1,2025-05-14 15:46:00,DOWN,3193.65,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,223.63999999999987,71.86999999999989,3265.52,2970.01
2025H1,2025-05-15 16:09:00,UP,3192.64,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,3265.52,2970.01
2025H1,2025-05-20 15:35:00,UP,3249.77,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,2.230000000000018,95.57999999999993,3252.0,3154.19
2025H1,2025-05-20 16:57:00,UP,3252.0,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,13.519999999999982,47.429999999999836,3265.52,3204.57
2025H1,2025-05-20 17:03:00,UP,3265.52,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,81.96000000000004,60.94999999999982,3347.48,3204.57
2025H1,2025-05-21 22:06:00,UP,3320.55,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,26.929999999999836,115.98000000000002,3347.48,3204.57
2025H1,2025-05-23 14:49:00,UP,3347.48,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,67.25,68.36000000000013,3414.73,3279.12
2025H1,2025-05-27 08:45:00,DOWN,3323.65,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3365.89,3279.12
2025H1,2025-05-28 19:37:00,DOWN,3291.61,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,6.660000000000309,58.33999999999969,3349.95,3284.95
2025H1,2025-05-28 23:51:00,DOWN,3279.12,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,74.54999999999973,70.82999999999993,3349.95,3204.57
2025H1,2025-05-29 19:04:00,UP,3325.5,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,3349.95,3245.4
2025H1,2025-06-02 09:18:00,UP,3331.11,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,18.83999999999969,59.61000000000013,3349.95,3271.5
2025H1,2025-06-02 10:11:00,UP,3349.95,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,15.940000000000055,78.44999999999982,3365.89,3271.5
2025H1,2025-06-02 16:43:00,UP,3365.89,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,48.840000000000146,94.38999999999987,3414.73,3271.5
2025H1,2025-06-04 17:32:00,UP,3372.59,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,19.480000000000018,39.51999999999998,3392.07,3333.07
2025H1,2025-06-05 12:25:00,UP,3384.65,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,7.420000000000073,40.86000000000013,3392.07,3343.79
2025H1,2025-06-05 13:05:00,UP,3392.07,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,22.659999999999854,48.2800000000002,3414.73,3343.79
2025H1,2025-06-05 18:47:00,DOWN,3343.79,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3414.73,3333.07
2025H1,2025-06-06 17:02:00,DOWN,3339.31,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,6.239999999999782,64.01999999999998,3403.33,3333.07
2025H1,2025-06-06 17:16:00,DOWN,3333.07,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,61.570000000000164,70.25999999999976,3403.33,3271.5
2025H1,2025-06-10 14:12:00,UP,3338.13,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,3375.58,3293.45
2025H1,2025-06-11 15:30:00,UP,3349.14,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,26.440000000000055,33.67000000000007,3375.58,3315.47
2025H1,2025-06-12 01:10:00,UP,3360.63,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,14.949999999999818,45.16000000000031,3375.58,3315.47
2025H1,2025-06-12 04:28:00,UP,3375.58,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,27.75,60.11000000000013,3403.33,3315.47
2025H1,2025-06-13 03:06:00,UP,3403.33,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,11.400000000000091,64.69000000000005,3414.73,3338.64
2025H1,2025-06-13 03:30:00,UP,3414.73,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,23.079999999999927,76.09000000000015,3437.81,3338.64
2025H1,2025-06-13 05:33:00,UP,3437.81,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,62.179999999999836,99.17000000000007,3499.99,3338.64
2025H1,2025-06-13 16:29:00,UP,3444.4,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,55.58999999999969,105.76000000000022,3499.99,3338.64
2025H1,2025-06-17 06:11:00,DOWN,3382.87,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,3451.45,3338.64
2025H1,2025-06-17 17:35:00,DOWN,3373.67,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,35.0300000000002,77.77999999999975,3451.45,3338.64
2025H1,2025-06-18 22:14:00,DOWN,3370.62,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,4.4099999999998545,29.36999999999989,3399.99,3366.21
2025H1,2025-06-18 22:29:00,DOWN,3366.21,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,27.570000000000164,33.779999999999745,3399.99,3338.64
2025H1,2025-06-19 08:52:00,DOWN,3362.51,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,23.870000000000346,34.29999999999973,3396.81,3338.64
2025H1,2025-06-20 06:10:00,DOWN,3347.48,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,8.840000000000146,49.32999999999993,3396.81,3338.64
2025H1,2025-06-24 02:34:00,DOWN,3346.94,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,6.599999999999909,49.73000000000002,3396.67,3340.34
2025H1,2025-06-24 03:01:00,DOWN,3338.64,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,19.379999999999654,58.0300000000002,3396.67,3319.26
2025H1,2025-06-24 09:34:00,DOWN,3319.26,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,3.7900000000004184,74.19999999999982,3393.46,3315.47
2025H1,2025-06-24 15:13:00,DOWN,3315.47,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,13.579999999999927,77.99000000000024,3393.46,3301.89
2025H1,2025-06-24 16:37:00,DOWN,3301.89,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,8.440000000000055,91.57000000000016,3393.46,3293.45
2025H1,2025-06-26 02:11:00,UP,3337.04,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,3393.46,3295.34
2025H1,2025-06-26 16:35:00,DOWN,3311.95,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,16.609999999999673,81.51000000000022,3393.46,3295.34
