route_id,direction,entry_year,episode_no,ha1_idx,nha_idx,nha_bars,ha1_ts,state_ts,state_label,decision_ts,decision_px,challenge_ts,pha_start_time,pha_bars,pha_range,pha_move,alive_entry_in_pha,nha_range,nha_range_over_pha_range,nha_body_sum_over_pha_range,nha_close_penetration,nha_extreme_penetration,pha_retention,nha_range_over_pha_move,cycle_min,max_loss_entry_atr,total_loss_entry_atr,losing_count,losing_frac,m15_raw_opp_eff_cum,m15_ha_opp_eff_cum,m30_raw_opp_eff_cum,m30_ha_opp_eff_cum,closeha_opp_body,pressure_opp_flow2,liq_same_active_n,liq_same_d1_S,liq_opp_active_n,liq_opp_d1_S,liq_distance_ratio,child_liq_same_active_n,child_liq_same_d1_S,child_liq_opp_active_n,child_liq_opp_d1_S,child_liq_distance_ratio,liq_since_child_same_active_n,liq_since_child_opp_active_n,liq_since_child_same_d1_S,liq_since_child_opp_d1_S,liq_since_child_distance_ratio,prevha_liq_same_active_n_delta,prevha_liq_opp_active_n_delta,prevha_liq_same_d1_S_delta,prevha_liq_opp_d1_S_delta,prevha_liq_distance_ratio_delta,donchian_primary,bb_z_primary,macd_hist_primary_S,h4_rsi_primary,h1_rsi_primary,price_from_child_S,ha_opp_body_strength_S,resilient_pressure,route_delta_if_exit
14,DOWN,2024,1,3281,3281,1,2024-02-15 01:00:05,2024-02-15 01:00:05,EXACT,2024-02-15 01:00:05,1993.05,2024-02-15 11:48:14,2024-02-13 12:00:00,8,48.75,31.082755001859596,1,6.519999999999982,0.13374358974358938,0.03872874559279948,0.18235897435897175,0.2453333333333294,0.8176410256410283,0.20976261594604173,,0.0,0.0,0,0.0,-0.09056603773585715,-0.24367185117417334,0.06607929515415883,-0.4791122715404886,0.10107485653901292,0.34319256031683487,0,,10,4.766147274706434,,1,0.8533657449326959,9,3.2609515028055993,0.2616922527668665,-1,1,,1.5051957719008344,,,,,,,0.8367179487179526,1.1869068095272173,0.1944993257871293,70.59121965184782,55.714672270295054,1.985213096280019,0.22060827730868005,,6.500000000000142
15,UP,2024,1,3297,3297,1,2024-02-19 16:00:00,2024-02-19 16:00:00,NO_ORACLE,2024-02-19 16:00:00,2016.78,2024-02-21 19:11:18,2024-02-16 16:00:00,5,27.6400000000001,17.340367688646438,1,4.559999999999945,0.164978292329954,0.009165987146523821,0.16543053545586836,0.25144717800289507,0.8345694645441316,0.26297020235537416,,0.0,0.0,0,0.0,0.2837209302325599,0.39750445632795106,0.450924608819314,0.7975077881620807,0.13374208110648955,0.5585952354352792,10,1.9264277980221587,2,2.597632027711201,0.7416091954023039,10,2.906454485069163,1,2.848608721556386,1.0203066721923018,0,1,-0.9800266870470045,-0.25097669384518495,-0.2786974767899979,,,,,,0.8415892672858591,1.2511724014205738,0.36098811375273593,58.650685829109634,55.42084344101596,1.0139722259893387,0.030257681817348225,,-6.000000000000091
15,UP,2024,2,3300,3300,1,2024-02-20 04:00:00,2024-02-20 04:00:00,NO_ORACLE,2024-02-20 04:00:00,2016.9,2024-02-21 19:11:18,2024-02-19 20:00:00,1,1.5900000000001455,0.18666302881752017,0,4.25,2.6729559748425227,0.18343929911389337,0.7232704402515633,2.1823899371067355,0.27672955974843666,22.768300862377817,0.274852346272521,0.0,0.0,0,0.0,-0.06388526727510026,-0.024015369836697917,-0.041257367387043054,-0.15501081470798803,0.06810768565261938,0.10985945240496311,11,0.7245011408323985,3,0.4460323163194528,1.624324324324302,10,2.906454485069163,1,2.848608721556386,1.0203066721923018,1,2,-2.1819533442367645,-2.402576405236933,0.6040176521320002,1.0,1.0,-1.2019266571897602,-2.151599711391748,0.8827151289219981,0.8196278511404573,0.9388444107470608,0.23096284877957943,58.10312363114405,53.77568139601771,1.0391347477496455,0.03516042438529495,0.02368519644020308,-5.879999999999972
15,UP,2024,3,3306,3306,1,2024-02-21 04:00:00,2024-02-21 04:00:00,NO_ORACLE,2024-02-21 04:00:00,2025.35,2024-02-21 19:11:18,2024-02-20 04:00:00,5,14.150000000000091,8.901665757204228,1,3.316197945087424,0.23436027880476346,0.11227547315105656,0.4461130742049602,0.5681978798586671,0.5538869257950398,0.372536785309377,0.6747128628191869,0.0,0.0,0,0.0,-0.22222222222220095,-0.4372969460689157,-0.5508474576271227,-0.5574879227053957,0.12417055715068684,0.3042533510385722,11,0.6747128628191869,3,1.4824161452536586,0.45514403292183225,10,1.198609480543625,3,1.1650148204282913,1.02883625128733,1,0,-0.5238966177244381,0.3174013248253673,-0.5736922183654977,0.0,0.0,-0.04978827801321162,1.0363838289342058,-1.1691802914024696,0.8457891801450034,1.0863375173143135,0.16590714087484315,62.11477120573925,57.016788364844786,0.29770332464351534,0.19383633610938175,0.12257841571479582,5.139999999999864
16,UP,2024,1,3315,3315,1,2024-02-22 16:00:00,2024-02-22 16:00:00,EXACT,2024-02-22 16:00:00,2025.6,2024-02-22 18:47:52,2024-02-22 00:00:00,3,9.899999999999864,4.6524422196080195,0,8.519999999999982,0.8606060606060706,0.13033532550999466,0.7532828282828139,1.2353535353535312,0.24671717171718613,1.8312962521257952,,,,0,,0.3663535439794862,0.5308813324080971,0.7047496790757221,0.8400353513036123,0.2653014414117232,0.3594999925497723,9,1.4254655526916837,4,0.6892632395164225,2.0681003584229596,9,0.515532005824925,4,1.5808831817577496,0.32610379550734175,0,0,0.9099335468667588,-0.891619942241327,1.7419965629156178,,,,,,0.5710987996306544,0.24133198308665998,-0.03466269883138349,55.20058272599301,44.326760414344776,-0.9054300261031452,0.15938529605304985,,0.0
18,UP,2024,1,3327,3327,1,2024-02-26 16:00:00,2024-02-26 16:00:00,EARLY,2024-02-26 16:00:00,2032.55,2024-02-28 08:52:53,2024-02-23 16:00:00,5,19.298747502167544,11.713747502167735,1,4.730000000000018,0.24509362586710703,0.0028074239300389507,0.4335773603473627,0.5497766110887888,0.5664226396526373,0.403799040326308,,0.7735987175723891,1.374739122310185,2,1.0,0.23327615780447858,0.11051373954596645,0.27812113720645393,0.2884834663625564,0.015164629487170634,0.18884680261719572,8,0.6125995504544028,4,2.066119868742303,0.2964975845410687,6,0.1884722990263916,3,3.132582068131527,0.06016515926071446,2,1,0.4241272514280112,-1.0664621993892238,0.23633242528035425,,,,,,0.65532251681836,0.9473595540886506,0.03287226683560842,57.277748793804406,52.75893287257676,-0.7548324399692845,0.00675977597233522,,7.779999999999916
18,UP,2024,2,3334,3334,1,2024-02-27 20:00:00,2024-02-27 20:00:00,EXACT,2024-02-27 20:00:00,2032.28,2024-02-28 08:52:53,2024-02-27 00:00:00,4,8.910000000000082,5.564477529305577,1,7.389999999999873,0.8294051627384742,0.1902393551535735,0.6546015712682554,1.095398428731751,0.3453984287317446,1.328067183501074,0.8621544084099163,0.8068585350476329,2.0912372714084206,3,1.0,0.10051546391752238,0.4041720990874032,0.4559471365638799,0.964796479647899,0.27722981311030515,0.30354402949223297,9,0.6649460686563113,5,0.9101923373242358,0.7305555555555496,8,0.07124764482003296,5,1.486200871772445,0.04793944491168473,1,0,0.5936984238362784,-0.5760085344482093,0.6826161106438648,1.0,1.0,0.0523465182019085,-1.1559275314180673,0.4340579710144809,0.6414721013058983,0.42722411711021624,-0.011575332128591265,54.12404765526806,45.11686631238621,-0.5928891752848179,0.2142785741063801,0.14053712301801227,10.859999999999907
19,DOWN,2024,1,3339,3339,1,2024-02-28 16:00:00,2024-02-28 16:00:00,EXACT,2024-02-28 16:00:00,2036.06,2024-02-29 15:31:23,2024-02-27 16:00:00,5,12.269999999999982,7.142532654418346,0,11.649999999999864,0.9494702526487271,0.00984353949059573,0.4474327628361872,0.9209453952730213,0.5525672371638127,1.631074097056205,,,,0,,0.8968185726569363,0.9665940450254366,0.981096408317597,1.0,0.4146981944793036,0.32977614529062765,4,2.5023818924670085,9,0.22068649229055315,11.339080459770067,4,1.1371492701454768,9,1.5725726865718865,0.7231139646869955,0,0,1.3652326223215316,-1.3518861942813334,10.615966495083072,,,,,,0.21923229125445065,-0.8868595518388467,0.07722192221224608,43.61616243323552,37.92008019489703,-1.359631722617657,0.015318715630661483,,0.0
20,UP,2024,1,3366,3366,1,2024-03-06 04:00:00,2024-03-06 04:00:00,NO_ORACLE,2024-03-06 04:00:00,2125.46,2024-03-12 07:44:14,2024-02-28 12:00:00,27,117.27999999999975,99.94828022954925,1,3.3400000000001455,0.02847885402455792,0.01376191328470117,0.1278350954979525,0.14188267394270046,0.8721649045020475,0.03341728334223693,,0.0,0.0,0,0.0,0.2420382165604639,0.580016934800958,0.9496402877696782,0.9049586776861337,0.22120449173048595,0.5452964138556728,1,1.988985381576756,8,8.248835861610054,0.24112316149160648,0,,8,7.609164127031094,,1,0,,0.6396717345789602,,,,,,,0.8419515045281912,1.0797845091854783,0.2881458234038562,79.7042141558606,60.73196623955282,0.6875051134100393,0.19779524441621257,,-441.8699999999999
20,UP,2024,2,3379,3379,1,2024-03-08 08:00:00,2024-03-08 08:00:00,NO_ORACLE,2024-03-08 08:00:00,2157.71,2024-03-12 07:44:14,2024-03-06 08:00:00,11,40.42000000000007,33.00900070249281,1,5.160000000000309,0.12765957446809253,0.03145981475873523,0.1872216724393888,0.2657100445324151,0.8127783275606112,0.15632100003592747,0.8447223878590653,0.0,0.0,0,0.0,-0.07846410684471665,-0.05246422893481349,0.015299026425608693,0.05408388520967026,0.11236611411260046,0.43927861014982683,1,0.8447223878590653,10,1.18551167738156,0.7125382262997223,0,,9,2.2059447831968515,,1,1,,-1.0204331058152916,,0.0,2.0,-1.1442629937176907,-7.063324184228494,0.4714150648081158,0.8712707182320403,1.1328673750779465,-0.14499807544649673,81.58862043002595,55.93102475567956,1.9359731979258588,0.15367007352200374,0.20115139217875766,-168.39999999999975
