year,variant,q_prior,delta,recovery,PnL,PF,DD,EXACT,EARLY,LATE,FALSE,signals
2025,DD+CLOSE_PEN,0.7,973.5800000000022,0.18595918211424087,3821.7400000000025,2.3318998114581864,920.4500000000007,19,10,4,1,34
2025,DD+BODY_SUM,0.95,1106.3599999999992,0.21132089887211214,3954.5199999999995,2.225637687897102,1015.0600000000007,12,3,1,0,16
2025,DD+CLOSE+BODY,0.8,84.82999999999765,0.016203000697169807,2932.989999999998,1.9617527372173011,928.4400000000006,18,12,1,1,32
2025,DD+CLOSE+BODY+RANGE,0.8,-6.289999999999509,-0.001201424901393292,2841.870000000001,1.9408794745136477,923.3900000000006,18,13,2,2,35
2026,DD+CLOSE_PEN,0.8,1388.3800000000097,0.2340184534063303,3848.170000000009,1.6823770782500167,1484.7899999999972,11,2,5,1,19
2026,DD+BODY_SUM,0.95,1188.2000000000044,0.20027710449401515,3647.990000000004,1.6116150167993413,1628.3099999999977,5,0,0,1,6
2026,DD+CLOSE+BODY,0.9,916.2700000000036,0.15444193110144025,3376.060000000003,1.561117694671638,1852.9099999999994,6,2,0,0,8
2026,DD+CLOSE+BODY+RANGE,0.8,-625.5499999999959,-0.1054396084129186,1834.2400000000036,1.3020473628655511,2519.079999999998,6,4,0,2,12
