state,PnL,delta,recovery,PF,DD,EXACT,EARLY,LATE,MISS,FALSE,min_year_delta
SAME_PARTICIPATION_LOSS,7139.440000000005,1831.4900000000052,0.16399107110079253,1.7809520267513463,1994.1899999999996,15,9,3,72,3,687.4800000000059
OPP_PRESSURE_GAIN,7096.479999999992,1788.5299999999925,0.1601444454492781,1.7360882914280966,1138.8600000000015,8,9,13,69,6,774.2200000000015
OLD_BEST3,6819.720000000004,1511.770000000004,0.13536343717849678,1.7024570525669582,1681.5900000000001,6,3,8,82,1,740.450000000001
RESILIENT_PRESSURE,6711.110000000002,1403.1600000000026,0.125638530008784,1.7041171977623066,2295.989999999996,9,3,4,83,1,419.1400000000083
POSITION_DAMAGE,6167.470000000003,859.5200000000032,0.07696116573530476,1.6766612979672086,1612.2400000000007,12,12,10,65,2,-490.3400000000017
DELIVERY,5447.580000000002,139.63000000000193,0.012502428764450754,1.5759704126308807,2497.3299999999954,10,8,9,72,3,-158.08999999999247
PHA_NHA,5370.000000000002,62.050000000002,0.005555938586508513,1.5245897795843728,2047.2099999999996,0,6,10,83,2,-165.02000000000106
CYCLE_MIN,5354.170000000005,46.2200000000048,0.004138525084100593,1.5675403514313675,2773.059999999995,12,7,3,77,1,-292.7499999999931
