year,routes,oracle_routes,base_N,base_PnL,base_PF,base_DD,oracle_PnL,oracle_PF,oracle_DD,oracle_gain
2024,73,58,243,1902.3600000000004,1.776413257747358,712.3199999999995,3351.6299999999983,2.985421652489159,300.2399999999984,1449.269999999998
2025,68,57,261,2848.1600000000003,1.768153622093964,1084.9500000000003,8018.460000000001,5.048929756260132,232.6299999999992,5170.300000000001
2026,50,41,189,2459.7899999999995,1.3731415282815365,1700.6199999999994,8392.570000000005,3.124265656915927,856.8099999999977,5932.780000000006
