route_id,direction,entry_year,episode_no,ha1_idx,nha_idx,nha_bars,ha1_ts,state_ts,state_label,decision_ts,decision_px,challenge_ts,pha_start_time,pha_bars,pha_range,pha_move,alive_entry_in_pha,nha_range,nha_range_over_pha_range,nha_body_sum_over_pha_range,nha_close_penetration,nha_extreme_penetration,pha_retention,nha_range_over_pha_move,cycle_min,max_loss_entry_atr,total_loss_entry_atr,losing_count,losing_frac,m15_raw_opp_eff_cum,m15_ha_opp_eff_cum,m30_raw_opp_eff_cum,m30_ha_opp_eff_cum,closeha_opp_body,pressure_opp_flow2,liq_same_active_n,liq_same_d1_S,liq_opp_active_n,liq_opp_d1_S,liq_distance_ratio,child_liq_same_active_n,child_liq_same_d1_S,child_liq_opp_active_n,child_liq_opp_d1_S,child_liq_distance_ratio,liq_since_child_same_active_n,liq_since_child_opp_active_n,liq_since_child_same_d1_S,liq_since_child_opp_d1_S,liq_since_child_distance_ratio,prevha_liq_same_active_n_delta,prevha_liq_opp_active_n_delta,prevha_liq_same_d1_S_delta,prevha_liq_opp_d1_S_delta,prevha_liq_distance_ratio_delta,donchian_primary,bb_z_primary,macd_hist_primary_S,h4_rsi_primary,h1_rsi_primary,price_from_child_S,ha_opp_body_strength_S,resilient_pressure,route_delta_if_exit,SAME_PARTICIPATION_LOSS,OPP_PRESSURE_GAIN,CYCLE_MIN,RESILIENT_PRESSURE,DELIVERY,POSITION_DAMAGE,PHA_NHA,OLD_BEST3,combo_score,year_test,combo
94,UP,2025,4,4810,4810,1,2025-02-11 12:00:00,2025-02-11 12:00:00,EXACT,2025-02-11 12:00:00,2903.12,2025-02-12 12:43:16,2025-02-10 00:00:00,8,88.71000000000004,63.180734251121066,1,26.320000000000164,0.2966971029196275,0.04606848622569541,0.3156070341562438,0.44639837673317945,0.6843929658437562,0.41658268635162543,2.9836969569872624,0.0,0.0,0,0.0,0.5419309372797829,0.7112017678055138,0.6344804543935908,0.8428243259581284,0.748987096843664,1.2505698309829005,0,,68,3.84353453769187,,0,,68,2.672622995977371,,0,0,,1.1709115417144993,,0.0,0.0,,3.1673129945097056,,0.6364139457664634,0.9538227005281374,0.1706361994913305,61.83684704937156,47.7979295761785,1.2405579179356194,0.3093247086763866,0.9366479025617525,85.8199999999992,0.5757575757575757,0.07575757575757576,1.0,1.0,0.8666666666666668,0.4838709677419355,0.3080808080808081,0.5151515151515151,0.8666666666666668,2025,DELIVERY
100,UP,2025,2,4907,4907,1,2025-03-05 16:00:00,2025-03-05 16:00:00,EARLY,2025-03-05 16:00:00,2899.99,2025-03-06 11:54:40,2025-03-05 08:00:00,1,10.679075277856555,6.3640752778565,0,24.86999999999989,2.328853327925193,0.6557648652962105,1.3577954666230576,2.6481693652482567,-0.35779546662305767,3.9078733223872892,1.0611315416758382,1.469109372012735,1.469109372012735,1,0.5,0.4833000285469523,0.6612307415082509,0.6082981715893258,0.6615849471226536,0.7731642213802943,0.6710062684150597,3,1.9156832893849625,67,4.637027775240219,0.41312741312741463,2,1.68437373289756,67,6.157399413621272,0.2735527809307649,1,0,0.23130955648740237,-1.5203716383810528,0.13957463219664973,0.0,0.0,0.49088165550610174,-0.5103530184093792,0.13632612505549657,0.707650273224043,0.46944986723951465,0.26247719756109855,50.31309689827152,41.30225318187307,-1.429532174249861,0.48222350723568763,0.3454538934950745,11.369999999999294,0.768065268065268,0.2727272727272727,0.5,0.8333333333333334,0.8575757575757577,0.9112903225806452,0.98989898989899,0.6818181818181818,0.8575757575757577,2025,DELIVERY
109,UP,2025,2,5105,5105,1,2025-04-22 16:00:00,2025-04-22 16:00:00,EXACT,2025-04-22 16:00:00,3431.31,2025-04-23 16:40:37,2025-04-21 00:00:00,9,178.10961783606854,145.9921178360687,1,44.0300000000002,0.2472073127489682,0.05946503518678412,0.3253895028472918,0.4251314494969734,0.6746104971527083,0.3015916246207244,3.2317190639849183,0.0,0.0,0,0.0,0.35455816120515815,0.2712425056853252,0.6167783569123905,0.2859731239619427,0.6210783373712385,1.6331169309541562,0,,75,6.965090780571519,,0,,74,7.191048903657314,,0,1,,-0.22595812308579433,,-1.0,1.0,,1.3746054396182723,,0.6834319526627235,1.1496384570429996,0.1276335988042127,69.01595881091228,48.46335654252895,3.492691704519948,0.4998260655305926,1.2471941165468392,417.8699999999999,0.696969696969697,0.4545454545454546,1.0,1.0,0.8454545454545453,0.4838709677419355,0.3080808080808081,0.5606060606060607,0.8454545454545453,2025,DELIVERY
113,UP,2025,2,5173,5173,1,2025-05-08 01:00:05,2025-05-08 01:00:05,NO_ORACLE,2025-05-08 01:00:05,3365.71,2025-05-08 08:53:33,2025-05-07 16:00:00,1,22.300000000000182,1.8638335147052203,0,34.30000000000018,1.5381165919282467,0.3917301902532234,0.8904708520179332,1.5439461883408077,0.10952914798206678,18.40293123252749,0.6520796492936047,0.22333098640434795,0.22333098640434795,1,0.3333333333333333,0.3720535545917458,0.5491321187777898,0.7699729834040884,0.7520497876123498,0.6066029995244367,0.7965741093649974,2,2.9835489689312764,76,0.1719636481615939,17.3498817966902,1,5.392504079198901,75,6.180632868603422,0.8724841280561926,1,1,-2.408955110267625,-6.008669220441829,16.47739766863401,1.0,1.0,-1.8133230132490965,-6.3071079709781115,16.60951770378374,0.6587463963545063,0.407222867481231,0.06711074273670209,55.83482883799643,41.43311914724269,-0.2597748727547419,0.35513067688530725,0.31440963884107553,7.429999999999836,0.20104895104895104,0.9015151515151516,0.25757575757575757,0.7878787878787878,0.8484848484848484,0.5161290322580645,0.9444444444444445,0.8282828282828283,0.8484848484848484,2025,DELIVERY
114,DOWN,2025,4,5207,5207,1,2025-05-15 16:00:00,2025-05-15 16:00:00,EXACT,2025-05-15 16:00:00,3189.01,2025-05-15 16:09:41,2025-05-14 00:00:00,9,136.3499999999999,101.11898693041803,1,30.5,0.22368903557022385,0.10329089047416108,0.3991932526585983,0.5069306930693065,0.6008067473414017,0.3016248572682759,2.649062817841501,0.0,0.0,0,0.0,0.664166185804956,0.7667806370343605,0.7916522938944494,0.9560388708931128,0.744937372884411,1.3570884400076701,72,7.246526307957151,6,0.14853104306698586,48.78795811518705,72,7.541877871444033,5,2.834909846342474,2.660358981494373,0,1,-0.2953515634868822,-2.6863788032754883,46.12759913369268,-4.0,1.0,5.89203361249761,-0.45469070386442745,46.54252730578762,0.5764903338099077,0.8511712381417809,0.12947157609712143,59.917702988224306,46.269864108319375,0.18780233979413236,0.547609573217847,0.9851878979363179,31.06999999999823,1.0,0.6136363636363636,0.9545454545454546,1.0,0.9393939393939394,0.4838709677419355,0.393939393939394,0.8535353535353535,0.9393939393939394,2025,DELIVERY
137,UP,2025,2,5648,5648,1,2025-08-27 08:00:00,2025-08-27 08:00:00,EARLY,2025-08-27 08:00:00,3374.91,2025-09-11 12:13:26,2025-08-26 16:00:00,3,23.919999999999618,17.08470274009369,1,16.140000000000327,0.6747491638796231,0.19534018216925386,0.5061663879598773,0.8490802675585397,0.49383361204012266,0.9447047598974976,1.139770266251739,0.6906333136380031,0.9296813804770969,2,1.0,0.7036577805331774,0.8353464717101521,0.7644305772230578,0.9495335029685245,0.4849072578914197,0.7503101899876776,6,1.7639301739610567,83,0.45720598154508857,3.8580645161290437,6,1.0764718230429102,82,2.0660272086551346,0.521034678794783,0,1,0.6874583509181464,-1.608821227110046,3.337029837334261,-1.0,1.0,0.9106221692379038,-0.7555132405838509,3.154432554869979,0.7346153846153877,0.4747396677061964,0.06575793100994169,55.469225454519936,44.014763023292744,-0.6825642847066505,0.27565315321231193,0.39966030863288854,-490.48000000000025,0.8988927738927739,0.643939393939394,0.5303030303030303,0.8484848484848485,0.8454545454545455,0.7096774193548387,0.691919191919192,0.6060606060606061,0.8454545454545455,2025,DELIVERY
146,UP,2025,3,5883,5883,1,2025-10-21 12:00:00,2025-10-21 12:00:00,LATE,2025-10-21 12:00:00,4274.15,2025-10-21 16:48:03,2025-10-20 12:00:00,5,135.73999999999978,100.29411308801355,0,104.9002620909996,0.7728028738102237,0.35757891624429355,0.5906696625902521,1.0058936201561823,0.4093303374097479,1.0459264144341545,2.4992416714526535,0.0,0.0,0,0.0,0.3574193548387054,0.5198759349050827,0.5267841252891953,0.7783730844567278,2.2127998562649727,1.1618632207564383,1,4.008485224094064,102,3.271395441588019,1.2253135689851797,0,,101,5.546413655379567,,1,1,,-2.275018213791548,,0.0,1.0,1.3445889732352376,-5.826291388619884,0.9325032864841772,0.44937487189997893,-0.44505056240429514,-0.2087620835695105,51.65735042276136,39.52674618098768,2.0792198621906026,1.810561159057954,0.8298303605412964,356.84999999999843,0.796911421911422,0.9015151515151516,0.9393939393939394,1.0,0.8666666666666666,0.4838709677419355,0.7878787878787877,0.8686868686868686,0.8666666666666666,2025,DELIVERY
147,DOWN,2025,2,5925,5925,1,2025-10-30 12:00:00,2025-10-30 12:00:00,LATE,2025-10-30 12:00:00,3998.74,2025-10-31 00:50:31,2025-10-29 20:00:00,3,91.99000000000024,47.836993555596564,0,55.789999999999964,0.6064789651049007,0.2782102761773001,0.730025002717687,1.0463093814545033,0.269974997282313,1.1662522214143818,1.4343168796614407,0.0,0.0,0,0.0,0.43981704381319203,0.5147953397257394,0.4461619072570092,0.7261763542902282,0.9570840725902774,0.7481998193392203,99,3.4433397759655238,6,0.9541711181532571,3.6087235407312566,98,3.2835893202441064,5,6.314914168739416,0.5199737055016184,1,1,0.15975045572141733,-5.360743050586159,3.0887498352296383,0.0,1.0,1.045921157179249,-4.613069431004002,3.178093932109588,0.4328057263837084,-0.3752945373517067,-0.2076386756246669,51.994986467695284,42.15120769276188,-1.776753531750428,0.7831842445691051,0.4408446735936598,104.33000000000104,0.796911421911422,0.8787878787878789,0.7727272727272727,0.8939393939393939,0.8333333333333333,0.4838709677419355,0.8282828282828284,0.9494949494949495,0.8333333333333333,2025,DELIVERY
149,UP,2025,2,5978,5978,1,2025-11-12 08:00:00,2025-11-12 08:00:00,EARLY,2025-11-12 08:00:00,4104.62,2025-11-14 13:17:11,2025-11-12 00:00:00,1,20.666405803965972,7.711405803966045,0,36.51000000000022,1.766635202382109,0.5388840809406766,1.3523154565481807,2.258254311015411,-0.35231545654818086,4.734545286311193,0.9866558986563811,1.257841524849099,2.334107138191036,2,0.3333333333333333,0.7162359824475975,0.950510204081636,1.0,0.9983911333571658,0.531842392032075,0.6259700554602687,4,1.406024248518633,104,0.24040829119749424,5.848484848484659,3,0.3201263340269124,103,5.047104857214815,0.0634277161032811,1,1,1.0858979144917207,-4.806696566017321,5.785057132381378,0.0,1.0,0.3105434906970048,-3.873885030866349,5.582222656640714,0.7454263921546169,0.5052603791461997,0.035906506608167015,59.027829894769916,41.69193075601384,-1.262222714653469,0.3527507720352428,0.3108827492571029,-226.54000000000053,0.7488344988344988,0.8712121212121212,0.48484848484848486,0.7727272727272727,0.9030303030303031,0.9596774193548387,0.9696969696969697,0.7676767676767677,0.9030303030303031,2025,DELIVERY
163,UP,2026,2,6263,6263,1,2026-01-21 20:00:00,2026-01-21 20:00:00,NO_ORACLE,2026-01-21 20:00:00,4826.11,2026-01-29 17:27:21,2026-01-20 04:00:00,9,223.13999999999942,199.05264874472505,1,78.35000000000036,0.35112485435153074,0.02546734298023074,0.185276059872725,0.3857667831854448,0.814723940127275,0.39361445574371773,1.8541096046182224,0.0,0.0,0,0.0,0.13222246267041615,0.446462441863471,0.44217862674239045,0.8989839202919864,0.5615219979876943,0.6089178041559256,1,1.8541096046182224,122,4.96552519252547,0.3733964752427771,0,,121,4.691965414170491,,1,1,,0.27355977835497836,,0.0,1.0,1.2194917917651502,0.9081775907543852,0.21698448515939026,0.8230397727272728,1.156662738698053,0.3926500558773738,69.20640943411452,53.54434171935879,4.041595795714592,0.16915239009837957,0.39557007456255666,-813.1600000000005,0.7933333333333333,0.5233333333333333,0.88,0.8266666666666667,0.6266666666666667,0.4154929577464789,0.2111111111111111,0.2688888888888889,0.5740740740740741,2026,RESILIENT_PRESSURE+DELIVERY+OLD_BEST3
