route_id,direction,entry_year,episode_no,ha1_idx,nha_idx,nha_bars,ha1_ts,state_ts,state_label,decision_ts,decision_px,challenge_ts,pha_start_time,pha_bars,pha_range,pha_move,alive_entry_in_pha,nha_range,nha_range_over_pha_range,nha_body_sum_over_pha_range,nha_close_penetration,nha_extreme_penetration,pha_retention,nha_range_over_pha_move,cycle_min,max_loss_entry_atr,total_loss_entry_atr,losing_count,losing_frac,m15_raw_opp_eff_cum,m15_ha_opp_eff_cum,m30_raw_opp_eff_cum,m30_ha_opp_eff_cum,closeha_opp_body,pressure_opp_flow2
21,DOWN,2024,3,3417,3421,5,2024-03-18 16:00:00,2024-03-19 08:00:00,LATE,2024-03-19 08:00:00,2157.77,2024-03-20 16:01:56,2024-03-15 12:00:00,6,26.559999999999945,15.883959478298493,1,11.330992820651772,0.4266187055968297,0.545906149849851,0.505176957831327,0.6570030120482044,0.49482304216867296,0.7133607231957986,1.2311761260716074,1.147136701104943,2.427778447945864,3,1.0,0.030846710733397318,0.06065632034117461,0.041060953838298164,0.086990124516971,-0.09531096925569572,-0.26721729993210197
21,DOWN,2024,4,3425,3425,1,2024-03-20 00:00:05,2024-03-20 00:00:05,LATE,2024-03-20 00:00:05,2157.97,2024-03-20 16:01:56,2024-03-19 08:00:00,3,12.348640849354524,6.011140849354433,0,4.254857393830662,0.34456078573643734,0.2309855334386915,0.8087934633326257,0.9223687156303715,0.19120653666737433,0.7078285970104348,1.1266277808984049,1.1702411663839745,2.496962881072058,3,1.0,0.23628691983128475,0.23745819398003484,0.4477611940299799,0.8427299703262525,0.30984018519628725,0.590314471124632
21,DOWN,2024,4,3425,3426,2,2024-03-20 00:00:05,2024-03-20 04:00:00,LATE,2024-03-20 04:00:00,2158.84,2024-03-20 16:01:56,2024-03-19 08:00:00,3,12.348640849354524,6.011140849354433,0,5.76485739383088,0.46684144952942047,0.41348972352801294,0.8758048867026014,1.0446493794233547,0.1241951132973986,0.9590288330126214,1.1266277808984049,1.2707455903478933,2.7979151651713954,3,1.0,0.15819209039549348,0.17141174160615325,0.2013888888889034,0.3363572923935607,0.2675058247301373,0.13920166592629105
21,DOWN,2024,4,3425,3427,3,2024-03-20 00:00:05,2024-03-20 08:00:00,LATE,2024-03-20 08:00:00,2157.54,2024-03-20 16:01:56,2024-03-19 08:00:00,3,12.348640849354524,6.011140849354433,0,5.9248573938307345,0.47979834105714014,0.5278212816064151,0.8988843497363612,1.0576062709510743,0.10111565026363875,0.9856460765624939,1.1266277808984049,1.1205665660340303,2.348216349850662,3,1.0,0.0409015025041751,0.058902455387097055,0.05955056179774761,0.10115796373167951,0.08962560017688811,-0.07242585224380339
22,UP,2024,1,3436,3436,1,2024-03-21 20:00:00,2024-03-21 20:00:00,EXACT,2024-03-21 20:00:00,2181.06,2024-03-22 09:18:05,2024-03-20 16:00:00,6,68.08999999999969,44.118354918558,1,33.169478829397576,0.4871417069965887,0.24841355308264862,0.589293582023788,0.8280217359377282,0.41070641797621193,0.7518294571642137,,0.0,0.0,0,0.0,0.09323882224644815,0.20817408938460583,-0.1514004542013622,0.10568760611206461,1.8326360345933066,0.7335613691374058
22,UP,2024,1,3436,3437,2,2024-03-21 20:00:00,2024-03-22 00:00:05,LATE,2024-03-22 00:00:05,2181.44,2024-03-22 09:18:05,2024-03-20 16:00:00,6,68.08999999999969,44.118354918558,1,33.169478829397576,0.4871417069965887,0.38642558737108323,0.603098839770895,0.8280217359377282,0.396901160229105,0.7518294571642137,,0.0,0.0,0,0.0,0.07162921348314664,0.16664476278092083,-0.14513981358188008,0.11276473955351786,0.9623829928014351,-0.14474639974389664
22,UP,2024,1,3436,3438,3,2024-03-21 20:00:00,2024-03-22 04:00:00,LATE,2024-03-22 04:00:00,2173.4,2024-03-22 09:18:05,2024-03-20 16:00:00,6,68.08999999999969,44.118354918558,1,33.169478829397576,0.4871417069965887,0.5030891166316158,0.6507563518872103,0.8280217359377282,0.34924364811278974,0.7518294571642137,,0.8282445314801821,0.8282445314801821,1,0.25,0.17474633596392275,0.19148108528639673,0.07311873800895975,0.1540452192863014,1.0627828712578375,0.5762075485092244
22,UP,2024,1,3436,3439,4,2024-03-21 20:00:00,2024-03-22 08:00:00,LATE,2024-03-22 08:00:00,2174.18,2024-03-22 09:18:05,2024-03-20 16:00:00,6,68.08999999999969,44.118354918558,1,33.169478829397576,0.4871417069965887,0.6240218505672142,0.713357321192539,0.8280217359377282,0.28664267880746097,0.7518294571642137,,0.7364788021400778,0.7364788021400778,1,0.25,0.12904053360697793,0.20836343205714566,0.04756756756757269,0.2211771332019183,0.7685507694320123,0.355757957339797
23,UP,2024,1,3449,3449,1,2024-03-26 00:00:05,2024-03-26 00:00:05,EARLY,2024-03-26 00:00:05,2171.54,2024-04-10 15:30:14,2024-03-25 12:00:00,2,13.669999999999618,7.295256602134032,1,4.019999999999982,0.2940746159473368,0.08274951349428718,0.6111923920995064,0.7754206291148651,0.3888076079004937,0.5510429885117459,,1.0505725322105732,1.0505725322105732,1,1.0,0.22708039492245383,0.6061185468454453,0.6528497409326163,0.7986270022883829,0.18322894272487036,0.4462517927214072
23,UP,2024,1,3449,3450,2,2024-03-26 00:00:05,2024-03-26 04:00:00,EARLY,2024-03-26 04:00:00,2169.38,2024-04-10 15:30:14,2024-03-25 12:00:00,2,13.669999999999618,7.295256602134032,1,7.1599999999998545,0.5237746891002234,0.28268315831753216,0.7697512801755911,1.0051207022677517,0.2302487198244089,0.981459651180109,,1.288687607716831,1.288687607716831,1,1.0,0.22016222479722675,0.3832616347282222,0.40568475452194663,0.4412156758198079,0.3333337269552013,0.22238118969589157
23,UP,2024,1,3449,3451,3,2024-03-26 00:00:05,2024-03-26 08:00:00,EARLY,2024-03-26 08:00:00,2172.89,2024-04-10 15:30:14,2024-03-25 12:00:00,2,13.669999999999618,7.295256602134032,1,7.1599999999998545,0.5237746891002234,0.34607353595958523,0.7331748354060217,1.0051207022677517,0.2668251645939783,0.981459651180109,,0.901750610019162,0.901750610019162,1,1.0,0.010893246187370453,0.08194154488518857,0.0686330119115161,0.1405189620758698,-0.03159284780630124,-0.12385039118339047
23,UP,2024,2,3454,3454,1,2024-03-26 20:00:00,2024-03-26 20:00:00,EARLY,2024-03-26 20:00:00,2176.72,2024-04-10 15:30:14,2024-03-26 08:00:00,2,30.440000000000055,16.36172676881688,1,14.63000000000011,0.48061760840998957,0.10030612049263983,0.6769875164257567,0.9323258869908035,0.3230124835742432,0.8941599017459945,2.534559670497414,0.5347269794649423,1.0142642843040064,2,1.0,0.2813852813852959,0.4909164311667555,0.5182755388941329,0.5800405268490808,0.44476445016537947,0.792860851525425
23,UP,2024,2,3454,3455,2,2024-03-26 20:00:00,2024-03-27 00:00:05,EARLY,2024-03-27 00:00:05,2177.32,2024-04-10 15:30:14,2024-03-26 08:00:00,2,30.440000000000055,16.36172676881688,1,14.63000000000011,0.48061760840998957,0.2247857247599786,0.7513140604467756,0.9323258869908035,0.24868593955322438,0.8941599017459945,2.534559670497414,0.46816345505018114,0.8815576833596845,2,1.0,0.11185308848079728,0.3076253265331338,0.20021762785635056,0.5047344586249394,0.2777409571509503,-0.08789680890949353
23,UP,2024,2,3454,3456,3,2024-03-26 20:00:00,2024-03-27 04:00:00,EARLY,2024-03-27 04:00:00,2175.08,2024-04-10 15:30:14,2024-03-26 08:00:00,2,30.440000000000055,16.36172676881688,1,14.63000000000011,0.48061760840998957,0.308461137931753,0.7727496714848882,0.9323258869908035,0.2272503285151119,0.8941599017459945,2.534559670497414,0.7166672795318318,1.3769956602182378,2,1.0,0.17081673306773093,0.2757453134032404,0.2685842360851631,0.3482814178302904,0.3445018577715484,-0.08994575702864233
23,UP,2024,2,3454,3457,4,2024-03-26 20:00:00,2024-03-27 08:00:00,EARLY,2024-03-27 08:00:00,2176.91,2024-04-10 15:30:14,2024-03-26 08:00:00,2,30.440000000000055,16.36172676881688,1,14.63000000000011,0.48061760840998957,0.33017729392630707,0.752628120893555,0.9323258869908035,0.24737187910644504,0.8941599017459945,2.534559670497414,0.5136485300669413,0.9722405273383178,2,1.0,0.08679770394851517,0.14516781237364065,0.13796680497925104,0.2536147757255957,0.04628636002408277,0.2731510556644946
23,UP,2024,3,3472,3472,1,2024-04-01 20:00:00,2024-04-01 20:00:00,EARLY,2024-04-01 20:00:00,2238.05,2024-04-10 15:30:14,2024-03-27 08:00:00,14,89.15000000000009,75.44198010576292,1,29.43000000000029,0.3301177790241196,0.08934556929259639,0.2399046550757128,0.41671340437465004,0.7600953449242872,0.39010110761597266,2.8763903191209783,0.0,0.0,0,0.0,0.41421392677672636,0.403838245373545,0.4751266011319489,0.5168693425985129,1.125397901447258,0.4655492341750791
23,UP,2024,3,3472,3473,2,2024-04-01 20:00:00,2024-04-02 01:00:05,EARLY,2024-04-02 01:00:05,2250.96,2024-04-10 15:30:14,2024-03-27 08:00:00,14,89.15000000000009,75.44198010576292,1,29.43000000000029,0.3301177790241196,0.1385612591548276,0.24444756029164325,0.41671340437465004,0.7555524397083567,0.39010110761597266,2.8763903191209783,0.0,0.0,0,0.0,0.06770145310436386,0.07852906287069643,0.053620352250493004,0.09987784305741533,-0.003799773734317526,-0.20487041402826678
23,UP,2024,4,3482,3482,1,2024-04-03 12:00:00,2024-04-03 12:00:00,EARLY,2024-04-03 12:00:00,2273.21,2024-04-10 15:30:14,2024-04-02 00:00:00,8,42.3087106243911,36.89371062439113,1,18.289999999999964,0.4322986857806942,0.013768431116820166,0.252784824736173,0.488079161365303,0.747215175263827,0.4957484538816786,1.5326851574626073,0.0,0.0,0,0.0,0.3203446983889097,0.38556654676254143,0.4370245139476165,0.6360529688166912,0.33145046440180614,0.4631920684894353
23,UP,2024,4,3482,3483,2,2024-04-03 12:00:00,2024-04-03 16:00:00,EARLY,2024-04-03 16:00:00,2274.83,2024-04-10 15:30:14,2024-04-02 00:00:00,8,42.3087106243911,36.89371062439113,1,20.58999999999969,0.48666101368093917,0.15035407030679118,0.3824862483677339,0.5424414892655479,0.6175137516322661,0.5580897028662455,1.5326851574626073,0.0,0.0,0,0.0,0.13130929791270554,0.22088552647895518,0.18387164872282155,0.5108463527031708,0.4124700925721702,0.04524206043271162
23,UP,2024,5,3488,3488,1,2024-04-04 12:00:00,2024-04-04 12:00:00,EARLY,2024-04-04 12:00:00,2291.56,2024-04-10 15:30:14,2024-04-03 16:00:00,4,33.24000000000024,25.81811885803154,1,9.649999999999636,0.29031287605293526,0.05361928614239523,0.2799338146811139,0.41486161251503806,0.7200661853188861,0.3737685171047115,1.3374107161228086,0.0,0.0,0,0.0,0.5494433529796583,0.708967851099753,0.7003058103975138,1.0,0.38114593165540483,1.1048178198657355
