route_id,direction,entry_year,episode_no,ha1_idx,nha_idx,nha_bars,ha1_ts,state_ts,state_label,decision_ts,decision_px,challenge_ts,pha_start_time,pha_bars,pha_range,pha_move,alive_entry_in_pha,nha_range,nha_range_over_pha_range,nha_body_sum_over_pha_range,nha_close_penetration,nha_extreme_penetration,pha_retention,nha_range_over_pha_move,cycle_min,max_loss_entry_atr,total_loss_entry_atr,losing_count,losing_frac,m15_raw_opp_eff_cum,m15_ha_opp_eff_cum,m30_raw_opp_eff_cum,m30_ha_opp_eff_cum,closeha_opp_body,pressure_opp_flow2
14,DOWN,2024,1,3281,3281,1,2024-02-15 01:00:05,2024-02-15 01:00:05,EXACT,2024-02-15 01:00:05,1993.05,2024-02-15 11:48:14,2024-02-13 12:00:00,8,48.75,31.082755001859596,1,6.519999999999982,0.13374358974358938,0.03872874559279948,0.18235897435897175,0.2453333333333294,0.8176410256410283,0.20976261594604173,,0.0,0.0,0,0.0,-0.09056603773585715,-0.24367185117417334,0.06607929515415883,-0.4791122715404886,0.10107485653901292,0.34319256031683487
14,DOWN,2024,1,3281,3282,2,2024-02-15 01:00:05,2024-02-15 04:00:00,LATE,2024-02-15 04:00:00,1992.67,2024-02-15 11:48:14,2024-02-13 12:00:00,8,48.75,31.082755001859596,1,6.519999999999982,0.13374358974358938,0.0490161953122739,0.17328205128204643,0.2453333333333294,0.8267179487179536,0.20976261594604173,,0.0,0.0,0,0.0,-0.03431066749843862,-0.12717770034841774,0.07962962962961735,-0.10111495578621152,0.04168536703952393,-0.2753612377452994
15,UP,2024,1,3297,3297,1,2024-02-19 16:00:00,2024-02-19 16:00:00,NO_ORACLE,2024-02-19 16:00:00,2016.78,2024-02-21 19:11:18,2024-02-16 16:00:00,5,27.6400000000001,17.340367688646438,1,4.559999999999945,0.164978292329954,0.009165987146523821,0.16543053545586836,0.25144717800289507,0.8345694645441316,0.26297020235537416,,0.0,0.0,0,0.0,0.2837209302325599,0.39750445632795106,0.450924608819314,0.7975077881620807,0.13374208110648955,0.5585952354352792
15,UP,2024,1,3297,3298,2,2024-02-19 16:00:00,2024-02-19 20:00:00,NO_ORACLE,2024-02-19 20:00:00,2017.3,2024-02-21 19:11:18,2024-02-16 16:00:00,5,27.6400000000001,17.340367688646438,1,7.319999999999936,0.2648335745296639,0.08267083310761997,0.2343523878437026,0.35130246020260497,0.7656476121562974,0.42213637746520727,,0.0,0.0,0,0.0,0.14107648725212626,0.1912467819050955,0.21133603238866805,0.30468986384266056,0.16856861314325577,0.14856596103949493
15,UP,2024,2,3300,3300,1,2024-02-20 04:00:00,2024-02-20 04:00:00,NO_ORACLE,2024-02-20 04:00:00,2016.9,2024-02-21 19:11:18,2024-02-19 20:00:00,1,1.5900000000001455,0.18666302881752017,0,4.25,2.6729559748425227,0.18343929911389337,0.7232704402515633,2.1823899371067355,0.27672955974843666,22.768300862377817,0.274852346272521,0.0,0.0,0,0.0,-0.06388526727510026,-0.024015369836697917,-0.041257367387043054,-0.15501081470798803,0.06810768565261938,0.10985945240496311
15,UP,2024,3,3306,3306,1,2024-02-21 04:00:00,2024-02-21 04:00:00,NO_ORACLE,2024-02-21 04:00:00,2025.35,2024-02-21 19:11:18,2024-02-20 04:00:00,5,14.150000000000091,8.901665757204228,1,3.316197945087424,0.23436027880476346,0.11227547315105656,0.4461130742049602,0.5681978798586671,0.5538869257950398,0.372536785309377,0.6747128628191869,0.0,0.0,0,0.0,-0.22222222222220095,-0.4372969460689157,-0.5508474576271227,-0.5574879227053957,0.12417055715068684,0.3042533510385722
16,UP,2024,1,3315,3315,1,2024-02-22 16:00:00,2024-02-22 16:00:00,EXACT,2024-02-22 16:00:00,2025.6,2024-02-22 18:47:52,2024-02-22 00:00:00,3,9.899999999999864,4.6524422196080195,0,8.519999999999982,0.8606060606060706,0.13033532550999466,0.7532828282828139,1.2353535353535312,0.24671717171718613,1.8312962521257952,,,,0,,0.3663535439794862,0.5308813324080971,0.7047496790757221,0.8400353513036123,0.2653014414117232,0.3594999925497723
18,UP,2024,1,3327,3327,1,2024-02-26 16:00:00,2024-02-26 16:00:00,EARLY,2024-02-26 16:00:00,2032.55,2024-02-28 08:52:53,2024-02-23 16:00:00,5,19.298747502167544,11.713747502167735,1,4.730000000000018,0.24509362586710703,0.0028074239300389507,0.4335773603473627,0.5497766110887888,0.5664226396526373,0.403799040326308,,0.7735987175723891,1.374739122310185,2,1.0,0.23327615780447858,0.11051373954596645,0.27812113720645393,0.2884834663625564,0.015164629487170634,0.18884680261719572
18,UP,2024,1,3327,3328,2,2024-02-26 16:00:00,2024-02-26 20:00:02,EARLY,2024-02-26 20:00:02,2028.61,2024-02-28 08:52:53,2024-02-23 16:00:00,5,19.298747502167544,11.713747502167735,1,10.38000000000011,0.5378587392178833,0.16743416369239594,0.5968003881447003,0.8425417244395651,0.40319961185529973,0.8861382745427282,,1.2589456836926547,2.3454330545507167,2,1.0,0.23408769448373987,0.2863571766934996,0.3211488250652846,0.47909053999187545,0.44076014138893216,0.01152282495903871
18,UP,2024,1,3327,3329,3,2024-02-26 16:00:00,2024-02-27 01:00:05,EARLY,2024-02-27 01:00:05,2030.97,2024-02-28 08:52:53,2024-02-23 16:00:00,5,19.298747502167544,11.713747502167735,1,10.38000000000011,0.5378587392178833,0.22008239598184334,0.5671352505529632,0.8425417244395651,0.43286474944703673,0.8861382745427282,,0.9682302420571539,1.764002171279715,2,1.0,0.10923940786115657,0.09978940547545158,0.13971397139714248,0.1541132478632434,0.054513873324952195,-0.06459355608926558
18,UP,2024,2,3334,3334,1,2024-02-27 20:00:00,2024-02-27 20:00:00,EXACT,2024-02-27 20:00:00,2032.28,2024-02-28 08:52:53,2024-02-27 00:00:00,4,8.910000000000082,5.564477529305577,1,7.389999999999873,0.8294051627384742,0.1902393551535735,0.6546015712682554,1.095398428731751,0.3453984287317446,1.328067183501074,0.8621544084099163,0.8068585350476329,2.0912372714084206,3,1.0,0.10051546391752238,0.4041720990874032,0.4559471365638799,0.964796479647899,0.27722981311030515,0.30354402949223297
18,UP,2024,2,3334,3335,2,2024-02-27 20:00:00,2024-02-28 01:00:05,LATE,2024-02-28 01:00:05,2030.47,2024-02-28 08:52:53,2024-02-27 00:00:00,4,8.910000000000082,5.564477529305577,1,8.289999999999964,0.9304152637485844,0.48288989692788825,0.8521324354657834,1.1964085297418612,0.14786756453421657,1.4898074358895865,0.8621544084099163,1.0298224966409433,2.7634077158656902,3,1.0,0.1371951219512172,0.2483825597749775,0.3377049180327912,0.4531249999999865,0.3764402630071571,0.3180519168143175
18,UP,2024,2,3334,3336,3,2024-02-27 20:00:00,2024-02-28 04:00:00,LATE,2024-02-28 04:00:00,2033.38,2024-02-28 08:52:53,2024-02-27 00:00:00,4,8.910000000000082,5.564477529305577,1,8.289999999999964,0.9304152637485844,0.6482948535613933,0.8712121212121183,1.1964085297418612,0.1287878787878817,1.4898074358895865,0.8621544084099163,0.6713555749632799,1.6827358963238288,3,1.0,0.012698412698408277,0.057130491235659914,0.1304728546409807,0.1688311688311742,0.027120661967756057,-0.14287385434071348
18,UP,2024,2,3334,3337,4,2024-02-27 20:00:00,2024-02-28 08:00:00,LATE,2024-02-28 08:00:00,2030.94,2024-02-28 08:52:53,2024-02-27 00:00:00,4,8.910000000000082,5.564477529305577,1,8.289999999999964,0.9304152637485844,0.701255468802964,0.8414702581369364,1.1964085297418612,0.15852974186306354,1.4898074358895865,0.8621544084099163,0.971925777332178,2.588866219238649,3,1.0,0.07363542739443545,0.1371267008305254,0.20268256333830198,0.2476796605674773,0.1283669019419806,-0.2762524904010248
19,DOWN,2024,1,3339,3339,1,2024-02-28 16:00:00,2024-02-28 16:00:00,EXACT,2024-02-28 16:00:00,2036.06,2024-02-29 15:31:23,2024-02-27 16:00:00,5,12.269999999999982,7.142532654418346,0,11.649999999999864,0.9494702526487271,0.00984353949059573,0.4474327628361872,0.9209453952730213,0.5525672371638127,1.631074097056205,,,,0,,0.8968185726569363,0.9665940450254366,0.981096408317597,1.0,0.4146981944793036,0.32977614529062765
19,DOWN,2024,1,3339,3340,2,2024-02-28 16:00:00,2024-02-28 20:00:01,LATE,2024-02-28 20:00:01,2034.01,2024-02-29 15:31:23,2024-02-27 16:00:00,5,12.269999999999982,7.142532654418346,0,13.480000000000018,1.0986145069274684,0.356859848763205,0.7895273023634893,1.0700896495517627,0.21047269763651064,1.8872857363363031,,,,0,,0.3233601841196923,0.4179391761837396,0.4315139031925924,0.5176636834667995,0.40295400229101214,0.6326982695726862
19,DOWN,2024,1,3339,3341,3,2024-02-28 16:00:00,2024-02-29 01:00:05,LATE,2024-02-29 01:00:05,2034.91,2024-02-29 15:31:23,2024-02-27 16:00:00,5,12.269999999999982,7.142532654418346,0,13.480000000000018,1.0986145069274684,0.45742586811018743,0.7165851670741672,1.0700896495517627,0.2834148329258328,1.8872857363363031,,,,0,,0.26254714244271754,0.3493499152063265,0.34992223950234175,0.4150115473441001,0.1707261721265349,0.048176249903852025
19,DOWN,2024,1,3339,3342,4,2024-02-28 16:00:00,2024-02-29 04:00:00,LATE,2024-02-29 04:00:00,2036.62,2024-02-29 15:31:23,2024-02-27 16:00:00,5,12.269999999999982,7.142532654418346,0,13.480000000000018,1.0986145069274684,0.6334219992180639,0.8422982885085617,1.0700896495517627,0.15770171149143833,1.8872857363363031,,,,0,,0.276371836632428,0.3717774762550729,0.37169939065673857,0.4387883887252858,0.30646622750362734,0.2419461267421703
19,DOWN,2024,1,3339,3343,5,2024-02-28 16:00:00,2024-02-29 08:00:00,LATE,2024-02-29 08:00:00,2035.82,2024-02-29 15:31:23,2024-02-27 16:00:00,5,12.269999999999982,7.142532654418346,0,13.480000000000018,1.0986145069274684,0.7813222652610101,0.9022004889975697,1.0700896495517627,0.09779951100243031,1.8872857363363031,,,,0,,0.22186076772934704,0.3092722131269473,0.29456018518518867,0.372927400468391,0.16367247648900837,-0.004918412009843151
19,DOWN,2024,1,3339,3344,6,2024-02-28 16:00:00,2024-02-29 12:00:00,LATE,2024-02-29 12:00:00,2034.77,2024-02-29 15:31:23,2024-02-27 16:00:00,5,12.269999999999982,7.142532654418346,0,13.480000000000018,1.0986145069274684,0.8253212980379699,0.8722493887530657,1.0700896495517627,0.12775061124693432,1.8872857363363031,,,,0,,0.16585629389519457,0.24412757018268988,0.22628458498023854,0.3227961544728665,-0.0010621983934541257,-0.3352786347372721
20,UP,2024,1,3366,3366,1,2024-03-06 04:00:00,2024-03-06 04:00:00,NO_ORACLE,2024-03-06 04:00:00,2125.46,2024-03-12 07:44:14,2024-02-28 12:00:00,27,117.27999999999975,99.94828022954925,1,3.3400000000001455,0.02847885402455792,0.01376191328470117,0.1278350954979525,0.14188267394270046,0.8721649045020475,0.03341728334223693,,0.0,0.0,0,0.0,0.2420382165604639,0.580016934800958,0.9496402877696782,0.9049586776861337,0.22120449173048595,0.5452964138556728
20,UP,2024,1,3366,3367,2,2024-03-06 04:00:00,2024-03-06 08:00:00,NO_ORACLE,2024-03-06 08:00:00,2125.26,2024-03-12 07:44:14,2024-02-28 12:00:00,27,117.27999999999975,99.94828022954925,1,4.829999999999927,0.04118349249658883,0.030491096393627258,0.13768332196452995,0.15458731241473136,0.8623166780354701,0.04832499357574699,,0.0,0.0,0,0.0,0.10545454545452641,0.16593115622240243,0.23953098827471644,0.20133234641009576,0.2035665600835657,0.12091312852374649
20,UP,2024,2,3379,3379,1,2024-03-08 08:00:00,2024-03-08 08:00:00,NO_ORACLE,2024-03-08 08:00:00,2157.71,2024-03-12 07:44:14,2024-03-06 08:00:00,11,40.42000000000007,33.00900070249281,1,5.160000000000309,0.12765957446809253,0.03145981475873523,0.1872216724393888,0.2657100445324151,0.8127783275606112,0.15632100003592747,0.8447223878590653,0.0,0.0,0,0.0,-0.07846410684471665,-0.05246422893481349,0.015299026425608693,0.05408388520967026,0.11236611411260046,0.43927861014982683
21,DOWN,2024,1,3399,3399,1,2024-03-13 16:00:00,2024-03-13 16:00:00,EARLY,2024-03-13 16:00:00,2166.26,2024-03-20 16:01:56,2024-03-12 04:00:00,8,32.279999999999745,22.151416407644774,1,13.509999999999764,0.4185254027261422,0.12583571527363324,0.4013320941759613,0.6502478314745956,0.5986679058240387,0.6098932795709292,,1.4199115138968323,1.4199115138968323,1,1.0,0.39704939063501066,0.641123882503191,0.7020134228188544,0.8698453608247102,0.6096714765439567,0.06130231967203029
21,DOWN,2024,1,3399,3400,2,2024-03-13 16:00:00,2024-03-13 20:00:00,EARLY,2024-03-13 20:00:00,2174.65,2024-03-20 16:01:56,2024-03-12 04:00:00,8,32.279999999999745,22.151416407644774,1,21.769999999999982,0.6744114002478362,0.41877216027103803,0.6313506815365494,0.9061338289962897,0.36864931846345056,0.9827813986868505,,2.3845315626088883,2.3845315626088883,1,1.0,0.3259325044404841,0.5676874520173867,0.6253418413856123,0.8631939684715598,1.210548269324176,0.41865324955946004
21,DOWN,2024,1,3399,3401,3,2024-03-13 16:00:00,2024-03-14 00:00:05,EARLY,2024-03-14 00:00:05,2175.42,2024-03-20 16:01:56,2024-03-12 04:00:00,8,32.279999999999745,22.151416407644774,1,21.769999999999982,0.6744114002478362,0.6670836293620556,0.7331939281288646,0.9061338289962897,0.26680607187113536,0.9827813986868505,,2.4730604586170264,2.4730604586170264,1,1.0,0.2737982139464056,0.4230103207037376,0.471433578689097,0.684503127171629,0.8102023226918598,0.21019370699167922
21,DOWN,2024,1,3399,3402,4,2024-03-13 16:00:00,2024-03-14 04:00:00,EARLY,2024-03-14 04:00:00,2174.92,2024-03-20 16:01:56,2024-03-12 04:00:00,8,32.279999999999745,22.151416407644774,1,21.769999999999982,0.6744114002478362,0.8057994630401623,0.7477540272614625,0.9061338289962897,0.25224597273853755,0.9827813986868505,,2.4155741625078444,2.4155741625078444,1,1.0,0.23580578839157543,0.35440579198305083,0.3839801816680387,0.5770665619477774,0.4622829245597905,-0.14037557607177995
21,DOWN,2024,2,3409,3409,1,2024-03-15 08:00:00,2024-03-15 08:00:00,EARLY,2024-03-15 08:00:00,2169.35,2024-03-20 16:01:56,2024-03-14 04:00:00,6,22.66000000000031,9.643626444435085,0,7.630000000000109,0.33671668137687577,0.12308747073282468,0.5696160635481059,0.7268314210061796,0.43038393645189416,0.791196138087975,1.5449772756795108,1.7751768238515404,1.7751768238515404,1,1.0,0.5681818181817897,0.6844645550527959,0.6959826275787839,0.9505747126436437,0.5056776397363812,0.3949032305731527
21,DOWN,2024,2,3409,3410,2,2024-03-15 08:00:00,2024-03-15 12:00:00,EARLY,2024-03-15 12:00:00,2172.05,2024-03-20 16:01:56,2024-03-14 04:00:00,6,22.66000000000031,9.643626444435085,0,11.11999999999989,0.4907325684024598,0.36589775508423333,0.7508826125331022,0.8808473080317636,0.24911738746689782,1.1530931920757628,1.5449772756795108,2.0856028228411536,2.0856028228411536,1,1.0,0.36110078095943704,0.43382658000276575,0.47107438016532616,0.6223747980613322,0.6615324797731919,0.6748543485150473
21,DOWN,2024,3,3417,3417,1,2024-03-18 16:00:00,2024-03-18 16:00:00,EXACT,2024-03-18 16:00:00,2156.88,2024-03-20 16:01:56,2024-03-15 12:00:00,6,26.559999999999945,15.883959478298493,1,11.330992820651772,0.4266187055968297,0.19666765137995898,0.4270519578313337,0.6570030120482044,0.5729480421686662,0.7133607231957986,1.2311761260716074,1.0443218306131736,2.1199077205340644,3,1.0,0.06746826987309293,0.09415867480382765,0.06534653465344858,0.11699029126212679,0.5304589328360256,0.343329660317958
21,DOWN,2024,3,3417,3418,2,2024-03-18 16:00:00,2024-03-18 20:00:00,LATE,2024-03-18 20:00:00,2160.06,2024-03-20 16:01:56,2024-03-15 12:00:00,6,26.559999999999945,15.883959478298493,1,11.330992820651772,0.4266187055968297,0.3211686457446435,0.45321912650603874,0.6570030120482044,0.5467808734939613,0.7133607231957986,1.2311761260716074,1.411682828550091,3.219940207241494,3,1.0,0.11719605695509863,0.1550921239117162,0.16464180980309087,0.24596884394643248,0.4745056374460296,0.10729042115672238
21,DOWN,2024,3,3417,3419,3,2024-03-18 16:00:00,2024-03-19 00:00:05,LATE,2024-03-19 00:00:05,2160.52,2024-03-20 16:01:56,2024-03-15 12:00:00,6,26.559999999999945,15.883959478298493,1,11.330992820651772,0.4266187055968297,0.45617893208359117,0.5259789156626441,0.6570030120482044,0.47402108433735585,0.7133607231957986,1.2311761260716074,1.4648230986919162,3.3790644034318973,3,1.0,0.10583352547844493,0.1626272637174378,0.15634218289084278,0.22970903522205036,0.38264942723859396,0.3616845954086904
21,DOWN,2024,3,3417,3420,4,2024-03-18 16:00:00,2024-03-19 04:00:00,LATE,2024-03-19 04:00:00,2160.73,2024-03-20 16:01:56,2024-03-15 12:00:00,6,26.559999999999945,15.883959478298493,1,11.330992820651772,0.4266187055968297,0.5422269969398145,0.5445218373494022,0.6570030120482044,0.4554781626505979,0.7133607231957986,1.2311761260716074,1.4890827872349257,3.4517080582144803,3,1.0,0.0903975993998543,0.12658043888967782,0.13690658499233652,0.18785037203141722,0.23633077680178646,0.025037273206185533
