year,combo,q_prior,signals,delta,recovery,EXACT,EARLY,LATE,FALSE
2026,POSITION_DAMAGE+OLD_BEST3,0.95,3,770.5800000000017,0.1298851465923228,2,0,1,0
2025,PHA_NHA+OLD_BEST3,0.9,11,422.75000000000375,0.08074759571765633,1,2,7,1
2026,PHA_NHA+OLD_BEST3,0.9,7,-220.1499999999972,-0.0371073931613842,0,2,5,0
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN,0.6,25,1844.5499999999934,0.3523192848752244,15,5,5,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN,0.6,12,974.5400000000056,0.1642636335748173,6,5,0,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE,0.975,4,584.6599999999969,0.11167330410948381,2,0,2,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE,0.5,16,1338.6700000000046,0.22563958211833293,7,5,3,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+DELIVERY,0.975,4,265.7099999999972,0.050752084348049786,1,1,2,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+DELIVERY,0.6,21,1386.8900000000056,0.23376730638924823,7,5,6,3
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+POSITION_DAMAGE,0.975,5,-90.80999999999626,-0.01734521387846246,2,2,1,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+POSITION_DAMAGE,0.7,15,1299.1700000000035,0.21898165784000118,6,5,2,2
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+PHA_NHA,0.6,27,378.45999999999833,0.07228795996523668,9,8,9,1
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+PHA_NHA,0.6,21,278.58000000000493,0.046956064441965595,2,6,10,3
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+OLD_BEST3,0.975,7,309.03000000000236,0.05902644471821953,2,2,3,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+OLD_BEST3,0.5,22,1221.4799999999998,0.20588661639231498,5,5,9,3
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE,0.95,10,272.12999999999664,0.05197833997077552,8,1,1,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+RESILIENT_PRESSURE,0.7,10,420.6900000000078,0.07090942188990783,5,4,0,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+DELIVERY,0.9,14,1334.6099999999963,0.25491791536544073,10,2,2,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+DELIVERY,0.8,8,602.4500000000057,0.10154598687293395,4,3,0,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+POSITION_DAMAGE,0.5,29,1382.3899999999983,0.2640441604828618,15,10,4,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+POSITION_DAMAGE,0.5,15,183.31000000001023,0.030897825302810832,6,6,2,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+PHA_NHA,0.9,16,-473.18,-0.09038000553916094,7,6,3,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+PHA_NHA,0.6,19,374.8000000000076,0.06317443087389171,6,6,6,1
2025,SAME_PARTICIPATION_LOSS+CYCLE_MIN+OLD_BEST3,0.95,8,-288.48000000000036,-0.055101280692204185,4,2,2,0
2026,SAME_PARTICIPATION_LOSS+CYCLE_MIN+OLD_BEST3,0.5,19,374.8000000000076,0.06317443087389171,6,6,6,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+DELIVERY,0.7,23,2073.729999999997,0.39609393652885566,14,6,3,0
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+DELIVERY,0.6,17,1196.140000000007,0.20161543155148273,6,5,5,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+POSITION_DAMAGE,0.8,20,1916.0699999999947,0.365980001719049,12,5,3,0
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+POSITION_DAMAGE,0.5,18,638.5100000000089,0.10762408179639363,7,6,4,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+PHA_NHA,0.9,11,146.4199999999994,0.027967032442292337,6,3,2,0
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+PHA_NHA,0.7,16,689.5800000000083,0.11623218794561868,6,4,5,1
2025,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+OLD_BEST3,0.5,31,1627.2399999999955,0.31081186908479613,15,8,7,1
2026,SAME_PARTICIPATION_LOSS+RESILIENT_PRESSURE+OLD_BEST3,0.7,13,1085.330000000006,0.18293784701269977,6,3,3,1
2025,SAME_PARTICIPATION_LOSS+DELIVERY+POSITION_DAMAGE,0.975,5,-571.2100000000015,-0.10910427947931918,2,3,0,0
2026,SAME_PARTICIPATION_LOSS+DELIVERY+POSITION_DAMAGE,0.5,21,-114.74999999999072,-0.019341691416164195,7,6,6,2
2025,SAME_PARTICIPATION_LOSS+DELIVERY+PHA_NHA,0.7,18,784.2099999999956,0.14978846135480156,6,6,5,1
2026,SAME_PARTICIPATION_LOSS+DELIVERY+PHA_NHA,0.6,20,495.4200000000048,0.08350554040433056,5,5,8,2
2025,SAME_PARTICIPATION_LOSS+DELIVERY+OLD_BEST3,0.6,25,1607.1799999999955,0.3069802977776496,11,7,6,1
2026,SAME_PARTICIPATION_LOSS+DELIVERY+OLD_BEST3,0.5,22,-103.40999999999183,-0.017430277205625646,5,7,7,3
2025,SAME_PARTICIPATION_LOSS+POSITION_DAMAGE+PHA_NHA,0.975,4,-99.61999999999617,-0.019027972762608026,1,2,1,0
2026,SAME_PARTICIPATION_LOSS+POSITION_DAMAGE+PHA_NHA,0.5,22,31.259999999998584,0.005269030707357858,6,5,9,2
2025,SAME_PARTICIPATION_LOSS+POSITION_DAMAGE+OLD_BEST3,0.5,32,1138.479999999997,0.21745599709671515,12,10,10,0
2026,SAME_PARTICIPATION_LOSS+POSITION_DAMAGE+OLD_BEST3,0.5,21,-231.70999999999339,-0.03905588948182693,5,7,7,2
2025,SAME_PARTICIPATION_LOSS+PHA_NHA+OLD_BEST3,0.975,5,335.69000000000244,0.06411865264685987,1,2,2,0
2026,SAME_PARTICIPATION_LOSS+PHA_NHA+OLD_BEST3,0.975,3,71.23999999999842,0.012007861407299503,0,0,3,0
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE,0.975,7,723.1499999999959,0.13812566255049633,4,1,2,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE,0.5,15,390.73000000000707,0.06585951274107697,6,6,2,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY,0.95,5,512.4299999999969,0.09787697332607455,2,1,2,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY,0.9,4,299.8200000000045,0.05053617359821267,2,1,0,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+POSITION_DAMAGE,0.95,5,179.98999999999796,0.03437908871252672,3,2,0,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+POSITION_DAMAGE,0.5,15,1108.5500000000063,0.18685169515808864,8,4,2,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+PHA_NHA,0.975,9,511.1699999999976,0.09763630633469858,2,2,5,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+PHA_NHA,0.5,19,97.92000000000736,0.016504910008462687,6,4,8,1
2025,OPP_PRESSURE_GAIN+CYCLE_MIN+OLD_BEST3,0.975,5,587.4499999999966,0.11220620959038798,2,1,2,0
2026,OPP_PRESSURE_GAIN+CYCLE_MIN+OLD_BEST3,0.5,17,1034.6400000000046,0.1743937917805824,6,4,6,1
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY,0.95,9,538.6299999999954,0.10288131870230745,3,2,3,1
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY,0.5,16,1283.090000000006,0.21627129271606307,6,4,4,2
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.95,5,16.95999999999789,0.003239454106141381,3,2,0,0
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.5,17,1345.4200000000055,0.2267773286722252,8,4,3,2
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+PHA_NHA,0.975,6,412.35999999999825,0.07876304806654602,1,1,3,1
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+PHA_NHA,0.5,19,750.8500000000095,0.12655955555405876,5,4,8,2
2025,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+OLD_BEST3,0.9,14,609.0899999999954,0.11633956966449789,5,3,5,1
2026,OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+OLD_BEST3,0.5,16,1282.900000000007,0.21623926725750922,7,4,4,1
2025,OPP_PRESSURE_GAIN+DELIVERY+POSITION_DAMAGE,0.9,6,-76.57000000000197,-0.014625294864816202,2,3,1,0
2026,OPP_PRESSURE_GAIN+DELIVERY+POSITION_DAMAGE,0.5,19,1157.6600000000058,0.19512943341907243,7,4,5,3
2025,OPP_PRESSURE_GAIN+DELIVERY+PHA_NHA,0.8,18,73.30999999999962,0.014002616776017274,2,7,8,1
2026,OPP_PRESSURE_GAIN+DELIVERY+PHA_NHA,0.5,24,922.8200000000081,0.1555459666463289,5,4,12,3
2025,OPP_PRESSURE_GAIN+DELIVERY+OLD_BEST3,0.975,5,273.13999999999703,0.052171255574973895,1,1,2,1
2026,OPP_PRESSURE_GAIN+DELIVERY+OLD_BEST3,0.5,21,1230.3800000000108,0.2073867562930042,6,4,9,2
2025,OPP_PRESSURE_GAIN+POSITION_DAMAGE+PHA_NHA,0.7,22,-5.540000000001399,-0.0010581707398602603,2,9,10,1
2026,OPP_PRESSURE_GAIN+POSITION_DAMAGE+PHA_NHA,0.5,25,903.5800000000011,0.15230296758012266,7,4,11,3
2025,OPP_PRESSURE_GAIN+POSITION_DAMAGE+OLD_BEST3,0.8,18,859.5099999999984,0.1641711791727547,3,6,8,1
2026,OPP_PRESSURE_GAIN+POSITION_DAMAGE+OLD_BEST3,0.8,8,573.6100000000083,0.09668485937452724,2,2,4,0
2025,OPP_PRESSURE_GAIN+PHA_NHA+OLD_BEST3,0.8,19,717.0599999999991,0.1369624387588458,1,6,11,1
2026,OPP_PRESSURE_GAIN+PHA_NHA+OLD_BEST3,0.8,14,-261.39999999999804,-0.04406028876850276,0,4,8,2
2025,CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY,0.9,10,1538.0199999999986,0.2937703540287843,9,0,1,0
2026,CYCLE_MIN+RESILIENT_PRESSURE+DELIVERY,0.6,12,-190.0199999999906,-0.03202882965489878,5,4,2,1
2025,CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.95,6,345.1899999999995,0.06593320535961561,5,1,0,0
2026,CYCLE_MIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.8,7,620.7100000000073,0.10462380199501864,5,2,0,0
2025,CYCLE_MIN+RESILIENT_PRESSURE+PHA_NHA,0.5,26,1416.7500000000016,0.27060711113657887,13,6,6,1
2026,CYCLE_MIN+RESILIENT_PRESSURE+PHA_NHA,0.9,3,711.360000000002,0.11990331682617612,2,0,1,0
2025,CYCLE_MIN+RESILIENT_PRESSURE+OLD_BEST3,0.9,11,1220.0499999999975,0.233036319705087,7,1,3,0
2026,CYCLE_MIN+RESILIENT_PRESSURE+OLD_BEST3,0.8,9,719.3100000000071,0.12124332943409437,5,2,1,1
2025,CYCLE_MIN+DELIVERY+POSITION_DAMAGE,0.95,4,338.86999999999983,0.06472605029176096,4,0,0,0
2026,CYCLE_MIN+DELIVERY+POSITION_DAMAGE,0.7,13,-171.62999999999164,-0.028929102376961807,6,4,2,1
2025,CYCLE_MIN+DELIVERY+PHA_NHA,0.5,27,1230.110000000005,0.23495783552512298,12,7,7,1
2026,CYCLE_MIN+DELIVERY+PHA_NHA,0.5,21,-359.13999999999135,-0.06053485886885928,6,5,8,2
2025,CYCLE_MIN+DELIVERY+OLD_BEST3,0.95,5,571.2799999999995,0.1091176498677286,3,0,2,0
2026,CYCLE_MIN+DELIVERY+OLD_BEST3,0.5,20,-456.3199999999929,-0.07691503814400541,5,5,8,2
2025,CYCLE_MIN+POSITION_DAMAGE+PHA_NHA,0.5,29,500.1199999999996,0.09552569502144032,9,10,9,1
2026,CYCLE_MIN+POSITION_DAMAGE+PHA_NHA,0.5,19,-531.4499999999917,-0.08957857867643688,6,5,7,1
2025,CYCLE_MIN+POSITION_DAMAGE+OLD_BEST3,0.95,4,174.23000000000076,0.033278896751950796,3,1,0,0
2026,CYCLE_MIN+POSITION_DAMAGE+OLD_BEST3,0.9,4,686.200000000003,0.11566247189344663,3,1,0,0
2025,CYCLE_MIN+PHA_NHA+OLD_BEST3,0.975,2,461.1799999999995,0.08808793895462655,0,0,2,0
2026,CYCLE_MIN+PHA_NHA+OLD_BEST3,0.7,13,367.32000000000517,0.06191363913713382,3,4,5,1
2025,RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE,0.95,7,202.24999999999818,0.03863087222683785,5,2,0,0
2026,RESILIENT_PRESSURE+DELIVERY+POSITION_DAMAGE,0.6,15,164.26000000000948,0.027686851695159657,6,5,3,1
2025,RESILIENT_PRESSURE+DELIVERY+PHA_NHA,0.975,6,331.31999999999846,0.06328395839899122,0,2,3,1
2026,RESILIENT_PRESSURE+DELIVERY+PHA_NHA,0.5,21,357.3200000000111,0.060228088686924294,6,5,8,2
2025,RESILIENT_PRESSURE+DELIVERY+OLD_BEST3,0.95,7,352.1699999999988,0.0672664240896196,3,1,2,1
2026,RESILIENT_PRESSURE+DELIVERY+OLD_BEST3,0.5,19,459.1700000000095,0.07739542002231821,6,5,6,2
2025,RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA,0.7,21,202.2499999999971,0.03863087222683764,5,7,8,1
2026,RESILIENT_PRESSURE+POSITION_DAMAGE+PHA_NHA,0.5,21,-403.98999999999194,-0.06809455263805358,6,5,9,1
2025,RESILIENT_PRESSURE+POSITION_DAMAGE+OLD_BEST3,0.975,3,151.0899999999993,0.028859028354773577,2,1,0,0
2026,RESILIENT_PRESSURE+POSITION_DAMAGE+OLD_BEST3,0.5,16,66.27000000000885,0.01117014283354663,7,5,3,1
2025,RESILIENT_PRESSURE+PHA_NHA+OLD_BEST3,0.975,5,253.43999999999812,0.04840844626536366,0,2,2,1
2026,RESILIENT_PRESSURE+PHA_NHA+OLD_BEST3,0.5,22,66.65000000000917,0.011234193750654686,5,5,10,2
2025,DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,33,769.9899999999991,0.1470723624521291,7,9,16,1
2026,DELIVERY+POSITION_DAMAGE+PHA_NHA,0.5,23,-12.739999999993458,-0.002147391273567104,6,5,10,2
2025,DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.9,12,225.05000000000297,0.0429857987374539,6,4,2,0
2026,DELIVERY+POSITION_DAMAGE+OLD_BEST3,0.5,21,-401.1999999999907,-0.06762428406244464,6,5,8,2
2025,DELIVERY+PHA_NHA+OLD_BEST3,0.9,6,331.31999999999846,0.06328395839899122,0,2,3,1
2026,DELIVERY+PHA_NHA+OLD_BEST3,0.5,23,-12.739999999993458,-0.002147391273567104,6,5,10,2
2025,POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.5,33,-237.94000000000176,-0.04544786026034091,4,11,17,1
2026,POSITION_DAMAGE+PHA_NHA+OLD_BEST3,0.6,22,-8.899999999998172,-0.0015001399006870579,4,5,11,2
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE,0.6,23,2054.759999999995,0.39247056126980406,15,5,3,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+RESILIENT_PRESSURE,0.6,14,2166.240000000004,0.3651306807264051,8,3,2,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY,0.7,15,615.9899999999951,0.11765750795060506,8,4,3,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+DELIVERY,0.5,16,474.18000000000825,0.07992543124808399,6,6,3,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+POSITION_DAMAGE,0.5,28,1173.7299999999952,0.22418894268878425,14,9,5,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+POSITION_DAMAGE,0.5,15,1366.5000000000061,0.23033046902126908,8,5,0,2
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+PHA_NHA,0.5,28,437.159999999995,0.08349998567458292,10,9,8,1
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+PHA_NHA,0.6,14,812.8500000000046,0.13700996834536316,4,5,4,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+OLD_BEST3,0.5,25,1008.3399999999962,0.1925985349874407,13,7,5,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+CYCLE_MIN+OLD_BEST3,0.5,17,1177.1500000000033,0.19841457124653233,6,5,4,2
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY,0.95,6,-132.36000000000394,-0.025281494427413873,2,2,2,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+DELIVERY,0.5,18,1637.0900000000063,0.27593977865351565,7,5,5,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.975,4,-150.470000000001,-0.028740604914572965,2,2,0,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+POSITION_DAMAGE,0.6,16,1414.6000000000058,0.23843796668678163,8,5,2,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+PHA_NHA,0.975,3,234.63999999999896,0.04481754194959345,0,1,2,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+PHA_NHA,0.6,17,787.620000000006,0.13275732455948228,5,5,6,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+OLD_BEST3,0.975,5,475.90999999999804,0.0909014506871421,2,1,2,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+RESILIENT_PRESSURE+OLD_BEST3,0.5,17,1488.960000000004,0.25097171983454675,7,5,4,1
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+DELIVERY+POSITION_DAMAGE,0.95,4,-696.8400000000015,-0.133100306563906,1,3,0,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+DELIVERY+POSITION_DAMAGE,0.5,21,1432.8600000000035,0.24151578180886568,8,5,5,3
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+DELIVERY+PHA_NHA,0.975,3,234.63999999999896,0.04481754194959345,0,1,2,0
2026,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+DELIVERY+PHA_NHA,0.5,23,672.7800000000049,0.11340046318926442,4,6,10,3
2025,SAME_PARTICIPATION_LOSS+OPP_PRESSURE_GAIN+DELIVERY+OLD_BEST3,0.5,30,1508.2599999999957,0.28808602889913876,12,8,9,1
