resolved,wr,total_R,mean_R,PF,maxDD,avg_win_R,avg_loss_R,payoff,block,month,policy
6,0.3333333333333333,4.68021980386847,0.7800366339780783,2.681470020395271,1.8225557836279918,3.7318147040122014,-0.6958524010389833,5.362940040790542,2025H1,2025-03,ONE_POSITION
5,0.6,4.716753717906761,0.9433507435813523,3.9705002683169557,1.5878651041426126,2.101539607349791,-0.7939325520713063,2.64700017887797,2025H1,2025-04,ONE_POSITION
5,0.6,4.197955320337313,0.8395910640674625,4.868096150415371,1.0068742418115644,1.7610773999982132,-0.5426384398286634,3.245397433610248,2025H1,2025-05,ONE_POSITION
4,1.0,2.829808965228977,0.7074522413072443,inf,0.0,0.7074522413072443,,,2025H1,2025-06,ONE_POSITION
5,0.6,7.519480914490322,1.5038961828980644,5.1032662610304635,0.8288232565331614,3.117346914239651,-0.9162799141143154,3.402177507353642,2026JF,2026-01,ONE_POSITION
4,0.25,0.5356715368186262,0.13391788420465656,1.2605112645326757,1.143687980420994,2.5919033000767464,-0.6854105877527067,3.7815337935980273,2026JF,2026-02,ONE_POSITION
11,0.5454545454545454,2.2009527986040087,0.20008661805490988,1.4342453348835116,2.028050472745691,1.2115679126191845,-1.0136909354222197,1.1952044457362596,2024,2024-01,REPLACE
26,0.6538461538461539,-1.5481250785156484,-0.05954327225060186,0.7385435949717027,3.7893777064458054,0.25723731937127364,-0.657906611980811,0.3909936679261956,2024,2024-02,REPLACE
24,0.9166666666666666,14.855554081868322,0.6189814200778467,14.057555917631715,0.6362837689435494,0.726965999646637,-0.5688489551788461,1.2779596288756105,2024,2024-03,REPLACE
22,0.6818181818181818,1.8534143699724215,0.08424610772601916,1.3400843382582466,3.45017932905003,0.48688541636923177,-0.7785524107951509,0.6253726911871818,2024,2024-04,REPLACE
24,0.7083333333333334,1.8427796337709204,0.07678248474045501,1.3607893293484077,1.381757349634352,0.40884782630300065,-0.7296619161971557,0.5603250179669914,2024,2024-05,REPLACE
20,0.65,-1.225413938531019,-0.06127069692655095,0.7752826049587778,2.92326816169592,0.32520919142184324,-0.7790190610021402,0.4174598642085726,2024,2024-06,REPLACE
24,0.9166666666666666,12.45995418211619,0.5191647575881746,10.432746014683724,1.0121019108280258,0.6264036191979989,-0.6604627201198932,0.9484314558803387,2024,2024-07,REPLACE
22,0.6818181818181818,1.5517168549893805,0.07053258431769911,1.3278894133567112,2.97538009082371,0.4189437658616807,-0.6760628047051187,0.6196817262331319,2024,2024-08,REPLACE
18,0.7222222222222222,2.0761449952467625,0.11534138862482014,1.4104451076030369,2.566246955659877,0.5488016821395296,-1.0116553745134242,0.5424788875396295,2024,2024-09,REPLACE
25,0.56,3.0980285134332846,0.12392114053733139,1.3711839596797377,3.5501665456865323,0.817455083056657,-0.758758422669083,1.0773588254626512,2024,2024-10,REPLACE
25,0.68,8.161803340679134,0.3264721336271654,2.719166504238968,1.0144067796610168,0.7593728501038879,-0.5934418888858702,1.2796077667006907,2024,2024-11,REPLACE
19,0.631578947368421,0.7754606903617175,0.04081372054535355,1.1328132081833548,1.4966009980234414,0.5511827001774247,-0.8341045302524828,0.6608077047736236,2024,2024-12,REPLACE
13,0.6923076923076923,1.9033234014334963,0.14640949241796125,1.6688106349221339,1.8317718309979472,0.5276840488934487,-0.7114582596518855,0.7416936155209485,2025H1,2025-01,REPLACE
20,0.75,4.3432337316908525,0.21716168658454263,2.076216279169854,2.020354754738658,0.5585923419861222,-0.8071302796201957,0.692072093056618,2025H1,2025-02,REPLACE
18,0.7222222222222222,6.190444287100801,0.3439135715056001,2.304214297270126,2.907266407724688,0.8413028832554177,-0.9492986390439256,0.8862362681808177,2025H1,2025-03,REPLACE
16,0.6875,5.441019559570609,0.3400637224731631,2.2938549678787044,2.591302268482033,0.8769361226649892,-0.8410555579488548,1.0426613490357748,2025H1,2025-04,REPLACE
22,0.7727272727272727,3.728195615039132,0.16946343704723327,1.9248056953700357,2.4728266858912624,0.45644259871256226,-0.8062657126148853,0.5661193221676576,2025H1,2025-05,REPLACE
29,0.8275862068965517,3.587239625635209,0.12369791812535202,1.9425544518029314,1.0481401400320762,0.3080462306064603,-0.7611739817839676,0.4046988441256107,2025H1,2025-06,REPLACE
14,0.8571428571428571,15.712014588169126,1.1222867562977947,9.573807166424958,0.8288232565331614,1.4620478680331461,-0.9162799141143154,1.5956345277374928,2026JF,2026-01,REPLACE
22,0.7272727272727273,0.32042168127022197,0.01456462187591918,1.0575911246343859,2.2421011255467453,0.3677597116777378,-0.9272889509289305,0.3965966717378947,2026JF,2026-02,REPLACE
