resolved,wr,total_R,mean_R,PF,maxDD,avg_win_R,avg_loss_R,payoff,block,month,policy
6,0.3333333333333333,-0.06888834687612022,-0.011481391146020037,0.976939147548243,1.0139146567717998,1.459176823882691,-0.7468104986603755,1.953878295096486,2024,2024-01,ONE_POSITION
10,0.3,4.638527282489617,0.46385272824896173,1.9928288467234287,3.4765076437769777,3.103519472117694,-0.6674330191233521,4.649933975688001,2024,2024-02,ONE_POSITION
3,0.6666666666666666,9.458628758181714,3.152876252727238,46.81849143333359,0.0,4.832532844630519,-0.20643693107932465,23.409245716666796,2024,2024-03,ONE_POSITION
6,0.3333333333333333,-0.7159713814179269,-0.11932856356965449,0.7870477693519575,2.7382470676994406,1.3230753135339341,-0.8405305021214488,1.574095538703915,2024,2024-04,ONE_POSITION
6,0.3333333333333333,5.550494905960045,0.9250824843266742,2.7754048785499963,1.756308593473575,4.338410586364343,-0.7815815666921606,5.550809757099993,2024,2024-05,ONE_POSITION
6,0.16666666666666666,-2.799864341272519,-0.46664405687875316,0.007965454534395424,2.6073522119043195,0.022481265611989217,-0.5644691213769019,0.03982727267197712,2024,2024-06,ONE_POSITION
6,0.6666666666666666,11.81427237106789,1.9690453951779816,11.610180504774371,0.952825013713649,3.231939237483872,-0.556742289433799,5.805090252387186,2024,2024-07,ONE_POSITION
7,0.5714285714285714,0.38263283592458375,0.054661833703511964,1.140268298982947,2.1204591284638292,0.7776241961267913,-0.9092879828608605,0.8552012242372102,2024,2024-08,ONE_POSITION
4,0.5,4.572117046029618,1.1430292615074045,4.026169803757586,0.4914529914529968,3.0414882150883398,-0.7554296920735305,4.026169803757586,2024,2024-09,ONE_POSITION
9,0.3333333333333333,1.5258156099077806,0.1695350677675312,1.3540338948483075,2.5751178798304992,1.9452055139042523,-0.7183001553008294,2.708067789696615,2024,2024-10,ONE_POSITION
5,0.8,9.830106319193389,1.9660212638386778,18.86217420405296,0.550330895158492,2.59510930358797,-0.550330895158492,4.71554355101324,2024,2024-11,ONE_POSITION
7,0.2857142857142857,-1.1652715804506706,-0.16646736863581008,0.7273880749161191,1.8986743254698895,1.554599365742484,-0.8548940623871278,1.8184701872902977,2024,2024-12,ONE_POSITION
5,0.6,2.94062500389429,0.588125000778858,4.622925808383094,0.811671328485384,1.250765444126558,-0.405835664242692,3.081950538922063,2025H1,2025-01,ONE_POSITION
6,0.5,0.7180515714407718,0.1196752619067953,1.2368849994747941,2.0626812735984132,1.249758630465607,-1.0104081066520163,1.2368849994747941,2025H1,2025-02,ONE_POSITION
