decision,year,m5_index,atr14_pre,barrier_price,p15,p30,p60,label_up,H4_signedvol3,H4_roc1,M1_240_moveimb,M1_5_range_atr,p60,H4_bb_width_atr,M15_body_atr,n2_r1_votes,n2_r1_pred_up
2024-01-02 16:45:00,2024,141828,2.0439070231741217,3.0658605347611827,0.7982568878561696,0.9330579136500404,0.9846343541826296,1,0.09691216748583649,-0.5180474042262406,-0.05084745762711843,2.505006314840188,0.9846343541826296,3.0728461045916853,-0.04073017064072786,3,0
2024-01-03 11:45:00,2024,142044,1.078367822361702,1.617551733542553,0.7552004317486214,0.8820167483279996,0.9697381418705886,1,-0.680533525594809,0.2511025197676542,-0.05485232067510525,3.8298620511054255,0.9697381418705886,3.1224559802917313,-1.8607680421013673,5,1
2024-01-03 17:05:00,2024,142108,2.225168735953473,3.337753103930209,0.8831413332172148,0.9680564778991138,0.9883108027596044,0,-0.6652438333396291,-0.7662499939225076,-0.07172995780590687,5.950110562883027,0.9883108027596044,3.9808030441459166,0.7325570181982394,4,0
2024-01-04 08:30:00,2024,142281,0.7950992147764083,1.1926488221646123,0.7617923509262102,0.9334088481222363,0.9949231609584532,0,-0.14794082886346221,0.11707823667439499,0.05627705627705604,2.238714322587426,0.9949231609584532,4.871485359843928,1.0511996779106987,3,0
2024-01-04 15:25:00,2024,142364,1.1908656480245103,1.7862984720367656,0.7505034682570917,0.9350121852295928,0.9927797201279656,0,1.0,0.2079500528437972,-0.00840336134453778,2.426806084121728,0.9927797201279656,4.916084081028544,0.1902905205122074,6,1
2024-01-04 15:35:00,2024,142366,1.3799300740619411,2.069895111092912,0.7891284482863754,0.9456080169177364,0.9943712762725148,0,1.0,0.2079500528437972,-0.0420168067226889,3.0291389966542654,0.9943712762725148,4.916084081028544,-0.6989178241561943,7,1
2024-01-05 03:15:00,2024,142494,0.676207105656961,1.014310658485441,0.8370123983017175,0.95463529563224,0.993510626931248,1,0.2939437729900158,0.0019576750651006947,0.06896551724137892,2.957673741174261,0.993510626931248,5.255632962446759,1.8543687155715765,5,1
2024-01-05 15:35:00,2024,142642,1.0990157816763195,1.6485236725144796,0.9967921530031932,0.9998175791833278,0.9999950818787852,0,-0.4937771345875543,-0.27293537594648143,0.0,10.027153552955573,0.9999950818787852,5.443015468990729,-0.9907691002779934,5,1
2024-01-08 07:35:00,2024,142822,0.9442271066558484,1.416340659983773,0.8770201817522681,0.9540489872919548,0.992780474327058,0,1.0,0.17238339634468858,-0.14767932489451416,5.157657480563889,0.992780474327058,4.59495341912176,0.049436244538428285,7,1
2024-01-08 13:20:00,2024,142891,1.1475022673888229,1.7212534010832343,0.9459160195849736,0.9844759837672218,0.9979386411220272,1,-0.4082906778346518,-0.08174400338795129,-0.11764705882352892,7.904123815485872,0.9979386411220272,3.808152374448131,-0.8910304080076469,5,1
2024-01-09 15:40:00,2024,143195,1.2748961392422264,1.91234420886334,0.8827267708202934,0.9709880117386795,0.9962639995014606,0,1.0,0.13085721313492726,0.051282051282051065,5.365142923768161,0.9962639995014606,2.8100080915979335,-1.0542071734457172,7,1
2024-01-10 12:05:00,2024,143428,1.0746447696598127,1.6119671544897192,0.7896921750116976,0.9004924506311305,0.960378278879324,0,0.47050340258686735,0.45101503054467695,0.10460251046025061,4.494508451871621,0.960378278879324,2.8345677881166913,0.2390183062546561,5,1
2024-01-11 15:25:00,2024,143744,1.005849638288596,1.508774457432894,0.9327682367511216,0.9849766027829666,0.9983995943092472,0,0.22834904883956075,-0.07919759554132488,0.03862660944205992,6.094350255395709,0.9983995943092472,2.6728615391920623,0.8236617593172201,6,1
2024-01-11 15:35:00,2024,143746,1.447441779952919,2.1711626699293785,0.993957798011094,0.9996343203441774,0.999990447529032,1,0.22834904883956075,-0.07919759554132488,0.03862660944205992,13.022976302784523,0.999990447529032,2.6728615391920623,1.8972983014058664,6,1
