phase,year,n_train,N,base15,auc15,brier,mean_p15,level_n,level_hit,fresh_n,fresh_hit
phase0,2024,26959,67954,0.22628542837802043,0.8139363276432234,0.12889938167042078,0.2192504507767815,3399,0.8261253309796999,653,0.781010719754977
phase0,2025,40551,67582,0.2339232339972182,0.7648323438412632,0.14585821636717697,0.21678985523284824,2230,0.8121076233183856,535,0.7850467289719626
phase0,2026,54065,44605,0.21168030489855397,0.7768086264733883,0.13446146252604418,0.21751441027980803,1262,0.8042789223454834,321,0.7601246105919003
phase2,2024,26960,67954,0.22628542837802043,0.8150703556169656,0.12852518393637874,0.2196520825775721,3341,0.832984136486082,733,0.8021828103683493
phase2,2025,40550,67582,0.2339232339972182,0.7648474865567074,0.14561076982809415,0.2219953135151055,2185,0.808695652173913,579,0.7633851468048359
phase2,2026,54069,44605,0.21168030489855397,0.7758333578657974,0.13452149154737317,0.20920397177861255,1161,0.8113695090439277,292,0.7808219178082192
