year,trades,wins,losses,win_rate,pnl,pf,avg_win,avg_loss,median_hold_h
2022,240,129,111,0.5375,-176.70000000000002,0.8777534868275404,9.835193798449613,-13.021981981981982,13.814027777777778
2023,342,221,121,0.6461988304093568,382.1299999999999,1.278792698408066,7.931176470588235,-11.327768595041324,8.125416666666666
2024,283,153,130,0.5406360424028268,324.95000000000005,1.1460160687324756,16.669215686274512,-17.118769230769228,17.782222222222224
2025,261,170,91,0.6513409961685823,2112.7699999999995,1.8570101570612667,26.92970588235294,-27.090989010989013,19.535833333333333
2026,196,122,74,0.6224489795918368,2311.4599999999996,1.5129965821829645,55.87918032786885,-60.88918918918918,15.408750000000001
