era_risk_bin,trades,wins,losses,win_rate,pnl,pf,avg_win,avg_loss,median_hold_h
0-1,201,96,105,0.47761194029850745,274.69,1.1729263195004027,19.408020833333328,-15.128380952380953,3.9466666666666668
1-2,657,392,265,0.5966514459665144,1931.8899999999999,1.3248287910199568,20.10025510204082,-22.443056603773584,13.161666666666667
2-3,335,217,118,0.6477611940298508,495.71999999999997,1.1626351273765192,16.33073732718894,-25.830932203389832,22.3025
3-4,129,90,39,0.6976744186046512,2252.31,2.5764971862138477,40.89988888888889,-36.63282051282051,22.836111111111112
