weekday,trades,wins,losses,win_rate,pnl,pf,avg_win,avg_loss,median_hold_h
Monday,203,120,83,0.5911330049261084,1157.0299999999995,1.5917222404058589,25.936583333333335,-23.55855421686747,21.66722222222222
Tuesday,295,198,97,0.6711864406779661,1531.02,1.7820383811863745,17.6199494949495,-20.18278350515464,12.360277777777778
Wednesday,309,170,139,0.5501618122977346,495.5600000000002,1.1417590873593666,23.478529411764708,-25.14956834532374,7.333055555555555
Thursday,257,155,102,0.603112840466926,755.4,1.3519955266652688,18.719032258064516,-21.039705882352937,12.1375
Friday,258,152,106,0.5891472868217055,1015.6000000000001,1.4132335648515475,22.850592105263157,-23.185754716981133,56.81041666666667
