family,feature,year,auc,ap,sign,n
H1_IND,h1_adx14,2026,0.5760248655913979,0.6327652634203047,-1.0,221
H1_IND,h1_adx14,AVG,0.5544347257084742,,,912
H1_IND,h1_rsi_primary,2024,0.631911250624242,0.7119839833849058,-1.0,345
H1_IND,h1_rsi_primary,2025,0.6453145917001338,0.6445144153357898,-1.0,346
H1_IND,h1_rsi_primary,2026,0.7101814516129032,0.7515772737926616,-1.0,221
H1_IND,h1_rsi_primary,AVG,0.662469097979093,,,912
H1_IND,h1_di_diff_primary,2024,0.5586787472354997,0.6657510895172797,-1.0,345
H1_IND,h1_di_diff_primary,2025,0.630756358768407,0.6383030121396824,-1.0,346
H1_IND,h1_di_diff_primary,2026,0.6144153225806452,0.6789490958409958,-1.0,221
H1_IND,h1_di_diff_primary,AVG,0.6012834761948506,,,912
H1_IND,h1_macd_hist_primary_S,2024,0.4684311906970108,0.5997824661066902,1.0,345
H1_IND,h1_macd_hist_primary_S,2025,0.5307228915662651,0.5711752810356359,-1.0,346
H1_IND,h1_macd_hist_primary_S,2026,0.47370631720430106,0.5706426902753308,-1.0,221
H1_IND,h1_macd_hist_primary_S,AVG,0.4909534664891923,,,912
H1_IND,h1_macd_hist_chg_primary_S,2024,0.48148676606977237,0.6264975689924324,-1.0,345
H1_IND,h1_macd_hist_chg_primary_S,2025,0.5675368139223561,0.5991729779187769,-1.0,346
H1_IND,h1_macd_hist_chg_primary_S,2026,0.5641801075268817,0.6318531524311324,-1.0,221
H1_IND,h1_macd_hist_chg_primary_S,AVG,0.5377345625063368,,,912
H1_IND,h1_bb_z_primary,2024,0.6070485838624528,0.6890346191805352,-1.0,345
H1_IND,h1_bb_z_primary,2025,0.5855421686746989,0.5698959709386728,-1.0,346
H1_IND,h1_bb_z_primary,2026,0.6245799731182796,0.671207216339366,-1.0,221
H1_IND,h1_bb_z_primary,AVG,0.6057235752184771,,,912
H1_IND,h1_bb_bw,2024,0.5405935649568381,0.6718001457539409,1.0,345
H1_IND,h1_bb_bw,2025,0.5740629183400268,0.6084202116149724,1.0,346
H1_IND,h1_bb_bw,2026,0.49344758064516125,0.603101859016361,1.0,221
H1_IND,h1_bb_bw,AVG,0.5360346879806753,,,912
H1_IND,h1_donchian_primary,2024,0.6296639794535208,0.695794573470669,-1.0,345
H1_IND,h1_donchian_primary,2025,0.6302543507362784,0.6562659080599451,-1.0,346
H1_IND,h1_donchian_primary,2026,0.6522177419354838,0.7087801890805792,-1.0,221
H1_IND,h1_donchian_primary,AVG,0.6373786907084277,,,912
H1_IND,h1_price_kijun_primary_S,2024,0.6481058714418206,0.7137723817934805,-1.0,345
H1_IND,h1_price_kijun_primary_S,2025,0.6277443105756358,0.6592509277806976,-1.0,346
H1_IND,h1_price_kijun_primary_S,2026,0.6644825268817205,0.7399734218964045,-1.0,221
H1_IND,h1_price_kijun_primary_S,AVG,0.646777569633059,,,912
H1_IND,h1_price_cloud_primary_S,2024,0.633373760433759,0.7151135574953773,-1.0,345
H1_IND,h1_price_cloud_primary_S,2025,0.6452141900937082,0.6753404230197857,-1.0,346
H1_IND,h1_price_cloud_primary_S,2026,0.6787634408602151,0.7447619440321096,-1.0,221
H1_IND,h1_price_cloud_primary_S,AVG,0.6524504637958941,,,912
