signal_id,decision_time,entry_status,entry_detail,direction,units,requested_or_event_price,structural_sl,filled,market_closed_entry_reject,sl_already_touched_reject,entry_time_actual,entry_price_actual,entry_ticket,entry_deal,intended_fast_nha_time,intended_fast_nha_old_direction,intended_exit_reject_count_at_time,exit_time_actual,exit_price_actual,exit_deal,exit_order,actual_pnl,actual_swap,exit_comment,exit_reason_actual,actual_holding_hours,exit_reject_affected,actual_exit_after_intended_flip,unintended_hold_hours
87,2025.02.24 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,2935.85,2921.56,False,True,False,,,,,,,0,,,,,,,,,,False,False,
93,2025.02.25 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,2953.49,2930.78,False,True,False,,,,,,,0,,,,,,,,,,False,False,
96,2025.02.27 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,2917.53,2890.81,False,True,False,,,,,,,0,,,,,,,,,,False,False,
99,2025.03.03 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,2856.4,2837.94,False,True,False,,,,,,,0,,,,,,,,,,False,False,
107,2025.03.06 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,2920.38,2911.44,False,True,False,,,,,,,0,,,,,,,,,,False,False,
111,2025.03.07 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,2911.58,2891.21,False,True,False,,,,,,,0,,,,,,,,,,False,False,
122,2025.03.13 00:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,2934.36,2906.05,False,True,False,,,,,,,0,,,,,,,,,,False,False,
130,2025.03.20 00:00:06,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3048.76,3029.29,False,True,False,,,,,,,0,,,,,,,,,,False,False,
134,2025.03.21 00:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3046.18,3025.65,False,True,False,,,,,,,0,,,,,,,,,,False,False,
137,2025.03.24 00:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3023.34,2999.36,False,True,False,,,,,,,0,,,,,,,,,,False,False,
143,2025.03.26 00:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3019.17,3036.0,False,True,False,,,,,,,0,,,,,,,,,,False,False,
147,2025.03.27 00:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3019.96,3012.28,False,True,False,,,,,,,0,,,,,,,,,,False,False,
157,2025.04.04 01:00:06,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3116.2,3100.05,False,True,False,,,,,,,0,,,,,,,,,,False,False,
170,2025.04.15 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3212.06,3193.65,False,True,False,,,,,,,0,,,,,,,,,,False,False,
175,2025.04.16 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3231.25,3211.59,False,True,False,,,,,,,0,,,,,,,,,,False,False,
179,2025.04.21 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3333.63,3283.92,False,True,False,,,,,,,0,,,,,,,,,,False,False,
184,2025.04.25 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3351.43,3306.66,False,True,False,,,,,,,0,,,,,,,,,,False,False,
187,2025.04.28 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3326.16,3265.15,False,True,False,,,,,,,0,,,,,,,,,,False,False,
189,2025.04.29 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3345.16,3273.1,False,True,False,,,,,,,0,,,,,,,,,,False,False,
192,2025.04.30 01:00:12,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3315.17,3299.64,False,True,False,,,,,,,0,,,,,,,,,,False,False,
195,2025.05.01 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3286.77,3319.74,False,True,False,,,,,,,0,,,,,,,,,,False,False,
197,2025.05.02 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3239.31,3204.94,False,True,False,,,,,,,0,,,,,,,,,,False,False,
207,2025.05.08 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3365.71,3397.96,False,True,False,,,,,,,0,,,,,,,,,,False,False,
213,2025.05.12 01:00:14,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,3295.94,3347.48,False,True,False,,,,,,,0,,,,,,,,,,False,False,
218,2025.05.14 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3249.94,3225.46,False,True,False,,,,,,,0,,,,,,,,,,False,False,
224,2025.05.19 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3220.71,3154.19,False,True,False,,,,,,,0,,,,,,,,,,False,False,
226,2025.05.20 01:00:06,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3230.75,3248.46,False,True,False,,,,,,,0,,,,,,,,,,False,False,
239,2025.05.27 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3343.89,3326.34,False,True,False,,,,,,,0,,,,,,,,,,False,False,
243,2025.05.28 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3301.96,3284.95,False,True,False,,,,,,,0,,,,,,,,,,False,False,
280,2025.06.12 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3357.5,3319.26,False,True,False,,,,,,,0,,,,,,,,,,False,False,
286,2025.06.18 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3390.56,3366.21,False,True,False,,,,,,,0,,,,,,,,,,False,False,
291,2025.06.19 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3369.96,3395.76,False,True,False,,,,,,,0,,,,,,,,,,False,False,
293,2025.06.20 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3370.47,3361.47,False,True,False,,,,,,,0,,,,,,,,,,False,False,
297,2025.06.23 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3393.6,3364.59,False,True,False,,,,,,,0,,,,,,,,,,False,False,
302,2025.06.25 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3324.99,3295.34,False,True,False,,,,,,,0,,,,,,,,,,False,False,
306,2025.06.26 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3334.39,3311.95,False,True,False,,,,,,,0,,,,,,,,,,False,False,
309,2025.06.27 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3328.01,3309.97,False,True,False,,,,,,,0,,,,,,,,,,False,False,
312,2025.06.30 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3274.05,3255.93,False,True,False,,,,,,,0,,,,,,,,,,False,False,
317,2025.07.02 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3338.01,3357.91,False,True,False,,,,,,,0,,,,,,,,,,False,False,
320,2025.07.03 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3358.42,3333.9,False,True,False,,,,,,,0,,,,,,,,,,False,False,
328,2025.07.08 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3339.59,3296.37,False,True,False,,,,,,,0,,,,,,,,,,False,False,
333,2025.07.10 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3313.65,3283.21,False,True,False,,,,,,,0,,,,,,,,,,False,False,
335,2025.07.11 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3324.35,3310.01,False,True,False,,,,,,,0,,,,,,,,,,False,False,
351,2025.07.18 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3341.98,3309.8,False,True,False,,,,,,,0,,,,,,,,,,False,False,
356,2025.07.21 01:00:38,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3349.74,3361.22,False,True,False,,,,,,,0,,,,,,,,,,False,False,
366,2025.07.25 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3369.16,3366.26,False,True,False,,,,,,,0,,,,,,,,,,False,False,
383,2025.08.01 01:00:06,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3290.34,3311.14,False,True,False,,,,,,,0,,,,,,,,,,False,False,
390,2025.08.06 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3381.38,3349.77,False,True,False,,,,,,,0,,,,,,,,,,False,False,
394,2025.08.07 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3370.55,3358.14,False,True,False,,,,,,,0,,,,,,,,,,False,False,
401,2025.08.11 01:00:06,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3399.04,3376.68,False,True,False,,,,,,,0,,,,,,,,,,False,False,
406,2025.08.13 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3350.38,3331.08,False,True,False,,,,,,,0,,,,,,,,,,False,False,
409,2025.08.14 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3356.84,3370.75,False,True,False,,,,,,,0,,,,,,,,,,False,False,
429,2025.08.22 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3338.85,3348.09,False,True,False,,,,,,,0,,,,,,,,,,False,False,
431,2025.08.25 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3372.47,3321.42,False,True,False,,,,,,,0,,,,,,,,,,False,False,
435,2025.08.26 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,3365.61,3376.27,False,True,False,,,,,,,0,,,,,,,,,,False,False,
438,2025.08.27 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3393.91,3380.22,False,True,False,,,,,,,0,,,,,,,,,,False,False,
442,2025.08.28 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3399.18,3373.69,False,True,False,,,,,,,0,,,,,,,,,,False,False,
453,2025.09.03 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3533.1,3474.35,False,True,False,,,,,,,0,,,,,,,,,,False,False,
461,2025.09.10 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3621.69,3674.62,False,True,False,,,,,,,0,,,,,,,,,,False,False,
469,2025.09.12 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3634.31,3630.43,False,True,False,,,,,,,0,,,,,,,,,,False,False,
473,2025.09.15 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,3644.45,3650.67,False,True,False,,,,,,,0,,,,,,,,,,False,False,
479,2025.09.17 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3689.62,3702.97,False,True,False,,,,,,,0,,,,,,,,,,False,False,
483,2025.09.18 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3659.68,3707.43,False,True,False,,,,,,,0,,,,,,,,,,False,False,
490,2025.09.22 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3687.36,3643.71,False,True,False,,,,,,,0,,,,,,,,,,False,False,
491,2025.09.24 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3765.28,3785.68,False,True,False,,,,,,,0,,,,,,,,,,False,False,
497,2025.09.26 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3750.89,3722.13,False,True,False,,,,,,,0,,,,,,,,,,False,False,
503,2025.10.01 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,3859.83,3793.1,False,True,False,,,,,,,0,,,,,,,,,,False,False,
513,2025.10.08 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3985.16,3961.77,False,True,False,,,,,,,0,,,,,,,,,,False,False,
522,2025.10.15 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4143.1,4097.76,False,True,False,,,,,,,0,,,,,,,,,,False,False,
531,2025.10.23 01:00:07,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4095.85,4010.95,False,True,False,,,,,,,0,,,,,,,,,,False,False,
532,2025.10.24 01:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4126.99,4154.66,False,True,False,,,,,,,0,,,,,,,,,,False,False,
534,2025.10.27 00:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4102.65,4044.32,False,True,False,,,,,,,0,,,,,,,,,,False,False,
538,2025.10.29 00:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,3953.74,3945.18,False,True,False,,,,,,,0,,,,,,,,,,False,False,
540,2025.10.30 00:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,3931.25,4007.44,False,True,False,,,,,,,0,,,,,,,,,,False,False,
548,2025.11.04 01:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4003.4,4030.48,False,True,False,,,,,,,0,,,,,,,,,,False,False,
558,2025.11.10 01:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4001.06,4027.44,False,True,False,,,,,,,0,,,,,,,,,,False,False,
567,2025.11.17 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4087.3,4032.07,False,True,False,,,,,,,0,,,,,,,,,,False,False,
576,2025.11.21 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4074.86,4043.74,False,True,False,,,,,,,0,,,,,,,,,,False,False,
580,2025.11.24 01:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4071.87,4101.13,False,True,False,,,,,,,0,,,,,,,,,,False,False,
585,2025.11.25 01:00:05,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4134.06,4087.98,False,True,False,,,,,,,0,,,,,,,,,,False,False,
587,2025.11.26 01:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4132.26,4159.22,False,True,False,,,,,,,0,,,,,,,,,,False,False,
593,2025.11.28 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4158.17,4151.41,False,True,False,,,,,,,0,,,,,,,,,,False,False,
598,2025.12.01 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4224.11,4152.1,False,True,False,,,,,,,0,,,,,,,,,,False,False,
605,2025.12.04 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4203.85,4241.44,False,True,False,,,,,,,0,,,,,,,,,,False,False,
622,2025.12.11 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4228.9,4182.06,False,True,False,,,,,,,0,,,,,,,,,,False,False,
627,2025.12.12 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4280.49,4263.05,False,True,False,,,,,,,0,,,,,,,,,,False,False,
635,2025.12.17 01:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4303.21,4315.85,False,True,False,,,,,,,0,,,,,,,,,,False,False,
646,2025.12.24 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4487.53,4430.45,False,True,False,,,,,,,0,,,,,,,,,,False,False,
655,2025.12.31 01:00:05,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4340.78,4381.7,False,True,False,,,,,,,0,,,,,,,,,,False,False,
666,2026.01.08 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4459.94,4445.35,False,True,False,,,,,,,0,,,,,,,,,,False,False,
670,2026.01.09 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4480.8,4444.6,False,True,False,,,,,,,0,,,,,,,,,,False,False,
672,2026.01.13 01:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4601.0,4630.11,False,True,False,,,,,,,0,,,,,,,,,,False,False,
676,2026.01.14 01:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4588.43,4634.53,False,True,False,,,,,,,0,,,,,,,,,,False,False,
681,2026.01.15 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4630.8,4599.48,False,True,False,,,,,,,0,,,,,,,,,,False,False,
685,2026.01.16 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4617.1,4582.34,False,True,False,,,,,,,0,,,,,,,,,,False,False,
687,2026.01.19 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4629.11,4536.61,False,True,False,,,,,,,0,,,,,,,,,,False,False,
698,2026.01.23 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4937.53,4810.73,False,True,False,,,,,,,0,,,,,,,,,,False,False,
701,2026.01.26 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,5010.33,4958.35,False,True,False,,,,,,,0,,,,,,,,,,False,False,
704,2026.01.27 01:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,5013.37,5104.94,False,True,False,,,,,,,0,,,,,,,,,,False,False,
708,2026.01.28 01:00:03,ENTRY_REJECT,retcode=10018 market closed,LONG,3,5181.1,5076.39,False,True,False,,,,,,,0,,,,,,,,,,False,False,
736,2026.02.18 01:01:22,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4866.35,4841.76,False,True,False,,,,,,,0,,,,,,,,,,False,False,
742,2026.02.20 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4997.04,4975.33,False,True,False,,,,,,,0,,,,,,,,,,False,False,
748,2026.02.25 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,5143.64,5093.5,False,True,False,,,,,,,0,,,,,,,,,,False,False,
753,2026.02.26 01:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,5159.58,5217.58,False,True,False,,,,,,,0,,,,,,,,,,False,False,
757,2026.02.27 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,5184.45,5160.39,False,True,False,,,,,,,0,,,,,,,,,,False,False,
778,2026.03.09 00:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,5179.63,5062.77,False,True,False,,,,,,,0,,,,,,,,,,False,False,
782,2026.03.10 00:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,5140.91,5060.71,False,True,False,,,,,,,0,,,,,,,,,,False,False,
785,2026.03.11 00:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,5186.99,5238.51,False,True,False,,,,,,,0,,,,,,,,,,False,False,
791,2026.03.13 00:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,5080.32,5186.07,False,True,False,,,,,,,0,,,,,,,,,,False,False,
802,2026.03.20 00:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4651.43,4502.58,False,True,False,,,,,,,0,,,,,,,,,,False,False,
812,2026.03.25 00:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4472.42,4372.22,False,True,False,,,,,,,0,,,,,,,,,,False,False,
821,2026.03.30 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4493.52,4486.33,False,True,False,,,,,,,0,,,,,,,,,,False,False,
826,2026.03.31 01:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4514.01,4580.64,False,True,False,,,,,,,0,,,,,,,,,,False,False,
832,2026.04.06 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4650.88,4580.8,False,True,False,,,,,,,0,,,,,,,,,,False,False,
838,2026.04.07 01:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4651.29,4697.58,False,True,False,,,,,,,0,,,,,,,,,,False,False,
842,2026.04.08 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4720.45,4607.42,False,True,False,,,,,,,0,,,,,,,,,,False,False,
854,2026.04.13 01:00:13,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4690.32,4773.21,False,True,False,,,,,,,0,,,,,,,,,,False,False,
859,2026.04.14 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4744.65,4700.29,False,True,False,,,,,,,0,,,,,,,,,,False,False,
871,2026.04.20 01:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4792.36,4889.35,False,True,False,,,,,,,0,,,,,,,,,,False,False,
884,2026.04.24 01:00:00,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4700.95,4743.06,False,True,False,,,,,,,0,,,,,,,,,,False,False,
895,2026.04.29 01:00:01,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4598.33,4554.83,False,True,False,,,,,,,0,,,,,,,,,,False,False,
902,2026.05.01 01:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4625.6,4645.87,False,True,False,,,,,,,0,,,,,,,,,,False,False,
906,2026.05.04 01:00:00,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4634.4,4560.12,False,True,False,,,,,,,0,,,,,,,,,,False,False,
912,2026.05.06 01:00:01,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4560.18,4586.57,False,True,False,,,,,,,0,,,,,,,,,,False,False,
915,2026.05.08 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4680.33,4764.72,False,True,False,,,,,,,0,,,,,,,,,,False,False,
919,2026.05.11 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4681.36,4728.93,False,True,False,,,,,,,0,,,,,,,,,,False,False,
923,2026.05.12 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4738.04,4707.92,False,True,False,,,,,,,0,,,,,,,,,,False,False,
926,2026.05.13 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4716.04,4638.24,False,True,False,,,,,,,0,,,,,,,,,,False,False,
932,2026.05.15 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4652.67,4710.0,False,True,False,,,,,,,0,,,,,,,,,,False,False,
936,2026.05.19 01:00:03,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4568.32,4584.17,False,True,False,,,,,,,0,,,,,,,,,,False,False,
941,2026.05.21 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4545.35,4467.04,False,True,False,,,,,,,0,,,,,,,,,,False,False,
944,2026.05.22 01:00:03,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4545.35,4488.55,False,True,False,,,,,,,0,,,,,,,,,,False,False,
960,2026.05.28 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4457.22,4401.26,False,True,False,,,,,,,0,,,,,,,,,,False,False,
964,2026.05.29 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4496.39,4375.26,False,True,False,,,,,,,0,,,,,,,,,,False,False,
974,2026.06.05 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4475.58,4515.32,False,True,False,,,,,,,0,,,,,,,,,,False,False,
985,2026.06.12 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4215.05,4052.83,False,True,False,,,,,,,0,,,,,,,,,,False,False,
989,2026.06.16 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4309.01,4369.27,False,True,False,,,,,,,0,,,,,,,,,,False,False,
994,2026.06.17 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,1,4332.67,4346.84,False,True,False,,,,,,,0,,,,,,,,,,False,False,
997,2026.06.18 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4256.72,4382.2,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1019,2026.07.01 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4011.29,4063.29,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1026,2026.07.06 01:00:02,ENTRY_REJECT_SL_ALREADY_TOUCHED,SHORT Ask already at/above structural SL,SHORT,3,4183.92,4186.31,False,False,True,,,,,,,0,,,,,,,,,,False,False,
1029,2026.07.07 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4164.72,4128.33,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1034,2026.07.08 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4097.77,4180.39,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1037,2026.07.09 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4076.62,4021.72,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1045,2026.07.13 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4095.03,4072.87,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1051,2026.07.15 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4053.53,4100.54,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1056,2026.07.16 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4065.43,4026.75,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1064,2026.07.20 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4001.87,3959.51,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1077,2026.07.27 01:00:02,ENTRY_REJECT,retcode=10018 market closed,SHORT,3,4089.1,4140.91,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1084,2026.07.30 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4065.32,3995.88,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1089,2026.07.31 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,1,4104.34,4065.01,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1092,2026.08.03 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4084.31,4020.81,False,True,False,,,,,,,0,,,,,,,,,,False,False,
1098,2026.08.04 01:00:02,ENTRY_REJECT,retcode=10018 market closed,LONG,3,4054.27,4029.57,False,True,False,,,,,,,0,,,,,,,,,,False,False,
