signal_id,decision_time,entry_status,entry_detail,direction,units,requested_or_event_price,structural_sl,filled,market_closed_entry_reject,sl_already_touched_reject,entry_time_actual,entry_price_actual,entry_ticket,entry_deal,intended_fast_nha_time,intended_fast_nha_old_direction,intended_exit_reject_count_at_time,exit_time_actual,exit_price_actual,exit_deal,exit_order,actual_pnl,actual_swap,exit_comment,exit_reason_actual,actual_holding_hours,exit_reject_affected,actual_exit_after_intended_flip,unintended_hold_hours
151,2025.03.31 20:00:00,ENTRY_FILL,signal=151 units=1 effective_ts=2025.03.31 20:00:00 fill=3117.36000,SHORT,1,3117.36,3127.78,True,False,False,2025.03.31 20:00:01,3117.36,256,256,2025.04.01 01:00:05,SHORT,1,2025.04.01 03:50:00,3127.8,257,257,-10.44,0.0,sl 3127.78,STRUCTURAL_SL,7.833055555555555,True,True,2.8319444444444444
156,2025.04.03 12:00:00,ENTRY_FILL,signal=156 units=1 effective_ts=2025.04.03 12:00:00 fill=3129.15000,SHORT,1,3129.15,3167.78,True,False,False,2025.04.03 12:00:00,3129.15,266,266,2025.04.04 01:00:06,SHORT,1,2025.04.07 08:00:00,3035.51,269,269,93.64,0.0,,FAST_NHA_OR_MANUAL,92.0,True,True,78.99833333333333
169,2025.04.14 16:00:00,ENTRY_FILL,signal=169 units=1 effective_ts=2025.04.14 16:00:00 fill=3206.30000,SHORT,1,3206.3,3238.11,True,False,False,2025.04.14 16:00:00,3206.3,290,290,2025.04.15 01:00:05,SHORT,1,2025.04.16 01:39:28,3238.3,299,299,-32.0,0.0,sl 3238.11,STRUCTURAL_SL,33.65777777777778,True,True,24.656388888888888
178,2025.04.17 08:00:00,ENTRY_FILL,signal=178 units=1 effective_ts=2025.04.17 08:00:00 fill=3341.56000,SHORT,1,3341.56,3356.19,True,False,False,2025.04.17 08:00:00,3341.56,304,304,2025.04.21 01:00:05,SHORT,1,2025.04.21 03:12:20,3356.41,305,305,-14.85,0.0,sl 3356.19,STRUCTURAL_SL,91.20555555555555,True,True,2.2041666666666666
186,2025.04.25 08:00:00,ENTRY_FILL,signal=186 units=1 effective_ts=2025.04.25 08:00:00 fill=3324.99000,SHORT,1,3324.99,3370.81,True,False,False,2025.04.25 08:00:00,3324.99,316,316,2025.04.28 01:00:05,SHORT,1,2025.04.28 20:00:00,3336.9,317,317,-11.91,0.0,,FAST_NHA_OR_MANUAL,84.0,True,True,18.99861111111111
194,2025.04.30 20:00:00,ENTRY_FILL,signal=194 units=3 effective_ts=2025.04.30 20:00:00 fill=3311.11000,LONG,3,3311.11,3266.86,True,False,False,2025.04.30 20:00:00,3311.11,326,326,2025.05.01 01:00:05,LONG,1,2025.05.01 03:20:02,3266.14,327,327,-134.91,0.0,sl 3266.86,STRUCTURAL_SL,7.333888888888889,True,True,2.3325
196,2025.05.01 04:00:00,ENTRY_FILL,signal=196 units=1 effective_ts=2025.05.01 04:00:00 fill=3246.22000,SHORT,1,3246.22,3319.74,True,False,False,2025.05.01 04:00:00,3246.22,328,328,2025.05.02 01:00:05,SHORT,1,2025.05.05 04:00:00,3247.38,335,335,-1.16,0.0,,FAST_NHA_OR_MANUAL,96.0,True,True,74.99861111111112
211,2025.05.09 12:00:00,ENTRY_FILL,signal=211 units=1 effective_ts=2025.05.09 12:00:00 fill=3328.74000,LONG,1,3328.74,3274.69,True,False,False,2025.05.09 12:00:00,3328.74,354,354,2025.05.12 01:00:13,LONG,2,2025.05.12 01:18:50,3274.56,356,356,-54.18,0.0,sl 3274.69,STRUCTURAL_SL,61.31388888888889,True,True,0.31027777777777776
212,2025.05.09 16:00:00,ENTRY_FILL,signal=212 units=1 effective_ts=2025.05.09 16:00:00 fill=3333.71000,LONG,1,3333.71,3274.69,True,False,False,2025.05.09 16:00:00,3333.71,355,355,2025.05.12 01:00:13,LONG,2,2025.05.12 01:18:50,3274.56,357,357,-59.15,0.0,sl 3274.69,STRUCTURAL_SL,57.31388888888889,True,True,0.31027777777777776
217,2025.05.13 16:00:00,ENTRY_FILL,signal=217 units=3 effective_ts=2025.05.13 16:00:00 fill=3241.09000,SHORT,3,3241.09,3265.52,True,False,False,2025.05.13 16:00:00,3241.09,364,364,2025.05.14 01:00:05,SHORT,1,2025.05.15 16:00:00,3189.55,369,369,154.62,0.0,,FAST_NHA_OR_MANUAL,48.0,True,True,38.99861111111111
223,2025.05.16 08:00:00,ENTRY_FILL,signal=223 units=3 effective_ts=2025.05.16 08:00:00 fill=3219.54000,SHORT,3,3219.54,3252.0,True,False,False,2025.05.16 08:00:00,3219.54,374,374,2025.05.19 01:00:05,SHORT,1,2025.05.20 12:00:00,3236.08,377,377,-49.62,0.0,,FAST_NHA_OR_MANUAL,100.0,True,True,34.99861111111111
241,2025.05.27 08:00:00,ENTRY_FILL,signal=241 units=1 effective_ts=2025.05.27 08:00:00 fill=3330.88000,SHORT,1,3330.88,3349.95,True,False,False,2025.05.27 08:00:00,3330.88,404,404,2025.05.28 01:00:05,SHORT,2,2025.05.28 12:00:00,3321.83,411,411,9.05,0.0,,FAST_NHA_OR_MANUAL,28.0,True,True,10.998611111111112
242,2025.05.27 12:00:00,ENTRY_FILL,signal=242 units=1 effective_ts=2025.05.27 12:00:00 fill=3298.53000,SHORT,1,3298.53,3349.95,True,False,False,2025.05.27 12:00:00,3298.53,405,405,2025.05.28 01:00:05,SHORT,2,2025.05.28 12:00:00,3321.83,410,410,-23.3,0.0,,FAST_NHA_OR_MANUAL,24.0,True,True,10.998611111111112
279,2025.06.11 20:00:00,ENTRY_FILL,signal=279 units=1 effective_ts=2025.06.11 20:00:00 fill=3330.26000,SHORT,1,3330.26,3360.63,True,False,False,2025.06.11 20:00:00,3330.26,478,478,2025.06.12 01:00:05,SHORT,1,2025.06.12 01:10:23,3360.68,479,479,-30.42,0.0,sl 3360.63,STRUCTURAL_SL,5.173055555555556,True,True,0.17166666666666666
285,2025.06.16 08:00:00,ENTRY_FILL,signal=285 units=1 effective_ts=2025.06.16 08:00:00 fill=3427.72000,SHORT,1,3427.72,3451.45,True,False,False,2025.06.16 08:00:00,3427.72,488,488,2025.06.18 01:00:05,SHORT,1,2025.06.18 20:00:00,3391.2,495,495,36.52,0.0,,FAST_NHA_OR_MANUAL,60.0,True,True,18.99861111111111
301,2025.06.24 04:00:00,ENTRY_FILL,signal=301 units=1 effective_ts=2025.06.24 04:00:00 fill=3351.24000,SHORT,1,3351.24,3393.46,True,False,False,2025.06.24 04:00:00,3351.24,512,512,2025.06.25 01:00:05,SHORT,1,2025.06.25 20:00:00,3335.0,517,517,16.24,0.0,,FAST_NHA_OR_MANUAL,40.0,True,True,18.99861111111111
308,2025.06.26 16:00:00,ENTRY_FILL,signal=308 units=1 effective_ts=2025.06.26 16:00:00 fill=3322.08000,SHORT,1,3322.08,3350.3,True,False,False,2025.06.26 16:00:00,3322.08,522,522,2025.06.27 01:00:05,SHORT,1,2025.06.30 08:00:00,3285.72,527,527,36.36,0.0,,FAST_NHA_OR_MANUAL,88.0,True,True,78.99861111111112
310,2025.06.27 04:00:00,ENTRY_FILL,signal=310 units=1 effective_ts=2025.06.27 04:00:00 fill=3318.85000,SHORT,1,3318.85,3336.4,True,False,False,2025.06.27 04:00:00,3318.85,523,523,2025.06.30 01:00:05,SHORT,3,2025.06.30 08:00:00,3285.7,526,526,33.15,0.0,,FAST_NHA_OR_MANUAL,76.0,True,True,6.998611111111111
311,2025.06.27 08:00:00,ENTRY_FILL,signal=311 units=1 effective_ts=2025.06.27 08:00:00 fill=3294.05000,SHORT,1,3294.05,3336.4,True,False,False,2025.06.27 08:00:00,3294.05,524,524,2025.06.30 01:00:05,SHORT,3,2025.06.30 08:00:00,3285.7,525,525,8.35,0.0,,FAST_NHA_OR_MANUAL,72.0,True,True,6.998611111111111
316,2025.06.30 20:00:00,ENTRY_FILL,signal=316 units=1 effective_ts=2025.06.30 20:00:00 fill=3298.36000,LONG,1,3298.36,3274.55,True,False,False,2025.06.30 20:00:00,3298.36,534,534,2025.07.02 01:00:05,LONG,1,2025.07.03 04:00:00,3345.11,539,539,46.75,0.0,,FAST_NHA_OR_MANUAL,56.0,True,True,26.99861111111111
334,2025.07.10 20:00:00,ENTRY_FILL,signal=334 units=1 effective_ts=2025.07.10 20:00:00 fill=3314.96000,SHORT,1,3314.96,3330.26,True,False,False,2025.07.10 20:00:00,3314.96,562,562,2025.07.11 01:00:05,SHORT,1,2025.07.11 03:31:00,3330.31,563,563,-15.35,0.0,sl 3330.26,STRUCTURAL_SL,7.516666666666667,True,True,2.515277777777778
354,2025.07.18 12:00:00,ENTRY_FILL,signal=354 units=1 effective_ts=2025.07.18 12:00:00 fill=3347.79000,LONG,1,3347.79,3331.8,True,False,False,2025.07.18 12:00:00,3347.79,598,598,2025.07.21 01:00:37,LONG,2,2025.07.22 08:00:01,3391.35,609,609,43.56,0.0,,FAST_NHA_OR_MANUAL,92.00027777777778,True,True,30.99
355,2025.07.18 16:00:00,ENTRY_FILL,signal=355 units=1 effective_ts=2025.07.18 16:00:00 fill=3360.22000,LONG,1,3360.22,3331.8,True,False,False,2025.07.18 16:00:00,3360.22,599,599,2025.07.21 01:00:37,LONG,2,2025.07.22 08:00:01,3391.26,608,608,31.04,0.0,,FAST_NHA_OR_MANUAL,88.00027777777778,True,True,30.99
363,2025.07.23 08:00:00,ENTRY_FILL,signal=363 units=3 effective_ts=2025.07.23 08:00:00 fill=3423.58000,SHORT,3,3423.58,3438.97,True,False,False,2025.07.23 08:00:01,3423.58,614,614,2025.07.25 01:00:05,SHORT,3,2025.07.28 08:00:01,3339.77,625,625,251.43,0.0,,FAST_NHA_OR_MANUAL,120.0,True,True,78.99888888888889
364,2025.07.23 16:00:00,ENTRY_FILL,signal=364 units=1 effective_ts=2025.07.23 16:00:00 fill=3420.02000,SHORT,1,3420.02,3433.74,True,False,False,2025.07.23 16:00:00,3420.02,615,615,2025.07.25 01:00:05,SHORT,3,2025.07.28 08:00:01,3339.79,624,624,80.23,0.0,,FAST_NHA_OR_MANUAL,112.00027777777778,True,True,78.99888888888889
365,2025.07.23 20:00:00,ENTRY_FILL,signal=365 units=1 effective_ts=2025.07.23 20:00:00 fill=3387.39000,SHORT,1,3387.39,3433.74,True,False,False,2025.07.23 20:00:00,3387.39,616,616,2025.07.25 01:00:05,SHORT,3,2025.07.28 08:00:00,3339.77,623,623,47.62,0.0,,FAST_NHA_OR_MANUAL,108.0,True,True,78.99861111111112
407,2025.08.13 08:00:00,ENTRY_FILL,signal=407 units=3 effective_ts=2025.08.13 08:00:00 fill=3352.00000,LONG,3,3352.0,3342.59,True,False,False,2025.08.13 08:00:00,3352.0,690,690,2025.08.14 01:00:05,LONG,2,2025.08.14 11:00:23,3342.58,697,697,-28.26,0.0,sl 3342.59,STRUCTURAL_SL,27.00638888888889,True,True,10.005
408,2025.08.13 12:00:00,ENTRY_FILL,signal=408 units=3 effective_ts=2025.08.13 12:00:00 fill=3360.57000,LONG,3,3360.57,3345.63,True,False,False,2025.08.13 12:00:00,3360.57,691,691,2025.08.14 01:00:05,LONG,2,2025.08.14 10:57:29,3345.62,696,696,-44.85,0.0,sl 3345.63,STRUCTURAL_SL,22.958055555555557,True,True,9.956666666666667
428,2025.08.21 20:00:00,ENTRY_FILL,signal=428 units=3 effective_ts=2025.08.21 20:00:00 fill=3340.29000,LONG,3,3340.29,3325.13,True,False,False,2025.08.21 20:00:00,3340.29,730,730,2025.08.22 01:00:05,LONG,1,2025.08.22 15:12:02,3325.03,731,731,-45.78,0.0,sl 3325.13,STRUCTURAL_SL,19.200555555555557,True,True,14.199166666666667
489,2025.09.19 20:00:00,ENTRY_FILL,signal=489 units=1 effective_ts=2025.09.19 20:00:00 fill=3668.36000,LONG,1,3668.36,3643.71,True,False,False,2025.09.19 20:00:00,3668.36,830,830,2025.09.24 01:00:05,LONG,1,2025.09.24 16:00:00,3767.93,833,833,99.57,0.0,,FAST_NHA_OR_MANUAL,116.0,True,True,14.998611111111112
496,2025.09.25 16:00:00,ENTRY_FILL,signal=496 units=1 effective_ts=2025.09.25 16:00:00 fill=3738.47000,SHORT,1,3738.47,3761.65,True,False,False,2025.09.25 16:00:00,3738.47,840,840,2025.09.26 01:00:00,SHORT,1,2025.09.26 12:00:00,3752.87,845,845,-14.4,0.0,,FAST_NHA_OR_MANUAL,20.0,True,True,11.0
545,2025.11.03 08:00:00,ENTRY_FILL,signal=545 units=3 effective_ts=2025.11.03 08:00:00 fill=4014.16000,LONG,3,4014.16,3962.63,True,False,False,2025.11.03 08:00:00,4014.16,920,920,2025.11.04 01:00:00,LONG,3,2025.11.04 16:29:19,3957.92,924,924,-168.72,0.0,sl 3962.63,STRUCTURAL_SL,32.48861111111111,True,True,15.488611111111112
546,2025.11.03 12:00:00,ENTRY_FILL,signal=546 units=1 effective_ts=2025.11.03 12:00:00 fill=4000.80000,LONG,1,4000.8,3962.63,True,False,False,2025.11.03 12:00:00,4000.8,921,921,2025.11.04 01:00:00,LONG,3,2025.11.04 16:29:19,3957.92,925,925,-42.88,0.0,sl 3962.63,STRUCTURAL_SL,28.488611111111112,True,True,15.488611111111112
547,2025.11.03 16:00:00,ENTRY_FILL,signal=547 units=1 effective_ts=2025.11.03 16:00:00 fill=4016.14000,LONG,1,4016.14,3993.02,True,False,False,2025.11.03 16:00:00,4016.14,922,922,2025.11.04 01:00:00,LONG,3,2025.11.04 01:13:19,3992.88,923,923,-23.26,0.0,sl 3993.02,STRUCTURAL_SL,9.221944444444444,True,True,0.22194444444444444
555,2025.11.07 04:00:00,ENTRY_FILL,signal=555 units=3 effective_ts=2025.11.07 04:00:00 fill=4002.04000,LONG,3,4002.04,3974.66,True,False,False,2025.11.07 04:00:00,4002.04,938,938,2025.11.10 01:00:00,LONG,2,2025.11.11 20:00:00,4114.49,945,945,337.35,0.0,,FAST_NHA_OR_MANUAL,112.0,True,True,43.0
556,2025.11.07 08:00:00,ENTRY_FILL,signal=556 units=1 effective_ts=2025.11.07 08:00:00 fill=3995.19000,LONG,1,3995.19,3974.66,True,False,False,2025.11.07 08:00:00,3995.19,939,939,2025.11.10 01:00:00,LONG,2,2025.11.11 20:00:00,4114.45,944,944,119.26,0.0,,FAST_NHA_OR_MANUAL,108.0,True,True,43.0
566,2025.11.14 12:00:00,ENTRY_FILL,signal=566 units=1 effective_ts=2025.11.14 12:00:00 fill=4169.22000,SHORT,1,4169.22,4211.31,True,False,False,2025.11.14 12:00:00,4169.22,958,958,2025.11.17 01:00:00,SHORT,1,2025.11.18 12:00:00,4040.01,961,961,129.21,0.0,,FAST_NHA_OR_MANUAL,96.0,True,True,35.0
578,2025.11.21 16:00:00,ENTRY_FILL,signal=578 units=3 effective_ts=2025.11.21 16:00:00 fill=4080.34000,LONG,3,4080.34,4031.03,True,False,False,2025.11.21 16:00:00,4080.34,978,978,2025.11.24 01:00:00,LONG,1,2025.11.25 12:00:01,4128.28,989,989,143.82,0.0,,FAST_NHA_OR_MANUAL,92.00027777777778,True,True,35.000277777777775
603,2025.12.03 16:00:00,ENTRY_FILL,signal=603 units=3 effective_ts=2025.12.03 16:00:00 fill=4237.59000,LONG,3,4237.59,4194.63,True,False,False,2025.12.03 16:00:00,4237.59,1018,1018,2025.12.04 01:00:02,LONG,2,2025.12.04 05:02:23,4194.59,1020,1020,-129.0,0.0,sl 4194.63,STRUCTURAL_SL,13.039722222222222,True,True,4.039166666666667
604,2025.12.03 20:00:00,ENTRY_FILL,signal=604 units=1 effective_ts=2025.12.03 20:00:00 fill=4211.60000,LONG,1,4211.6,4194.63,True,False,False,2025.12.03 20:00:00,4211.6,1019,1019,2025.12.04 01:00:02,LONG,2,2025.12.04 05:02:23,4194.59,1021,1021,-17.01,0.0,sl 4194.63,STRUCTURAL_SL,9.039722222222222,True,True,4.039166666666667
633,2025.12.16 16:00:00,ENTRY_FILL,signal=633 units=3 effective_ts=2025.12.16 16:00:00 fill=4313.20000,LONG,3,4313.2,4273.84,True,False,False,2025.12.16 16:00:00,4313.2,1072,1072,2025.12.17 01:00:00,LONG,2,2025.12.17 12:00:01,4316.76,1079,1079,10.68,0.0,,FAST_NHA_OR_MANUAL,20.00027777777778,True,True,11.000277777777777
634,2025.12.16 20:00:00,ENTRY_FILL,signal=634 units=1 effective_ts=2025.12.16 20:00:00 fill=4303.47000,LONG,1,4303.47,4273.84,True,False,False,2025.12.16 20:00:00,4303.47,1073,1073,2025.12.17 01:00:00,LONG,2,2025.12.17 12:00:01,4316.76,1078,1078,13.29,0.0,,FAST_NHA_OR_MANUAL,16.00027777777778,True,True,11.000277777777777
640,2025.12.18 16:00:00,ENTRY_FILL,signal=640 units=3 effective_ts=2025.12.18 16:00:00 fill=4335.49000,LONG,3,4335.49,4306.69,True,False,False,2025.12.18 16:00:00,4335.49,1084,1084,2025.12.19 01:00:00,LONG,2,2025.12.23 20:00:01,4473.02,1095,1095,412.59,0.0,,FAST_NHA_OR_MANUAL,124.00027777777778,True,True,115.00027777777778
641,2025.12.18 20:00:00,ENTRY_FILL,signal=641 units=3 effective_ts=2025.12.18 20:00:00 fill=4333.65000,LONG,3,4333.65,4308.76,True,False,False,2025.12.18 20:00:00,4333.65,1085,1085,2025.12.19 01:00:00,LONG,2,2025.12.23 20:00:01,4473.02,1094,1094,418.11,0.0,,FAST_NHA_OR_MANUAL,120.00027777777778,True,True,115.00027777777778
664,2026.01.07 04:00:00,ENTRY_FILL,signal=664 units=3 effective_ts=2026.01.07 04:00:00 fill=4465.41000,SHORT,3,4465.41,4500.43,True,False,False,2026.01.07 04:00:00,4465.41,1128,1128,2026.01.08 01:00:00,SHORT,2,2026.01.08 20:00:01,4462.99,1135,1135,7.26,0.0,,FAST_NHA_OR_MANUAL,40.000277777777775,True,True,19.00027777777778
665,2026.01.07 08:00:00,ENTRY_FILL,signal=665 units=1 effective_ts=2026.01.07 08:00:00 fill=4454.44000,SHORT,1,4454.44,4500.43,True,False,False,2026.01.07 08:00:00,4454.44,1129,1129,2026.01.08 01:00:00,SHORT,2,2026.01.08 20:00:00,4463.02,1134,1134,-8.58,0.0,,FAST_NHA_OR_MANUAL,36.0,True,True,19.0
686,2026.01.16 04:00:00,ENTRY_FILL,signal=686 units=1 effective_ts=2026.01.16 04:00:00 fill=4600.44000,SHORT,1,4600.44,4620.8,True,False,False,2026.01.16 04:00:00,4600.44,1160,1160,2026.01.19 01:00:01,SHORT,1,2026.01.19 01:02:00,4639.1,1161,1161,-38.66,0.0,sl 4620.80,STRUCTURAL_SL,69.03333333333333,True,True,0.03305555555555555
735,2026.02.16 08:00:00,ENTRY_FILL,signal=735 units=3 effective_ts=2026.02.16 08:00:00 fill=4990.18000,SHORT,3,4990.18,5051.96,True,False,False,2026.02.16 08:00:01,4990.18,1248,1248,2026.02.18 01:01:22,SHORT,1,2026.02.19 08:00:02,4996.81,1255,1255,-19.89,0.0,,FAST_NHA_OR_MANUAL,72.00027777777778,True,True,30.977777777777778
741,2026.02.19 20:00:00,ENTRY_FILL,signal=741 units=1 effective_ts=2026.02.19 20:00:00 fill=4985.03000,SHORT,1,4985.03,5022.28,True,False,False,2026.02.19 20:00:00,4985.03,1258,1258,2026.02.20 01:00:00,SHORT,1,2026.02.20 08:23:23,5022.3,1261,1261,-37.27,0.0,sl 5022.28,STRUCTURAL_SL,12.389722222222222,True,True,7.389722222222222
747,2026.02.24 04:00:00,ENTRY_FILL,signal=747 units=3 effective_ts=2026.02.24 04:00:00 fill=5177.47000,SHORT,3,5177.47,5249.64,True,False,False,2026.02.24 04:00:00,5177.47,1268,1268,2026.02.25 01:00:01,SHORT,1,2026.02.25 20:00:00,5207.14,1275,1275,-89.01,0.0,,FAST_NHA_OR_MANUAL,40.0,True,True,18.99972222222222
755,2026.02.26 12:00:00,ENTRY_FILL,signal=755 units=1 effective_ts=2026.02.26 12:00:00 fill=5186.27000,SHORT,1,5186.27,5205.55,True,False,False,2026.02.26 12:00:00,5186.27,1280,1280,2026.02.27 01:00:01,SHORT,2,2026.02.27 15:07:41,5205.65,1288,1288,-19.38,0.0,sl 5205.55,STRUCTURAL_SL,27.128055555555555,True,True,14.127777777777778
