test_year,TOP_STATE,N,OracleRate,PnL,AvgPnL,SumR
2025,MIDHIGH_NEW,9,0.2222222222222222,143.8699999999999,15.985555555555543,7.459776173286353
2025,MIDHIGH_PERSIST,186,0.1989247311827957,773.6200000000063,4.159247311827991,22.718711163439966
2025,OTHER,1005,0.15920398009950248,900.2500000000123,0.8957711442786191,34.655716443393096
2025,TOP_NEW,237,0.5232067510548524,1205.4000000000028,5.086075949367101,51.33246102685425
2025,TOP_PERSIST,70,0.37142857142857144,772.0800000000022,11.029714285714316,26.418592410050863
2026,MIDHIGH_NEW,1,0.0,-45.83000000000084,-45.83000000000084,-1.0
2026,MIDHIGH_PERSIST,155,0.18064516129032257,355.50999999999294,2.293612903225761,7.054294207769172
2026,OTHER,556,0.12769784172661872,3688.0599999999713,6.633201438848869,66.55934559195816
2026,TOP_NEW,211,0.4928909952606635,1407.5099999999957,6.670663507108984,23.28508687204335
2026,TOP_PERSIST,59,0.2542372881355932,806.800000000002,13.674576271186474,15.238603428360497
