test_year,run_id,bounded_pnl,all1_pnl,oracle_bars,selected_units,delta
2025,1490,-2.979999999998654,-7.4399999999996,1,8.0,4.460000000000946
2025,1491,-8.239999999999782,-8.239999999999782,0,1.0,0.0
2025,1492,0.0,-2.5399999999999636,0,0.0,2.5399999999999636
2025,1493,-14.440000000000055,-14.440000000000055,0,1.0,0.0
2025,1494,164.33999999999924,1.819999999999709,2,7.0,162.51999999999953
2025,1495,0.13000000000010914,-57.629999999999654,2,1.0,57.75999999999976
2025,1496,19.549999999999727,-5.940000000000509,1,4.0,25.490000000000236
2025,1497,-31.920000000000982,-10.640000000000327,0,3.0,-21.280000000000655
2025,1498,0.0,-36.23000000000002,1,0.0,36.23000000000002
2025,1499,16.050000000000182,16.050000000000182,1,2.0,0.0
2025,1500,5.819999999999709,1.8299999999994725,1,5.0,3.9900000000002365
2025,1501,-5.75,-19.929999999999836,1,1.0,14.179999999999836
2025,1502,99.67000000000053,48.75000000000091,2,5.0,50.91999999999962
2025,1503,-20.219999999999345,-6.739999999999782,0,3.0,-13.479999999999563
2025,1504,0.0,-33.84999999999991,0,0.0,33.84999999999991
2025,1505,-40.16999999999962,-17.549999999999727,0,3.0,-22.61999999999989
2025,1506,-66.48000000000047,-34.0,1,7.0,-32.48000000000047
2025,1507,-15.479999999999563,-3.849999999999909,0,3.0,-11.629999999999654
2025,1508,-16.559999999999945,-5.519999999999982,0,3.0,-11.039999999999964
2025,1509,0.0,-5.290000000000418,1,0.0,5.290000000000418
2025,1510,-79.24000000000024,-35.940000000000055,1,7.0,-43.30000000000018
2025,1511,-12.470000000000255,-12.470000000000255,0,1.0,0.0
2025,1512,-8.21999999999889,-21.95999999999958,1,5.0,13.740000000000691
2025,1513,-30.44999999999891,-10.149999999999636,0,3.0,-20.299999999999272
2025,1514,-15.669999999999618,-27.519999999999527,0,1.0,11.849999999999909
2025,1515,19.63000000000011,21.239999999999327,1,1.0,-1.6099999999992178
2025,1516,-8.520000000000437,-2.8400000000001455,0,3.0,-5.680000000000291
2025,1517,0.0,-22.06000000000131,1,0.0,22.06000000000131
2025,1518,-102.17000000000098,-48.73000000000047,0,4.0,-53.44000000000051
2025,1519,103.64999999999918,157.89999999999918,3,3.0,-54.25
2025,1520,206.19999999999936,239.95999999999913,3,4.0,-33.75999999999976
2025,1521,-6.680000000000291,-6.680000000000291,0,1.0,0.0
2025,1522,0.0,-11.090000000000146,0,0.0,11.090000000000146
2025,1523,-11.61999999999989,-11.61999999999989,0,1.0,0.0
2025,1524,-67.55999999999995,-33.90000000000009,0,4.0,-33.659999999999854
2025,1525,-22.590000000000146,-22.590000000000146,0,1.0,0.0
2025,1526,-105.78999999999905,-52.85999999999967,1,7.0,-52.92999999999938
2025,1527,-64.95000000000027,-33.070000000000164,0,3.0,-31.88000000000011
2025,1528,-31.83999999999969,-13.799999999999727,0,4.0,-18.039999999999964
2025,1529,-15.889999999999873,-29.06999999999971,0,1.0,13.179999999999836
2025,1530,-46.56999999999971,-19.36999999999989,0,4.0,-27.199999999999818
2025,1531,-4.170000000000073,-5.450000000000273,0,1.0,1.2800000000002
2025,1532,-7.260000000000218,-2.4200000000000728,0,3.0,-4.8400000000001455
2025,1533,13.840000000000146,13.769999999999982,2,1.0,0.07000000000016371
2025,1534,64.34999999999945,12.889999999999418,1,6.0,51.460000000000036
2025,1535,-14.97000000000071,-4.9900000000002365,0,3.0,-9.980000000000473
2025,1536,0.0,-11.179999999999836,0,0.0,11.179999999999836
2025,1537,0.0,-9.789999999999964,0,0.0,9.789999999999964
2025,1538,251.48999999999978,245.59000000000015,4,5.0,5.899999999999636
2025,1539,0.0,-11.190000000000055,0,0.0,11.190000000000055
2025,1540,-14.88000000000011,-4.960000000000036,0,3.0,-9.920000000000073
