exit_rule,N,PnL,PF,WR,DD,MaxConcurrent,PositionHours,P90,P95,Max,EarlyExitRate,PnL_per_1000h
FAST,1518,8739.249999999989,1.5213105464089705,0.37285902503293805,1833.2700000000023,16,28277.071944444444,53.50199999999977,96.99150000000003,365.0699999999997,0.0,309.0578125334146
BASE,1452,5640.080000000003,1.3018582752683638,0.37052341597796146,2263.600000000005,19,35498.75277777777,60.241000000000184,98.96100000000027,338.9200000000001,0.0,158.8810749297844
SLOW,1460,3138.5200000000204,1.130210027415084,0.3184931506849315,3635.600000000001,22,51351.875555555554,64.28600000000036,105.57949999999926,590.0299999999997,0.0,61.11792346522145
BASE_OR_SLOW,1486,5845.7400000000025,1.3085049510227926,0.37012113055181695,2196.340000000004,19,35879.741111111114,59.819999999999936,98.24250000000018,338.9200000000001,0.0,162.9259247411268
BASE_AND_SLOW,1441,2921.5800000000204,1.1218399221980722,0.31852879944483,3588.67,21,51029.03444444444,64.42999999999938,105.50999999999931,590.0299999999997,0.0,57.25328789398825
GRAMMAR,1314,16572.440000000017,1.5295932574840778,0.286910197869102,4648.679999999993,46,151090.3286111111,143.10500000000005,234.9384999999992,618.29,0.0,109.68564402725967
