aligned_N,opposed_N,aligned_hit1,opposed_hit1,delta_hit1_pp,aligned_hit3,opposed_hit3,delta_hit3_pp,aligned_hit5,opposed_hit5,delta_hit5_pp,aligned_mfe24_med_d1,opposed_mfe24_med_d1,aligned_mae24_med_d1,opposed_mae24_med_d1,aligned_mfe48_med_d1,opposed_mfe48_med_d1,aligned_mae48_med_d1,opposed_mae48_med_d1
53,98,0.5849056603773585,0.5,8.490566037735848,0.41509433962264153,0.2857142857142857,12.938005390835583,0.3584905660377358,0.19387755102040816,16.461301501732766,0.4569553072625689,0.41339638438590687,0.3775894924492384,0.39028249813984434,0.7153154302481491,0.5702662207137004,0.4137358991373634,0.5949512794286492
