dir,aligned_N,opposed_N,d_hit1_pp,d_hit3_pp,d_hit5_pp,aligned_hit5,opposed_hit5
-1,23,40,9.021739130434781,14.130434782608697,26.6304347826087,0.391304347826087,0.125
1,30,58,8.275862068965512,12.298850574712644,9.195402298850572,0.3333333333333333,0.2413793103448276
