symbol,dt,decision_time,SIDE,OPEN,HIGH,LOW,CLOSE,M1_COUNT,BB20_MID,BB20_UP,BB20_LO,BB4_MID_OPEN,BB4_UP_OPEN,BB4_LO_OPEN,CLOSE_OUT_BOTH,TR,PRE_ATR20,TR_PREATR,BODY,BODY_RANGE,CLOSE_LOC,UP_WICK,LO_WICK,MA20_DIST_ATR,MA20_SLOPE_6_ATR,BB20_WIDTH,BB4_WIDTH,BB20_WIDTH_CHG,BB4_WIDTH_CHG,BB_WIDTH_RATIO,DISP_6H_ATR,DISP_12H_ATR,DISP_24H_ATR,DISP_48H_ATR,DB_PREV1,DB_COUNT_PREV6,DB_COUNT_PREV24,SAME_SIDE_PREV6
BTCUSD#,2025-01-05 22:00:00,2025-01-05 23:00:00,UPPER,98049.24,98647.24,97993.25,98244.95,60,97981.87049999999,98492.32756394416,97471.41343605582,97910.82500000001,98448.40467075609,97373.24532924393,False,653.9900000000052,316.3789999999979,2.067109384630489,195.70999999999185,0.2992553402957083,0.3848682701570285,402.29000000000815,55.99000000000524,0.8315327502773852,-0.30175991453292095,1020.9141278883326,1075.1593415121606,0.011350772915335705,0.09661375705067354,1.053133963123842,1.3295762360965708,1.3106432474974832,-1.0219072694458222,-0.11318703200907111,False,1,2,0
BTCUSD#,2025-01-06 16:00:00,2025-01-06 17:00:00,UPPER,99465.75,101264.47,98681.19,100706.28,60,98974.013,100172.15575076026,97775.87024923976,99139.79750000002,100191.45051496928,98088.14448503075,True,2583.279999999999,500.0234999999986,5.166317183092407,1240.5299999999988,0.4802150754080082,0.7839219906475479,558.1900000000023,784.5599999999977,3.464371174554791,0.9155019714073883,2396.2855015204987,2103.3060299385397,0.20308714220152768,0.4169783225679007,0.8777359912263974,3.386940813781768,3.8431193733894498,5.763689106611998,5.403726024876857,False,0,2,0
BTCUSD#,2025-01-06 17:00:00,2025-01-06 18:00:00,UPPER,100715.28,102438.16,100451.24,102117.2,60,99177.42899999999,100930.9353344146,97423.92266558539,99634.3175,102178.60817142246,97090.02682857755,False,1986.9199999999983,611.6619999999988,3.2483953556048966,1401.9199999999983,0.7055744569484426,0.8384635516276414,320.9600000000064,264.0399999999936,4.806201791185351,0.9738818170819551,3507.0126688292075,5088.581342844904,0.4635203804404471,1.4193252291458491,1.4509731852618861,5.1465678757222095,5.0851450637770625,6.734062276224466,7.340671808940238,True,1,2,1
BTCUSD#,2025-01-07 12:00:00,2025-01-07 13:00:00,LOWER,101690.68,101690.68,101348.7,101376.03,60,101817.2845,102240.50861635638,101394.0603836436,101747.21,102115.82585039179,101378.59414960822,True,343.7299999999959,637.7120000000025,0.5390050681185152,-314.6499999999942,0.9200830457921455,0.07991695420785447,0.0,27.330000000001746,-0.6919338196552578,1.085854586396331,846.4482327127771,737.2317007835663,-0.31573912441093455,0.03285447291812327,0.870970807536353,-0.40806821888249695,-0.9490177384148247,4.137965100233321,5.753851268284098,False,0,2,0
BTCUSD#,2025-01-07 13:00:00,2025-01-07 14:00:00,LOWER,101375.77,101422.24,100443.05,100800.1,60,101751.4295,102343.6407195369,101159.2182804631,101643.71,102357.2272914243,100930.19270857572,True,979.1900000000023,525.7345000000023,1.8625180580692309,-575.6699999999983,0.5879042882382346,0.364638119261841,46.470000000001164,357.0500000000029,-1.8095245794217203,0.9309527908097941,1184.4224390737945,1427.0345828485733,0.3992851462136624,0.9356663330291553,1.2048358218918065,-1.735876188456334,-2.6719760639638332,2.9879340237324996,6.066236855294823,True,1,3,1
BTCUSD#,2025-01-07 17:00:00,2025-01-07 18:00:00,LOWER,99911.39,100104.26,97127.12,97921.5,60,101340.07800000001,103264.3888809516,99415.76711904841,100512.805,101931.00139767454,99094.60860232545,True,2977.1399999999994,458.30850000000135,6.495930143124098,-1989.8899999999994,0.6683897969191909,0.26682655165696095,192.86999999999534,794.3800000000047,-7.459119785035623,-0.9681666388469371,3848.621761903196,2836.392795349093,0.716964493818844,0.19906304769624938,0.7369892316844506,-8.227929440540557,-8.194982200853772,-9.154750566485205,-0.16741998020982743,False,2,3,2
BTCUSD#,2025-01-08 13:00:00,2025-01-08 14:00:00,LOWER,95930.27,96021.24,94513.11,95104.16,60,96425.702,97807.08101353992,95044.32298646009,95717.745,96582.99740019538,94852.49259980461,False,1508.1300000000047,825.8680000000007,1.82611506923625,-826.1100000000006,0.547771080742375,0.3919091855476657,90.97000000000116,591.0500000000029,-1.6001855017993192,-1.7037298938813414,2762.7580270798353,1730.5048003907723,-0.0048935046031653995,-0.12483160759991208,0.6263685720677723,-1.6432408084584826,-2.2033666397051355,-6.896913308179997,-4.994841790697785,False,0,2,0
BTCUSD#,2025-01-08 19:00:00,2025-01-08 20:00:00,LOWER,94749.7,94817.23,92470.25,94000.06,60,95856.91100000001,97602.83586555929,94110.98613444073,95203.09,96291.19837900036,94114.98162099964,True,2346.979999999996,762.1055000000008,3.0795998716713022,-749.6399999999994,0.31940621564734284,0.6518206375853226,67.52999999999884,1529.8099999999977,-2.4364750024767012,-0.7463415498247905,3491.849731118564,2176.2167580007226,0.13339820632981048,0.22572016979414933,0.6232274941864703,-1.448749549767066,-3.2294741344866225,-4.2599088971277554,-10.23629930501747,False,1,1,1
BTCUSD#,2025-01-08 23:00:00,2025-01-09 00:00:00,LOWER,93951.26,94565.24,93573.44,94438.21,60,95288.41,96971.6858058559,93605.1341941441,94095.675,94587.29138872723,93604.05861127278,False,991.8000000000029,897.8485000000015,1.1046407049741702,486.95000000001164,0.49097600322646723,0.8719197418834458,127.02999999999884,377.81999999999243,-0.9469303562906165,-0.8679582357157103,3366.551611711795,983.2327774544538,-0.04912481999996565,-0.5570398414263643,0.29205932088904113,-1.1414063731241917,-1.0735218692240382,-2.263477635703564,-7.955640623111783,False,1,2,1
BTCUSD#,2025-01-09 04:00:00,2025-01-09 05:00:00,LOWER,94953.24,94999.55,93415.01,94746.24,60,94978.124,96124.67115796368,93831.57684203632,95092.05249999999,95576.35752367052,94607.74747632946,False,1584.5400000000081,905.9500000000007,1.7490369225674782,-207.0,0.13063728274451825,0.840136569603799,46.30999999999767,1331.2300000000105,-0.25595673050388074,-0.4770633037143505,2293.0943159273593,968.6100473410625,-0.0007007178424669469,-0.6176189339742495,0.42240305626039765,0.892146365693476,-0.5640598267012465,-2.3195871736850724,-7.617042883161304,False,1,3,1
BTCUSD#,2025-01-09 09:00:00,2025-01-09 10:00:00,LOWER,94064.28,94268.46,93167.06,93190.83,60,94583.5995,95739.50213046501,93427.69686953498,94221.07,95018.34189469059,93423.79810530943,True,1101.4000000000087,912.3854999999996,1.2071651730546016,-873.4499999999971,0.7930361358271202,0.021581623388418274,204.18000000000757,23.770000000004075,-1.5265142859021712,-0.4602111717031886,2311.8052609300357,1594.5437893811613,0.17622830645707888,-0.2675733795567514,0.68973966636778,-1.931464276887353,-1.120480323284399,-2.66937604773421,-9.254005023096054,False,1,4,1
BTCUSD#,2025-01-09 15:00:00,2025-01-09 16:00:00,LOWER,93385.25,93455.43,91873.25,91955.66,60,94034.1505,95650.65281139757,92417.64818860244,93434.275,93580.11563930471,93288.43436069528,True,1582.179999999993,821.5404999999998,1.9258697532257913,-1429.5899999999965,0.9035571173949885,0.052086361855164305,70.17999999999302,82.41000000000349,-2.529991522024782,-0.6688033030629572,3233.0046227951243,291.68127860943787,0.2370777766898109,-0.8138466873207609,0.09021987675268528,-1.503480351851185,-3.6485237185507033,-4.135632996790782,-10.529462637569289,False,1,4,1
BTCUSD#,2025-01-10 09:00:00,2025-01-10 10:00:00,UPPER,94222.74,94969.24,94039.25,94461.87,60,93114.1365,94774.48255202107,91453.79044797891,93907.5675,94723.89581971454,93091.23918028547,False,929.9900000000052,906.0014999999985,1.0264773292318023,239.1299999999901,0.2571317971160859,0.4544349939246583,507.3700000000099,183.49000000000524,1.4875621066852587,0.15500415838162968,3320.6921040421585,1632.6566394290712,0.07098170719452934,-0.08424381344799237,0.4916615537591387,1.5343241705449644,2.8510328073408244,1.4029115845834645,-1.2852738102530827,False,0,2,0
BTCUSD#,2025-01-10 19:00:00,2025-01-10 20:00:00,UPPER,93622.52,95801.24,93287.94,95762.29,60,93975.031,95764.20772472303,92185.85427527697,93722.35500000001,94482.35684636001,92962.35315364001,False,2513.300000000003,809.0209999999985,3.1065942664034774,2139.7699999999895,0.8513786654995373,0.9845024469820508,38.95000000001164,334.58000000000175,2.2091626793371177,0.6167652013977518,3578.353449446062,1520.003692719998,0.008689369954050896,-0.6632362786686637,0.4247774050814624,0.8888520817135681,2.2696691433226026,3.83171759447529,2.178225287106267,False,0,1,0
BTCUSD#,2025-01-11 19:00:00,2025-01-11 20:00:00,LOWER,94417.38,94417.38,93953.8,94120.76,60,94376.3065,94775.24150456519,93977.37149543483,94440.31,94780.57152010166,94100.04847989834,False,463.58000000000175,309.9850000000013,1.4954917173411608,-296.6200000000099,0.6398464127011708,0.3601535872988292,0.0,166.95999999999185,-0.8243834379083188,-0.37698275723017644,797.8700091303617,680.5230402033194,0.0217037151843551,-0.049768853819577186,0.8529247025402739,-1.5295578818329836,-0.6941626207719943,-5.295514299078961,4.704776037550149,False,0,1,0
BTCUSD#,2025-01-11 23:00:00,2025-01-12 00:00:00,UPPER,94565.2,95020.18,94545.0,94910.0,60,94352.9655,94771.11244928377,93934.81855071624,94290.715,94945.34952281705,93636.08047718294,False,475.179999999993,312.3555000000015,1.5212794396128475,344.8000000000029,0.7256197651416473,0.7681299718001713,110.17999999999302,20.19999999999709,1.783335014110498,-0.1852824746162494,836.2938985675282,1309.269045634108,0.2581880027435466,0.5900449348326327,1.565560920481101,1.698385333378146,1.957064946831415,1.0484848193804766,9.066304259089371,False,1,1,0
BTCUSD#,2025-01-12 11:00:00,2025-01-12 12:00:00,LOWER,94135.61,94191.65,93680.44,93875.46,60,94424.0765,94870.86303487727,93977.28996512272,94330.1,94909.66497449673,93750.53502550328,False,511.20999999999185,286.3345000000001,1.7853594310150949,-260.1499999999942,0.508890671152752,0.38148706011229666,56.0399999999936,195.02000000000407,-1.9159985960475912,-0.09211429289872225,893.5730697545514,1159.1299489934463,0.2045210020034367,0.25522090096892125,1.297185410155477,-2.501200518973413,-3.6130469782718926,-1.478131346379813,-3.0972865651886177,False,0,2,0
BTCUSD#,2025-01-12 17:00:00,2025-01-12 18:00:00,UPPER,94780.24,95419.34,94644.79,95041.15,60,94473.58550000002,95031.0731818333,93916.09781816673,94486.405,95416.80700003072,93556.00299996928,False,774.5500000000029,302.944000000001,2.5567431604520983,260.90999999998894,0.33685365696209146,0.5117293912594398,378.1900000000023,135.45000000001164,1.8734964217808465,0.16342624379429815,1114.97536366657,1860.804000061442,0.10919606928770453,-0.016502869712577528,1.6689193866510486,3.847872874194518,1.4838055878313923,2.1840670222879215,4.4264946656807584,False,1,3,0
BTCUSD#,2025-01-13 02:00:00,2025-01-13 03:00:00,UPPER,94535.9,95909.24,94432.57,95295.7,60,94530.427,95335.80131023165,93725.05268976834,94365.95,95459.02071045878,93272.87928954122,False,1476.6699999999983,364.17700000000184,4.0548140052776285,759.8000000000029,0.5145360845686604,0.5845110959117413,613.5400000000081,103.3299999999872,2.1013765284463246,0.00787529141050148,1610.7486204633024,2186.1414209175564,0.11026478975317544,-0.052357134824854046,1.3572207314936287,0.9166147230604788,2.7411121515087307,2.400975349898499,1.992877089986438,False,0,2,0
BTCUSD#,2025-01-13 08:00:00,2025-01-13 09:00:00,LOWER,94150.55,94296.59,93250.25,93606.62,60,94513.34150000001,95360.7791197857,93665.90388021432,94258.0825,94760.09522569951,93756.0697743005,True,1046.3399999999965,540.9030000000027,1.9344318667117602,-543.9300000000076,0.5198405871896414,0.34058718963242973,146.0399999999936,356.36999999999534,-1.6763107248434739,-0.03158699434091955,1694.8752395713818,1004.0254513990076,0.08659405420916055,0.050536614911980804,0.5923890018317315,-3.122704070785322,-2.5055693904452316,-1.3762356651747165,-1.0702103704361072,False,1,3,0
BTCUSD#,2025-01-13 12:00:00,2025-01-13 13:00:00,LOWER,92816.03,92858.3,91348.59,91614.2,60,94166.84150000001,95922.45251602452,92411.2304839755,93244.8575,94604.39468153541,91885.32031846458,True,1509.7100000000064,612.2030000000013,2.4660284252119036,-1201.8300000000017,0.7960667942849929,0.17593445098727534,42.270000000004075,265.6100000000006,-4.16959978961228,-0.5743715728279386,3511.2220320490305,2719.074363070831,0.32560769803147505,-0.15894137655598806,0.7743954492915024,-4.669006849035366,-3.7862441053049265,-3.8716079470371776,-4.6453708982151305,False,1,3,1
BTCUSD#,2025-01-13 16:00:00,2025-01-13 17:00:00,LOWER,91106.56,92269.24,89242.04,91793.24,60,93380.1705,96145.4055116313,90614.93548836869,91064.26000000001,92476.95309636026,89651.56690363976,False,3027.2000000000116,760.7925000000017,3.9790087310271915,686.6800000000076,0.226836680761101,0.8427589852008462,476.0,1864.520000000004,-2.0858913567102517,-1.361044568657046,5530.4700232626055,2825.3861927205,0.006851003935480993,-0.5805103980209227,0.5108763235016527,-1.5971634841300326,-3.145969498910659,-3.9261690934124522,-3.675128237988661,False,1,4,1
BTCUSD#,2025-01-14 11:00:00,2025-01-14 12:00:00,UPPER,95468.42,97340.24,95438.76,97128.68,60,93970.6485,96971.57141315621,90969.72558684378,95050.535,96047.32936196885,94053.74063803116,True,1901.4800000000105,896.8660000000003,2.1201383484266434,1660.2599999999948,0.8731409218082681,0.8887392978101211,211.56000000001222,29.660000000003492,3.5211854390733914,1.2447037796058598,6001.845826312434,1993.5887239376898,0.04195492878788776,1.581350136332886,0.33216260157794847,2.562300276741445,3.3070157637818762,4.800772913679404,3.6273200232810536,False,0,2,0
BTCUSD#,2025-01-15 09:00:00,2025-01-15 10:00:00,UPPER,97074.72,97569.25,97074.72,97270.6,60,96665.8155,97521.47974394419,95810.1512560558,97129.935,97557.00284944114,96702.86715055886,False,494.52999999999884,700.6614999999983,0.7058044433724416,195.88000000000466,0.3960932602673349,0.3960932602673349,298.6499999999942,0.0,0.8631621688932677,0.4995572041563573,1711.328487888386,854.1356988822808,0.055052928151389846,-0.41735919049761927,0.4991068079140094,-0.06887776765241829,1.087415249731868,3.478655527669219,5.296594717991525,False,0,1,0
BTCUSD#,2025-01-15 15:00:00,2025-01-15 16:00:00,UPPER,96911.76,99018.74,96821.63,98933.24,60,96978.755,98023.40963665598,95934.10036334403,96832.5925,97140.8909890168,96524.2940109832,True,2197.1100000000006,562.1784999999982,3.9082070908083604,2021.4800000000105,0.9200631738966233,0.961085243797534,85.5,90.1299999999901,3.4766270855253394,0.5566550481742164,2089.3092733119556,616.5969780336018,0.863266175681535,-0.5388695697581741,0.29512001210628686,2.9574948170376576,2.8716501965123356,4.674671834657513,13.932567680905684,False,1,1,1
BTCUSD#,2025-01-16 10:00:00,2025-01-16 11:00:00,LOWER,99769.24,99788.44,98586.8,98925.05,60,99489.2095,100352.0861825774,98626.33281742259,99615.23000000001,100306.63329446397,98923.82670553605,False,1201.6399999999994,716.2515,1.6776788600093675,-844.1900000000023,0.7025315402283568,0.28149029659465413,19.19999999999709,338.25,-0.7876555930423801,1.0518909908042076,1725.7533651548147,1382.8065889279242,-0.3850089162640604,0.10383498844414518,0.8012770635993369,-0.9521376220503569,-0.8751674516562918,2.448218258530709,4.840897366358051,False,0,1,0
BTCUSD#,2025-01-16 15:00:00,2025-01-16 16:00:00,LOWER,99379.07,99401.24,98754.01,99053.29,60,99537.99799999999,100259.81277276442,98816.18322723557,99199.575,99622.90443200416,98776.24556799584,False,647.2300000000105,628.6804999999993,1.029505448315975,-325.7800000000134,0.5033450241799795,0.4624013101988381,22.169999999998254,299.27999999999884,-0.7709925789013645,0.23769227771498483,1443.6295455288491,846.658864008321,-0.09950847861422618,0.12130714475552673,0.5864793129446252,-1.1388137535680087,-1.5879290036831175,0.19095550124425442,4.371139235271321,False,1,2,1
BTCUSD#,2025-01-16 16:00:00,2025-01-16 17:00:00,LOWER,99041.47,99379.57,97458.99,97588.13,60,99446.63500000001,100562.43886908123,98330.83113091878,99178.6325,99678.70888446664,98678.55611553337,True,1920.5800000000017,624.3495000000003,3.0761296357248638,-1453.3399999999965,0.7567193243707605,0.06724010455174963,338.1000000000058,129.13999999999942,-2.9767061557669283,-0.06819017233134306,2231.607738162449,1000.1527689332725,0.5458313007475457,0.18129368444602134,0.44817588316700246,-2.1413006657328912,-3.233589519972385,-2.8985688304387214,2.1226572616779515,True,2,2,2
BTCUSD#,2025-01-17 03:00:00,2025-01-17 04:00:00,UPPER,100099.23,101801.43,100019.58,101629.05,60,99607.914,101138.01979015088,98077.80820984913,99995.75749999999,100502.13400487606,99489.38099512392,True,1781.8499999999913,775.0764999999999,2.298934363253165,1529.820000000007,0.8585571176024999,0.9032578499873778,172.3799999999901,79.64999999999418,2.6076600180756335,0.26109616276586983,3060.2115803017514,1012.7530097521376,0.2554038613466125,-0.33310642977743665,0.33094215323905,1.6032094896439264,3.323233255039999,2.035231361033403,5.5609865606814335,False,0,3,0
BTCUSD#,2025-01-17 14:00:00,2025-01-17 15:00:00,UPPER,102206.85,102928.9,102165.15,102714.93,60,101022.5215,102889.94112798224,99155.10187201777,102116.3425,102811.36102972728,101421.32397027272,False,763.75,711.903999999998,1.07282723513283,508.0799999999872,0.6652438625204415,0.71984288052373,213.97000000000116,41.70000000001164,2.377298765002016,1.3232331887445528,3734.839255964471,1390.0370594545675,0.01606374956140777,-0.48368308081354305,0.37218122767524825,1.8776267586640778,3.687449431383998,4.710747516519082,8.151042837236497,False,0,3,0
BTCUSD#,2025-01-17 16:00:00,2025-01-17 17:00:00,UPPER,102447.42,103355.25,102248.66,103348.47,60,101344.0505,103301.79829447772,99386.30270552228,102416.2875,103198.30403835491,101634.2709616451,True,1106.5899999999965,678.9139999999985,1.6299413475049844,901.0500000000029,0.8142582166836911,0.9938730695198774,6.779999999998836,198.75999999999476,2.9523908771950613,1.4909959140627373,3915.4955889554403,1564.0330767098058,0.04252895567479853,-0.3816979988290369,0.3994470281416029,1.8311892227881645,3.357155692768165,8.484638702398255,5.819028625127784,False,1,3,1
BTCUSD#,2025-01-19 04:00:00,2025-01-19 05:00:00,UPPER,104456.25,105427.79,104456.09,104847.21,60,103879.6755,104994.73149414166,102764.61950585834,104330.585,105030.10162963557,103631.06837036445,False,971.7099999999919,752.2095000000023,1.2918076679435568,390.9600000000064,0.40234640321087534,0.4025110630853258,580.5799999999872,0.16000000000349246,1.2862566877977557,0.27849089914443637,2230.1119882833154,1399.0332592711202,0.07313829491754342,-0.2864517181379369,0.6273376703149608,1.1201001848554164,1.1764541660268844,0.7311526908394653,5.022483762834682,False,0,0,0
BTCUSD#,2025-01-19 08:00:00,2025-01-19 09:00:00,UPPER,105083.3,105604.02,104999.25,105537.53,60,104292.835,105453.23156353922,103132.4384364608,104972.15,105311.95766490513,104632.34233509486,True,604.7700000000041,758.1430000000022,0.7976991148107974,454.2299999999959,0.7510789225655916,0.8900573771847069,66.49000000000524,84.05000000000291,1.6417681097101586,0.7490888922010821,2320.7931270784175,679.6153298102727,0.04236412645975096,-0.604305010410505,0.2928375312218464,1.92612739285332,1.9568208108496663,2.8067264355141286,5.486154986592215,False,1,1,1
BTCUSD#,2025-01-19 21:00:00,2025-01-19 22:00:00,UPPER,104994.93,106169.25,104936.91,106169.25,60,104947.97650000002,105816.93704128292,104079.01595871712,104977.0275,105241.03216933055,104713.02283066945,True,1232.3399999999965,755.3260000000009,1.6315339336922003,1174.320000000007,0.9529188373338611,1.0,0.0,58.01999999998952,1.6168826440503565,0.4087162364330387,1737.9210825657938,528.009338661097,0.27365814701617985,-0.3043653644898697,0.3038166369911148,1.6363795235434746,1.367475765431083,2.4069077457945283,0.4833277286893428,False,0,2,0
BTCUSD#,2025-01-20 08:00:00,2025-01-20 09:00:00,UPPER,102318.27,109538.63,102190.05,107469.17,60,103806.977,107807.50361612644,99806.45038387355,102065.9975,102854.745108215,101277.249891785,False,7348.580000000002,1316.9595000000002,5.5799589888679195,5150.899999999994,0.7009381404298508,0.7183864093471112,2069.4600000000064,128.22000000000116,2.780793942410529,-0.5251159963537159,8001.053232252889,1577.4952164299903,0.09104007597124197,-0.6645955644257953,0.19716094502046058,5.85091644807604,1.8656762034064098,1.4667421435511108,3.0825093710170988,False,0,2,0
BTCUSD#,2025-01-21 18:00:00,2025-01-21 19:00:00,UPPER,103874.84,106470.23,103791.26,104935.24,60,102855.612,104933.38311604556,100777.84088395443,104005.6175,106034.7531843338,101976.4818156662,False,2678.970000000001,1277.734500000003,2.0966562302262286,1060.4000000000087,0.395823768089978,0.4270223257445996,1534.9899999999907,83.58000000000175,1.6275900822901836,-0.03550463730924878,4155.542232091131,4058.2713686675997,0.10268380548404465,-0.025522994130509735,0.9765924979242521,1.4127739369955217,2.051905149309189,-1.3339077875724465,0.0022539893851223785,False,0,0,0
BTCUSD#,2025-01-22 15:00:00,2025-01-22 16:00:00,LOWER,105229.28,105333.0,103790.09,104041.09,60,105642.2625,107022.66391928816,104261.86108071184,105091.8425,105482.22917680108,104701.45582319892,True,1542.9100000000035,759.7504999999983,2.0308114308579026,-1188.1900000000023,0.7700967652034141,0.16267961190218447,103.72000000000116,251.0,-2.107497790393036,0.16620522131938625,2760.8028385763173,780.7733536021551,0.16721617804872158,-0.035013820321968314,0.2828066324376796,-1.33324032034202,-2.274628315479901,-0.5070480374807406,-5.112823222887,False,0,1,0
