symbol,dt,decision_time,SIDE,OPEN,HIGH,LOW,CLOSE,M1_COUNT,BB20_MID,BB20_UP,BB20_LO,BB4_MID_OPEN,BB4_UP_OPEN,BB4_LO_OPEN,CLOSE_OUT_BOTH,TR,PRE_ATR20,TR_PREATR,BODY,BODY_RANGE,CLOSE_LOC,UP_WICK,LO_WICK,MA20_DIST_ATR,MA20_SLOPE_6_ATR,BB20_WIDTH,BB4_WIDTH,BB20_WIDTH_CHG,BB4_WIDTH_CHG,BB_WIDTH_RATIO,DISP_6H_ATR,DISP_12H_ATR,DISP_24H_ATR,DISP_48H_ATR,DB_PREV1,DB_COUNT_PREV6,DB_COUNT_PREV24,SAME_SIDE_PREV6
BTCUSD#,2025-01-01 21:00:00,2025-01-01 22:00:00,UPPER,94303.56,94791.28,94117.59,94596.32,60,93869.67749999999,94614.81120884267,93124.54379115731,94220.81749999999,94778.43297463641,93663.20202536357,False,673.6900000000023,490.65799999999945,1.3730337628246214,292.7600000000093,0.434561890483766,0.7106087369561799,194.95999999999185,185.97000000000116,1.480955166327701,0.3300720664902744,1490.2674176853616,1115.2309492728382,0.09908716141299267,0.051242076489474986,0.7483428383645274,1.2132890934215133,1.921847804376984,0.937903794496376,0.4280782133380244,False,0,0,0
BTCUSD#,2025-01-02 02:00:00,2025-01-02 03:00:00,UPPER,94561.03,95350.94,94361.25,95097.84,60,94109.0955,95193.32193926365,93024.86906073634,94758.46250000001,95311.60416498988,94205.32083501013,False,989.6900000000023,442.0929999999993,2.2386466196026715,536.8099999999977,0.5424021663349093,0.7442633551920246,253.10000000000582,199.77999999999884,2.2365079293270926,0.66043004526197,2168.452878527314,1106.2833299797494,0.07150090546183452,0.09761844327388958,0.5101717177876016,1.7836292363823905,2.9582915811831416,1.6454908808779896,6.058906157754127,False,1,1,1
BTCUSD#,2025-01-02 06:00:00,2025-01-02 07:00:00,UPPER,95000.27,95969.24,94954.09,95677.31,60,94416.762,95677.01701279871,93156.5069872013,95033.505,95580.21570379546,94486.79429620455,True,1015.1500000000087,518.9080000000001,1.9563198100626864,677.0399999999936,0.6669359207998697,0.7124267349652711,291.93000000000757,46.18000000000757,2.4292321567599555,0.8172710769539069,2520.5100255974103,1093.4214075909113,0.055290829466331015,-0.4517721852894847,0.43380958476122267,1.7442012842353587,3.1172577797991012,4.151333184302425,6.282558758007184,False,1,2,1
BTCUSD#,2025-01-02 10:00:00,2025-01-02 11:00:00,UPPER,95801.39,96180.78,95609.3,96119.25,60,94873.7015,96091.76627612345,93655.63672387654,95649.345,96055.1792361572,95243.5107638428,True,571.4799999999959,534.692500000001,1.0688012268733802,317.8600000000006,0.556204941555265,0.892332190102892,61.529999999998836,192.0899999999965,2.329466936603753,1.1917709711656401,2436.1295522469154,811.668472314399,0.046781478470037996,-0.6157725217988128,0.33317951894872455,1.7124609004240712,2.55056878486233,5.089916166768728,4.145616405691122,False,1,3,1
BTCUSD#,2025-01-02 11:00:00,2025-01-02 12:00:00,UPPER,96091.65,96769.1,96006.11,96724.76,60,95009.889,96403.61030695419,93616.1676930458,95752.2,96632.060403721,94872.339596279,True,762.9900000000052,535.0310000000012,1.426066900796409,633.1100000000006,0.8297749642852412,0.9418865253803972,44.34000000001106,85.5399999999936,3.2051806343931384,1.3216187473249252,2787.4426139083807,1759.720807442005,0.14420951518667757,1.1680290259695818,0.6313029723595395,3.2618296883731768,3.3213776398002914,6.247208105698529,5.1055733219196515,True,2,4,2
BTCUSD#,2025-01-02 16:00:00,2025-01-02 17:00:00,UPPER,96427.9,97405.62,95902.82,97230.45,60,95651.24549999999,97326.2824591633,93976.20854083668,96668.8,97255.98621682181,96081.6137831782,False,1502.7999999999884,506.3270000000004,2.9680423915769594,802.5500000000029,0.534036465264845,0.8834375831780679,175.16999999999825,525.0799999999872,3.118941909082482,1.5356558113630001,3350.0739183266123,1174.3724336436135,0.04246906728463484,2.0503019569795016,0.3505512004434283,2.1946291625767462,4.00302571263234,6.093512690415473,3.124522294880576,False,2,5,2
BTCUSD#,2025-01-03 17:00:00,2025-01-03 18:00:00,UPPER,96990.3,97629.24,96728.37,97490.6,60,96785.0875,97447.69859596986,96122.47640403012,96706.76250000001,97455.03648827251,95958.48851172751,True,900.8700000000099,402.5835000000014,2.237722112307153,500.3000000000029,0.5553520485752632,0.8461043213782256,138.63999999999942,261.93000000000757,1.7524625326174799,-0.1721468962339348,1325.2221919397416,1496.547976545,0.06175065991022266,0.6674290948605996,1.1292807995876428,2.402085530082591,1.1402603435063816,2.6487672743666897,7.671501688469602,False,0,0,0
BTCUSD#,2025-01-04 17:00:00,2025-01-04 18:00:00,LOWER,98004.3,98121.26,97484.04,97627.19,60,98014.50600000001,98410.57037720102,97618.441622799,97917.1575,98158.31822961867,97675.99677038133,False,637.2200000000012,309.6654999999999,2.0577687859965073,-377.1100000000006,0.5918050280907691,0.22464768839648547,116.95999999999185,143.15000000000873,-1.2507560577462014,-0.05145552216825521,792.128754402016,482.3214592373406,-0.06104582230777433,-0.07524356013449818,0.6088927545641853,-0.10469361294686771,-1.7504694581734093,0.4410888523261279,3.8846432683008043,False,0,1,0
BTCUSD#,2025-01-04 22:00:00,2025-01-04 23:00:00,UPPER,98150.02,98640.26,98150.02,98568.26,60,97986.6515,98434.45373050196,97538.84926949805,97935.04000000001,98619.16288224411,97250.9171177559,False,504.75999999999476,321.0255000000005,1.5723361539815186,418.2399999999907,0.8531331592689267,0.8531331592689267,72.0,0.0,1.8117205642542,-0.232249463048854,895.6044610039098,1368.2457644882088,0.24404099535591617,0.08470635649906644,1.5277344230225263,1.756776330852223,2.1585201175607134,0.8955674860719773,4.026346816685889,False,1,1,0
BTCUSD#,2025-01-05 16:00:00,2025-01-05 17:00:00,LOWER,97659.2,97936.32,97246.04,97824.3,60,98077.341,98659.59388879307,97495.08811120693,97676.9675,97867.01462655872,97486.92037344127,False,690.2800000000134,286.76699999999835,2.4071109995223208,165.10000000000582,0.2391783044561665,0.837718027467112,112.02000000000407,413.1600000000035,-0.8823923254767769,-0.17472547399104799,1164.505777586135,380.09425311745144,0.012967791884542557,-0.11156921016049093,0.3263996284375128,-0.020888038023868582,-1.2987198666513062,-0.6276524146780896,2.925894541561643,False,0,2,0
