idx,year,stage,direction,p_stop,mu_nonstop,EV,R,pnl,rid,L,decision
2812,2024,k2,SHORT,0.21489261794654665,0.2073825769829032,-0.05207502584800078,-0.0960264900662137,-1.449999999999818,977,4,2024-01-02 20:00:00
2817,2024,k2,SHORT,0.07164947782930933,0.19374215221308,0.10821115034417692,-0.0475604756047592,-1.160000000000082,979,4,2024-01-03 16:00:00
2824,2024,k2,SHORT,0.26360612499350433,0.2344676716048366,-0.0909455677366682,-0.0133155792276839,-0.099999999999909,981,2,2024-01-04 20:00:00
2829,2024,k2,SHORT,0.34975782257846305,0.38040072964992855,-0.10240522383815209,-1.0,-7.029999999999973,983,2,2024-01-05 16:00:00
2832,2024,k2,SHORT,0.07387969351672811,0.11611463940863243,0.033656431919589155,0.1924528301886747,3.059999999999945,985,4,2024-01-08 08:00:00
2842,2024,k2,SHORT,0.08413238101245014,0.26969801720200715,0.1628752998480154,-0.1740850642927802,-1.759999999999991,987,2,2024-01-10 00:00:00
2848,2024,k2,SHORT,0.1172243049332574,0.3033728713439052,0.15058589243175197,-0.5933952528379879,-5.75,991,2,2024-01-11 00:00:00
2854,2024,k2,SHORT,0.3189514939279583,0.24774518597820086,-0.15022500513096446,-1.0,-6.600000000000136,993,2,2024-01-12 00:00:00
2866,2024,k2,SHORT,0.3151477403875434,0.2647380824015469,-0.13384126644937527,2.625538020086152,18.299999999999955,999,6,2024-01-16 08:00:00
2873,2024,k2,SHORT,0.11613754065623771,0.1526298937789595,0.018766292628610626,1.297963558413687,12.1099999999999,1001,5,2024-01-17 12:00:00
2893,2024,k2,SHORT,0.41482178006965376,0.2090017176530562,-0.2925185269710535,0.0041407867494786,0.0199999999999818,1005,2,2024-01-23 00:00:00
2898,2024,k2,SHORT,0.6134744868934476,0.40609482503192973,-0.4565084762780654,-1.0,-5.980000000000018,1007,2,2024-01-23 20:00:00
2905,2024,k2,SHORT,0.07012881682234526,0.34455070837115365,0.2502589580354384,-0.1748285994123371,-3.5699999999999363,1011,4,2024-01-25 00:00:00
2935,2024,k2,SHORT,0.19171640650299115,-0.10601724861252632,-0.2774084091841897,-0.3393617021276621,-3.1900000000000546,1025,2,2024-02-01 04:00:00
2938,2024,k2,SHORT,0.30449063505296353,0.14144013648942064,-0.20611769554518442,-1.0,-4.819999999999936,1027,2,2024-02-01 16:00:00
2944,2024,k2,SHORT,0.22847442529762066,0.22826982756223954,-0.05235841540045075,-0.3137643792145911,-7.9099999999998545,1029,3,2024-02-02 16:00:00
2948,2024,k2,SHORT,0.0769101644625646,0.08591520348351095,0.002397286591194814,-0.1870324189526188,-3.0,1031,3,2024-02-05 12:00:00
2960,2024,k2,SHORT,0.7330473565693052,1.4501500965275205,-0.3459259549300064,-1.0,-1.1900000000000546,1035,2,2024-02-07 12:00:00
2966,2024,k2,SHORT,0.5955926155993935,1.2799198361021704,-0.07798358243886172,0.3354632587859162,1.0499999999999543,1039,4,2024-02-08 12:00:00
2972,2024,k2,SHORT,0.7706694526599258,0.9261728060242999,-0.5582697361228808,-1.0,-3.5799999999999272,1041,10,2024-02-09 12:00:00
2985,2024,k2,SHORT,0.0594152029262447,-0.007544248375270679,-0.06651120825337267,-0.0163306966062738,-0.6399999999998727,1043,7,2024-02-13 20:00:00
3008,2024,k2,SHORT,0.6163862719429875,0.0801900158004687,-0.5856242810288189,-0.2167182662538828,-0.7000000000000455,1049,2,2024-02-19 20:00:00
3016,2024,k2,SHORT,0.5301010426575595,0.4629002193747189,-0.3125847122197921,-1.0,-3.550000000000182,1053,2,2024-02-21 04:00:00
3021,2024,k2,SHORT,0.5949427811658766,0.23683093291272125,-0.4990127021463589,-0.1864406779661026,-0.7699999999999818,1055,2,2024-02-22 00:00:00
3026,2024,k2,SHORT,0.14838506445399047,0.31884417014502153,0.12314739295328292,-0.4714459295261085,-3.8799999999998818,1057,3,2024-02-22 20:00:00
3030,2024,k2,SHORT,0.07447231294941953,0.18600068950675536,0.09767647499958093,-1.0,-10.629999999999882,1059,2,2024-02-23 12:00:00
3034,2024,k2,SHORT,0.5771361683526581,2.293935768094225,0.3928863000965541,-1.0,-1.8199999999999363,1061,2,2024-02-26 08:00:00
