idx,year,stage,direction,p_stop,mu_nonstop,EV,R,pnl,rid,L,decision
2813,2024,k3p,SHORT,0.036827173,0.07748791971064098,0.03780708761617087,-0.4305172080596318,-5.589999999999691,977,4,2024-01-03 00:00:00
2814,2024,k3p,SHORT,0.23102336,0.5724208939345055,0.20915493294272508,-0.3138190727416017,-1.639999999999873,977,4,2024-01-03 04:00:00
2818,2024,k3p,SHORT,0.040140614,0.12746344332260945,0.0822063666432173,-0.3135685210449634,-8.850000000000136,979,4,2024-01-03 20:00:00
2819,2024,k3p,SHORT,0.10761613,0.10105580767742253,-0.017435553446245353,-0.0876271331471494,-1.2300000000000182,979,4,2024-01-04 00:00:00
2833,2024,k3p,SHORT,0.052949555,0.2047043612821486,0.14091580270797566,0.1003632257181262,1.5,985,4,2024-01-08 12:00:00
2834,2024,k3p,SHORT,0.046685375,0.09909309218716811,0.04778151650329472,-0.4072521681985847,-8.639999999999873,985,4,2024-01-08 16:00:00
2867,2024,k3p,SHORT,0.08872691,0.015641734076754732,-0.07447301612550268,0.8933345447178623,10.930000000000064,999,6,2024-01-16 12:00:00
2868,2024,k3p,SHORT,0.10535921,0.13027964350352478,0.011194273358400009,0.522734323762972,7.299999999999954,999,6,2024-01-16 16:00:00
2869,2024,k3p,SHORT,0.10111922,0.15674950458665432,0.03977989665040588,-0.2154585887419601,-4.920000000000073,999,6,2024-01-16 20:00:00
2870,2024,k3p,SHORT,0.039987322,0.16283024350559305,0.11633177558683597,-0.1653648158021531,-2.6200000000001182,999,6,2024-01-17 00:00:00
2874,2024,k3p,SHORT,0.40503275,0.5115682357216319,-0.10066640956757406,1.8772986454151832,10.86999999999989,1001,5,2024-01-17 16:00:00
2875,2024,k3p,SHORT,0.09921026,0.08749237524301665,-0.020398028552553155,-0.2010050251256313,-4.400000000000091,1001,5,2024-01-17 20:00:00
2876,2024,k3p,SHORT,0.048504297,0.28740412918567965,0.22495949841409973,-0.3350069209588601,-6.460000000000036,1001,5,2024-01-18 00:00:00
2888,2024,k3p,SHORT,0.6070996,1.0403453860894043,-0.19834746674361925,-1.0,-0.7999999999999545,1003,5,2024-01-22 04:00:00
2889,2024,k3p,SHORT,0.21664727,0.019557848961615887,-0.201326572912612,-0.0022296544035907,-0.0200000000002091,1003,5,2024-01-22 08:00:00
2890,2024,k3p,SHORT,0.21526366,0.07215868107788273,-0.15863812577492292,-1.0,-8.410000000000082,1003,5,2024-01-22 12:00:00
2906,2024,k3p,SHORT,0.042686533,0.07550161779278072,0.029592183140446537,-0.1286765899490398,-1.4199999999998454,1011,4,2024-01-25 04:00:00
2907,2024,k3p,SHORT,0.117559664,0.190269775678143,0.05034205942029557,-0.3660863413335697,-2.230000000000018,1011,4,2024-01-25 08:00:00
2945,2024,k3p,SHORT,0.039117876,0.1424325994960195,0.09774306275818151,-0.1986666666666658,-4.470000000000027,1029,3,2024-02-02 20:00:00
2949,2024,k3p,SHORT,0.04173786,0.14048509965750283,0.09288369480525155,-0.4792731730543144,-9.740000000000007,1031,3,2024-02-05 16:00:00
2967,2024,k3p,SHORT,0.08724826,0.10243512821478049,0.006249582634177839,-0.9008592200925322,-13.63000000000011,1039,4,2024-02-08 16:00:00
2968,2024,k3p,SHORT,0.22066848,0.33456340205774093,0.040067319943260515,-0.4118518518518478,-2.7799999999999727,1039,4,2024-02-08 20:00:00
2973,2024,k3p,SHORT,0.2926332,0.2859193108868448,-0.09038337074702857,0.9135959339262956,7.190000000000055,1041,10,2024-02-09 16:00:00
2974,2024,k3p,SHORT,0.11930367,0.19829577692849013,0.05533468288478019,0.3807999999999992,4.759999999999991,1041,10,2024-02-09 20:00:00
2975,2024,k3p,SHORT,0.24760845,0.7756991508637043,0.3360210541797859,0.7096478123727409,3.6200000000001182,1041,10,2024-02-12 04:00:00
2976,2024,k3p,SHORT,0.57552844,0.9354074650058187,-0.17847457962792201,-1.0,-3.0699999999999363,1041,10,2024-02-12 08:00:00
2977,2024,k3p,SHORT,0.60894126,1.2752610303935887,-0.11023928145732897,-1.0,-4.627780476063435,1041,10,2024-02-12 12:00:00
2978,2024,k3p,SHORT,0.25227082,0.1439540451426573,-0.1446321773015118,-0.1024390243902333,-0.8399999999999181,1041,10,2024-02-12 16:00:00
2979,2024,k3p,SHORT,0.25851887,0.08672822304501274,-0.19421153422179788,-0.0622710622710607,-0.5099999999999909,1041,10,2024-02-12 20:00:00
2986,2024,k3p,SHORT,0.04937556,0.18830545295445184,0.129632210514215,-0.0445252594947845,-1.1599999999998545,1043,7,2024-02-14 00:00:00
2987,2024,k3p,SHORT,0.04937556,0.2964116496755988,0.2324006060373175,-0.0970975685044611,-1.5599999999999454,1043,7,2024-02-14 04:00:00
2988,2024,k3p,SHORT,0.13643536,0.14584249957058126,-0.010490938383132753,-0.1743231321489642,-1.4299999999998363,1043,7,2024-02-14 08:00:00
2989,2024,k3p,SHORT,0.47357637,0.5382995583257286,-0.1902027577121947,-0.5899619699095314,-3.199999999999818,1043,7,2024-02-14 12:00:00
2990,2024,k3p,SHORT,0.5277373,0.610653444872885,-0.23934848671856995,-1.0,-5.503289218808277,1043,7,2024-02-14 16:00:00
3027,2024,k3p,SHORT,0.56947064,0.8446694347221805,-0.20581565623099646,-0.7062712406307569,-3.0,1057,3,2024-02-23 00:00:00
3045,2024,k3p,SHORT,0.5803743,0.7227686567116043,-0.2770819973160709,-1.0,-2.6599999999998545,1065,5,2024-02-28 04:00:00
3046,2024,k3p,SHORT,0.6844612,1.141250874747858,-0.324352217939775,-1.0,-2.789999999999964,1065,5,2024-02-28 08:00:00
3047,2024,k3p,SHORT,0.10558132,0.07372908245671728,-0.03963665392228703,-1.0,-8.789999999999964,1065,5,2024-02-28 12:00:00
3100,2024,k3p,SHORT,0.08831966,0.11883661551114336,0.020021346891691785,0.0958895762102436,1.900000000000091,1079,5,2024-03-12 16:00:00
3101,2024,k3p,SHORT,0.04227628,0.13630904880112138,0.08827013343425946,-0.1330630298562518,-3.6100000000001273,1079,5,2024-03-12 20:00:00
3102,2024,k3p,SHORT,0.035341095,0.1523215280164062,0.11159722491992538,-0.0137396433299756,-0.2100000000000363,1079,5,2024-03-13 00:00:00
