idx,year,stage,direction,p_stop,mu_nonstop,EV,R,pnl,rid,L,decision,neg_pstop,source,w
4321,2025,k3p,LONG,0.6343044828957615,0.2848385853771614,-0.5301402891250206,1.111391713352364,6.409999999999855,1456,6,2025-01-07 12:00:00,-0.6343044828957615,mu_nonstop,3
4322,2025,k3p,LONG,0.133047438691391,0.2681953079143447,0.0994651704359012,-0.6042259244209596,-14.86999999999989,1456,6,2025-01-07 16:00:00,-0.133047438691391,mu_nonstop,3
4323,2025,k3p,LONG,0.4951928148740811,0.3429862063389201,-0.3220509135151133,-0.397750201641517,-4.730000000000018,1456,6,2025-01-07 20:00:00,-0.4951928148740811,mu_nonstop,3
4324,2025,k1,SHORT,0.25012252,0.1335115968263756,-0.1500051811931915,-0.3784494086727883,-5.759999999999764,1457,3,2025-01-08 00:00:00,-0.25012252,mu_nonstop,0
4325,2025,k2,SHORT,0.6564001723722372,0.7539908595888171,-0.397329042984611,-1.0,-3.8299999999999272,1457,3,2025-01-08 04:00:00,-0.6564001723722372,EV,0
4326,2025,k3p,SHORT,0.72415406,2.2278900589592467,-0.109599616712982,-1.0,-1.5,1457,3,2025-01-08 08:00:00,-0.72415406,neg_pstop,0
4327,2025,k1,LONG,0.38989955,1.110242156832463,0.2874596855495981,0.5847457627119274,4.830000000000382,1458,5,2025-01-08 12:00:00,-0.38989955,mu_nonstop,3
4328,2025,k2,LONG,0.361466258491277,0.3997913479350127,-0.1061859932715176,-0.1619217081850306,-1.819999999999709,1458,5,2025-01-08 16:00:00,-0.361466258491277,mu_nonstop,3
4329,2025,k3p,LONG,0.4782357605771221,0.2425895617038643,-0.351661202422776,0.2887975334018438,2.809999999999945,1458,5,2025-01-08 20:00:00,-0.4782357605771221,mu_nonstop,3
4330,2025,k3p,LONG,0.5659679485027922,0.2949802138102492,-0.4379370811516447,-0.2078152753108117,-2.3399999999996908,1458,5,2025-01-09 00:00:00,-0.5659679485027922,mu_nonstop,3
4331,2025,k3p,LONG,0.6045418891843267,0.3945739152686954,-0.4485044340750249,-0.0327169274537712,-0.2300000000000182,1458,5,2025-01-09 04:00:00,-0.6045418891843267,mu_nonstop,3
4332,2025,k1,SHORT,0.5424448,2.399245379719133,0.5553423139992169,-1.0,-4.909999999999855,1459,1,2025-01-09 08:00:00,-0.5424448,mu_nonstop,3
4333,2025,k1,LONG,0.38241106,0.8020086924216538,0.1129006333266288,2.15878023133536,20.529999999999745,1460,10,2025-01-09 12:00:00,-0.38241106,mu_nonstop,3
4334,2025,k2,LONG,0.0886779108680939,0.3453195595893502,0.2260194315949823,0.90736842105262,12.929999999999836,1460,10,2025-01-09 16:00:00,-0.0886779108680939,mu_nonstop,1
4335,2025,k3p,LONG,0.6250981145331432,0.2159486786532606,-0.5441385477419595,3.5356255477928724,19.60999999999968,1460,10,2025-01-09 20:00:00,-0.6250981145331432,mu_nonstop,3
4336,2025,k3p,LONG,0.6920327116555769,0.3815770890926739,-0.5745194502333477,2.093749999999944,15.409999999999854,1460,10,2025-01-10 00:00:00,-0.6920327116555769,mu_nonstop,3
4337,2025,k3p,LONG,0.5107119219885785,0.4695535249298894,-0.2809649802521448,-1.0,-5.890000000000327,1460,10,2025-01-10 04:00:00,-0.5107119219885785,mu_nonstop,3
4338,2025,k3p,LONG,0.4803238054929999,0.2660256228470271,-0.3420766221705024,-1.0,-7.069237728450389,1460,10,2025-01-10 08:00:00,-0.4803238054929999,mu_nonstop,3
4339,2025,k3p,LONG,0.3941732353079028,0.2629244659299927,-0.2348865567551378,-1.0,-9.440868864225196,1460,10,2025-01-10 12:00:00,-0.3941732353079028,mu_nonstop,3
4340,2025,k3p,LONG,0.5204115016006785,0.2673714620627476,-0.3921832235951742,0.2729669930102332,3.099999999999909,1460,10,2025-01-10 16:00:00,-0.5204115016006785,mu_nonstop,3
4341,2025,k3p,LONG,0.1293440058224939,0.2578512033967226,0.0951556900207459,-0.3269527631985238,-10.590000000000146,1460,10,2025-01-10 20:00:00,-0.1293440058224939,mu_nonstop,3
4342,2025,k1,SHORT,0.16939862,0.083242584046414,-0.1002572143608734,1.261722080136377,14.799999999999727,1461,6,2025-01-13 04:00:00,-0.16939862,mu_nonstop,0
4343,2025,k2,SHORT,0.4874132993755707,0.40489373814734,-0.2798701540351341,2.5596184419713834,16.09999999999991,1461,6,2025-01-13 08:00:00,-0.4874132993755707,EV,0
4344,2025,k3p,SHORT,0.7180738,0.7666138028776459,-0.5019452577268073,2.2983606557377363,14.019999999999982,1461,6,2025-01-13 12:00:00,-0.7180738,neg_pstop,0
4345,2025,k3p,SHORT,0.08628595,0.1494550747465126,0.050273253072649,-0.0713640469738002,-1.5799999999999272,1461,6,2025-01-13 16:00:00,-0.08628595,neg_pstop,1
4346,2025,k3p,SHORT,0.03885026,0.1382937126268799,0.0940707085780265,-0.3823991665732808,-9.849999999999907,1461,6,2025-01-13 20:00:00,-0.03885026,neg_pstop,3
4347,2025,k3p,SHORT,0.045795918,0.065982484820974,0.0171648388779565,-0.417278522243279,-7.470000000000255,1461,6,2025-01-14 00:00:00,-0.045795918,neg_pstop,3
4348,2025,k1,LONG,0.19040793,0.524127259698489,0.2339213403722003,-0.2460545193687104,-3.4299999999998363,1462,2,2025-01-14 04:00:00,-0.19040793,mu_nonstop,1
4349,2025,k2,LONG,0.4411521942093521,0.4886225025138969,-0.1680865808195255,-0.2156549520766552,-1.349999999999909,1462,2,2025-01-14 08:00:00,-0.4411521942093521,mu_nonstop,3
