bucket,events,units,pnl,R,pf,wr,ddR
L1-2,209,403,-10181.309138417915,-207.19794741281845,0.0024797633434495616,0.019138755980861243,206.95189289344972
L3-5,389,813,-7767.863359448458,-125.83570363461416,0.3391146684421404,0.2647814910025707,126.79737897168373
L6-8,263,593,5674.381045633681,124.84760529450128,2.0497947623569095,0.55893536121673,12.238102983734347
L9-11,166,376,13591.694968493593,190.37321073479782,6.979641301497171,0.6686746987951807,4.933018979252424
L12+,134,304,20255.99967708993,338.46478653421264,10.111517477639117,0.746268656716418,5.283768559356787
