scope,events,units,pnl,R,pf,wr,ddR
ALL,1161,2489,21572.903193350834,320.6519515160792,1.6770797580261445,0.4005167958656331,48.812720222218644
2025,713,1549,6905.050634402933,184.11186033333382,1.481969445956704,0.3997194950911641,48.812720222218644
2026,448,940,14667.852558947903,136.5400911827453,1.8364925306025226,0.4017857142857143,34.11411966733138
LONG,677,1419,16197.455393934044,317.5900616269298,2.1060749667633454,0.4534711964549483,27.426994358760112
SHORT,484,1070,5375.447799416792,3.061889889149299,1.3122065277611485,0.32644628099173556,77.02737384056005
k1,349,713,5231.990000000017,92.59964765758,1.501431843666442,0.3753581661891118,18.162656577080426
k2,264,566,3543.240861582076,37.67585817844551,1.493598325927896,0.3560606060606061,18.549689515884033
k3p,548,1210,12797.672331768743,190.37644568005368,1.8981328373527493,0.43795620437956206,23.197602080399662
