idx,year,stage,direction,p_stop,mu_nonstop,EV,R,pnl,rid,L,decision,neg_pstop
2876,2024,k3p,SHORT,0.048504297,0.2874041291856796,0.2249594984140997,-0.3350069209588601,-6.460000000000036,1001,5,2024-01-18 00:00:00,-0.048504297
2888,2024,k3p,SHORT,0.6070996,1.0403453860894043,-0.1983474667436192,-1.0,-0.7999999999999545,1003,5,2024-01-22 04:00:00,-0.6070996
2889,2024,k3p,SHORT,0.21664727,0.0195578489616158,-0.201326572912612,-0.0022296544035907,-0.0200000000002091,1003,5,2024-01-22 08:00:00,-0.21664727
2890,2024,k3p,SHORT,0.21526366,0.0721586810778827,-0.1586381257749229,-1.0,-8.410000000000082,1003,5,2024-01-22 12:00:00,-0.21526366
2906,2024,k3p,SHORT,0.042686533,0.0755016177927807,0.0295921831404465,-0.1286765899490398,-1.4199999999998454,1011,4,2024-01-25 04:00:00,-0.042686533
2907,2024,k3p,SHORT,0.117559664,0.190269775678143,0.0503420594202955,-0.3660863413335697,-2.230000000000018,1011,4,2024-01-25 08:00:00,-0.117559664
2945,2024,k3p,SHORT,0.039117876,0.1424325994960195,0.0977430627581815,-0.1986666666666658,-4.470000000000027,1029,3,2024-02-02 20:00:00,-0.039117876
2949,2024,k3p,SHORT,0.04173786,0.1404850996575028,0.0928836948052515,-0.4792731730543144,-9.740000000000007,1031,3,2024-02-05 16:00:00,-0.04173786
2967,2024,k3p,SHORT,0.08724826,0.1024351282147804,0.0062495826341778,-0.9008592200925322,-13.63000000000011,1039,4,2024-02-08 16:00:00,-0.08724826
2968,2024,k3p,SHORT,0.22066848,0.3345634020577409,0.0400673199432605,-0.4118518518518478,-2.7799999999999727,1039,4,2024-02-08 20:00:00,-0.22066848
2973,2024,k3p,SHORT,0.2926332,0.2859193108868448,-0.0903833707470285,0.9135959339262956,7.190000000000055,1041,10,2024-02-09 16:00:00,-0.2926332
2974,2024,k3p,SHORT,0.11930367,0.1982957769284901,0.0553346828847801,0.3807999999999992,4.759999999999991,1041,10,2024-02-09 20:00:00,-0.11930367
2975,2024,k3p,SHORT,0.24760845,0.7756991508637043,0.3360210541797859,0.7096478123727409,3.6200000000001182,1041,10,2024-02-12 04:00:00,-0.24760845
2976,2024,k3p,SHORT,0.57552844,0.9354074650058188,-0.178474579627922,-1.0,-3.0699999999999363,1041,10,2024-02-12 08:00:00,-0.57552844
2977,2024,k3p,SHORT,0.60894126,1.2752610303935887,-0.1102392814573289,-1.0,-4.627780476063435,1041,10,2024-02-12 12:00:00,-0.60894126
2978,2024,k3p,SHORT,0.25227082,0.1439540451426573,-0.1446321773015118,-0.1024390243902333,-0.8399999999999181,1041,10,2024-02-12 16:00:00,-0.25227082
2979,2024,k3p,SHORT,0.25851887,0.0867282230450127,-0.1942115342217978,-0.0622710622710607,-0.5099999999999909,1041,10,2024-02-12 20:00:00,-0.25851887
2986,2024,k3p,SHORT,0.04937556,0.1883054529544518,0.129632210514215,-0.0445252594947845,-1.1599999999998545,1043,7,2024-02-14 00:00:00,-0.04937556
2987,2024,k3p,SHORT,0.04937556,0.2964116496755988,0.2324006060373175,-0.0970975685044611,-1.5599999999999454,1043,7,2024-02-14 04:00:00,-0.04937556
2988,2024,k3p,SHORT,0.13643536,0.1458424995705812,-0.0104909383831327,-0.1743231321489642,-1.4299999999998363,1043,7,2024-02-14 08:00:00,-0.13643536
2989,2024,k3p,SHORT,0.47357637,0.5382995583257286,-0.1902027577121947,-0.5899619699095314,-3.199999999999818,1043,7,2024-02-14 12:00:00,-0.47357637
2990,2024,k3p,SHORT,0.5277373,0.610653444872885,-0.2393484867185699,-1.0,-5.503289218808277,1043,7,2024-02-14 16:00:00,-0.5277373
3027,2024,k3p,SHORT,0.56947064,0.8446694347221805,-0.2058156562309964,-0.7062712406307569,-3.0,1057,3,2024-02-23 00:00:00,-0.56947064
