m5_index,year,decision,origin,S,rh,ah,pb,actual_leg,reveal_i,direction,phase,reveal_time,reveal_close,reveal_min,reveal_pos_s,reveal_overshoot_s,reveal_eff,reveal_flip,reveal_align,reveal_path_s,pre_reveal_mae_s,reveal_speed,origin_lost_before_accept,pullback_extreme,retest_i,accept_i,retest_level,accept_time,accept_close,pb_depth_s,accept_pos_s,t_reveal_retest,t_retest_accept,accept_eff,accept_flip,accept_align,accept_path_s,retest_accept_eff,run_accept,prog1,prog3,prog5,atr1_s,tv5_60,dist_target_s,dist_fail_s,geom_ratio,A_pre_target,A_touch,A_touch_i,A_close,A_close_i,A_equal25,terminal60_dir_s,B_i,B_time,B_close,B_pos_s,B_time_from_accept,B_eff,B_flip,B_align,B_path_s,B_prog1,B_prog3,B_prog5,B_atr1_s,B_tv5_60,B_dist_target_s,B_dist_fail_s,B_pre_target,B_touch,B_close_out,C_i,C_time,C_close,C_pos_s,C_time_from_B,C_eff,C_flip,C_align,C_path_s,C_prog1,C_prog3,C_prog5,C_atr1_s,C_tv5_60,C_dist_target_s,C_dist_fail_s,C_pre_target,C_touch,C_close_out,reveal_prog1,reveal_prog3,reveal_prog5,reveal_retain_origin_15,accept_retain_origin_15,accept_retain_extreme_15,reveal_retain_origin_30,accept_retain_origin_30,accept_retain_extreme_30,reveal_retain_origin_60,accept_retain_origin_60,accept_retain_extreme_60
142102,2024,2024-01-03 16:35:00,2035.68,9.326078302534455,15,60,0.25,1,709790,-1,0,2024-01-03 16:37:00,2032.76,2.0,0.3131005236366644,0.0631005236366644,1.0,0.0,1.0,0.3131005236366644,0.0042890482689913,0.125,1.0,2035.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1694174066253064,0.1694174066253064,0.1694174066253064,0.0,,,0.0,,,0.0,,
142108,2024,2024-01-03 17:05:00,2046.84,9.326078302534455,15,60,0.25,1,709823,-1,0,2024-01-03 17:10:00,2043.65,5.0,0.3420515994523563,0.0920515994523563,0.8985915492957375,0.5,0.8,0.3806530338733276,0.0600466757659526,0.05,0.0,2044.43,-1.0,-1.0,2044.4475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16298383422181933,0.17263419282704998,0.23911444099648974,1.0,,,1.0,,,1.0,,
142118,2024,2024-01-03 17:55:00,2033.89,9.326078302534455,15,60,0.25,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142120,2024,2024-01-03 18:05:00,2035.29,9.326078302534455,15,60,0.25,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142162,2024,2024-01-03 21:35:00,2039.53,9.951358423781974,15,60,0.25,1,710094,-1,0,2024-01-03 21:41:00,2036.57,6.0,0.2974468282567497,0.0474468282567497,0.993288590604033,0.4,0.8333333333333334,0.2994566041233475,0.0251221983324954,0.0416666666666666,0.0,2038.62,710095.0,710103.0,2037.31,2024-01-03 21:50:00,2036.53,0.2060020263264581,0.3014663799899453,1.0,8.0,0.4411764705882235,0.4285714285714285,0.6666666666666666,0.6833237946438944,0.4871794871794464,2.0,0.0623030518646005,0.0844105863971764,0.1477185261950759,0.097148428043363,0.863300233277201,0.1985336200100579,0.2100215780596536,0.945301053820128,0.0,0.0,710116.0,0.0,710119.0,0.0,-0.5195270615160131,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15977718139468566,0.19997269872666465,0.23212911259227528,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
142366,2024,2024-01-04 15:35:00,2041.92,9.129116720679852,15,60,0.25,1,711115,-1,0,2024-01-04 15:43:00,2039.22,8.0,0.2957569809446991,0.0457569809446991,0.7180851063829925,0.2857142857142857,0.75,0.4118689808711286,0.0,0.03125,0.0,2040.31,711117.0,711117.0,2039.895,2024-01-04 15:45:00,2039.37,0.1193981886035897,0.2793260375588977,2.0,0.0,0.5835240274600104,0.4444444444444444,0.7,0.4786881506401041,1.0,1.0,0.025194113191587,0.0712007546718807,0.1161119999264544,0.1076587959029347,1.358462303855749,0.220673962441112,0.1029672452177883,2.143147171036889,0.0,0.0,711120.0,0.0,711120.0,0.0,-0.0569606037375195,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08763169805768219,0.13254294331225583,0.18402656592115002,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
142386,2024,2024-01-04 17:15:00,2045.14,9.33560838348845,15,60,0.25,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142642,2024,2024-01-05 15:35:00,2029.27,8.514385865135397,15,60,0.25,1,712488,-1,0,2024-01-05 15:37:00,2026.83,2.0,0.286573810330976,0.036573810330976,1.0,0.0,1.0,0.286573810330976,0.1679510445792232,0.125,0.0,2028.01,712489.0,712489.0,2027.44,2024-01-05 15:38:00,2025.22,0.1385889738485911,0.4756655458362352,1.0,0.0,1.0,0.0,1.0,0.4756655458362352,1.0,2.0,0.1890917355052592,0.3159358810616082,0.3159358810616082,0.2600109578155359,2.965141081585432,0.0243344541637655,0.3276807093538503,0.0742626996184414,0.0,1.0,712490.0,0.0,712494.0,0.0,-2.339569795816777,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126844145556349,0.126844145556349,0.126844145556349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143195,2024,2024-01-09 15:40:00,2038.45,9.63115925182105,15,60,0.25,1,715251,-1,0,2024-01-09 15:43:00,2035.88,3.0,0.2668422287290082,0.0168422287290082,1.0,0.0,1.0,0.2668422287290082,0.0020765932196791,0.0833333333333333,1.0,2039.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09448499149547264,0.0965615847151518,0.0965615847151518,0.0,,,0.0,,,0.0,,
143197,2024,2024-01-09 15:50:00,2038.0,9.63115925182105,15,60,0.25,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143744,2024,2024-01-11 15:25:00,2038.94,8.599796963367135,15,60,0.25,1,717997,-1,0,2024-01-11 15:31:00,2028.98,6.0,1.158166877942236,0.908166877942236,0.8440677966101595,0.4,0.6666666666666666,1.3721254176424242,0.5779206208205746,0.0416666666666666,0.0,2033.56,718000.0,718000.0,2031.47,2024-01-11 15:34:00,2033.33,0.532570712949331,0.6523409824554285,3.0,0.0,0.2581684307409168,0.375,0.5555555555555556,2.526803841133004,1.0,0.0,-0.4534990787123038,-0.5058258954868076,0.4755926235726804,0.3056319564437136,2.9411904340654123,-0.1523409824554232,0.0267448174625235,-5.696093344918108,1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9790928827584012,1.0674670621997753,0.9604877923496811,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
143780,2024,2024-01-11 18:25:00,2019.16,9.331954323126634,15,60,0.25,1,718179,-1,0,2024-01-11 18:33:00,2016.68,8.0,0.2657535510920829,0.0157535510920829,0.4806201550387344,0.2857142857142857,0.75,0.552938840175492,0.0375055414847597,0.03125,1.0,2020.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06965314847170015,0.17895501222731217,0.14252105764211628,1.0,,,0.0,,,0.0,,
143783,2024,2024-01-11 18:40:00,2015.09,9.331954323126634,15,60,0.25,1,718194,1,0,2024-01-11 18:48:00,2018.97,8.0,0.4157757170311706,0.1657757170311706,0.7028985507246598,0.2857142857142857,0.5,0.5915159685597912,0.0696531484717001,0.03125,0.0,2017.97,718196.0,718196.0,2018.0,2024-01-11 18:50:00,2019.92,0.1071586899564842,0.5175764724898355,2.0,0.0,0.6643741403026157,0.4444444444444444,0.5,0.779043675983663,1.0,1.0,0.1446642314412684,0.3311203519655519,0.5808000995641525,0.1383948291593045,1.0858488542673994,-0.0175764724898475,0.2089594454151492,-0.0841142757189717,1.0,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22931959650688705,0.4789993441054876,0.412560956332479,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
143785,2024,2024-01-11 18:50:00,2019.92,9.331954323126634,15,60,0.25,1,718200,-1,0,2024-01-11 18:54:00,2016.37,4.0,0.3804133493455386,0.1304133493455386,1.0,0.0,1.0,0.3804133493455386,0.0364339545851958,0.0625,0.0,2017.73,718204.0,718204.0,2017.2575,2024-01-11 18:58:00,2017.37,0.1457358183408322,0.2732546593890543,4.0,0.0,0.4228855721393515,0.1428571428571428,0.75,0.6461669004375729,1.0,0.0,-0.0835837781660548,-0.1103734506551758,0.0342907807860925,0.1369938023888088,0.9720051159357462,0.2267453406109336,0.0385771283843479,5.877714185310318,0.0,0.0,718208.0,0.0,718210.0,1.0,0.3986303266381,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14144947074257677,0.2528945082973165,0.2528945082973165,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
144022,2024,2024-01-12 15:35:00,2052.25,9.642957596716885,15,60,0.25,1,719383,1,0,2024-01-12 15:38:00,2055.16,3.0,0.3017746340594317,0.0517746340594317,1.0,0.0,1.0,0.3017746340594317,0.0,0.0833333333333333,0.0,2052.77,719385.0,719391.0,2054.4325,2024-01-12 15:46:00,2054.78,0.247849269897608,0.2623676371719796,2.0,6.0,0.4048000000000614,0.2,0.5454545454545454,0.6481413961757406,0.4938574938575828,3.0,0.0528883379279669,0.1534798826144284,0.0746658888394771,0.1430612377878368,1.5342963242213967,0.2376323628280144,0.208442273010156,1.140039197693824,0.0,1.0,719408.0,1.0,719408.0,1.0,0.5112539333034445,719408.0,2024-01-12 16:03:00,2057.66,0.5610311925297469,17.0,0.3469879518072367,0.75,0.5294117647058824,0.8607317741213236,0.1275542267673969,0.1586650137838064,0.2426641387281828,0.1214644365470183,1.0521385768215226,0.1889688074702679,0.3110311925297262,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,0.09851749221870086,0.1130358594930253,0.1130358594930253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
144028,2024,2024-01-12 16:05:00,2057.39,10.283460625522812,15,60,0.25,1,719419,-1,0,2024-01-12 16:14:00,2053.61,9.0,0.367580539047143,0.117580539047143,0.4947643979057046,0.5,0.6666666666666666,0.7429405604022439,0.0836294348096854,0.0277777777777777,0.0,2054.88,719422.0,719422.0,2054.5550000000003,2024-01-12 16:17:00,2054.7,0.1234992816375387,0.2615850926023548,3.0,0.0,0.2992213570634019,0.6363636363636364,0.5833333333333334,0.874219324347652,1.0,0.0,-0.0826569995211796,-0.1059954464447881,0.1974043635623873,0.122321025340831,0.9005979076958224,0.2384149073976456,0.0175038351927505,13.620723181606785,0.0,0.0,719423.0,0.0,719424.0,0.0,-0.4998317382811012,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15558964615752247,0.3277106922192897,0.20421141058175102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144540,2024,2024-01-16 15:15:00,2031.9,8.472319811778126,15,60,0.25,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144542,2024,2024-01-16 15:25:00,2031.94,8.472319811778126,15,60,0.25,1,721979,1,0,2024-01-16 15:31:00,2034.43,6.0,0.2938982539986791,0.0438982539986791,0.6368286445012677,0.4,0.6666666666666666,0.4615028807770503,0.0495731994696651,0.0416666666666666,0.0,2034.02,-1.0,-1.0,2033.8075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29389825399867914,0.3057013967295658,0.22189908334038025,1.0,,,1.0,,,1.0,,
144544,2024,2024-01-16 15:35:00,2039.16,8.472319811778126,15,60,0.25,1,721990,1,0,2024-01-16 15:42:00,2041.43,7.0,0.2679313399907606,0.0179313399907605,0.6579710144927831,0.3333333333333333,0.7142857142857143,0.4072084242150144,0.120392055854878,0.0357142857142857,1.0,2038.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035409428192606444,0.26321008289841663,0.3068817110026518,0.0,,,0.0,,,0.0,,
144574,2024,2024-01-16 18:05:00,2036.02,8.842868396651124,15,60,0.25,1,722139,-1,0,2024-01-16 18:11:00,2033.51,6.0,0.2838445499144317,0.0338445499144317,0.3642960812772067,0.2,0.8333333333333334,0.7791589437890319,0.3098542098667523,0.0416666666666666,0.0,2034.52,722140.0,722141.0,2034.1375,2024-01-16 18:13:00,2033.07,0.1142163328340934,0.3336021602580038,1.0,1.0,0.3575757575757532,0.4285714285714285,0.75,0.9329551939418864,1.0,1.0,0.1017769302482132,0.1481419762501816,0.4003225923095943,0.1674015766064109,1.5209452177952498,0.1663978397420052,0.1639739431776655,1.0147821995530792,0.0,0.0,722142.0,0.0,722142.0,0.0,0.7158310760790194,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0983843659066096,0.3505649819660222,0.5315017468517319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144581,2024,2024-01-16 18:40:00,2033.26,8.842868396651124,15,60,0.25,1,722181,1,0,2024-01-16 18:53:00,2035.72,13.0,0.2781902760117589,0.0281902760117589,0.5103734439834409,0.6666666666666666,0.6153846153846154,0.5450720042181209,0.0859449633207037,0.0192307692307692,1.0,2033.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07576727029589267,0.16962821708033832,0.20581557005746995,0.0,,,0.0,,,0.0,,
144820,2024,2024-01-17 15:35:00,2021.66,9.236983335808343,15,60,0.25,1,723367,1,0,2024-01-17 15:40:00,2024.59,5.0,0.3172031271986079,0.0672031271986079,0.9669966996699942,0.5,0.8,0.3280291724954795,0.0725345034891134,0.05,1.0,2020.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12666472997349593,0.23167736935324867,0.26307290071420086,0.0,,,0.0,,,0.0,,
144828,2024,2024-01-17 16:15:00,2019.76,9.298627383250617,15,60,0.25,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144837,2024,2024-01-17 17:00:00,2012.1,9.298627383250617,15,60,0.25,1,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144844,2024,2024-01-17 17:35:00,2006.29,9.298627383250617,15,60,0.25,1,723485,1,0,2024-01-17 17:38:00,2008.91,3.0,0.281762016264837,0.0317620162648369,1.0,0.0,1.0,0.281762016264837,0.0107542754299453,0.0833333333333333,0.0,2008.11,723487.0,723487.0,2008.255,2024-01-17 17:40:00,2009.47,0.0860342034396605,0.3419859586725798,2.0,0.0,0.8833333333333175,0.5,0.8,0.3871539154783991,1.0,1.0,0.0828079208106525,0.1978786679111654,0.3366088209576071,0.1191857935202172,0.9256953095653992,0.1580140413274265,0.1462581458474033,1.0803777070434817,0.0,1.0,723488.0,1.0,723489.0,1.0,-0.0752799280096907,723489.0,2024-01-17 17:42:00,2011.56,0.5667503151586331,2.0,1.0,0.0,1.0,0.2247643564860533,0.0935621962405978,0.0935621962405978,0.0935621962405978,0.126706578954113,0.9382647773041212,0.1832496848413641,0.3167503151586421,0.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,0.13765472550342264,0.27638487854986427,0.27638487854986427,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
145096,2024,2024-01-18 15:35:00,2012.29,9.033664129918474,15,60,0.25,1,724746,-1,0,2024-01-18 15:40:00,2009.94,5.0,0.2601380753372239,0.0101380753372238,1.0,0.0,0.8,0.2601380753372239,0.097413406934806,0.05,0.0,2011.62,724756.0,724762.0,2010.5275,2024-01-18 15:56:00,2009.55,0.1859710496027704,0.3033099261378822,10.0,6.0,0.2890295358649862,0.4210526315789473,0.4761904761904761,1.049408065615712,0.4651685393258236,3.0,0.0763809668011513,0.2092174308031481,0.1195528176018097,0.1000823002490365,0.9689202180780504,0.1966900738621265,0.2291429004034288,0.8583729744952219,0.0,0.0,724779.0,0.0,724779.0,0.0,-0.356444511738681,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014390616933536025,0.04649276240068002,0.21807319506993958,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
145372,2024,2024-01-19 15:35:00,2037.33,8.489955416278999,15,60,0.25,1,726129,-1,0,2024-01-19 15:44:00,2034.83,9.0,0.2944656217165045,0.0444656217165044,0.8928571428570848,0.375,0.7777777777777778,0.3298014963225064,0.0612488493170307,0.0277777777777777,0.0,2035.96,726132.0,726138.0,2035.455,2024-01-19 15:53:00,2034.77,0.1330984610158729,0.3015327966376941,3.0,6.0,0.4688644688644167,0.4117647058823529,0.5555555555555556,0.6431129178289037,0.4456928838951394,2.0,0.0895175490018162,0.0694938867250854,0.0800946491068967,0.0851962978652895,0.8781548131035757,0.198467203362301,0.1401656359370625,1.4159476437967258,0.0,0.0,726141.0,1.0,726158.0,1.0,0.7667884789497765,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05064808693524627,0.1766793730299027,0.23910608483379842,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
145390,2024,2024-01-19 17:05:00,2028.94,8.639244315116208,15,60,0.25,1,726212,-1,0,2024-01-19 17:07:00,2025.89,2.0,0.3530401373952727,0.1030401373952726,1.0,0.0,1.0,0.3530401373952727,0.03935529400471,0.125,0.0,2026.99,726213.0,726213.0,2026.6525,2024-01-19 17:08:00,2026.76,0.127325951191729,0.2523368850890912,1.0,0.0,0.55612244897963,0.5,0.6666666666666666,0.453743389701454,1.0,0.0,-0.1007032523061814,0.0185201383551715,0.0185201383551715,0.1404747010128163,1.6354401770009022,0.2476631149109099,0.0266226988855476,9.3027046834328,0.0,0.0,726214.0,1.0,726218.0,1.0,-0.2176116256731675,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119223390661353,0.119223390661353,0.119223390661353,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
145662,2024,2024-01-22 16:45:00,2018.18,8.363995346247325,15,60,0.25,1,727570,1,0,2024-01-22 16:47:00,2020.62,2.0,0.2917266089937009,0.0417266089937009,1.0,0.0,1.0,0.2917266089937009,0.0,0.125,0.0,2020.62,-1.0,-1.0,2020.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13629849764459237,0.13629849764459237,0.13629849764459237,1.0,,,1.0,,,1.0,,
145847,2024,2024-01-23 09:10:00,2034.85,7.983293447630406,15,60,0.25,1,728502,-1,0,2024-01-23 09:20:00,2032.19,10.0,0.3331958191752795,0.0831958191752795,0.5319999999999709,0.6666666666666666,0.7,0.6263079307806348,0.033820628262152,0.025,0.0,2032.36,-1.0,-1.0,2032.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11649327512517757,0.15908221441827897,0.19916592198823163,1.0,,,1.0,,,1.0,,
145850,2024,2024-01-23 09:25:00,2029.61,7.983293447630406,15,60,0.25,1,728516,1,0,2024-01-23 09:34:00,2031.88,9.0,0.2843438005744344,0.0343438005744344,0.50332594235038,0.375,0.7777777777777778,0.5649297535641314,0.2505231723122539,0.0277777777777777,1.0,2029.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07390433583213314,0.26555456265100397,0.3507324412371783,0.0,,,0.0,,,0.0,,
145937,2024,2024-01-23 16:40:00,2024.06,8.164829554334384,15,60,0.25,1,728944,-1,0,2024-01-23 16:42:00,2021.81,2.0,0.2755721947441713,0.0255721947441712,1.0,0.0,1.0,0.2755721947441713,0.0,0.125,1.0,2024.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030619132749352365,0.030619132749352365,0.030619132749352365,0.0,,,0.0,,,0.0,,
