phase,year,m5_index,decision,accept_time,direction,pre_same75,pre_opp75,ext_p60,ext_p120,ext_p240,same75_afteracc_H60,opp75_afteracc_H60,first75_afteracc_H60,same75_afteracc_H120,opp75_afteracc_H120,first75_afteracc_H120,same75_afteracc_H240,opp75_afteracc_H240,first75_afteracc_H240
0,2025,222403,2025-02-20 16:05:00,2025-02-20 16:13:00,-1,False,False,0.410599771743829,0.614842117245179,0.7897047631731811,0.0,0.0,0.0,0,0,0,0,1,-1
0,2025,222688,2025-02-21 16:50:00,2025-02-21 16:58:00,-1,False,False,0.2792720133760556,0.5158573921633156,0.7373314585641906,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,222691,2025-02-21 17:05:00,2025-02-21 17:56:00,-1,True,False,0.3684749791257865,0.5894107388724117,0.7947020734794599,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,223215,2025-02-25 14:45:00,2025-02-25 15:06:00,1,False,False,0.3520945195423012,0.7088315090412305,0.8208170867816446,0.0,0.0,0.0,1,0,1,1,1,1
0,2025,223246,2025-02-25 17:20:00,2025-02-25 17:26:00,-1,False,False,0.32177206916500806,0.5050456805642892,0.6617722135455438,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,223508,2025-02-26 16:10:00,2025-02-26 16:13:00,-1,False,False,0.3203323166089831,0.5531760403975421,0.6701075572113209,0.0,0.0,0.0,0,1,-1,0,1,-1
0,2025,223791,2025-02-27 16:45:00,2025-02-27 17:02:00,-1,True,False,0.42724246117858855,0.6113311430958646,0.7493965288798953,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,224066,2025-02-28 16:40:00,2025-02-28 16:45:00,-1,False,False,0.3714011150815342,0.5744668179347103,0.7666343553119547,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,224619,2025-03-04 16:45:00,2025-03-04 17:05:00,-1,False,False,0.3773474106813856,0.579508059382521,0.7104353663382869,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,224622,2025-03-04 17:00:00,2025-03-04 17:06:00,1,False,False,0.36642359206432895,0.5397210251789225,0.6833300976853153,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,225438,2025-03-07 16:00:00,2025-03-07 16:03:00,-1,False,False,0.4511384771731957,0.6972551993397211,0.8149911898233198,0.0,1.0,-1.0,0,1,-1,0,1,-1
0,2025,225460,2025-03-07 17:50:00,2025-03-07 18:01:00,1,False,False,0.44762860590816966,0.5911858706055542,0.7075969589819787,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,226267,2025-03-12 15:05:00,2025-03-12 15:18:00,-1,False,False,0.5493920300223952,0.8203714274200793,0.9134594291044051,1.0,0.0,1.0,1,0,1,1,1,1
0,2025,226539,2025-03-13 14:45:00,2025-03-13 15:05:00,-1,False,False,0.34143648844456015,0.6965850492814192,0.8457901883344525,0.0,0.0,0.0,0,1,-1,0,1,-1
0,2025,226563,2025-03-13 16:45:00,2025-03-13 16:58:00,1,False,False,0.2515324350778632,0.3855934643273239,0.5237130388453894,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,226576,2025-03-13 17:50:00,2025-03-13 17:55:00,1,False,False,0.45025319158968224,0.6595006892638549,0.7635021532437299,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,226791,2025-03-14 12:45:00,2025-03-14 12:58:00,1,False,False,0.29653045878556067,0.7136262889373398,0.8700253253449428,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,226831,2025-03-14 16:05:00,2025-03-14 16:16:00,1,False,False,0.46174829621151753,0.7485483997087681,0.8777872345142381,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,227378,2025-03-18 15:40:00,2025-03-18 16:03:00,1,False,False,0.4722208944420036,0.6677763698232191,0.8029157393012384,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,228205,2025-03-21 15:35:00,2025-03-21 15:38:00,-1,False,False,0.41256841262856775,0.6420428172041782,0.7854501352345357,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,229305,2025-03-27 15:15:00,2025-03-27 15:20:00,-1,False,False,0.42686287464719286,0.7078213544087337,0.8547506456759384,1.0,0.0,1.0,1,1,1,1,1,1
0,2025,229324,2025-03-27 16:50:00,2025-03-27 17:06:00,-1,False,False,0.27653117535909943,0.4420033925953578,0.6146698902063851,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,229585,2025-03-28 15:35:00,2025-03-28 16:18:00,1,True,False,0.468558402304106,0.6998212209565113,0.8117002556178435,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,229727,2025-03-31 05:25:00,2025-03-31 05:34:00,1,False,False,0.24655410843277617,0.41171466494625664,0.6623485940364706,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,229861,2025-03-31 16:35:00,2025-03-31 16:42:00,-1,False,False,0.4945699299763669,0.8071913792058131,0.9156643270200663,1.0,0.0,1.0,1,1,1,1,1,1
0,2025,230168,2025-04-01 19:10:00,2025-04-01 19:21:00,-1,False,False,0.27962945489037166,0.496029144695174,0.6827008985407781,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,230170,2025-04-01 19:20:00,2025-04-01 19:27:00,1,False,False,0.2977798332071683,0.49664615715805827,0.6523453528486519,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,230704,2025-04-03 17:50:00,2025-04-03 18:03:00,-1,False,False,0.27861072547630866,0.4619302289846643,0.6065596321423622,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,230942,2025-04-04 14:40:00,2025-04-04 14:47:00,-1,False,False,0.34248581265967093,0.6085256990165528,0.7950225163529273,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,230953,2025-04-04 15:35:00,2025-04-04 15:44:00,-1,True,False,0.4569346290724637,0.6553454172288071,0.8174612443456484,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,230981,2025-04-04 17:55:00,2025-04-04 17:58:00,-1,False,False,0.31731316353450495,0.5726481557100791,0.7061479362360024,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,230988,2025-04-04 18:30:00,2025-04-04 18:54:00,-1,False,False,0.38029291899107254,0.6231183919936558,0.728007398939988,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,231073,2025-04-07 02:35:00,2025-04-07 02:49:00,1,False,False,0.36050573109731704,0.5565348642848553,0.7998320993928043,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,231079,2025-04-07 03:05:00,2025-04-07 03:21:00,-1,True,False,0.346150480423128,0.5923820589699655,0.822994753604182,1.0,0.0,1.0,1,1,1,1,1,1
0,2025,231091,2025-04-07 04:05:00,2025-04-07 04:09:00,1,False,False,0.4443104003581243,0.7224781389468526,0.9195904184228088,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,231839,2025-04-09 20:25:00,2025-04-09 20:31:00,-1,False,False,0.3635095057210177,0.6386995659475188,0.8217621825270802,0.0,0.0,0.0,0,0,0,0,1,-1
0,2025,233112,2025-04-16 11:30:00,2025-04-16 11:33:00,-1,False,False,0.33127919764582564,0.5622254152445179,0.7306116129716869,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,233305,2025-04-17 04:35:00,2025-04-17 04:50:00,-1,False,False,0.3260459780479338,0.6213545239142813,0.7899107340991285,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,233843,2025-04-22 03:25:00,2025-04-22 03:44:00,-1,False,False,0.3265341970627347,0.6259879242079978,0.8095526630260863,0.0,0.0,0.0,0,1,-1,0,1,-1
0,2025,233994,2025-04-22 16:00:00,2025-04-22 16:13:00,1,False,False,0.3389783148687482,0.592488457062047,0.7826399443450764,0.0,0.0,0.0,0,0,0,0,1,-1
0,2025,234003,2025-04-22 16:45:00,2025-04-22 17:01:00,1,False,False,0.4576521540215856,0.6920605784909691,0.8145296197984165,1.0,0.0,1.0,1,0,1,1,1,1
0,2025,234034,2025-04-22 19:20:00,2025-04-22 19:28:00,-1,False,False,0.3853772812586996,0.6982773223571599,0.8340564341285087,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,234278,2025-04-23 16:40:00,2025-04-23 16:55:00,-1,False,False,0.3147763604372225,0.6093949953413815,0.810128975790884,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,236211,2025-05-02 16:45:00,2025-05-02 16:56:00,-1,False,False,0.36980008716097057,0.5618094710648985,0.7132281979059313,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,236617,2025-05-06 04:35:00,2025-05-06 04:56:00,1,False,False,0.34627887210757585,0.5943285425825333,0.7665135491766256,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,236852,2025-05-07 01:10:00,2025-05-07 01:15:00,1,False,False,0.4517457653546038,0.7527145823826231,0.8391794267759496,0.0,1.0,-1.0,0,1,-1,0,1,-1
0,2025,236862,2025-05-07 02:00:00,2025-05-07 02:14:00,1,False,False,0.4012670582238136,0.5895817695358796,0.7461365250021226,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,236883,2025-05-07 03:45:00,2025-05-07 04:08:00,1,False,False,0.4700626081394269,0.691869076635957,0.9096963683905456,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,237225,2025-05-08 09:15:00,2025-05-08 09:32:00,-1,False,False,0.36126694005716753,0.6714423423035525,0.8439481882227191,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,237681,2025-05-12 01:15:00,2025-05-12 01:42:00,-1,False,False,0.04737275020769008,0.05091084758569565,0.13256644920355656,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,237787,2025-05-12 10:05:00,2025-05-12 10:22:00,-1,False,False,0.3802042124231849,0.49923806167943446,0.5856383632464437,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,238406,2025-05-14 15:40:00,2025-05-14 15:48:00,-1,False,False,0.3754457477707938,0.6440985315164074,0.7725199703935492,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,238408,2025-05-14 15:50:00,2025-05-14 15:57:00,-1,False,False,0.3903335188527119,0.6975072507287254,0.8094376089767119,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,238413,2025-05-14 16:15:00,2025-05-14 16:31:00,1,False,False,0.3784990025346117,0.5739070816810388,0.7039452509516644,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,239648,2025-05-21 04:10:00,2025-05-21 04:59:00,-1,False,False,0.2537070037577041,0.6241047108674967,0.8529838389538723,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,240077,2025-05-22 16:55:00,2025-05-22 17:01:00,-1,False,False,0.31840569057937496,0.5181808928734536,0.6654105533109349,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,240790,2025-05-27 09:50:00,2025-05-27 09:58:00,-1,False,False,0.1999375960120215,0.3961618846948519,0.5720252067287269,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,241251,2025-05-29 02:15:00,2025-05-29 02:27:00,-1,False,False,0.3411544874208747,0.6283176999223217,0.8016202772033947,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,241261,2025-05-29 03:05:00,2025-05-29 03:19:00,-1,False,False,0.5516154142562726,0.7300503545891079,0.8609139622437395,0.0,0.0,0.0,1,0,1,1,1,1
0,2025,241702,2025-05-30 16:50:00,2025-05-30 16:57:00,-1,False,False,0.3068260811165185,0.4806048999039262,0.662187127789329,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,242254,2025-06-03 16:50:00,2025-06-03 17:05:00,-1,False,False,0.24930811640015782,0.5216639514167913,0.723334549470072,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,242514,2025-06-04 15:30:00,2025-06-04 15:41:00,1,False,False,0.32199930008222055,0.6499649749690566,0.8334674180220596,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,242817,2025-06-05 17:45:00,2025-06-05 17:54:00,-1,False,False,0.32119095618010485,0.44868971712385397,0.5571566627089848,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,242827,2025-06-05 18:35:00,2025-06-05 18:44:00,-1,False,False,0.12862774902082053,0.22274532225866114,0.28803895700059323,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,243079,2025-06-06 16:35:00,2025-06-06 16:41:00,-1,False,False,0.45442054738597093,0.6158423103669461,0.7101333028737165,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,243895,2025-06-11 15:35:00,2025-06-11 15:50:00,-1,False,False,0.4628007297422929,0.750875186562092,0.9032292649833064,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,244112,2025-06-12 10:40:00,2025-06-12 10:44:00,-1,False,False,0.23136011832327524,0.5094523976977325,0.6643407252866987,0.0,0.0,0.0,0,0,0,0,1,-1
0,2025,244117,2025-06-12 11:05:00,2025-06-12 11:22:00,1,False,False,0.3605277482269335,0.5706971528973398,0.7106140974600319,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,244309,2025-06-13 04:05:00,2025-06-13 04:24:00,1,False,False,0.4690369420181329,0.6946570542663629,0.8114388555630119,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,244739,2025-06-16 16:55:00,2025-06-16 17:10:00,1,False,False,0.651717780565503,0.8411300469161173,0.9244263252629401,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,245297,2025-06-18 17:25:00,2025-06-18 18:20:00,1,False,False,0.44811234431785646,0.7278530384917148,0.8541577956429185,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,245475,2025-06-19 09:15:00,2025-06-19 09:40:00,-1,False,False,0.35978047384609335,0.7219466955095214,0.8376387389643596,0.0,0.0,0.0,0,0,0,0,1,-1
0,2025,246350,2025-06-24 15:45:00,2025-06-24 16:01:00,1,False,False,0.40788282300751355,0.7015241585694376,0.8377749873411049,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,246900,2025-06-26 15:35:00,2025-06-26 15:52:00,-1,False,False,0.319741171635751,0.6343106956679156,0.798363147497384,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,246912,2025-06-26 16:35:00,2025-06-26 17:01:00,1,True,False,0.3756519288127234,0.5572211878655644,0.6775533126451434,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,247176,2025-06-27 15:35:00,2025-06-27 15:55:00,-1,False,False,0.4720149387823066,0.6994770823638737,0.8190291265204148,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,247188,2025-06-27 16:35:00,2025-06-27 17:22:00,1,True,False,0.4284688818855797,0.6183899449649698,0.7567606826342702,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,247283,2025-06-30 01:30:00,2025-06-30 01:33:00,1,False,False,0.5160122461738349,0.7922681794956625,0.9040829396173933,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,248280,2025-07-03 15:35:00,2025-07-03 16:01:00,-1,True,False,0.7269407788673498,0.8968115609203504,0.9513432552004065,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,248647,2025-07-07 04:10:00,2025-07-07 04:18:00,-1,False,False,0.3622085893808742,0.6229433004571452,0.7493663864272605,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,249092,2025-07-08 18:15:00,2025-07-08 18:25:00,1,False,False,0.3585447913143125,0.5539000222278945,0.6962983739999065,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,249351,2025-07-09 16:50:00,2025-07-09 17:04:00,1,False,False,0.364085922401843,0.6243497156924809,0.7944191093791204,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,249890,2025-07-11 15:45:00,2025-07-11 16:02:00,1,False,False,0.39123145234131596,0.6380096571415639,0.7908858704583364,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,249901,2025-07-11 16:40:00,2025-07-11 16:43:00,-1,False,False,0.36978197595974693,0.5563587927503244,0.6967345527109897,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,250476,2025-07-15 18:35:00,2025-07-15 18:46:00,1,False,False,0.31279769318021583,0.5075629093041756,0.6477692274974356,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,250716,2025-07-16 15:35:00,2025-07-16 15:57:00,-1,False,False,0.3903144684977719,0.6754582218572629,0.8337192893288874,0.0,0.0,0.0,1,0,1,1,1,1
0,2025,250732,2025-07-16 16:55:00,2025-07-16 17:07:00,1,False,False,0.29186661212359394,0.49620307033362493,0.7471186155136187,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,250744,2025-07-16 17:55:00,2025-07-16 17:58:00,1,False,False,0.3599120610238803,0.4799881369294137,0.6523787023068934,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,250992,2025-07-17 15:35:00,2025-07-17 15:48:00,-1,False,False,0.5885889734636073,0.8127601137493341,0.9202656504729828,0.0,0.0,0.0,0,1,-1,0,1,-1
0,2025,252137,2025-07-23 19:00:00,2025-07-23 19:03:00,-1,True,False,0.31440671558604716,0.6133246726729604,0.8137191259165365,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,252385,2025-07-24 16:40:00,2025-07-24 16:47:00,1,False,False,0.461419365343293,0.6627878685355182,0.7836611073498772,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,252662,2025-07-25 16:45:00,2025-07-25 16:54:00,1,False,False,0.4079210457512533,0.6785427861292219,0.8161647980152165,0.0,0.0,0.0,0,1,-1,0,1,-1
0,2025,252670,2025-07-25 17:25:00,2025-07-25 17:39:00,-1,False,False,0.34784623979460133,0.5602034041517261,0.7331338046936628,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,252939,2025-07-28 16:50:00,2025-07-28 17:48:00,-1,True,False,0.31090055244290066,0.6160888875065185,0.816768095252547,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,253543,2025-07-30 21:10:00,2025-07-30 21:29:00,-1,False,False,0.49055320269459807,0.7246806023009178,0.8215347839368559,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,254028,2025-08-01 15:35:00,2025-08-01 15:39:00,1,False,False,0.5142054790526224,0.6940363520249402,0.7972936147211523,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,255079,2025-08-07 11:10:00,2025-08-07 11:19:00,-1,False,False,0.4627912302771315,0.6984581520719042,0.8099354902119338,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,255145,2025-08-07 16:40:00,2025-08-07 16:51:00,1,False,False,0.5249553375681377,0.7261130445270407,0.8351490860806002,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,255409,2025-08-08 15:40:00,2025-08-08 15:50:00,-1,True,False,0.3612479916944831,0.6393087490382574,0.7981344135088541,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,255411,2025-08-08 15:50:00,2025-08-08 16:01:00,-1,False,False,0.5360551185224758,0.8070041085695283,0.8922555221981443,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,255420,2025-08-08 16:35:00,2025-08-08 17:04:00,1,False,False,0.40324693922438465,0.5987578213698409,0.7129745303542034,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,255474,2025-08-08 21:05:00,2025-08-08 21:13:00,1,False,False,0.728355815204879,0.8708330715188655,0.9692146004931285,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,255960,2025-08-12 15:35:00,2025-08-12 15:39:00,-1,False,False,0.6067360767887764,0.8347470830286786,0.9353705212557152,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,255974,2025-08-12 16:45:00,2025-08-12 16:49:00,-1,False,False,0.629075206352733,0.7000805234225713,0.7989264787917983,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,256512,2025-08-14 15:35:00,2025-08-14 15:54:00,1,False,False,0.3975684277397938,0.7076881376818177,0.8495204389709372,0.0,0.0,0.0,0,1,-1,0,1,-1
0,2025,256531,2025-08-14 17:10:00,2025-08-14 17:51:00,1,False,False,0.40164613705731905,0.5243205911600678,0.6301287558461387,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,257892,2025-08-21 15:35:00,2025-08-21 15:42:00,-1,False,False,0.4337439021181543,0.6598190948278918,0.8406264031333877,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,258186,2025-08-22 17:05:00,2025-08-22 17:09:00,1,False,False,0.8893568302726409,0.9137293374334846,0.9423825102472619,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,258207,2025-08-22 18:50:00,2025-08-22 18:57:00,1,False,False,0.367107273958821,0.5738291691491616,0.6901443985629558,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,258209,2025-08-22 19:00:00,2025-08-22 19:04:00,1,False,False,0.3506174012144635,0.5695106282040305,0.7233640004577649,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,259285,2025-08-28 16:40:00,2025-08-28 17:03:00,1,False,False,0.37584814997840815,0.6023679522083497,0.7713428938047779,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,259548,2025-08-29 15:35:00,2025-08-29 15:50:00,1,False,False,0.384457214165526,0.7475777768881833,0.8740477611357088,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,259566,2025-08-29 17:05:00,2025-08-29 17:22:00,1,False,False,0.3433035378265381,0.5052810789071227,0.6706054722354933,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,259697,2025-09-01 05:00:00,2025-09-01 05:09:00,1,True,False,0.47120593586818266,0.6912003091556922,0.7877090059113244,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,259934,2025-09-02 04:15:00,2025-09-02 04:20:00,1,False,False,0.38887832933859584,0.70076720434347,0.8555816128521687,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,259941,2025-09-02 04:50:00,2025-09-02 05:04:00,1,False,False,0.7061728986934803,0.8521698974556726,0.9294434272322918,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,260082,2025-09-02 16:35:00,2025-09-02 16:54:00,1,False,False,0.4254861721379879,0.6082630078225477,0.6957373937817077,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,260201,2025-09-03 03:30:00,2025-09-03 03:46:00,1,False,False,0.2684546739589863,0.7287108299220924,0.8919953505070684,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,260367,2025-09-03 17:20:00,2025-09-03 17:27:00,1,False,False,0.40740023779385226,0.6139059725988559,0.7906049753788296,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,260510,2025-09-04 06:15:00,2025-09-04 06:18:00,1,False,False,0.45641885431951607,0.677436103438083,0.8470173203714703,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,260636,2025-09-04 16:45:00,2025-09-04 16:50:00,-1,False,False,0.2996420477963288,0.5777635646780998,0.813780465711421,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,260898,2025-09-05 15:35:00,2025-09-05 15:43:00,1,False,False,0.6608448258242579,0.8130510398823463,0.87017792094531,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,261468,2025-09-09 17:05:00,2025-09-09 17:17:00,-1,True,False,0.673417626995287,0.7962039881732467,0.8688506174682716,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,261483,2025-09-09 18:20:00,2025-09-09 18:37:00,1,False,False,0.3966201191971757,0.519552829679085,0.6116389130346567,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,261727,2025-09-10 15:40:00,2025-09-10 15:59:00,-1,False,False,0.510433438697183,0.8456773851357158,0.9488556656633687,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,262002,2025-09-11 15:35:00,2025-09-11 15:44:00,-1,False,False,0.7354995859872445,0.914908560586073,0.964163384981411,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,262020,2025-09-11 17:05:00,2025-09-11 17:37:00,1,False,False,0.2590755127288645,0.3936791224051166,0.5208216126046521,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,262568,2025-09-15 16:45:00,2025-09-15 17:06:00,-1,False,False,0.27743222322412503,0.5028712429337135,0.6767915265862211,0.0,0.0,0.0,0,0,0,0,1,-1
0,2025,262844,2025-09-16 16:45:00,2025-09-16 17:11:00,1,False,False,0.37831981205039233,0.614255761757024,0.7932043822616962,0.0,0.0,0.0,0,1,-1,0,1,-1
0,2025,263246,2025-09-18 04:15:00,2025-09-18 04:18:00,-1,False,False,0.4427356043445904,0.6427429341172548,0.7216498769708379,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,263394,2025-09-18 16:35:00,2025-09-18 17:00:00,-1,True,False,0.47808709770482194,0.7113737979185523,0.826153777867166,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,263947,2025-09-22 16:40:00,2025-09-22 16:50:00,-1,False,False,0.3541351583800556,0.551130683364753,0.7153145509193273,0.0,0.0,0.0,0,0,0,0,1,-1
0,2025,264287,2025-09-23 22:00:00,2025-09-23 22:05:00,1,False,False,0.2805865460300523,0.47729870929178864,0.6064782449898809,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,264762,2025-09-25 15:35:00,2025-09-25 15:47:00,-1,False,False,0.33581499013457194,0.6073433453357883,0.8164461455877299,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,264775,2025-09-25 16:40:00,2025-09-25 16:50:00,-1,False,False,0.4186462952719966,0.5997834328003442,0.7062166007997095,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,265177,2025-09-29 04:10:00,2025-09-29 04:26:00,-1,False,False,0.39528410082685284,0.7263635835211182,0.8670520036152494,0.0,0.0,0.0,0,1,-1,0,1,-1
0,2025,265332,2025-09-29 17:05:00,2025-09-29 17:22:00,-1,False,False,0.402051763844088,0.6349342950471341,0.8023738522695358,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,265537,2025-09-30 11:10:00,2025-09-30 11:23:00,-1,False,False,0.3118351511536029,0.5791017644586521,0.7914808413032322,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,265893,2025-10-01 17:50:00,2025-10-01 18:08:00,1,False,False,0.27965588337799846,0.45872541333144845,0.5884546152251515,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,265896,2025-10-01 18:05:00,2025-10-01 19:02:00,-1,False,False,0.37322883461710893,0.6033446956837416,0.7486700721168913,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,266155,2025-10-02 16:40:00,2025-10-02 16:52:00,-1,False,False,0.34325758127091327,0.5996903257152263,0.7750313795998731,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,266162,2025-10-02 17:15:00,2025-10-02 17:32:00,-1,False,False,0.3672877045327511,0.5612574036993554,0.7137049219836458,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,266179,2025-10-02 18:40:00,2025-10-02 18:53:00,1,False,False,0.16125093762063922,0.2651511068666713,0.33785667327403696,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,266436,2025-10-03 17:05:00,2025-10-03 17:24:00,-1,False,False,0.5108016721296996,0.7320328603838601,0.8778071956943394,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,266738,2025-10-06 19:15:00,2025-10-06 19:37:00,1,False,False,0.2714544905989041,0.5259169220179727,0.705304050151398,0.0,0.0,0.0,0,0,0,0,0,0
0,2025,267325,2025-10-08 22:10:00,2025-10-08 22:13:00,1,False,False,0.15243932180133118,0.2752376974546664,0.39678405528136534,0.0,0.0,0.0,0,0,0,0,1,-1
0,2025,267385,2025-10-09 04:10:00,2025-10-09 05:00:00,1,True,False,0.34824655432930474,0.6291715265813065,0.8577663211792457,0.0,0.0,0.0,0,0,0,1,0,1
0,2025,267536,2025-10-09 16:45:00,2025-10-09 16:53:00,-1,False,False,0.5717817095918205,0.8033995112153168,0.9180596475311905,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,267816,2025-10-10 17:05:00,2025-10-10 17:37:00,1,False,False,0.3164641772120203,0.6314438414199761,0.830050666823066,0.0,0.0,0.0,1,0,1,1,0,1
0,2025,267834,2025-10-10 18:35:00,2025-10-10 18:50:00,-1,False,False,0.34217281781406467,0.5957830929838912,0.78534873704206,1.0,0.0,1.0,1,0,1,1,0,1
0,2025,267841,2025-10-10 19:10:00,2025-10-10 19:22:00,-1,False,False,0.35648792649080874,0.5889123998647293,0.7185902389586007,0.0,0.0,0.0,0,0,0,0,1,-1
