phase,year,m5_index,direction,decision,accept_time,conf_time,preconf_same75,preconf_opp75,postconf_same75_H60,postconf_opp75_H60,postconf_same75_H120,postconf_opp75_H120,postconf_same75_H240,postconf_opp75_H240
0,2026,296461,1,2026-03-10 20:20:00,2026-03-10 21:02:00,2026-03-10 21:17:00,False,False,0.0,0.0,0,0,0,0
0,2026,298044,-1,2026-03-18 14:15:00,2026-03-18 14:31:00,2026-03-18 14:46:00,True,False,1.0,0.0,1,0,1,0
0,2026,298284,1,2026-03-19 11:15:00,2026-03-19 11:27:00,2026-03-19 11:42:00,False,False,0.0,0.0,0,0,0,1
0,2026,298616,-1,2026-03-20 15:55:00,2026-03-20 16:12:00,2026-03-20 16:27:00,True,False,1.0,0.0,1,0,1,0
0,2026,298888,1,2026-03-23 15:35:00,2026-03-23 15:47:00,2026-03-23 16:02:00,False,False,1.0,0.0,1,0,1,0
0,2026,298890,1,2026-03-23 15:45:00,2026-03-23 15:58:00,2026-03-23 16:13:00,False,False,1.0,0.0,1,0,1,0
0,2026,301007,1,2026-04-02 09:10:00,2026-04-02 09:28:00,2026-04-02 09:43:00,False,False,0.0,0.0,1,0,1,0
0,2026,303864,1,2026-04-17 17:15:00,2026-04-17 17:34:00,2026-04-17 17:49:00,False,False,0.0,0.0,0,0,0,0
0,2026,303967,1,2026-04-20 02:50:00,2026-04-20 03:07:00,2026-04-20 03:22:00,False,False,0.0,0.0,1,0,1,0
0,2026,305694,1,2026-04-28 08:45:00,2026-04-28 09:05:00,2026-04-28 09:20:00,False,False,0.0,0.0,0,0,0,0
0,2026,305767,1,2026-04-28 14:50:00,2026-04-28 15:05:00,2026-04-28 15:20:00,True,False,1.0,0.0,1,0,1,0
0,2026,306066,1,2026-04-29 16:45:00,2026-04-29 17:05:00,2026-04-29 17:20:00,False,False,1.0,0.0,1,0,1,0
0,2026,307429,1,2026-05-06 15:20:00,2026-05-06 15:32:00,2026-05-06 15:47:00,False,False,0.0,0.0,1,0,1,0
0,2026,308004,-1,2026-05-08 17:15:00,2026-05-08 17:43:00,2026-05-08 17:58:00,False,False,0.0,0.0,1,0,1,0
0,2026,309285,1,2026-05-15 09:00:00,2026-05-15 09:12:00,2026-05-15 09:27:00,False,False,0.0,0.0,1,0,1,1
0,2026,310213,1,2026-05-20 17:20:00,2026-05-20 17:38:00,2026-05-20 17:53:00,True,False,1.0,0.0,1,0,1,0
0,2026,310225,-1,2026-05-20 18:20:00,2026-05-20 18:54:00,2026-05-20 19:09:00,False,False,0.0,0.0,0,0,0,0
0,2026,310484,-1,2026-05-21 16:55:00,2026-05-21 17:05:00,2026-05-21 17:20:00,False,False,0.0,0.0,0,0,0,1
0,2026,310526,1,2026-05-21 20:25:00,2026-05-21 20:43:00,2026-05-21 20:58:00,False,False,0.0,0.0,0,0,0,0
0,2026,312377,-1,2026-06-01 16:15:00,2026-06-01 16:40:00,2026-06-01 16:55:00,True,False,1.0,0.0,1,0,1,0
0,2026,313485,-1,2026-06-05 16:35:00,2026-06-05 16:42:00,2026-06-05 16:57:00,True,False,1.0,0.0,1,0,1,0
0,2026,314314,1,2026-06-10 16:40:00,2026-06-10 16:46:00,2026-06-10 17:01:00,False,False,0.0,0.0,0,1,0,1
0,2026,314439,1,2026-06-11 04:05:00,2026-06-11 04:20:00,2026-06-11 04:35:00,False,False,1.0,0.0,1,0,1,0
0,2026,315747,-1,2026-06-17 21:05:00,2026-06-17 21:07:00,2026-06-17 21:22:00,True,False,1.0,0.0,1,0,1,0
0,2026,320299,1,2026-07-10 17:35:00,2026-07-10 18:04:00,2026-07-10 18:19:00,False,False,0.0,0.0,1,0,1,0
0,2026,321381,-1,2026-07-16 15:45:00,2026-07-16 16:01:00,2026-07-16 16:16:00,True,False,0.0,0.0,0,0,0,0
0,2026,321385,1,2026-07-16 16:05:00,2026-07-16 16:44:00,2026-07-16 16:59:00,True,False,0.0,0.0,1,0,1,0
0,2026,322345,1,2026-07-22 04:05:00,2026-07-22 04:40:00,2026-07-22 04:55:00,False,False,0.0,0.0,0,0,1,0
0,2026,326637,1,2026-08-12 16:45:00,2026-08-12 17:05:00,2026-08-12 17:20:00,False,False,0.0,0.0,0,0,0,0
0,2026,328004,1,2026-08-19 15:40:00,2026-08-19 15:54:00,2026-08-19 16:09:00,True,False,1.0,0.0,1,0,1,0
2,2024,144022,1,2024-01-12 15:35:00,2024-01-12 15:46:00,2024-01-12 16:01:00,False,False,1.0,0.0,1,0,1,1
2,2024,144030,1,2024-01-12 16:15:00,2024-01-12 17:04:00,2024-01-12 17:19:00,True,False,,,0,0,0,1
2,2024,145096,-1,2024-01-18 15:35:00,2024-01-18 15:56:00,2024-01-18 16:11:00,False,False,0.0,0.0,0,0,0,0
2,2024,146199,-1,2024-01-24 15:30:00,2024-01-24 15:38:00,2024-01-24 15:53:00,False,False,0.0,0.0,1,0,1,0
2,2024,147312,1,2024-01-30 16:15:00,2024-01-30 16:21:00,2024-01-30 16:36:00,False,False,0.0,1.0,0,1,0,1
2,2024,147322,-1,2024-01-30 17:05:00,2024-01-30 17:09:00,2024-01-30 17:24:00,True,False,1.0,0.0,1,0,1,0
2,2024,147895,-1,2024-02-01 18:50:00,2024-02-01 19:14:00,2024-02-01 19:29:00,False,False,1.0,0.0,1,0,1,0
2,2024,148132,-1,2024-02-02 15:35:00,2024-02-02 15:43:00,2024-02-02 15:58:00,True,False,1.0,0.0,1,0,1,0
2,2024,148981,1,2024-02-07 17:20:00,2024-02-07 17:37:00,2024-02-07 17:52:00,False,False,0.0,0.0,0,0,0,0
2,2024,149512,-1,2024-02-09 15:35:00,2024-02-09 15:41:00,2024-02-09 15:56:00,True,False,1.0,0.0,1,0,1,0
2,2024,150064,-1,2024-02-13 15:35:00,2024-02-13 15:42:00,2024-02-13 15:57:00,True,False,1.0,0.0,1,0,1,0
2,2024,150352,-1,2024-02-14 16:35:00,2024-02-14 16:53:00,2024-02-14 17:08:00,True,False,1.0,0.0,1,0,1,0
2,2024,152277,1,2024-02-23 18:35:00,2024-02-23 19:00:00,2024-02-23 19:15:00,False,False,0.0,0.0,0,0,0,0
2,2024,153075,-1,2024-02-28 16:05:00,2024-02-28 16:11:00,2024-02-28 16:26:00,False,False,1.0,0.0,1,0,1,0
2,2024,153662,1,2024-03-01 19:00:00,2024-03-01 19:08:00,2024-03-01 19:23:00,False,False,0.0,0.0,1,0,1,0
2,2024,154185,-1,2024-03-05 16:35:00,2024-03-05 16:43:00,2024-03-05 16:58:00,False,False,0.0,0.0,1,0,1,0
2,2024,154738,1,2024-03-07 16:40:00,2024-03-07 17:33:00,2024-03-07 17:48:00,False,False,,,0,0,1,0
2,2024,155553,1,2024-03-12 14:35:00,2024-03-12 14:37:00,2024-03-12 14:52:00,True,False,0.0,1.0,0,1,0,1
2,2024,157497,-1,2024-03-21 15:35:00,2024-03-21 15:49:00,2024-03-21 16:04:00,True,False,1.0,0.0,1,0,1,0
2,2024,157903,1,2024-03-25 03:25:00,2024-03-25 04:23:00,2024-03-25 04:38:00,False,False,,,0,0,0,0
2,2024,158862,-1,2024-03-28 14:20:00,2024-03-28 14:34:00,2024-03-28 14:49:00,False,False,0.0,0.0,1,0,1,0
2,2024,158914,-1,2024-03-28 18:40:00,2024-03-28 19:11:00,2024-03-28 19:26:00,False,False,0.0,0.0,0,0,0,0
2,2024,159154,-1,2024-04-01 16:40:00,2024-04-01 17:00:00,2024-04-01 17:15:00,True,False,1.0,0.0,1,0,1,0
2,2024,159971,1,2024-04-04 15:45:00,2024-04-04 16:13:00,2024-04-04 16:28:00,False,False,0.0,0.0,1,0,1,0
2,2024,160265,1,2024-04-05 17:15:00,2024-04-05 17:28:00,2024-04-05 17:43:00,True,False,1.0,0.0,1,0,1,0
2,2024,161100,-1,2024-04-10 17:50:00,2024-04-10 18:00:00,2024-04-10 18:15:00,True,False,1.0,0.0,1,0,1,0
2,2024,161133,-1,2024-04-10 20:35:00,2024-04-10 21:16:00,2024-04-10 21:31:00,False,False,0.0,0.0,1,0,1,0
2,2024,161637,1,2024-04-12 16:35:00,2024-04-12 16:45:00,2024-04-12 17:00:00,False,False,1.0,0.0,1,1,1,1
2,2024,162754,1,2024-04-18 17:40:00,2024-04-18 17:54:00,2024-04-18 18:09:00,False,False,0.0,0.0,1,0,1,0
2,2024,162869,1,2024-04-19 04:15:00,2024-04-19 04:26:00,2024-04-19 04:41:00,True,False,1.0,0.0,1,0,1,0
2,2024,162871,1,2024-04-19 04:25:00,2024-04-19 04:31:00,2024-04-19 04:46:00,True,False,1.0,0.0,1,0,1,0
2,2024,164391,-1,2024-04-26 16:05:00,2024-04-26 16:16:00,2024-04-26 16:31:00,False,False,1.0,0.0,1,0,1,0
2,2024,164966,1,2024-04-30 18:00:00,2024-04-30 18:15:00,2024-04-30 18:30:00,False,False,0.0,0.0,0,0,0,0
2,2024,166869,1,2024-05-09 15:35:00,2024-05-09 15:41:00,2024-05-09 15:56:00,False,False,0.0,1.0,1,1,1,1
2,2024,166877,1,2024-05-09 16:15:00,2024-05-09 16:31:00,2024-05-09 16:46:00,False,False,1.0,0.0,1,0,1,0
2,2024,168249,-1,2024-05-16 15:35:00,2024-05-16 15:49:00,2024-05-16 16:04:00,False,False,1.0,0.0,1,0,1,0
2,2024,168796,-1,2024-05-20 15:10:00,2024-05-20 15:21:00,2024-05-20 15:36:00,False,False,1.0,0.0,1,0,1,0
2,2024,169384,-1,2024-05-22 18:10:00,2024-05-22 18:32:00,2024-05-22 18:47:00,False,False,0.0,0.0,0,0,1,0
2,2024,170709,1,2024-05-29 16:05:00,2024-05-29 16:16:00,2024-05-29 16:31:00,False,False,0.0,0.0,0,0,0,0
2,2024,171834,1,2024-06-04 17:50:00,2024-06-04 18:09:00,2024-06-04 18:24:00,True,False,1.0,0.0,1,0,1,0
2,2024,172100,-1,2024-06-05 17:00:00,2024-06-05 17:03:00,2024-06-05 17:18:00,True,False,0.0,0.0,0,1,0,1
2,2024,172647,-1,2024-06-07 16:35:00,2024-06-07 16:47:00,2024-06-07 17:02:00,True,False,1.0,0.0,1,0,1,0
2,2024,173463,1,2024-06-12 15:35:00,2024-06-12 15:45:00,2024-06-12 16:00:00,True,False,1.0,0.0,1,0,1,0
2,2024,174580,1,2024-06-18 16:40:00,2024-06-18 16:50:00,2024-06-18 17:05:00,True,False,1.0,0.0,1,0,1,0
2,2024,175121,-1,2024-06-20 18:15:00,2024-06-20 18:25:00,2024-06-20 18:40:00,False,False,0.0,0.0,0,0,0,0
2,2024,175375,-1,2024-06-21 16:25:00,2024-06-21 16:37:00,2024-06-21 16:52:00,True,False,1.0,0.0,1,0,1,0
2,2024,175953,1,2024-06-25 18:35:00,2024-06-25 18:46:00,2024-06-25 19:01:00,False,False,0.0,0.0,0,0,0,0
2,2024,176223,1,2024-06-26 18:05:00,2024-06-26 18:14:00,2024-06-26 18:29:00,False,False,0.0,0.0,0,0,0,0
2,2024,176755,-1,2024-06-28 16:25:00,2024-06-28 16:43:00,2024-06-28 16:58:00,False,False,0.0,0.0,1,0,1,0
2,2024,176765,-1,2024-06-28 17:15:00,2024-06-28 17:30:00,2024-06-28 17:45:00,True,False,1.0,0.0,1,0,1,0
2,2024,178937,1,2024-07-10 16:45:00,2024-07-10 17:02:00,2024-07-10 17:17:00,False,False,0.0,0.0,0,0,0,1
2,2024,178945,-1,2024-07-10 17:25:00,2024-07-10 17:34:00,2024-07-10 17:49:00,False,False,0.0,0.0,0,0,1,0
2,2024,180058,1,2024-07-16 18:10:00,2024-07-16 18:27:00,2024-07-16 18:42:00,False,False,1.0,0.0,1,0,1,0
2,2024,180592,1,2024-07-18 16:40:00,2024-07-18 16:56:00,2024-07-18 17:11:00,False,False,0.0,0.0,1,0,1,0
2,2024,180717,-1,2024-07-19 04:05:00,2024-07-19 04:13:00,2024-07-19 04:28:00,False,False,1.0,0.0,1,0,1,0
2,2024,181131,1,2024-07-22 15:35:00,2024-07-22 15:47:00,2024-07-22 16:02:00,False,False,1.0,0.0,1,0,1,0
2,2024,181144,-1,2024-07-22 16:40:00,2024-07-22 16:44:00,2024-07-22 16:59:00,False,False,1.0,0.0,1,0,1,0
2,2024,181711,-1,2024-07-24 17:55:00,2024-07-24 18:34:00,2024-07-24 18:49:00,True,False,0.0,0.0,1,0,1,0
2,2024,181957,-1,2024-07-25 15:25:00,2024-07-25 15:33:00,2024-07-25 15:48:00,True,False,0.0,0.0,1,0,1,0
2,2024,182255,-1,2024-07-26 17:15:00,2024-07-26 17:48:00,2024-07-26 18:03:00,False,False,0.0,0.0,0,0,0,0
2,2024,183202,1,2024-08-01 04:10:00,2024-08-01 04:37:00,2024-08-01 04:52:00,False,False,0.0,0.0,0,1,0,1
2,2024,183223,1,2024-08-01 05:55:00,2024-08-01 06:04:00,2024-08-01 06:19:00,False,False,0.0,0.0,1,0,1,0
2,2024,183751,1,2024-08-05 03:55:00,2024-08-05 04:06:00,2024-08-05 04:21:00,True,False,1.0,0.0,1,0,1,0
2,2024,183906,-1,2024-08-05 16:50:00,2024-08-05 17:16:00,2024-08-05 17:31:00,False,False,0.0,0.0,0,0,0,0
2,2024,185009,1,2024-08-09 16:45:00,2024-08-09 17:01:00,2024-08-09 17:16:00,False,False,1.0,0.0,1,0,1,0
2,2024,185557,1,2024-08-13 16:25:00,2024-08-13 16:35:00,2024-08-13 16:50:00,False,False,1.0,0.0,1,0,1,0
2,2024,186099,-1,2024-08-15 15:35:00,2024-08-15 15:47:00,2024-08-15 16:02:00,True,False,1.0,0.0,1,0,1,0
2,2024,186957,-1,2024-08-20 18:05:00,2024-08-20 18:15:00,2024-08-20 18:30:00,False,False,1.0,0.0,1,0,1,0
2,2024,188594,-1,2024-08-28 16:30:00,2024-08-28 16:33:00,2024-08-28 16:48:00,True,False,0.0,0.0,0,0,1,0
2,2024,188874,1,2024-08-29 16:50:00,2024-08-29 17:01:00,2024-08-29 17:16:00,False,False,0.0,0.0,1,0,1,0
2,2024,191051,-1,2024-09-10 16:45:00,2024-09-10 16:55:00,2024-09-10 17:10:00,False,False,1.0,0.0,1,1,1,1
2,2024,191313,-1,2024-09-11 15:35:00,2024-09-11 15:38:00,2024-09-11 15:53:00,True,False,1.0,0.0,1,0,1,0
2,2024,191339,1,2024-09-11 17:45:00,2024-09-11 18:01:00,2024-09-11 18:16:00,False,False,1.0,0.0,1,0,1,0
2,2024,192160,-1,2024-09-16 17:10:00,2024-09-16 17:28:00,2024-09-16 17:43:00,False,False,0.0,0.0,0,0,0,0
2,2024,192970,-1,2024-09-19 15:40:00,2024-09-19 15:47:00,2024-09-19 16:02:00,False,False,0.0,0.0,1,0,1,0
2,2024,194637,-1,2024-09-27 16:35:00,2024-09-27 16:47:00,2024-09-27 17:02:00,False,False,1.0,0.0,1,0,1,0
2,2024,194652,-1,2024-09-27 17:50:00,2024-09-27 18:02:00,2024-09-27 18:17:00,True,False,0.0,0.0,0,0,1,0
2,2024,194772,1,2024-09-30 04:50:00,2024-09-30 05:16:00,2024-09-30 05:31:00,False,False,0.0,0.0,0,0,1,0
2,2024,194918,-1,2024-09-30 17:00:00,2024-09-30 17:05:00,2024-09-30 17:20:00,False,False,0.0,0.0,0,0,0,0
2,2024,195729,-1,2024-10-03 15:35:00,2024-10-03 15:51:00,2024-10-03 16:06:00,False,False,0.0,0.0,1,0,1,0
2,2024,196491,1,2024-10-08 10:05:00,2024-10-08 10:31:00,2024-10-08 10:46:00,False,False,0.0,0.0,0,0,1,0
2,2024,196587,-1,2024-10-08 18:05:00,2024-10-08 18:10:00,2024-10-08 18:25:00,False,False,1.0,0.0,1,0,1,0
2,2024,198495,1,2024-10-17 16:05:00,2024-10-17 16:15:00,2024-10-17 16:30:00,False,False,1.0,0.0,1,0,1,0
2,2024,198500,1,2024-10-17 16:30:00,2024-10-17 17:08:00,2024-10-17 17:23:00,False,False,1.0,0.0,1,0,1,0
2,2024,198634,1,2024-10-18 04:40:00,2024-10-18 05:02:00,2024-10-18 05:17:00,False,False,1.0,0.0,1,0,1,0
2,2024,200715,1,2024-10-29 16:05:00,2024-10-29 16:37:00,2024-10-29 16:52:00,False,False,0.0,0.0,0,0,0,0
2,2024,200973,1,2024-10-30 14:35:00,2024-10-30 14:48:00,2024-10-30 15:03:00,False,False,1.0,0.0,1,0,1,0
2,2024,201004,1,2024-10-30 17:10:00,2024-10-30 17:24:00,2024-10-30 17:39:00,False,False,1.0,0.0,1,0,1,0
2,2024,201249,-1,2024-10-31 14:35:00,2024-10-31 14:54:00,2024-10-31 15:09:00,True,False,1.0,0.0,1,0,1,0
2,2024,202095,-1,2024-11-05 17:05:00,2024-11-05 17:10:00,2024-11-05 17:25:00,False,False,1.0,0.0,1,0,1,0
2,2024,202330,-1,2024-11-06 13:40:00,2024-11-06 13:52:00,2024-11-06 14:07:00,True,False,1.0,0.0,1,0,1,0
2,2024,203746,-1,2024-11-13 16:40:00,2024-11-13 16:53:00,2024-11-13 17:08:00,True,False,1.0,0.0,1,0,1,0
2,2024,203749,-1,2024-11-13 16:55:00,2024-11-13 17:06:00,2024-11-13 17:21:00,False,False,0.0,0.0,1,0,1,0
2,2024,205677,1,2024-11-22 16:35:00,2024-11-22 16:49:00,2024-11-22 17:04:00,False,False,1.0,0.0,1,0,1,0
2,2024,205769,1,2024-11-25 01:15:00,2024-11-25 01:41:00,2024-11-25 01:56:00,False,False,0.0,0.0,0,1,0,1
2,2024,205948,-1,2024-11-25 16:10:00,2024-11-25 16:13:00,2024-11-25 16:28:00,True,False,1.0,0.0,1,0,1,0
2,2024,207810,1,2024-12-04 15:05:00,2024-12-04 15:16:00,2024-12-04 15:31:00,True,False,1.0,0.0,1,0,1,0
2,2024,209480,-1,2024-12-12 16:15:00,2024-12-12 16:24:00,2024-12-12 16:39:00,False,False,0.0,0.0,1,0,1,0
2,2024,210704,1,2024-12-19 03:15:00,2024-12-19 03:33:00,2024-12-19 03:48:00,True,False,1.0,0.0,1,0,1,0
2,2024,212378,-1,2024-12-30 15:40:00,2024-12-30 16:19:00,2024-12-30 16:34:00,True,False,1.0,0.0,1,0,1,0
2,2024,212382,1,2024-12-30 16:00:00,2024-12-30 16:08:00,2024-12-30 16:23:00,False,False,0.0,0.0,0,0,0,1
2,2025,213323,1,2025-01-06 13:20:00,2025-01-06 13:28:00,2025-01-06 13:43:00,True,False,1.0,0.0,1,0,1,1
2,2025,214454,1,2025-01-10 15:35:00,2025-01-10 15:37:00,2025-01-10 15:52:00,True,False,1.0,0.0,1,0,1,0
2,2025,215300,1,2025-01-15 17:05:00,2025-01-15 17:17:00,2025-01-15 17:32:00,False,False,0.0,0.0,1,0,1,0
2,2025,215832,-1,2025-01-17 15:25:00,2025-01-17 15:34:00,2025-01-17 15:49:00,False,False,0.0,0.0,0,0,0,0
2,2025,218287,1,2025-01-30 15:35:00,2025-01-30 16:18:00,2025-01-30 16:33:00,True,False,0.0,0.0,1,0,1,0
2,2025,218300,1,2025-01-30 16:40:00,2025-01-30 16:55:00,2025-01-30 17:10:00,False,False,1.0,0.0,1,0,1,0
2,2025,218317,-1,2025-01-30 18:05:00,2025-01-30 18:16:00,2025-01-30 18:31:00,False,False,0.0,0.0,0,0,0,0
2,2025,221344,-1,2025-02-14 17:20:00,2025-02-14 17:26:00,2025-02-14 17:41:00,True,False,1.0,0.0,1,0,1,0
2,2025,222688,-1,2025-02-21 16:50:00,2025-02-21 16:58:00,2025-02-21 17:13:00,False,False,1.0,0.0,1,0,1,0
2,2025,222691,-1,2025-02-21 17:05:00,2025-02-21 17:56:00,2025-02-21 18:11:00,True,False,,,0,0,0,0
2,2025,223215,1,2025-02-25 14:45:00,2025-02-25 15:06:00,2025-02-25 15:21:00,False,False,0.0,0.0,1,0,1,1
2,2025,226267,-1,2025-03-12 15:05:00,2025-03-12 15:18:00,2025-03-12 15:33:00,True,False,0.0,0.0,0,0,0,1
2,2025,226563,1,2025-03-13 16:45:00,2025-03-13 16:58:00,2025-03-13 17:13:00,False,False,1.0,0.0,1,0,1,0
2,2025,226576,1,2025-03-13 17:50:00,2025-03-13 17:55:00,2025-03-13 18:10:00,False,False,1.0,0.0,1,0,1,0
2,2025,226791,1,2025-03-14 12:45:00,2025-03-14 12:58:00,2025-03-14 13:13:00,False,False,0.0,0.0,0,0,0,0
2,2025,228205,-1,2025-03-21 15:35:00,2025-03-21 15:38:00,2025-03-21 15:53:00,True,False,1.0,0.0,1,0,1,0
2,2025,230167,-1,2025-04-01 19:05:00,2025-04-01 19:10:00,2025-04-01 19:25:00,True,False,0.0,0.0,0,0,0,0
2,2025,231091,1,2025-04-07 04:05:00,2025-04-07 04:09:00,2025-04-07 04:24:00,True,False,1.0,0.0,1,0,1,0
2,2025,233305,-1,2025-04-17 04:35:00,2025-04-17 04:50:00,2025-04-17 05:05:00,False,False,0.0,0.0,0,0,0,0
2,2025,233921,-1,2025-04-22 09:55:00,2025-04-22 10:13:00,2025-04-22 10:28:00,False,False,0.0,0.0,1,0,1,0
2,2025,234034,-1,2025-04-22 19:20:00,2025-04-22 19:28:00,2025-04-22 19:43:00,True,False,0.0,0.0,0,0,1,0
2,2025,234279,-1,2025-04-23 16:45:00,2025-04-23 16:51:00,2025-04-23 17:06:00,False,False,1.0,0.0,1,0,1,0
2,2025,236211,-1,2025-05-02 16:45:00,2025-05-02 16:56:00,2025-05-02 17:11:00,False,False,0.0,0.0,0,0,1,0
2,2025,236862,1,2025-05-07 02:00:00,2025-05-07 02:14:00,2025-05-07 02:29:00,False,False,1.0,0.0,1,0,1,0
2,2025,237225,-1,2025-05-08 09:15:00,2025-05-08 09:32:00,2025-05-08 09:47:00,False,False,1.0,0.0,1,0,1,0
2,2025,237787,-1,2025-05-12 10:05:00,2025-05-12 10:22:00,2025-05-12 10:37:00,True,False,1.0,0.0,1,0,1,0
2,2025,238408,-1,2025-05-14 15:50:00,2025-05-14 15:57:00,2025-05-14 16:12:00,False,False,0.0,0.0,0,0,1,0
2,2025,238413,1,2025-05-14 16:15:00,2025-05-14 16:31:00,2025-05-14 16:46:00,False,False,0.0,0.0,0,0,0,0
2,2025,242514,1,2025-06-04 15:30:00,2025-06-04 15:41:00,2025-06-04 15:56:00,False,False,0.0,0.0,1,0,1,0
2,2025,242817,-1,2025-06-05 17:45:00,2025-06-05 17:54:00,2025-06-05 18:09:00,False,False,1.0,0.0,1,0,1,0
2,2025,242827,-1,2025-06-05 18:35:00,2025-06-05 18:44:00,2025-06-05 18:59:00,True,False,1.0,0.0,1,0,1,0
2,2025,243907,-1,2025-06-11 16:35:00,2025-06-11 16:57:00,2025-06-11 17:12:00,False,False,0.0,0.0,0,0,0,0
2,2025,244112,-1,2025-06-12 10:40:00,2025-06-12 10:44:00,2025-06-12 10:59:00,False,False,0.0,0.0,0,0,0,1
2,2025,245297,1,2025-06-18 17:25:00,2025-06-18 18:20:00,2025-06-18 18:35:00,False,False,,,1,0,1,0
2,2025,246912,1,2025-06-26 16:35:00,2025-06-26 17:01:00,2025-06-26 17:16:00,True,False,0.0,0.0,0,0,1,0
2,2025,247186,1,2025-06-27 16:25:00,2025-06-27 16:42:00,2025-06-27 16:57:00,True,False,1.0,0.0,1,0,1,0
2,2025,247188,1,2025-06-27 16:35:00,2025-06-27 17:22:00,2025-06-27 17:37:00,True,False,,,0,0,1,0
2,2025,249092,1,2025-07-08 18:15:00,2025-07-08 18:25:00,2025-07-08 18:40:00,False,False,0.0,0.0,1,0,1,0
2,2025,250475,-1,2025-07-15 18:30:00,2025-07-15 18:46:00,2025-07-15 19:01:00,False,False,1.0,0.0,1,0,1,0
2,2025,250992,-1,2025-07-17 15:35:00,2025-07-17 15:48:00,2025-07-17 16:03:00,False,False,0.0,0.0,0,1,0,1
2,2025,252385,1,2025-07-24 16:40:00,2025-07-24 16:47:00,2025-07-24 17:02:00,False,False,1.0,0.0,1,0,1,0
2,2025,252939,-1,2025-07-28 16:50:00,2025-07-28 17:48:00,2025-07-28 18:03:00,True,False,,,0,0,0,0
2,2025,253543,-1,2025-07-30 21:10:00,2025-07-30 21:29:00,2025-07-30 21:44:00,True,False,1.0,0.0,1,0,1,0
2,2025,255079,-1,2025-08-07 11:10:00,2025-08-07 11:19:00,2025-08-07 11:34:00,True,False,0.0,0.0,1,0,1,0
2,2025,255409,-1,2025-08-08 15:40:00,2025-08-08 15:50:00,2025-08-08 16:05:00,True,False,1.0,0.0,1,0,1,0
2,2025,255473,1,2025-08-08 21:00:00,2025-08-08 21:03:00,2025-08-08 21:18:00,True,False,1.0,0.0,1,0,1,0
2,2025,257892,-1,2025-08-21 15:35:00,2025-08-21 15:42:00,2025-08-21 15:57:00,False,False,0.0,0.0,1,0,1,0
2,2025,258186,1,2025-08-22 17:05:00,2025-08-22 17:09:00,2025-08-22 17:24:00,True,False,1.0,0.0,1,0,1,0
2,2025,259285,1,2025-08-28 16:40:00,2025-08-28 17:03:00,2025-08-28 17:18:00,False,False,0.0,0.0,0,0,1,0
2,2025,259550,1,2025-08-29 15:45:00,2025-08-29 16:11:00,2025-08-29 16:26:00,False,False,1.0,0.0,1,0,1,0
2,2025,259566,1,2025-08-29 17:05:00,2025-08-29 17:22:00,2025-08-29 17:37:00,False,False,1.0,0.0,1,0,1,0
2,2025,259934,1,2025-09-02 04:15:00,2025-09-02 04:20:00,2025-09-02 04:35:00,False,False,1.0,0.0,1,0,1,0
2,2025,260082,1,2025-09-02 16:35:00,2025-09-02 16:54:00,2025-09-02 17:09:00,True,False,1.0,0.0,1,0,1,0
2,2025,260094,1,2025-09-02 17:35:00,2025-09-02 17:42:00,2025-09-02 17:57:00,True,False,1.0,0.0,1,0,1,0
2,2025,260510,1,2025-09-04 06:15:00,2025-09-04 06:18:00,2025-09-04 06:33:00,True,False,1.0,0.0,1,0,1,0
2,2025,260919,-1,2025-09-05 17:20:00,2025-09-05 17:38:00,2025-09-05 17:53:00,True,False,0.0,0.0,0,0,0,0
2,2025,261468,-1,2025-09-09 17:05:00,2025-09-09 17:17:00,2025-09-09 17:32:00,True,False,1.0,0.0,1,0,1,0
2,2025,261483,1,2025-09-09 18:20:00,2025-09-09 18:37:00,2025-09-09 18:52:00,False,False,1.0,0.0,1,0,1,0
2,2025,262844,1,2025-09-16 16:45:00,2025-09-16 17:11:00,2025-09-16 17:26:00,False,False,0.0,0.0,0,1,0,1
2,2025,264762,-1,2025-09-25 15:35:00,2025-09-25 15:47:00,2025-09-25 16:02:00,False,False,0.0,0.0,1,0,1,0
2,2025,265182,1,2025-09-29 04:35:00,2025-09-29 04:56:00,2025-09-29 05:11:00,False,False,1.0,0.0,1,0,1,0
2,2025,265609,1,2025-09-30 17:10:00,2025-09-30 17:16:00,2025-09-30 17:31:00,False,False,0.0,0.0,0,0,0,0
2,2025,265896,-1,2025-10-01 18:05:00,2025-10-01 19:02:00,2025-10-01 19:17:00,False,False,,,0,0,0,0
2,2025,266162,-1,2025-10-02 17:15:00,2025-10-02 17:32:00,2025-10-02 17:47:00,True,False,1.0,0.0,1,0,1,0
2,2025,266179,1,2025-10-02 18:40:00,2025-10-02 18:53:00,2025-10-02 19:08:00,False,False,1.0,0.0,1,0,1,0
2,2025,266738,1,2025-10-06 19:15:00,2025-10-06 19:37:00,2025-10-06 19:52:00,False,False,0.0,0.0,0,0,0,0
2,2025,267349,1,2025-10-09 01:10:00,2025-10-09 01:23:00,2025-10-09 01:38:00,False,False,0.0,0.0,0,0,0,0
2,2025,267536,-1,2025-10-09 16:45:00,2025-10-09 16:53:00,2025-10-09 17:08:00,False,False,1.0,0.0,1,0,1,0
2,2025,268588,1,2025-10-15 12:25:00,2025-10-15 12:46:00,2025-10-15 13:01:00,False,False,0.0,0.0,0,0,0,0
