direction,next_primary_continues,entries,next_event_share,SL_share_all_entries,resolved_price_pnl,resolved_PF
DOWN,False,147,0.2687385740402194,0.46258503401360546,-2965.4999999999986,0.005096135458568415
DOWN,True,400,0.7312614259597806,0.215,2178.1500000000033,1.5282899428089125
UP,False,178,0.2532005689900427,0.34269662921348315,-2219.8799999999974,0.06748888907558818
UP,True,525,0.7467994310099573,0.14095238095238094,13975.799999999997,5.852337668650313
